G06008300005013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,,2.61,2.51,2.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,,1.52,,,,,,,,,,,2.4,,,,,,,,,,,,,,,,,,,,,,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.52,2.06
G06008300005021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.16,,1.87,1.77,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16,,0.78,,,,,,,,,,,1.65,,,,,,,,,,,,,,,,,,,,,,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78,1.32
G06008300005022,,,,,,,,,,,,,,,,,,,2.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.76,1.66,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05,,0.51,,,,,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51,1.16
G06008300005023,,,,,,,,,,,,,,,,,,,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,1.8,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.67,,1.13,,,,,,,,,,,1.02,,,,,,,,,,,,,,,,,,,,,,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.13,1.3
G06008300005024,,,,,,,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.89,,1.35,,,,,,,,,,,0.88,,,,,,,,,,,,1.97,2.16,,,,,,,,,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35,1.49
G06008300005025,,,,,,,,,,,,,,,,,,,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.37,,1.96,,,,,,,,,,,1.13,,,,,,,,,,,,1.65,1.81,,,,,,,,,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.96,1.96
G06008300005026,,,,,,,,,,,,,,,,,,,2.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,2.18,,,,,,,,,,,1.48,,,,,,,,,,,,1.44,1.79,,,,,,,,,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36,,,,,,,,,,2.18,2.32
G06008300006001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.01,,,,1.83,1.73,,,,,2.16,,,,,,,,,,,,,,,,,,,,,,,,,,1.32,,,,,,,,,,,,,,2.04,,,,,,,,,2.09,1.66,,,,,,,,,,,,,,,,,,,2.33,2.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06008300006002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.24,1.34,,,1.19,1.14,1.14,,,,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,0.82,,,,,,,,,,,,,,,,,,,,,,,1.37,0.88,,,,,,,,,,,,,,,,,,,,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06008300006003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.97,,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.96,,,,,,,,,,,2.09,2.4,,,,,,,,2.26,2.4,,,,,,,,,,2.27,,,,,,,,,2.38,2.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06008300006004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63,0.73,0.68,,0.58,0.68,0.68,,0.78,,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,,,,,,,,,,,,,,,,,,,,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06008300006005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.78,,,,,,,1.92,,,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.62,,,,,,,,,,,1.44,1.81,,,,,,,,0.95,0.96,,,,,,,,,,,,,,,,,,,1.34,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06008300006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82,0.92,,,0.97,,,1.27,,,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,,,,,,,,,,,,,,,,,,,,0.49,0.0,,,,,,,,,,,,,,,,,,,1.06,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06008300007001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.86,,,3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.97,,,,,,,,,,,1.4,0.78,,,,,,,,2.27,2.75,,,,,,,,,,1.02,,,,,,,,,1.88,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06008300007002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.43,,,,,,,,,,,,,,2.45,2.41,,,,,,,,3.33,3.8,,,,,,,,,,1.44,,,,,,,,,2.94,,3.48,3.48,,,,,,,,2.81,,,,,,,,,,,,,,,,,,,,,,,
G06008300007003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.33,1.75,,,,,,,,3.2,3.68,,,,,,,,,,0.83,,,,,,,,,2.81,,1.69,1.69,,,,,,,,1.02,,,,,,,,,,,,,,,,,,,,,,,
G06008300007004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.52,0.95,,,,,,,,2.4,2.87,,,,,,,,,,1.57,,,,,,,,,2.01,,1.79,1.79,,,,,,,,1.12,,,,,,,,,,,,,,,,,,,,,,,
G06008300008011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.31,,,,,,,0.97,,,0.87,,,,,1.17,,,,,,,,,,,,,,,,,,,,,,,,0.69,,,,,,,,,,,0.87,,,,,,,,,0.0,0.49,,,,,,,,,,,,,,,,,,,0.58,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06008300008012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.59,,,,,,,1.07,,,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,0.58,1.21,,,,,,,,0.29,0.77,,,,,,,,,,,,,,,,,,,0.49,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06008300008013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.94,,,,,,,1.23,,,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.33,,,,,,,,,,,0.35,0.86,,,,,,,,0.64,1.12,,,,,,,,,,,,,,,,,,,0.64,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06008300008041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.34,,,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.45,,,,,,,,,,,0.93,1.45,,,1.77,,,,,1.03,1.52,,,,,,,,,,,,,,,,,,,0.64,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06008300008042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.87,,,2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.98,,,,,,,,,,,0.68,1.07,,,,,,,,1.54,2.02,,,,,,,,,,1.92,,,,,,,,,1.15,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06008300008043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65,,,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.76,,,,,,,,,,,0.19,0.5,,,,,,,,1.06,1.54,,,,,,,,,,1.6,,,,,,,,,0.67,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06008300008044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.17,,,1.46,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,1.28,,,,,,,,,,,0.29,0.91,,,,,,,,0.59,1.06,,,,,,,,,,,,,,,,,,,0.19,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06008300008045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.64,,,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75,,,,,,,,,,,0.29,0.82,,,,,,,,1.17,1.65,,,,,,,,,,1.82,,,,,,,,,0.78,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06008300009001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93,1.02,,,,,,0.58,,,0.49,,,,,0.78,,,,,,,,,,,,,,,,,,,,,,,,0.31,,,,,,,,,,,,,,,,,,,,0.39,0.68,,,,,,,,,,,,,,,,,,,0.78,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06008300009002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54,0.63,0.59,0.59,0.68,,,,0.49,,0.1,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06008300010001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54,0.63,0.39,0.2,0.29,0.39,0.39,,0.29,,0.88,,,,,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06008300010002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73,0.83,0.58,0.39,0.49,0.59,0.59,,0.49,,,,,,,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06008300010003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12,1.22,,0.78,,,,0.58,,,0.88,,,,,0.58,,,,,,,,,,,,,,,,,,,,,,,,0.67,,,,,,,,,,,,,,,0.85,,,,,,,,,0.96,,,,,,,,,,,,,,,,,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06008300010004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54,0.63,0.39,0.19,0.68,0.78,0.78,,0.29,,0.68,,,,,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06008300010005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83,0.93,0.68,0.49,,,,,0.58,,0.59,,,,,0.29,,,,,,,,,,,,,,,,,,,,,,,,0.57,,,,,,,,,,,,,,,,,,,,,,,,0.91,,,,,,,,,,,,,,,,,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06008300011011,,,,,,,,,,,,,,,,,,,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,1.44,1.24,1.34,1.25,1.25,,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16,,,,,,,,,,,,,,,,,,,,,,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.34
G06008300011012,,,,,,,,,,,,,,,,,,,0.83,,,,,,,,,,,,,,,,,,,,,,,,,1.41,1.17,0.97,1.16,1.06,1.06,,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16
G06008300011013,,,,,,,,,,,,,,,,,,,0.88,,,,,,,,,,,,,,,,,,,,,,,,,1.51,1.26,1.07,1.35,1.25,1.25,,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35
G06008300011014,,,,,,,,,,,,,,,,,,,0.93,,,,,,,,,,,,,,,,,,,,,,,,,1.69,1.45,1.25,1.54,1.45,1.45,,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55
G06008300011021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02,1.12,0.87,0.68,0.97,1.07,1.07,,0.78,,,,,,,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06008300011022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02,1.12,0.88,0.68,0.97,1.07,1.07,,0.78,,1.36,,,,,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06008300011023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.14,1.24,0.99,0.8,1.29,,,,0.89,,0.9,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,0.88,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06008300012031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.41,1.51,1.26,1.07,1.44,,,,1.16,,1.17,,,,,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09,,,,,,,,,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
