G06008300012032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.29,2.39,2.15,1.95,,,,,2.05,0.78,,,,,,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.93,,,,0.78,,,,,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06008300012061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.87,1.97,,,,,,0.81,,,1.5,,,,,1.33,,,,,,,,,,,,,,,,,,,,,,,,1.32,,,,,,,,,,,,,,,0.64,,,,,,,,,0.76,,,,,,,,,,,,,,,,1.53,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06008300012062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.46,1.22,1.02,,,,1.33,1.12,,1.12,,,,,0.83,,,,,,,,,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,,,0.77,,,,,,,,,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06008300012063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.66,1.75,,1.31,,,,1.04,,,1.41,,,,,1.12,,,,,,,,,,,,,,,,,,,,,,,,1.4,,,,,,,,,,,,,,,0.48,,,,,,,,,0.08,,,,,,,,,,,,,,,,,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06008300012081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.19,,1.75,,,,1.17,,1.31,1.85,,,,,1.55,,,,,,,,,,,,,,,,,,,,,,,,1.63,,,,,,,,,,,,,,,0.16,,,,,,,,,0.46,,,,,,,,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06008300012082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.14,2.89,2.7,,,,,2.8,0.71,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,2.6,,,,,,,,,,,,,,,1.12,,,,0.71,,,,,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06008300012083,,,,,,,,,,,,,,,,,,,2.85,,,,,,,,,,,,,,,,,,,,,,,,,2.85,2.61,2.41,,,,,2.51,0.43,,,,,,2.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.41,,,,0.43,,,,,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06008300012084,,,,,,,,,,,,,,,,,,,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,2.72,2.53,,,,,2.63,0.46,,,,,,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.83,,,,0.46,,,,,2.08,,,,,,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06008300012085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.62,,2.18,,,,1.61,2.28,1.02,,,,,,1.99,,,,,,,,,,,,,,,,,,,,,,,,2.08,,,,,,,,,,,,,,,0.61,,,,1.02,,,,,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06008300013041,,,,,,,,,,,,,,,,,,,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,2.09,,2.1,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.07,,2.18,,,,,,,,,,,0.57,,,,,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.18,1.62
G06008300013042,,,,,,,,,,,,,,,,,,,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,1.82,,1.82,1.82,,1.92,2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.58,,,,,,,,,2.23,,,,,,,,,,,,,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.92
G06008300013043,,,,,,,,,,,,,,,,,,,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,3.11,,,3.11,,3.2,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.04,,,,,,,,,2.11,,,,,,,,,,,,,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2
G06008300013044,,,,,,,,,,,,,,,,,,,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,2.19,1.99,,,,,2.09,0.77,,,,,,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.03,,,,0.77,,,,,1.9,,,,,,,,2.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06008300013045,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,1.88,,1.88,1.88,,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.51,,,,,,,,,,,0.83,,,,,,,,,,,,,,,,,,,,,,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.51,1.98
G06008300013046,,,,,,,,,,,,,,,,,,,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,2.97,2.77,,,,,2.87,1.0,,4.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.12,,,,,,,,,1.0,,,,,2.52,,,,,,,,2.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06008300013047,,,,,,,,,,,,,,,,,,,1.99,,,,,,,,,,,,,,,,,,,,,,,,,2.37,2.12,1.93,,,,,2.02,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.69,,,,,,,,,1.03,,,,,2.09,,,,,,,,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06008300013048,,,,,,,,,,,,,,,,,,,2.59,,,,,,,,,,,,,,,,,,,,,,,,,,2.72,2.53,,,,,2.62,0.64,,,,,,2.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,0.64,,,,,2.26,,,,,,,,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06008300013049,,,,,,,,,,,,,,,,,,,1.39,,,,,,,,,,,,,,,,,,,,,,,,,1.76,1.52,1.32,,1.71,1.71,,1.42,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.56,,,,,,,,,,,,,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06008300013061,,,,,,,,,,,,,,,,,,,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,3.03,,,,,,,,,,,1.34,,,,,,,,,,,,3.04,2.58,,,,,,,,,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.39,,,,,,,,,,3.03,2.5
G06008300013062,,,,,,,,,,,,,,,,,,,4.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.23,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.33,,,,,,,,,3.23,,,4.91,4.45,,,5.23,,,,,,4.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.28,,,,,,,,,,,
G06008300013063,,,,,,,,,,,,,,,,,,,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,2.23,1.77,,,2.55,,,,,,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.58,,,,,,,,,,3.16,2.65
G06008300014021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.67,2.75,,,,,,,,3.39,,,,,,,,,,,2.45,,,,,,,,,2.99,,1.57,1.57,,,,,,,,1.24,,,,,,,,,,,,,,,,2.62,2.74,,,,,,
G06008300014022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.05,2.6,,,,,,,,3.77,,,,,,,,,,,2.11,,,,,,,,,3.37,,0.81,0.81,,,,,,,,0.62,,,,,,,,,,,,,,,,3.35,3.47,,,,,,
G06008300014023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.22,2.22,,,,,,,,2.93,,,,,,,,,,,1.91,,,,,,,,,2.54,,1.52,1.52,,,,,,,,0.86,,,,,,,,,,,,,,,,3.38,3.5,,,,,,
G06008300014024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.49,3.57,,,,,,,,,,,,,,,,,,,3.23,,,,,,,,,3.81,,1.33,1.33,,,,,,,,1.74,,,,,,,,,,,,,,,,2.12,2.23,3.73,,,,,
G06008300015001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.45,4.87,,,,,,,,,,,,,,,,,,,4.29,,,,,,,,,,,2.39,2.39,,,,,,,,2.81,,,,,,,,,,,,,,,6.68,3.53,3.65,4.32,,,,,
G06008300015002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,3.82,,,,,,,,,,,,,,,,,,,3.24,,,,,,,,,4.88,,1.34,1.34,,,,,,,,1.75,,,,,,,,,,,,,,,,3.25,3.37,4.04,,,,,
G06008300015003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.64,3.07,,,,,,,,4.52,,,,,,,,,,,2.15,,,,,,,,,4.13,,1.22,1.22,,,,,,,,1.35,,,,,,,,,,,,,,,,4.24,4.36,,,,,,
G06008300016011,,,,,,,,,,,,,,3.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.76,7.76,,,,,,,,8.11,,,,,,,,,,,1.36,,,,1.0,4.69,4.81,2.98,,1.01,,,
G06008300016012,,,,,,,,,,,,,,3.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.01,8.01,,,,,,,,8.37,,,,,,,,,,,0.89,,,,1.26,4.95,5.07,3.24,,0.48,,,
G06008300016013,,,,,,,,,,,,,,2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.89,8.89,,,,,,,,9.24,,,,,,,,,,,0.6,,,,2.17,5.85,5.96,4.15,,1.27,,,
G06008300016041,,,,,,,,,,,,,,6.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.37,7.37,,,,,,,,7.73,,,,,,,,,,,3.85,,,,2.57,4.33,4.45,2.65,,3.5,,,
G06008300016042,,,,,,,,,,,,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.61,8.61,,,,,,,,8.97,,,,,,,,,,,0.98,,,,1.86,5.55,5.67,3.84,,1.45,,,
G06008300016043,,,,,,,,,,,,,,3.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3,8.3,,,,,,,,8.66,,,,,,,,,,,0.73,,,,1.55,5.24,5.36,3.53,,1.14,,,
G06008300016044,,,,,,,,,,,,,,3.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.47,8.47,,,,,,,,8.83,,,,,,,,,,,0.69,,,,1.72,5.41,5.53,3.7,,1.3,,,
G06008300017041,,,,,,,,,,,,,,3.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.97,9.97,,,,,,,,10.33,,,,,,,,,,,1.96,,,,3.25,6.93,7.05,5.23,,2.62,,,
G06008300017042,,,,,,,,,,,,,,2.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.01,9.01,,,,,,,,9.36,,,,,,,,,,,0.95,,,,2.29,5.96,6.08,4.27,,1.62,,,
G06008300017061,,,,,,,,,,,,,,3.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.63,7.63,,,,,,,,7.99,,,,,,,,,,,1.43,,,,1.51,4.53,4.65,2.82,,1.51,,,
G06008300017062,,,,,,,,,,,,,,4.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.21,6.21,,,,,,,,6.57,,,,,,,,,,,2.51,,,,1.62,3.11,3.23,1.4,,2.55,,,
G06008300017063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.56,,,,,,,,,,,4.99,4.99,,,,,,,,5.35,,,,,,,,,,,3.94,,,,2.67,1.89,2.01,0.31,,3.59,,,
G06008300017064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.47,,,,,,,,,,,,,,,,,,,4.99,,,,,,,,,,,3.09,3.09,,,,,,,,3.51,,,,,,,,,,,,,,,5.09,1.85,1.97,2.96,,6.01,,,
G06008300017065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.94,5.05,,,,,,,,,,,,,,,,,,,4.74,,,,,,,,,,,3.18,3.18,,,,,,,,3.54,,,,,,,,,,,,,,,4.31,0.47,0.58,2.19,,,,,
G06008300018001,,,,,,,,,,,,,106.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.2,,,,,,,,,,107.12,,,,,,,,,,,,,107.09,107.45,,,,,,85.49,,,,,105.43,,,,,106.75,,,,,,,,,,,,,,6.84,,,105.6,,,,,,,,,,,,,,,,,,
G06008300019011,,,,,,18.18,,,18.17,,,,,,,,,17.25,,,,,,,,,,,,,,,,,,,,,,,,17.66,,,,,,,,,,,,,,,16.95,,,,,17.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.67,,,,,,,,,,,,,,,,,,,,,,,,,,11.21,,,16.95,,,,,,,,,,,,,,11.78,,
G06008300019012,,,,,,14.78,,,,,,,,,,,,13.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.98,19.4,17.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.22,19.51,,,,,,,,,,,,,,,,,,,,,,,,,,,15.5,,,17.18,,,,,,,,,,,,,,13.34,,
G06008300019013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.88,19.89,5.97,,20.43,,20.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.1,,,,,,,,,,,,,,,,,,,,15.15,,,,,,11.25,,,5.97,,,,,,,,,,,,,,9.1,,
G06008300019014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.9,16.91,4.44,,17.45,,17.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.57,,,,,,,,,,,,,,,,,,,,13.54,,,,,,12.33,,,4.44,,,,,,,,,,,,,,9.71,,
G06008300019015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.15,18.16,3.68,,18.7,,19.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.8,,,,,,,,,,,,,,,,,,,,13.09,,,,,,11.35,,,3.68,,,,,,,,,,,,,,8.95,,
G06008300019031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55,,,,,,,,,,,,,,,,,,32.13,,,,,,,,,,,,,33.04,33.41,,,,,,,,,,,,,,,,,,,,,,6.9,,,,,,,,,,,,,,,,32.69,,,,19.08,,,,,,8.13,,,3.55,,,,,,,,,,,,,,3.1,,
G06008300019032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12,,,,,,,,,,,,,,,,,,31.98,,,,,,,,,,,,,32.89,33.26,,,,,,,,,,,,,,,,,,,,,,8.56,,,,,,,,,,,,,,,,32.54,,,,17.03,,,,,,9.79,,,1.12,,,,,,,,,,,,,,4.76,,
G06008300019033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,,,,,,,,,,,,,,,,,,32.42,,,,,,,,,,,,,33.33,33.7,,,,,,,,,,,,,,,,,,,,,,9.47,,,,,,,,,,,,,,,,32.98,,,,15.83,,,,,,11.08,,,0.34,,,,,,,,,,,,,,6.05,,
G06008300019034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.87,19.88,1.88,,20.42,,20.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,14.76,,,,,,12.38,,,1.88,,,,,,,,,,,,,,7.52,,
G06008300019035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,,,,,,,,,,,,,,,,32.45,,,,,,,,,,,,,33.36,33.74,,,,,,,,,,,,,,,,,,,,,,9.5,,,,,,,,,,,,,,,,33.01,,,,15.53,,,,,,11.11,,,0.38,,,,,,,,,,,,,,6.09,,
G06008300019051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.98,,,,,,,,,,,,,,,,,,36.13,,,,,,,,,,,,,37.04,37.41,,,,,,,,,,,,,,,,,,,,,,8.33,,,,,,,,,,,,,,,,36.69,,,,27.89,,,,,,13.38,,,11.98,,,,,,,,,,,,,,8.22,,
G06008300019052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.31,,,,,,,,,,,,,,,,,,32.47,,,,,,,,,,,,,33.38,33.76,,,,,,,,,,,,,,,,,,,,,,7.24,,,,,,,,,,,,,,,,33.04,,,,21.19,,,,,,5.42,,,5.31,,,,,,,,,,,,,,0.4,,
G06008300019053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.49,,,,,,,,,,,,,,,,,,29.7,,,,,,,,,,,,,30.61,30.98,,,,,,,,,,,,,,,,,,,,,,4.18,,,,,,,,,,,,,,,,30.26,,,,21.4,,,,,,8.37,,,5.49,,,,,,,,,,,,,,3.18,,
G06008300019061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.16,,,,,,,,,,,,,,,,,,29.13,,,,,,,,,,,,,30.03,30.41,,,,,,,,,,,,,,,,,,,,,,5.22,,,,,,,,,,,,,,,,29.69,,,,20.08,,,,,,9.36,,,4.16,,,,,,,,,,,,,,4.17,,
G06008300019062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.81,,,,,,,,,,,,,,,,,,30.21,,,,,,,,,,,,,31.11,31.49,,,,,,,,,,,,,,,,,,,,,,5.78,,,,,,,,,,,,,,,,30.77,,,,19.72,,,,,,8.94,,,3.81,,,,,,,,,,,,,,3.75,,
G06008300019063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.51,,,,,,,,,,,,,,,,,,31.48,,,,,,,,,,,,,32.39,32.76,,,,,,,,,,,,,,,,,,,,,,7.86,,,,,,,,,,,,,,,,32.04,,,,19.42,,,,,,10.7,,,3.51,,,,,,,,,,,,,,5.52,,
G06008300019064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.06,,,,,,,,,,,,,,,,,,24.25,,,,,,,,,,,,,23.56,26.31,,,,,,,,,,,,,,,,,,,,,,44.11,24.25,,,,,,,,,,,,,,,23.91,,,,,,,25.79,,,,,,35.06,,,,,,,,,,,,,,40.7,,
G06008300019065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.66,,,,,,,,,,,,,,,,,,29.17,,,,,,,,,,,,,30.08,30.45,,,,,,,,,,,,,,,,,,,,,,6.27,,,,,,,,,,,,,,,,29.73,,,,19.57,,,,,,10.42,,,3.66,,,,,,,,,,,,,,5.23,,
G06008300020051,,,,,,0.88,,,,,0.52,,,,,,,,,,,,,,,,,,,,1.11,0.99,0.69,0.69,0.7,,,,,,,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82,,,,,,,,,,,,,,,,,,,,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06008300020052,,,,,,1.49,,,2.84,,2.71,,,,,,,1.7,,,,,,,,,,,,,,,2.73,2.73,2.49,,,,,,,1.93,,,,,,,,,,,,,,,,,,,,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06008300020053,,,,,,2.04,,2.78,2.24,,,,,,,,,1.1,,,,,,,,,,,,,,,2.19,2.19,2.07,,,,,,,1.51,,,,,,,,,,,,,,,,,,,,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06008300020054,,,,,,0.5,,,,,1.48,,,,,,,1.84,,,,,,,,,,,,,,,1.66,1.66,1.67,,,,,,,1.57,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,1.79,,,,,,,,,,,,,,,,,,,,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06008300020061,,,,,,9.89,,10.42,9.88,,,,,,,,,8.95,,,,,,,,,,,,,,,10.04,10.04,9.92,,,,,,,9.36,,,,,,,,,,,,,,,,,,,,9.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06008300020062,5.2,,,,,,5.88,6.25,5.71,,,,,,,,,4.78,,,,,,5.08,,,,,,,,,,,,,,,,4.79,,,,,,,,,,,,,,,,,,,,,,5.15,,,,,,,,,,,,,,,,,,4.64,,,,,,,,,,,,,,,,,,4.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06008300020071,0.03,,,,,,0.93,2.01,2.19,,,,,,,,,,,,,,2.59,0.66,,,,,,,,,,,,,,,,0.92,2.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.09,,,,,,,,,,,,,,,,,,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06008300020072,0.72,,,,,,0.33,1.83,2.08,,,,,,,,,,,,,,2.56,0.63,,,,,,,,,,,,,,,,1.34,2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,2.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06008300020073,1.04,,,,,,0.29,1.38,1.7,,,,,,,,,,,,,,,1.14,,,,,,,,,,,,,,,,1.77,1.86,,,,,,,,,,,,,,,,,,,,,2.55,,,,,,,,,,,,,,2.4,,,,,,,,,,,,,,,,,,,,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06008300020074,0.96,,,,2.38,,1.63,,,,,,,,,2.51,,,,,,,2.03,0.91,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.58,,,,,,,,,,,,,,,2.58,,,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06008300020075,1.01,,,,,,0.65,1.25,1.51,,,,,,,,,,,,,,,1.15,,,,,,,,,,,,,,,,1.75,2.49,,,,,,,,,,,,,,,,,,,,,2.35,,,,,,,,,,,,,,3.03,,,,,,,,,,,,,,,,,,,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
