,147177860,147177867,147177890,207627971,264573794,354190914,423508548,423508549,426411279,44388759,44388762,44388766,44388808,44388899,44388937,44388979,44389025,44389215,44389494,462623815,520162941,583551901,596623657,596677278,596677279,596678804,597047829,597047832,597047835,597047838,597047841,597047843,597047849,597530231,597530232,600876234,601764467,601764468,601787912,601834392,602680103,602680426,603094233,603472554,604039643,604039651,604039655,604039659,604039665,604039667,604039670,604039674,604039829,604756742,604756747,604756984,604756985,604756986,604760621,605352310,605356090,605689466,607116291,607116292,607116300,607116314,607119148,607119158,607164854,610328247,610328248,610328250,631052544,631052546,632245719,632245722,632245723,632245724,7876253,7876318,7876319,820892817,826346605,826346607,826346608,826787855,826787915,826787917,888264702,HD10
G06002500118031,,,2.64,,,,,,,,,,,2.7,,,,1.72,,,,,,1.92,1.84,3.1,,,,,,,,,,2.35,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,,,,,,,,,,,,,2.49,,,,,,,,
G06002500119001,,,,,,,,,,,6.76,,,,7.72,7.25,,,,,,7.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.39,,,,,,,,,,,,,7.53,,6.53,6.98,7.1,7.1,,,,,,,,,,,,
G06002500119002,,,,,,,6.72,6.86,,,7.19,,,,6.96,6.71,,,,,,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.79,,,,,,,,,,,,,,,,7.7,7.58,7.58,,,,,,,,,,,,
G06002500119003,,,,,,,,,,,3.51,,,,2.93,3.02,,,,,,,,,,,,,,,,,,,,,,,,,5.37,5.51,,,,,,,,,,,,,,,,,,3.76,,,,,,,,,,,,,,,3.85,3.67,3.54,3.54,,,,,,,,,,,,
G06002500120011,,,,,,,0.67,0.52,,,1.1,,,,,0.67,,,,,,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,,,,,,,,,,,,0.33,0.33,1.32,1.72,,,,,,,,,,,,,,
G06002500120012,,,,,,,0.45,0.42,,,0.88,,,,,0.46,,,,,,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.52,,,,,,,,,,,,0.12,0.12,1.11,1.51,,,,,,,,,,,,,,
G06002500120021,,,,,,,0.5,0.57,,,1.43,,,,,0.96,,,,,,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.39,,,,,,,,,,,,0.84,0.84,1.73,2.06,,,,,,,,,,,,,,
G06002500120022,,,,,,,0.84,,,,1.12,,,,1.41,0.65,,,,,,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.45,,,,,,,,,,,,,,,1.47,1.75,1.88,1.88,,,,,,,,,,,,
G06002500121001,,,,,,,1.09,,,,0.16,,,,,0.65,,,,,,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93,0.93,0.2,0.48,0.61,0.61,,,,,,,,,,,,
G06002500121002,,,,,,,0.9,1.04,,,0.3,,,,,0.79,,,,,,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,,,,,,,,,,,,0.74,0.74,0.39,0.79,,,,,,,,,,,,,,
G06002500121003,,,,,,,1.13,0.98,,,0.63,,,,,1.12,,,,,,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,0.79,0.79,0.72,1.12,,,,,,,,,,,,,,
G06002500121004,,,,,,,1.77,,,,0.84,,,,1.05,1.33,,,,,,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94,,,,,,,,,,,,,,,0.61,0.07,0.19,0.19,,,,,,,,,,,,
G06002500122001,,,,,,,1.69,,,,0.75,,,,,1.24,,,,,,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.52,1.52,0.52,0.97,1.1,1.1,,,,,,,,,,,,
G06002500122002,,,,,,,,,,,1.65,,,,,2.14,,,,,,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.28,,,,,,,,,,,,,2.42,2.42,1.42,1.87,1.99,1.99,,,,,,,,,,,,
G06002500122003,,,,,,,2.41,2.49,,,1.85,,,,,2.34,,,,,,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.83,,,,,,,,,,,,2.19,2.19,1.54,2.07,,,,,,,,,,,,,,
G06002500122004,,,,,,,,,,,1.21,,,,,1.7,,,,,,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.69,,,,,,,,,,,,1.98,1.98,0.99,1.43,1.56,1.56,,,,,,,,,,,,
G06002500123011,,,,,,,,,39.04,,,,29.53,,,,29.9,,,,,,27.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.41,39.58,39.66,,,,,,30.03,30.7,,32.42
G06002500123012,27.78,27.71,27.47,,,1.06,,,,,,,,26.51,,,,27.56,,,,,,27.48,,26.91,,,,,,,,,,27.03,,,,,,,,27.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06002500123021,,,,10.39,3.69,,,,,10.45,,,,,,,,,57.36,114.46,113.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.99,39.16,39.23,,,,,,,,57.28,
G06002500123022,,,,4.23,7.17,,,,,4.8,,,,,,,,,53.06,110.16,109.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.68,34.86,34.93,,,,,,,,52.98,
G06002500123023,,,,3.88,11.01,,,,,3.21,,,,,,,45.49,,48.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.3,30.48,30.55,,,,,,,45.36,48.6,
G06002500124001,,,,64.09,69.78,,,,,63.6,,,,,,,46.03,,17.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.72,34.54,34.47,,,,,,,45.93,17.29,
G06002500124002,,,,78.03,83.72,,,,,77.54,,,,,,,50.21,,55.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.19,47.36,47.44,,,,,,,50.1,55.9,
G06002509400001,,,,,,,,,53.67,,,54.58,,,,,,,,6.61,6.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.02,53.95,53.95,53.71,,68.21,,62.38
G06002509400002,,,,,,,,,48.26,,,49.17,,,,,,,,3.5,3.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.61,48.54,48.54,48.3,,62.81,,56.97
G06002509400003,,,,,,,,,44.61,,,45.52,,,,,,,,3.64,3.17,,,,,,,,,53.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.96,44.89,44.89,44.65,,,,53.32
