G06011100003041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.52,4.81,4.76,8.08,8.85,4.04,4.73,,,,,,,3.89,4.05,4.74,,,,,,
G06011100003042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,1.68,1.63,,,1.07,1.6,,,,,,,1.13,0.92,1.61,9.23,,,,,
G06011100003043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.68,,,,,,,,13.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89,1.18,1.13,,,0.41,1.09,,,,,,,0.62,0.41,1.1,,,,,,
G06011100004001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.84,15.13,15.08,5.18,6.44,14.36,,,,,10.93,,,13.45,14.37,15.06,,,,,,
G06011100004002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.11,,,,,12.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.78,,,,,,,,,,,,,,,,,,,,,1.79,3.05,10.97,,,,17.18,9.95,,,10.05,10.97,,,,,,,
G06011100004003,,,,,,18.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.07,,,,,,,,,,,,,,,,,,,,,1.19,2.44,10.26,,,,16.47,10.18,,,9.35,10.27,,,,,,,
G06011100004004,,,,,,18.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.05,,,,,,,,,,9.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.49,,,,,,,,,,,,,,,,,,,,,0.73,1.99,,,,,15.89,10.59,,,8.77,9.69,,,,,,,
G06011100005001,,,18.19,,,18.65,18.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.59,,,,,,,,,,,,,,,,,,,,,2.72,3.43,,,,,15.99,,18.15,,,,,,,,17.7,,
G06011100006001,,,18.36,,,17.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.51,,,,,,,,,,8.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.76,,,,,,,,,,,,,,,,,,,,,0.09,1.35,,,,,16.16,10.94,,,9.04,,,,,,,,
G06011100006002,,,17.97,,,17.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.63,,,,,,,,,,9.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.37,,,,,,,,,,,,,,,,,,,,,0.31,1.57,,,,,15.77,10.7,,,8.65,,,,,,,,
G06011100006003,,,17.98,,,17.37,17.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.06,,,,,,,,,,8.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.53,,,,,,,,,,,,,,,,,,,,,0.37,0.9,,,,,15.93,11.34,,,,,,,,,,,
G06011100006004,,,17.53,,,17.88,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.93,,,,,,,,,,,,,,,,,,,,,0.75,1.51,,,,,15.33,,17.49,,8.21,,,,,,,,
G06011100007011,,,17.02,,,16.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.09,,,,,,,,,,7.43,,,,8.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.96,11.43,,,,,,,,,,,,,,,,,,,,1.44,0.25,,,,,16.52,,,,,,,,,,,,
G06011100007012,,,,,,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.18,,,,,,,,,,7.52,,,,8.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.05,11.51,,,,,,,,,,,,,,,,,,,,1.26,0.0,,,,,16.78,12.23,,,,,,,,,,,
G06011100007013,,,17.64,,,17.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.71,,,,,,,,,,8.05,,,,8.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.58,,,,,,,,,,,,,,,,,,,,,0.73,0.53,,,,,16.79,11.7,,,,,,,,,,,
G06011100007021,,,,,,16.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.22,,,,,,,,,,7.55,,,,8.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.08,11.55,,,,,,,,,,,,,,,,,,,,1.28,0.34,,,,,17.12,12.25,,,,,,,,,,,
G06011100007022,,,,,,16.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.53,,,,,,,,,,7.86,,,,8.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.39,11.86,,,,,,,,,,,,,,,,,,,,1.5,0.66,,,,,17.43,12.47,,,,,,,,,,,
G06011100008001,,,18.54,,,18.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.7,,,,,,,,,,9.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.94,,,,,,,,,,,,,,,,,,,,,0.37,1.54,,,,,16.34,10.91,,,9.22,,,,,,,,
G06011100008002,,,,,,18.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.1,,,,,13.21,,,,,9.44,,,,10.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.97,,,,,,,,,,,,,,,,,,,,,2.25,1.92,,,,,17.64,10.33,,,,,,,,,,,
G06011100008003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.04,,7.32,7.7,,,,,8.19,,,,,,,,,,5.47,,,,6.39,,,7.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.52,,,,,,,,,,,,,,,,,,,,3.52,2.67,,,,,,,,,,,,,,,,,
G06011100008004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.41,,,,,11.99,,,,12.06,,,13.03,,,,,,15.3,,,,,,,,,,,,,13.92,,,,15.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.15,6.3,,,,,,10.52,,,,,,,,,,,
G06011100009011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.28,2.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.78,2.01,1.94,1.94,1.91,,,1.9,1.61,,,,,,,,,,,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06011100009012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,0.86,0.99,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58,1.07,1.07,,1.02,1.11,0.85,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06011100009021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.38,,,,,,,,,,,,,,4.28,4.28,,4.62,3.98,,,,,,,,,,,4.52,,2.73,,,,4.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.63,,3.45,,,,,,,,,,,
G06011100009022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,1.7,1.26,2.17,1.99,,,,,,,,,,,1.4,,,,,,1.95,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.54,1.51,,,,,,,,,,,,,
G06011100009031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.06,0.76,0.53,0.36,,,,,,,,,,,0.39,,,,,,0.33,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,0.28,,,,,,,,,,,,,
G06011100009032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.57,,,,,,,,,,,,,,2.83,2.83,,3.18,2.53,,,,,,,,,,,,,1.0,,,,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.21,3.18,,6.27,,,,,,,,,,,
G06011100009033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,3.84,3.84,,4.19,3.54,,,,,,,,,,,,,2.01,,,,3.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.22,4.19,,5.77,,,,,,,,,,,
G06011100009034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,0.64,1.46,0.18,0.65,,,,,,,,,,,1.09,,,,,,0.46,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01,0.99,,,,,,,,,,,,,
G06011100010011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.91,,,5.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.71,4.96,5.05,5.0,4.8,,,,4.32,4.5,3.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06011100010012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.06,,,4.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.86,4.11,4.19,4.15,3.95,,,,3.47,3.65,3.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06011100010013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.48,6.45,6.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.76,6.0,6.09,,6.0,,,,5.37,5.32,4.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06011100010021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.23,1.36,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,,,,0.49,0.63,0.72,0.7,,,,,0.41,,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06011100010022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92,,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.41,,,,0.93,1.17,1.18,1.11,0.83,,,,0.53,,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06011100010023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,,1.78,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81,1.05,1.14,1.1,0.86,,,,0.41,,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06011100010024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,1.72,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.31,,,,1.14,1.32,1.21,0.92,0.75,,,,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06011100011011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,,,3.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.51,2.75,2.84,2.8,2.6,,,,2.11,2.18,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06011100011012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.93,,5.3,5.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.61,4.85,4.94,,4.85,,,,4.21,4.17,3.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06011100011021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.81,4.78,4.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.09,4.33,4.42,4.38,,,,,3.7,3.65,3.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06011100011022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.15,,4.51,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.83,4.07,4.16,,4.07,,,,3.43,3.38,2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06011100012011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.91,,3.19,3.16,3.35,,,,4.94,,,,,,,,,3.9,1.35,,,,1.86,,,2.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06011100012012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,,4.58,4.28,4.65,,,,5.65,,,,,,,,,5.02,2.9,,,,2.98,,,3.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06011100012021,,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.23,,1.51,2.14,1.66,,,,,,,,,,,,,2.54,0.78,,,,0.84,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06011100012022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.74,,2.02,2.58,2.17,,,,5.98,,,,,,,,,3.05,0.4,,,,1.28,,,2.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06011100012023,,2.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.67,,1.95,1.89,2.1,,,,,,,,,,,,,2.63,0.7,,,,0.59,,,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06011100012041,,8.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.91,,8.19,7.89,8.26,,,,,,,,,,,,,8.63,6.51,,,,6.58,,,7.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06011100012061,12.18,,,,,,,,,,,,,,10.47,10.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.47,,,,,,,,,11.94,,,,11.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.64,12.78,,10.08,10.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06011100013011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99,,,,,,,,,,,4.51,,4.79,5.25,,,,,4.67,,,7.43,,,,,,,2.94,,,,3.95,,,4.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06011100013012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.37,,3.65,4.11,3.8,,,,4.33,,,,,,,,,4.67,1.8,,,,2.8,,,3.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06011100013013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.49,,,,,,,,,,,3.53,,3.81,4.27,3.96,,,,3.94,,,,,,,,,,1.96,,,,2.97,,,3.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06011100013014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.32,,3.54,4.24,3.76,,,,4.7,,,,,,,,,4.63,2.48,,,,2.93,,,3.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06011100013021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.53,,4.81,5.19,4.96,,,,3.61,,,6.37,,,,,,,2.96,,,,3.88,,,4.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06011100014011,,3.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.19,,2.41,3.1,2.62,,,,,,,,,,,,,3.5,1.74,,,,1.8,,,2.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06011100014012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,,3.0,3.69,3.21,,,,5.58,,,,,,,,,4.09,2.33,,,,2.39,,,3.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06011100014021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.49,,,,,,,,,,,3.05,,2.75,,3.06,,,,5.64,,,4.03,,,,,,,2.78,,,,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2
G06011100014022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.47,,,,,,,,,,,3.14,,3.36,4.05,3.58,,,,4.65,,,,,,,,,,2.69,,,,2.75,,,3.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06011100014023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.91,,,,,,,,,,,2.95,,3.16,3.86,3.38,,,,5.07,,,,,,,,,,2.49,,,,2.55,,,3.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06011100015021,,3.08,,3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.07,,1.77,2.6,2.07,2.41,2.32,,,,,,,,,,,2.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06011100015022,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.69,,1.39,2.22,1.69,2.53,2.44,,,,,,,,,,,2.57,,,,,,,,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06011100015023,,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.34,,1.03,1.86,1.34,2.55,2.46,,,,,,,,,,,2.21,,,,,,,,2.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06011100015024,,2.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55,,1.24,2.07,1.55,2.47,2.39,,,,,,,,,,,2.42,,,,,,,,2.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06011100015031,,2.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.45,,1.14,1.97,1.45,,,,,,,,,,,,,2.32,2.98,,,,2.83,,,2.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06011100015032,,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.26,,0.96,1.78,1.26,,,,,,,,,,,,,2.13,2.79,,,,2.64,,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
