,10722424,112866304,115430800,115430810,116926232,117963084,152680449,232584696,239211800,242770597,242770774,242772924,245275952,249373466,255397616,277774885,284443132,284443133,284443134,284443135,284602470,296951895,299617668,299618101,305655273,340702709,340703886,35378405,356319615,356386946,358992704,35923823,35969560,396057347,401547871,401547875,403559120,414049371,424639605,445259803,499506191,499506193,506809097,506809098,530135853,544099484,544282028,544724112,547595905,549965170,569161696,579985470,585783266,585783267,629196683,629196684,629310381,629323566,629380672,629380697,629793547,630097528,630097529,652090480,652090515,652096041,652473885,655475550,655482401,655482424,655488176,655488192,655488218,655488236,655543081,655724805,659781410,659826798,659852283,659852297,659857929,659984693,659984709,659998657,659998664,659999802,660010962,691148839,7858747,804739824,840703309,858358894,858358895,865485285,866522030,866714891,867561355,875864819,895991428,896082911,899650894,900054909,900613120,900888958,901105462,939438945,939438946,939438947,939444154,958547113,969912660,970134648,970187976,970223089,970223090,970223091,970223092,970223093,970223094,970672380,975033907,975103993
G06004101130002,,,,,,4.24,,,,,,,5.88,,,,,,,,,,,13.54,,,12.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.19,,,8.22,8.22,8.22,8.22,,,,,,,,,,,,,
G06004101130003,,,,,,6.48,,,,,,,8.12,,,,,,,,,,,13.61,,,,,,,,,,,,,,,,,,,,,,,,,,,20.12,,,,,,,,,,,,,,7.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.42,,,10.45,10.45,10.45,10.45,,,,,,,,,,,,,
G06004101130004,,,,,,6.71,,,,,,,,,,,11.92,11.85,,11.92,,,,13.84,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.68,10.68,10.68,10.68,,,,,,,,,,,,,
G06004101141001,,,,,,1.43,,,,,,,2.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.44,3.05,,,,,,,,,,,1.9,,,,,,,,,,,,,,,,,3.41,,2.61,2.7,3.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.85
G06004101141002,,,,,,1.92,,,,,,,2.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.42,,,,,,,,,,,,,,,,,,,3.3,3.38,,,,,,,,,,,,,,,,,,,,,4.99,4.99,4.99,4.99,,,,,,,,,,,,,3.53
G06004101141003,,,,,,1.37,,,,,,,2.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36,,,,,,,,,,,,,,,,,,,3.24,3.32,,,,,,,,,,,,,,,,,,,,,4.93,4.93,4.93,4.93,,,,,,,,,,,,,3.47
G06004101142001,,,,,,0.68,,,,,,,2.25,,,,,,,,,,,,,,9.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.02,,,,,,,,,,,,,,,,,,,2.94,,,,,,,,,,,,,,,,,,,9.56,,,4.59,4.59,4.59,4.59,,,,,,,,,,,,,
G06004101142002,,,,,,1.28,,,,,,,2.85,,,,,,,,,,,11.67,,,9.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.16,,,5.19,5.19,5.19,5.19,,,,,,,,,,,,,
G06004101150001,,,,,,,,,,,,,1.79,,,,,,,,,,,,,8.21,,,,,,,,,,,,,,,,,8.18,8.22,,,,,,,,,,,,,,,,,,,,7.84,1.57,,,,,,,,,,,,,,,,,,,,,3.79,,,,,,,,,,,,,,8.6,8.51,8.04,,,,,,,,,,,,,,,,,,,,
G06004101150002,,,,,,3.98,,,,,,,,,,,,,,,,,,12.33,,,10.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.27,10.17,,10.82,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
G06004101150003,,,,,,2.57,,,,,,,2.04,,,,,,,,,,,,,,8.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.41,,,2.75,2.75,2.75,2.75,,,,,,,,,,,,,
G06004101150004,,,,,,1.66,,,,,,,0.75,,,,,,,,,,,,,7.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.94,,,,,,,,,,6.8,0.53,,,,,,,,,,,,,,,,,,,1.72,1.77,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.91
G06004101160001,,,,,,1.42,,,,,,,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.01,1.62,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,2.05,,1.4,1.45,2.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.59
G06004101160002,,,,,,2.06,,,,,,,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,2.22,,,,,,,,,,,1.26,,,,,,,,,,,,,,,,,2.58,,1.76,1.84,3.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99
G06004101170001,,,,,,,,,,,,,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,0.49,,,,,,,,,,5.44,1.66,,,,,,,,,,,,,,,,,1.62,,1.31,1.03,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16
G06004101170002,1.49,,,,,,,,,,,,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,0.47,,,,,,,,,,,1.27,,,,,,,,,,,,,,,,,1.06,,0.77,0.47,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6
G06004101170003,2.08,,,,,,,,,,,,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,1.72,,,,,,,,,,,1.84,,,,,,,,,,,,,,,,,1.52,,0.67,0.78,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85
G06004101170004,1.56,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,0.91,,,,,,,,,,,1.26,,,,,,,,,,,,,,,,,1.1,,0.32,0.21,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36
G06004101181001,1.1,,1.6,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.55,2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.33,1.87,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5
G06004101181002,1.23,,,1.35,,,,,,,,,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.83,,,,,,,,,,,2.29,,,,,,,,,,,,,,,,,0.79,1.45,0.9,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76
G06004101191001,1.18,,1.15,1.13,,,,,,0.52,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72,,,,,,,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.54,1.48,,1.54,,,,,
G06004101191002,1.5,,1.47,1.45,,,,,,0.83,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.99,2.61,,,,,,,,,,,,,,,,,,,,,,1.04,,,,,,1.45,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06004101191003,0.5,,0.47,0.45,,,,,,0.25,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43,,,,,1.95,1.16,0.55,,,,,,,,,,,2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06004101191004,1.54,,1.04,1.5,,,,,,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.92,,,,,,2.0,1.6,3.14,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.74
G06004101191005,1.85,,1.35,1.81,,,,,,2.05,2.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.23,,,,,,2.31,1.91,,,,,,,,,,2.73,2.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06004101192011,,,,,,,,,,0.85,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,2.06,2.01,1.78,1.6,,,,,,,,,,,1.76,1.76,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06004101192012,,,,,,,,,,,1.41,2.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.57,,1.7,1.71,1.98,2.38,,,,,,,,,,,2.39,2.39,2.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06004101192013,,,,,,,,,,0.96,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,,2.07,1.94,1.71,1.53,,,,,,,,,,,1.69,1.69,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06004101192021,,,,,,,,,,,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.98,1.99,2.26,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.74,1.85,,,1.85,1.85,1.85,,,
G06004101192022,,,,,,,,,,0.64,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.95,1.94,1.89,1.94,1.94,1.94,1.94,,,
G06004101200001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46,1.07,0.56,0.7,0.87,,,,,,,,,,,0.4,0.4,0.45,0.42,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,
G06004101200002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71,,1.31,1.19,1.36,,,,,,,,,,,0.63,0.63,0.73,0.55,1.06,1.27,,,,,,,,,,,,,,,,,,,,,,,,,
G06004101200003,,,,,,,,,,,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.07,0.74,,1.06,0.83,1.0,,,,,,,,,,,0.45,0.45,0.22,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06004101200004,0.89,,0.38,0.84,,,,,,1.08,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.26,,,,,1.32,1.36,0.94,,,,,,,,,,,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06004101200005,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.57,1.67,1.53,1.3,1.12,,,,,,,,,,,1.28,1.28,1.33,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06004101211001,,,,,,,,,,,,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,1.09,1.1,1.37,,,,,,,,,,,,1.78,1.78,,,1.28,1.26,0.69,,,,,,,,,,,,,,,,,,,,,,,,
G06004101211002,,,,,,,,,,,,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07,,1.88,,,,,,,,,,,,,1.33,1.33,1.57,1.18,0.91,0.96,1.31,,,,,,,,,,,,,,,,,,,,,,,,
G06004101211003,,,,,,,,,,,,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.46,2.08,2.09,,,,,,,,,,,,,1.72,1.72,,1.57,1.18,0.97,0.59,,,,,,,,,,,,,,,,,,,,,,,,
G06004101211004,,,,,,,,,,,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,1.21,1.26,,,,,,,,,,,,0.69,0.69,,0.61,0.13,0.2,0.75,,,,,,,,,,,,,,,,,,,,,,,,
G06004101211005,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84,,1.65,1.67,,,,,,,,,,,,1.11,1.11,,0.95,0.56,0.47,0.7,,,,,,,,,,,,,,,,,,,,,,,,
G06004101212001,,,,,,,4.34,,4.67,,,2.31,,,,,,,,,,,,,,,,4.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.96,2.97,,,,,,,,,,,,,,,,,2.46,2.24,1.76,,,,,,,,,,,,,4.14,,,,,,,,,,,
G06004101212002,,,,,,,0.77,2.63,,,,2.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24,2.24,2.52,2.92,,,,,,,,,,,,,,,,3.15,2.58,,,,,,,,,,,,,,,,,,,,,,,2.66,
G06004101212003,,,,,,,,,4.4,,,1.94,,,,,,,,,,,,,,,,3.77,,,,,,,,,,,,,,3.74,,,,,3.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,,,,,,,,,,,,,,,,,2.09,1.87,1.39,,,,,,,,,,,,,4.7,,,,,,,,,,,
G06004101212004,,,,,,,4.48,,4.38,,,2.46,,,,,,,,,,,,,,,,4.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.11,3.12,,,,,,,,,,,,,,,,,2.61,2.39,1.91,,,,,,,,,,,,,3.85,,,,,,,,,,,
G06004101220001,,,,,,,0.44,2.3,,,,3.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.06,,,,,,,,,,,2.51,2.51,2.79,,,,,,,,,,,,,,,,,3.42,2.85,,,,,,,,,,,,,,,,,,,,,,,2.32,
G06004101230001,,,,,,,,,3.11,,,,,,,5.21,,,,,,,,,,,,3.03,,,,,,,,,,,,,,,,,,6.27,,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79,,,,,,,,,,,6.6,,,,,,,,,,,,2.58,0.38,,,,,,,,2.57,,
G06004101230002,,,,,,,,,3.1,,,,,,,5.2,,,,,,,,,,,,3.01,,,,,,,,,,,,,,,,,,6.25,,6.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43,,,,,,,,,,,6.58,,,,,,,,,,,,2.56,0.0,,,,,,,,2.31,,
G06004101241001,,,,,,,,,0.61,,,4.09,,,,3.15,,,,,,,,,,,,0.97,,,,,,,,,,,,,,2.4,,,,,2.53,,,,,,,,,,,,,,,2.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.02,3.54,,,,,,,,,,,,,1.78,,,,,,,,,,,
G06004101241002,,,,,,,5.99,,3.18,,,3.97,,,,,,,,,,,,,,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.06,,,,,,,,,3.9,3.42,,,,,,,,,,,,,2.65,3.65,,,,,,,,5.51,,
G06004101241003,,,,,,,,,0.94,,,,,,,2.87,,,,,,,,,,,,0.69,,,,,,,,,,,,,,2.13,,,,,2.25,,,,,,,,,,,,,,,2.26,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,,,,,,,,,,,4.26,,,,,,,,,,,,1.18,2.69,,,,,,,,,,
G06004101241004,,,,,,,,,0.46,,,,,,,,,,,,,,,,,,,1.32,,,,,,,,,,,,,,2.75,,,,,2.88,,,,,,,,,,,,,,,2.89,,,,,,,,,,,,,,,,,,,,,,,,,,3.25,,,,,,,,,,3.89,4.9,,,,,,,,,,,,0.93,2.84,,,,,,,,,,
G06004101242001,,,,,,,9.68,,4.6,,,,,,,,,,,,,,,,,,,4.52,,,,,,,,,,,,,,,,,,7.76,,7.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.53,,,,,,,,,,,8.09,,,,,,,,,,,,4.07,1.93,,,,,,,,1.07,,
G06004101242002,,,,,,,8.71,,3.63,,,,,,,,,,,,,,,,,,,3.55,,,,,,,,,,,,,,,,,,6.78,,6.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.41,,,,,,,,,,,7.12,,,,,,,,,,,,3.1,1.4,,,,,,,,2.27,,
G06004101242003,,,,,,,9.89,,4.82,,,,,,,,,,,,,,,,,,,4.73,,,,,,,,,,,,,,,,,,7.97,,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.74,,,,,,,,,,,8.3,,,,,,,,,,,,4.28,2.14,,,,,,,,1.06,,
G06004101242004,,,,,,,7.5,,2.42,,,,,,,,,,,,,,,,,,,2.34,,,,,,,,,,,,,,3.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.16,,,,,,,,,,4.92,5.91,,,,,,,,,,,,1.89,1.75,,,,,,,,3.61,,
G06004101242005,,,,,,,9.12,,4.05,,,,,,,,,,,,,,,,,,,3.96,,,,,,,,,,,,,,,,,,7.2,,7.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.83,,,,,,,,,,,7.53,,,,,,,,,,,,3.51,1.82,,,,,,,,2.69,,
G06004101250001,,,,,,,,,1.97,,,,,,,3.56,,,,,,,,,,,,1.26,,,,,,,,,,,,,,,,,,3.7,2.94,3.63,,,,,,,,,,,,,,2.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.03,,,,,,,,,,,,2.58,4.1,,,,,,,,,,
G06004101250002,,,,,,,,,1.79,,,,,,,3.34,,,,,,,,,,,,0.95,,,,,,,,,,,,,,2.6,,,,3.22,2.73,3.16,,,,,,,,,,,,,,2.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.56,,,,,,,,,,,,2.4,,,,,,,,,,,
G06004101250003,,,,,,,,,1.27,,,,,,,2.19,,,,,,,,,,,,0.41,,,,,,,,,,,,,2.04,1.45,,,,,1.57,2.93,,,,,,,,,,,,,,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.33,,,,,,,,,,,,1.88,,,,,,,,,,,
G06004101261001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.53,,,,,,,,,,,,,,1.31,1.31,,1.23,,1.61,1.23,,1.28,,,,,,,,,,,,,,4.45,,,,,,,,,,,,,,,,,,,4.28,,,,,,,,,,,,,,,,,,,,,,,,,,
G06004101261002,,,,,,,,,,,,,,,,0.71,,,,,,,,,,,,,,,,,,,,,,,0.47,,0.25,0.34,,,,,0.38,,,,,,,,,1.04,,0.96,,,0.96,0.38,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06004101261003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,,0.35,0.65,,,,,0.73,,,,,,,,0.68,0.68,,0.6,,,0.6,0.74,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06004101261004,,,,,,,,,,,,,,,,,,,,,,,,,0.97,,,,,,,,,,,,,,0.86,,1.34,,,,,,,,,,,,,,0.39,0.39,,0.47,0.97,0.9,0.47,,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06004101261005,,,,,,,,,,,,,,,,,,,,,,,,,1.45,,,,,,,,,,,,,,1.53,,,,,,,,,,,,,,,,0.89,0.89,1.56,0.97,1.45,1.38,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06004101262001,,,,,,,,,,,,2.47,,,,,,,,,,,,,,,,,,,,,,,,,,,1.46,,1.45,0.85,,,,,0.98,,,,,,,,,,,,,,,0.98,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.26,2.26,2.12,,,,,,,,,,,,,,,,,,,,,,,,
G06004101262002,,,,,,,,,,,,,,,,1.91,,,,,,,,,,,,1.65,,,,,,,,,,,,,1.76,1.17,,,,1.96,1.29,1.89,,,,,,,,,,,,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.29,,,,,,,,,,,,3.1,,,,,,,,,,,
G06004101262003,,,,,,,,,1.95,,,,,,,1.66,,,,,,,,,,,,1.32,,,,,,,,,,,1.53,,1.51,0.92,,,,,1.04,2.71,,,,,,,,,,,,,,1.05,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06004101270001,,,,,,,,,,,,,,,,,,,,,,,,,0.63,,,,,,,,,,,,,,0.43,,0.59,,,,,,,,,,,,,,0.38,0.38,,0.3,0.63,0.56,0.3,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06004101270002,,,,,,,,,,,,,,,,,,,,,,,,,0.26,,,,,,,,,,,,,,0.79,,,,,,,,,,,,,,,,0.49,0.49,0.29,0.42,0.26,0.2,0.42,,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06004101270003,,,,,,,,,,,,,,,,,,,,,,,,,1.49,,,,,,,,,,,,,,2.45,,,,,,,,,,,,,,,,2.15,2.15,1.38,2.07,1.49,1.56,2.07,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06004101270004,,,,,,,,,,,,,,,,,,,,,,,,,1.47,,,,,,,,,,,,,,2.26,,,,,,,,,,,,,,,,1.81,1.81,1.58,1.89,1.47,1.4,1.89,,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06004101270005,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,1.89,,,,,,,,,,,,,,,,1.25,1.25,1.62,1.33,1.5,1.43,1.33,,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06004101281001,,,,,,,,,,,,,,,,1.74,,,,,,,,,,,,,,,,,,,,,,,2.55,,2.05,2.04,,,,0.89,2.1,0.85,,,,,,,,,,,,,,2.1,2.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.12,,,,,,,,,,,,,,,,,,,,,,,
G06004101281002,,,,,,,,,,,,,,,,2.46,,,,,,,,,,,,,,,,,,,,,,,3.27,,2.77,2.76,,,,1.33,2.82,1.34,,,,,,,,,,,,3.86,,2.82,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06004101281003,,,,,,,,,,,,,,,,2.44,,,,,,,,,,,,3.53,,,,,,,,,,,,,2.76,2.75,,,,0.87,2.8,0.94,,,,,,,,,,,,,,2.81,2.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.99,,,,,,,,,,,,,,,,,,,,,,,
G06004101282001,,,,,,,,,,,,,,,,,,,,,,,,,3.21,,,,,,,,,,,,,,3.62,,,,,,,,,,,,,,,,3.33,3.33,3.13,3.25,3.21,3.17,3.25,,3.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06004101282002,,,,,,,,,,,,,,,,,,,,,,,,,2.32,,,,,,,,,,,,,,,,1.28,,,,,,,,,,,,,,2.21,2.21,2.31,2.13,2.32,2.26,2.13,,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06004101282003,,,,,,,,,,,,,,,,0.93,,,,,,,,,,,,,,,,,,,,,,,1.74,,1.24,1.23,,,,1.6,1.29,1.41,,,,,,,,,,,,,,1.29,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.04,,,,,,,,,,,,,,,,,,,,,,,
G06004101290001,,,,,,,,,3.93,,,,,,,3.29,,,,,,,,,,,,3.09,,,,,,,,,,,,,,3.6,,,,2.44,3.66,2.38,,,,,,,,,,,,,,3.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,,,,,,,,,,,,4.54,,,,,,,,,,,
G06004101290002,,,,,,,,,,,,,,,,3.31,,,,,,,,,,,,3.11,,,,,,,,,,,,,3.63,3.62,,,,2.46,3.67,2.4,,,,,,,,,,,,,,3.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,,,,,,,,,,,,4.56,,,,,,,,,,,
G06004101302011,,,,,,,,,5.83,,,,,,,5.19,,,,,,,,,,,,4.98,,,,,,,,,,,,,,,,,,4.34,,4.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.36,,,,,,,,,,,3.53,,,,,,,,,,,,6.44,7.95,,,,,,,,9.81,,
G06004101302012,,,,,,,,,4.93,,,,,,,4.3,,,,,,,,,,,,4.09,,,,,,,,,,,,,,,,,,3.45,,3.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.47,,,,,,,,,,,2.5,,,,,,,,,,,,5.55,7.06,,,,,,,,8.92,,
G06004101302013,,,,,,,,,5.41,,,,,,,4.78,,,,,,,,,,,,4.57,,,,,,,,,,,,,,,,,,3.93,,3.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.95,,,,,,,,,,,3.12,,,,,,,,,,,,6.03,7.54,,,,,,,,9.4,,
G06004101302021,,,,,,,,,5.15,,,,,,,4.52,,,,,,,,,,,,4.31,,,,,,,,,,,,,,,,,,3.67,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.69,,,,,,,,,,,2.73,,,,,,,,,,,,5.77,7.28,,,,,,,,9.14,,
