,10722424,112866304,115430800,115430810,116926232,117963084,152680449,232584696,239211800,242770597,242770774,242772924,245275952,249373466,255397616,277774885,284443132,284443133,284443134,284443135,284602470,296951895,299617668,299618101,305655273,340702709,340703886,35378405,356319615,356386946,358992704,35923823,35969560,396057347,401547871,401547875,403559120,414049371,424639605,445259803,499506191,499506193,506809097,506809098,530135853,544099484,544282028,544724112,547595905,549965170,569161696,579985470,585783266,585783267,629196683,629196684,629310381,629323566,629380672,629380697,629793547,630097528,630097529,652090480,652090515,652096041,652473885,655475550,655482401,655482424,655488176,655488192,655488218,655488236,655543081,655724805,659781410,659826798,659852283,659852297,659857929,659984693,659984709,659998657,659998664,659999802,660010962,691148839,7858747,804739824,840703309,858358894,858358895,865485285,866522030,866714891,867561355,875864819,895991428,896082911,899650894,900054909,900613120,900888958,901105462,939438945,939438946,939438947,939444154,958547113,969912660,970134648,970187976,970223089,970223090,970223091,970223092,970223093,970223094,970672380,975033907,975103993
G06004101060012,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,2.65,,,,2.87,2.74,,,,,,,1.97,2.02,,,,,,,,2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.67,,,,,,,,,,,1.83,,,2.43,,,,,,,,,,,,,,,,,
G06004101060013,,,,,5.19,,,,,,,,,,2.62,,,,,,,,3.2,,,,,,4.9,4.95,2.35,,,2.78,4.43,4.31,,,,,,,,,,,,,,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06004101060021,,,,,7.92,,,6.17,,,,,,,,,,,,,,,,,,,,,,,,,,,1.64,1.93,,,,,,,,,,,,,4.47,,,1.82,,,,,,,,,,,,,,,4.75,,,,,,,,,,,,,,,,,,,,4.03,,,,2.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.29,
G06004101060022,,,,,,,,,,,,,,,,,,,,,,,,,,2.08,,,,,3.02,,,,2.22,2.09,,,,,,,2.11,,,,,,,,,1.98,,,,,,,,,,,,2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,2.03,,,,,,,,,,,1.92,,,2.57,,,,,,,,,,,,,,,,,
G06004101060023,,4.51,,,,,,6.12,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,1.88,,,,,,,,,,,,,4.42,,,1.77,,,,,,,,,,,,,,,4.7,,,,,,,,,,,,,,,,,,,,3.98,,,,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.24,
G06004101070001,,,,,,,,,,,,,,,1.0,,,,,,1.5,,0.66,3.16,,,3.16,,,,1.49,,,1.33,,,,,,5.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.17,,,3.73,,,,,,,,,,,,,,,,,,,
G06004101070002,,,,,,,,,,,,,,,,,,,,,1.84,,,0.14,,,3.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.71,3.68,,4.27,,,12.34,12.34,12.34,12.34,,,,,,,,,,,,,
G06004101070003,,,,,,,,,,,,,,,1.15,,,,,,0.66,,,1.08,,,2.84,,,,1.3,,,0.82,,,,,,,,,2.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.85,2.82,,3.41,,,,,,,,,,,,,,,,,,,
G06004101070004,,,,,,,,,,,,,,,,,,,,,,,,1.57,,,4.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.12,9.45,,,,,,,,,,,,,,,,,,,,,,,,,4.97,,,5.53,,,13.6,13.6,13.6,13.6,,,,,,,,,,,,,
G06004101070005,,,,,3.37,,,,,,,,,,0.32,,,,,,0.82,,0.68,,,,,,,,0.81,,,0.65,,,,,,,,,2.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,2.46,,,,1.48,,,,,,,,,,,,,,,,,
G06004101081001,,,,,,,,,,,,,,,,,,,,,2.53,,,,,1.1,0.37,,,,2.28,,,,,,,,,,,,0.8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,0.47,,0.93,,1.76,,,,,,,,,,,,,,,,,
G06004101081002,,,,,,,,,,,,,,,,,,,,,,,,,,0.77,0.87,,,,,,,,,,,,,,,,0.72,0.55,,,,,,,,,,,,,,,,,,,,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77,0.86,0.93,1.11,,1.76,,,,,,,,,,,,,,,,,
G06004101081003,,,,,,,,,,,,,,,1.21,,,,,,1.19,,,,,,,,,,0.94,,,1.36,,,,,,,,,1.15,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.52,1.48,1.39,,,0.5,,,,,,,,,,,,,,,,,
G06004101081004,,,,,,,,,,,,,,,,,,,,,,,,4.49,,,0.93,,,,,,,,,,,,,,,,,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,1.07,,0.36,,,10.96,10.96,10.96,10.96,,,,,,,,,,,,,
G06004101082001,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,1.11,,,,,,,,,,,,,,,,0.64,0.46,,,,,,,,,,,,,,,,,,,,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01,0.98,0.43,1.35,,1.68,,,,,,,,,,,,,,,,,
G06004101082002,,,,,,,,,,,,,,,,,,,,,,,,,,1.49,,,,,,,,,2.13,2.0,,,,,,,,1.65,,,,,,,,1.89,,,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,4.39,,,,,1.05,,,,,,,,,,,1.32,,,2.08,,,,,,,,,,,,,,,,,
G06004101082003,,,,,,,,,,,,,,,,,,,,,,,,,,1.35,1.99,,,,,,,,,,,,,,,,1.46,1.51,,,,,,,,,,,,,,,,,,,,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,1.84,,,,,,,,,1.89,1.8,1.19,,,1.94,,,,,,,,,,,,,,,,,
G06004101082004,,,,,,,,,,,,,,,,,,,,,,,,,,1.34,,,,,,,,,,,,,,,,,1.64,1.51,,,,,,,,,4.22,4.38,,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,4.69,,,,,1.34,,,,,,,,,,,1.29,,,2.18,,,,,,,,,,,,,,,,,
G06004101090011,,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.62,,,,,,,,,,,,,1.29,,,1.51,,,,,,,,,,,,,,,1.55,,,,,,,,,,,,,,,,,,,,0.83,,,1.82,0.97,,,,,,,,,,,,,1.91,,,,,,1.69,,,,,,,,,,,,
G06004101090012,,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.74,,,,1.82,2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.97,2.66,,,1.21,3.86,,,,,,,,,,,,,1.12,,,,,,1.81,,,,,,,,,,,,
G06004101090013,,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,1.26,1.26,,,,,,,,,,,,,,,,,,,,0.92,,,0.92,,,,,,,,,,,,,,1.01,,,,,,0.83,,,,,1.13,1.18,,,,,,
G06004101090021,,,,,,,,,,,,,2.03,,,,,,,,,,,,,5.66,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,0.82,,,,,,,,,,5.29,,,,,,,,,,,,,,,,,,,,,1.74,0.0,,,,,3.99,,,,,,,,,,,5.5,,1.32,,,,,,,,,,,,,,,,,,
G06004101090022,,1.39,,,,,,,,,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.18,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42,0.39,,,,1.03,3.6,,,,,,,,,,,,,0.93,,,,,,,,,,,,,,,,,,1.55
G06004101090023,,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01,,,,0.94,1.05,,,,,,,,,,,,1.65,,,,,,,,,,,,,,,,,,,,0.95,,,,0.49,3.13,,,,,,,,,,,,,0.39,,,,,,1.09,,,,,,,,,,,,
G06004101101001,,1.79,,,,,,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,3.01,2.88,,,,,,,,,,,,,1.7,,,2.77,,,,,,,,,,,,,,,1.37,,,,,,,,,,,,,,,,,,,,0.87,,,,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,
G06004101101002,,1.77,,,,,,2.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.77,,,,,,,,,,,,,,,,,2.27,1.05,,,,,,,,,,,,,,,,,,,,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,,,,,2.19,2.19,,2.96,
G06004101101003,,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,,,,,,,,,,,,,,,,,1.36,0.16,,,,,,,,,,,,,,,,,,,,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,1.28,,1.33,1.28,,1.28,1.28,,,
G06004101102001,,4.7,,,,,6.58,5.42,,,,,,,,,,,,,,,,,,,,,,,,,,,6.52,6.39,,,,,,,,,,,,,4.7,,,6.28,,,,,,,,,,,,,,,3.9,,,,,,,,,,,,,,,,,,,,4.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.54,
G06004101102002,,,,,,,5.15,3.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.27,,,,,,,,,,,,,,,,,3.45,2.47,,,,,,,,,,,,,,,,,,,,2.95,,,,,,,,,,,,,,,,,,,,,,,,,,3.38,,,,,3.37,3.37,,4.11,
G06004101102003,,4.68,,,,,,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,6.37,,,,,,,,,,,,,4.68,,,6.26,,,,,,,,,,,,,,4.86,3.88,,,,,,,,,,,,,,,,,,,,4.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.52,
G06004101110001,,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,,,,,,,,,,,,,,,,,0.67,,,,,,,,,,,,,,,,,,,,,,,,0.56,,,,,,,,,,,,,,0.66,,,,,,0.24,,,,,0.54,0.59,0.59,,0.59,,,
G06004101110002,,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.53,,,,,,,,,,,,,,,,,1.07,,,,,,,,,,,,,,,,,,,,,,,,0.36,,,,,,,,,,,,,,0.28,,,,,,0.51,,,,,0.94,1.0,1.0,,1.0,,,
G06004101110003,2.9,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,,,1.07,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94,,,,,,,,,,,,,,0.84,,,,,,0.86,,,,,1.29,,1.34,,,,,
G06004101110004,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93,,,,,,,,,,,,,,0.97,,,,,,0.62,,,,0.87,0.82,0.87,0.87,0.87,0.87,,,
G06004101121001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82,,,0.55,0.63,0.69,0.63,0.63,0.63,0.63,,,
G06004101121002,,,,,,,,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78,0.9,0.95,0.9,0.9,0.9,0.9,,,
G06004101121003,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,0.44,0.32,0.27,0.32,0.32,0.32,0.32,,,
G06004101121004,,,,,,,,,,,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.26,,,0.66,0.77,0.83,0.77,0.77,0.77,0.77,,,
G06004101122011,,,,,,,,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.57,0.73,,,,,,,,,,,,,,,,,,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,1.49,,1.49,,1.49,1.49,,2.23,
G06004101122012,,,,,,,,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.14,1.53,,,,,,,,,,,,,,,,,,,,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,2.07,2.06,,2.06,,2.06,2.06,,0.38,
G06004101122021,,,,,,,2.13,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.31,2.1,,,,,,,,,,,,,,,,,,,,2.55,,,,,,,,,,,,,,,,,,,,,,,,,,2.12,2.24,,,,2.24,2.24,,0.75,
G06004101122022,,,,,,,2.18,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.17,2.28,,2.28,,2.28,2.28,,1.01,
G06004101130001,,,,,,3.77,,,,,,,5.41,,,,,,,,,,,12.84,,,12.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.71,,,7.75,7.75,7.75,7.75,,,,,,,,,,,,,
