,120650951,120651117,120651164,120652982,120653487,120653492,120653588,120653938,166307902,166317560,166318235,167646752,199460935,199460950,202063630,202063631,202063632,202063637,202063659,202063664,202063703,202063823,202064297,227216708,23646951,23646969,23647470,24429267,24429342,246355854,246367741,246374055,246505339,249414359,25155286,25178270,25178292,25203727,25207198,25366892,25400206,254084682,254569247,254569250,256261740,268198707,270124366,270163691,270510800,270513457,270513472,270513483,270513959,28310693,28310821,291993697,303264201,305748245,32500740,32501832,32515601,32560940,32615084,32656696,32656765,331475334,33794967,339104739,339104740,339104741,34686114,37012286,37012379,37012520,37012558,386422937,391848109,394808949,397850200,398996496,403387687,40905762,40905782,40905785,410980081,412588395,413048507,413048754,45210694,45212573,479820274,55462239,5927371,660072821,660082740,686736411,694214837,738282145,738282146,761409135,785984853,825257996,90489925,925603925,931619005,HD4
G06011300105092,,,,,,,,,,,,1.14,,,,,,,,,,,,,1.14,1.52,,,,,,,,,,,1.59,,,1.42,,,,,1.5,,,,,,,,,,,,1.5,,,,,,1.31,,,,,,,,1.14,,,,,,,,,,,,,,,,,,,,,,1.42,,,,,,,,,,,,,
G06011300105101,,,,,,,,,,,,3.04,,,,,,,,,,,,,2.84,,,,,,,,,,,2.02,2.53,,,3.09,,,,,2.31,,,,,,,,,,,,2.31,,,,,,3.35,,,,,,,,2.84,,,,,,,,2.71,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06011300105102,,,,,,,,,,,,1.35,,,,,,,,,,,,,1.21,,,,,,,,,,,1.51,1.18,,,1.49,,,,,1.08,,,,,,,,,,,,1.08,,,,,,1.67,,,,,,,,1.21,,,,,,,,2.18,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06011300105103,,,,,,,,,,,,,,,,,,,,,,,,,1.36,,,,,,,,,,,0.54,1.05,,,1.61,,,,,0.83,,,,,,,,,,,,0.83,,,,,,1.87,,,,,,,,1.36,,,,,,,,1.23,,,,,,,,,,,,,1.12,,,,,,,,,,,,,,
G06011300105104,,,,,,,,,,,,1.82,,,,,,,,,,,,,1.81,,,,,,,,,,,,1.77,,,1.95,,,,,1.67,,,,,,,,,,,,1.67,,,,,,1.54,,,,,,,,1.81,,,,,,,,2.77,,,,,,,,,,,,,,1.95,,,,,,,,,,,,,
G06011300105111,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83,,,,,,,,,1.44,1.93,,,,,2.52,,,1.71,,,,,,,,,,,,1.71,,,,,,,,,,,,,,,,,,,1.37,2.35,,1.98,,,,,,,,,,,,,0.87,,,,,,,,,,,,,,
G06011300105112,,,,,,,,,,,,,,,,,,,,,,,,,1.83,,0.65,,,,,,,,,1.02,1.51,,,,,,,,1.3,,,,,,,,,,,,1.3,,,,,,,,,,,,,,,,,,,1.2,1.93,,1.56,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,
G06011300105121,,,,,,,,,,,,,,,,,,,,,,,,,1.59,,0.86,,,,,,,,,0.78,1.28,,,,,1.78,,,1.06,,,,,,,,,,,,1.06,,,,,,,,,,,,,,,,,,,0.98,1.69,,,,,,,,,,,,,,,0.72,,,,,,,,,,,,,,
G06011300105122,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,,,,,,,,,1.43,1.92,,,,,1.68,,,1.7,,,,,,,,,,,,1.7,2.13,,,,,,,,,,,,,,,,,,0.56,1.9,,,,,,,,,,,,,,,0.57,,,,,,,,,,,,,,
G06011300105131,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,,,,,,,,,1.66,2.15,,,,,2.1,,,1.94,,,,,,,,,,,,1.94,2.55,,,,,,,,,,,,,,,,,,0.95,2.32,,,,,,,,,,,,,,,0.56,,,,,,,,,,,,,,
G06011300105132,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,1.95,2.45,,,,,2.07,,,2.23,,,,,,,,,,,,2.23,2.52,,,,,,,,,,,,,,,,,,1.17,2.3,,,,,,,,,,,,,,,0.86,,,,,,,,,,,,,,
G06011300106021,,,,,,,,,,,,1.04,,,,,,,,,,,,,1.05,0.0,,,,,,,,0.7,,,,0.83,,1.13,,,,,,,,,,,,,,,,,,,,,,,0.73,,,,,,,,1.05,,,,,,,,,,,,,,,,0.6,,,,,,1.13,,,,,,,,,,,,,
G06011300106022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,0.61,,0.62,0.62,,,,,,,,,,,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.57,0.62,0.15,0.31,0.7,,,,,,,,,,,,,,,,,
G06011300106023,,,,,,,,,,,,,,,,,,,,,,,,,,0.92,,,,,,,,0.47,,,,,,,,,1.01,1.01,,,,,,,,,,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,1.01,0.45,0.39,1.02,,,,,,,,,,,,,,,,,
G06011300106024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,0.79,0.79,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74,0.79,0.91,0.7,0.69,0.78,,,,,,,,,,,,,,,,
G06011300106051,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,,0.93,0.13,,,,,2.48,6.77,,,2.05,2.87,,,,,,,,,,,,,,,2.33,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,
G06011300106052,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,0.64,,,,,2.28,6.34,,,1.86,2.67,,,,,,,,,,,,,,,2.14,,,,,,,,,,,,2.3,,,,,,,,,,,,,,,,,,,,,2.33,,,,,,,,,,,,,,,,0.47,,,
G06011300106061,,,,,,,,,,,,1.49,,,,,,,,,,,,,,0.52,,,,,,,,0.7,,,,0.68,,1.58,,,,,,,,,,,,,,0.7,,,,,,,,,1.18,,,,,,,,1.5,,,,,,,,,,,,,,,,0.68,0.88,,,,,,,,,,,,,,,,,,
G06011300106062,,,,,,,,,,,,1.67,,,,,,,,,,,,,,0.89,,1.31,1.81,,,,,1.35,,,,0.25,,,,,,,,,,,,,,,,1.05,,,,,,,,,1.37,,,,,,,,,,,,,,,,,,,,,,,,1.33,1.52,,,,,,,,,,,,,,,,,,
G06011300106063,,,,,,,,,,,,,,,,,,,,,,,,,,1.49,,0.95,1.45,,,,,1.73,,,,0.86,2.47,,,,,,,,,,,,,,,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.71,1.88,,,,,,,,,,,,,,,1.63,,,
G06011300106064,,,,,,,,,,,,,,,,,,,,,,,,,,1.28,,1.18,,,,,,0.84,,,,0.85,1.59,,,,,,,,,,,,,,,0.64,,,,,,,,,,,,1.22,,,,,,,,,,,,,,,,,,,1.33,,0.82,0.99,,,,,,,,,,,,,,,,,,
G06011300106065,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01,1.26,,,,,1.48,,,,1.21,1.86,,,,,,,,,,,,,,,1.31,,,,,,,,,,,,1.49,,,,,,,,,,,,,,,,,,,,,1.5,1.28,,,,,,,,,,,,,,,1.29,,,
G06011300106071,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12,2.01,,,,,2.75,6.41,,,2.99,1.34,,,,,,,,,,,,,,,2.78,,,,,,,,,,,,1.54,,,,,,,,,,,,,,,,,,,,,,2.56,,,,,,,,,,,,,,,1.43,,,
G06011300106072,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.85,,,,,,2.13,7.14,,,2.37,0.71,,,,,,,,,,,,,,,2.16,,,,,,,,,,,,0.91,,,,,,,,,,,,,,,,,,,,,2.23,1.93,,,,,,,,,,,,,,,2.16,,,
G06011300106073,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.39,3.28,,,,,2.51,7.68,,,,1.06,,,,,,,,,,,,,,,2.54,,,,,,,,,,,,1.34,,,,,,,,,,,,,,,,,,,,,2.61,2.31,,,,,,,,,,,,,,,2.7,,,
G06011300106081,,,,,,,,,,,,,,,,,,,,,,,,,,1.95,,1.58,,,,,,1.26,,,,1.6,1.75,,,,,,,,,,,,,,,1.39,,,,,,,,,,,,1.39,,,,,,,,,,,,,,,,,,,1.75,,1.36,1.07,,,,,,,,,,,,,,,,,,
G06011300106082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.77,,,,,0.96,,,,1.74,1.74,,,,,,,,,,1.8,,,,,,,,,,,,0.61,,,,,,,,,,,,,,,,,,,1.68,,1.86,1.58,1.63,,,,,,,,,,,,,,,,,
G06011300106083,,,,,,,,,,,,,,,,,,,,,,,,,,2.71,,3.05,,,,,,2.04,,,,2.28,0.52,,,,,,,,,,,,,,,2.07,,,,,,,,,,,,0.87,,,,,,,,,,,,,,,,,,,,,2.14,1.84,2.44,,,,,,,,,,,,,,,,,
G06011300107011,,,,,,,,,,,,0.74,,,,,,,,,,,,,0.22,,,,,,,,,,,,,,,0.06,0.54,,,,,,,,,,,,,,0.48,,,,,,,,0.99,,,,,,,,0.22,,,,,,0.56,,,,,,,,0.73,,,,,,,,0.06,,,,,,,,,,,,,
G06011300107012,,,,,,,,,,,,0.97,,,,,,,,,,,,,0.54,0.83,,,,,,,,,,,,,,0.26,0.53,,,,,,,,,,,,,,0.56,,,,,,,,0.67,,,,,,,,0.54,,,,,,,,,,,,,,0.64,,,,,,,,0.26,,,,,,,,,,,,,
G06011300107013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,,,,,,,0.18,,0.2,0.2,,,,,,,,,,,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,0.2,0.37,,0.31,0.55,,,,,,,,,,,,,,,,
G06011300107014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,,0.25,0.25,,,,,,,,,,,0.48,,,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.25,,0.49,0.15,0.26,,,,,,,,,,,,,,,,
G06011300107031,,,,,,,,,,,,,,,,,,,,,,,,,0.97,,1.36,,,,,,,,,0.39,0.66,,,,,,,,0.44,,,,,,,,,,,,0.44,,,,,,,,,,,,,,0.97,,,,,1.52,1.08,,,,,,,,,,,,,,,0.95,,,,,,,,,,,,,,
G06011300107032,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,,,,,,,,,,0.78,0.3,,,0.92,,,,,0.3,,,,,,,,,,,,0.3,,,,,,1.5,,,,,,,,0.75,,,,,,0.79,,,,,,,,,,,,,,,,0.92,,,,,,,,,,,,,
G06011300107033,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67,,,,,,,,,1.27,1.68,,,,,1.3,,,1.55,,,,,,,,,,,,1.55,1.75,,,,,,,,,,,,,,,,,,0.6,1.52,,,,,,,,,,,,,,,0.94,,,,,,,,,,,,,,
G06011300107034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.34,0.45,,,,0.85,0.54,,,0.7,,,,,,,,,,0.79,,0.7,0.66,,,,,,,,,,,,,,,,,,1.26,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06011300107041,,,,,,,,,,,,,,,,,,,,,,,,,0.51,,,,,,,,,,,1.38,0.38,,,0.46,,,,,0.53,,,,,,,,,,,,0.53,,,,,,1.35,,,,,,,,0.51,,,,,,0.42,,,,,,,,,,,,,,,,0.46,,,,,,,,,,,,,
G06011300108001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43,1.08,,0.81,,,,,,,,,,,,,,,,1.08,0.84,0.9,1.17,1.03,,,,,,,,,,,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56,,,,,
G06011300108002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,,,0.94,,,,,,,,,,,,,,,,0.43,0.18,0.25,0.51,0.34,,,,,,,,,,,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,,,0.74,,
G06011300108003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12,,,1.64,,,,,,,,,,,,,,,,1.47,1.22,1.29,1.55,1.39,,,,,,,,,,,1.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91,,,1.78,,
G06011300109011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.56,0.73,1.55,1.1,,,,,,,,,,,,,,,,,,1.88,1.78,,,,1.83,,,,,,,,0.94,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,1.18,,,,,,,,,,,,,,,
G06011300109012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.16,0.99,0.53,,,,,,,,,,,,,,,,,1.38,1.31,1.22,,,,,,,,,,,,0.39,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,1.23,,,,,,,,,,,,,,,
G06011300109013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55,0.37,,0.0,,,,,,,,,,,,,,,,1.2,0.95,0.88,0.91,,,,,,,,,,,,0.25,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05,,,,,
G06011300109021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.18,1.05,1.55,,,,,,,,,,,,,,,,,1.6,1.53,1.43,,,,1.32,,,,,,,,1.4,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,0.67,,,,,,,,,,,,,,,
G06011300109022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15,0.7,0.55,0.89,,,,,,,,,,,,,,,,,0.95,0.89,0.78,,,,,,,,,,,,0.85,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,0.77,,,,,,,,,,,,,,,
G06011300109023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.76,0.84,0.69,,,,,,,,,,,,,,,,0.7,0.45,0.38,0.41,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.57,,,,,
G06011300110011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,1.55,,1.73,1.47,1.63,,,1.18,,,,,,,,,0.96,,,,,,,,,,,,,0.98,,,,,,,,,,,,,0.29,,,,,,,,,,,,,1.26,,
G06011300110012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,1.05,1.3,1.23,0.97,1.13,,,1.67,,,,,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,0.6,,,,,,,,,,,,,0.76,,
G06011300110013,,,,,,,,,,,,,,,,,,,,,,,,0.91,,,,,,,,0.38,,,,,,,,,,,,,,,,,0.5,0.75,0.68,0.42,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78,,,,,,,,,,1.06,,,0.19,,
G06011300110021,,,,,,,,,,,,,,,,,,,,,,,,1.48,,,,,,,,1.13,,,,,,,,,,,,,,,,2.04,1.98,,,1.9,2.06,,,1.52,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,0.74,,,,,,,,,,,,,1.69,,
