G06009502504003,1.71,,,3.25,1.3,1.69,,,1.99,2.58,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.57,,,,,,,,,,,,,2.15,,,,,,,,,,,,1.85,,,,
G06009502505011,1.89,,,2.42,1.48,1.88,,3.06,2.18,,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75,,,,,,,,,,,,,2.34,,,,,,,,,,,,2.03,,,,
G06009502505012,2.12,,,3.25,1.97,2.37,,,2.04,3.2,2.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.24,,,,,,,,,,,,,2.82,,,,,,,,,,,,2.52,,,,
G06009502505021,,,,3.16,2.69,3.08,,3.6,2.0,,3.08,3.67,,,,,,,,,,,,,,,,,,,,,,,,3.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.54,,,,,,,,,,,,3.2,,,,
G06009502505022,,,,3.7,2.83,3.23,,,1.4,,3.23,3.32,,,,3.74,,,,,,,,,,,,,,,,,,,,3.18,2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.38,,,,
G06009502506011,2.05,,,3.99,2.04,2.4,,,1.34,3.13,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.31,,,,,,,,,,,,,2.89,,,,,,,,,,,,2.59,,,,
G06009502506012,2.08,,,4.25,2.3,2.66,,,1.52,3.22,2.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.46,,,,,,,,,,,,,3.15,,,,,,,,,,,,2.85,,,,
G06009502506013,1.8,,,3.73,1.79,2.15,,,1.71,2.88,2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.06,,,,,,,,,,,,,2.64,,,,,,,,,,,,2.33,,,,
G06009502506041,4.57,,,,4.63,4.92,,,1.66,5.65,4.92,,,,,,,,,,,,,,,,,,,,,,,,,4.94,4.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.47,,,,,,,,,,,,5.3,,,,
G06009502506042,4.5,,,,4.55,4.84,,,1.58,,4.84,5.22,,,,5.36,,,,,,,,,,,,,,,,,,,,4.86,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.22,,,,
G06009502506043,2.98,,,,3.11,3.41,,,0.64,,3.41,3.79,,,,3.93,,,,,,,,,,,,,,,,,,,,3.43,3.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.66,,,,
G06009502506051,,,,4.06,2.96,3.25,,,0.8,,3.25,3.63,,,,3.77,,,,,,,,,,,,,,,,,,,,3.27,3.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.71,,,,
G06009502506052,3.2,,,4.36,3.25,3.54,,,0.78,,,3.92,,,,4.06,,,,,,,,,,,,,,,,,,,,3.56,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,
G06009502506053,3.82,,,,3.88,4.17,,,0.91,,4.17,4.55,,,,4.69,,,,,,,,,,,,,,,,,,,,4.19,3.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502507011,0.12,,,,0.84,0.81,,,3.12,1.33,0.81,,,,,,,,,,,,,,,,,,,,,,,,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.58,,,,,,,,,,,,,1.62,,,,,,,,,,,,2.16,,,,
G06009502507012,0.91,,,4.46,1.52,1.49,,,2.24,2.05,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.29,,,,,,,,,,,,,2.3,,,,,,,,,,,,2.75,,,,
G06009502508011,13.06,,13.24,,,12.81,,,,12.07,12.81,,,,,,,,,,,,,,,,,,,,,,,,11.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.89,,,,,,,,,,,,,12.71,,,13.47,,,,,,,,,,,,13.24,
G06009502508012,1.31,,,,1.93,1.9,,,2.24,2.26,1.9,,,,,,,,,,,,,,,,,,,,,,,,3.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.51,,,,,,,,,,,,,2.71,,,,,,,,,,,,3.19,,,,
G06009502508013,1.08,,,,1.7,1.67,,,2.68,2.03,1.67,,,,,,,,,,,,,,,,,,,,,,,,3.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.28,,,,,,,,,,,,,2.48,,,,,,,,,,,,2.96,,,,
G06009502509001,1.39,,3.01,,1.32,1.02,,,,0.46,1.02,,,,,,,,,,,,,,,,,,,,,,,,1.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77,,,,,,,,,,,,,1.73,,,,,,,,,,,,2.48,,,,
G06009502509002,0.93,,2.95,,1.12,0.82,,,,0.57,0.82,,,,,,,,,,,,,,,,,,,,,,,,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,1.67,,,,,,,,,,,,2.41,,,,
G06009502510001,0.76,,2.5,,0.59,0.3,,,,1.19,0.3,,,,,,,,,,,,,,,,,,,,,,,,2.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77,,,,,,,,,,,,,1.05,,,,,,,,,,,,1.77,,,,
G06009502510002,0.72,,2.73,,0.82,0.39,,,,0.99,0.39,,,,,,,,,,,,,,,,,,,,,,,,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81,,,,,,,,,,,,,1.27,,,,,,,,,,,,2.0,,,,
G06009502510003,0.49,,2.78,,0.6,0.43,,,,0.95,0.43,,,,,,,,,,,,,,,,,,,,,,,,2.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04,,,,,,,,,,,,,1.32,,,,,,,,,,,,1.97,,,,
G06009502511001,0.79,,2.74,,0.47,0.86,,,2.64,1.74,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.81,,,,,,,,,,,,,1.41,,,,,,,,,,,,1.59,,,,
G06009502511002,0.58,,2.62,,0.15,0.52,,,,1.41,0.52,,,,,,,,,,,,,,,,,,,,,,,,2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47,,,,,,,,,,,,,1.07,,,,,,,,,,,,1.51,,,,
G06009502512001,1.32,,1.92,,0.59,0.83,,,,2.08,0.83,,,,,,,,,,,,,,,,,,,,,,,,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,0.57,,,,,,,,,,,,0.88,,,,
G06009502512002,1.07,,2.17,,0.34,0.6,,,,1.86,0.6,,,,,,,,,,,,,,,,,,,,,,,,2.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25,,,,,,,,,,,,,0.83,,,,,,,,,,,,1.13,,,,
G06009502512003,0.99,,2.3,3.0,0.4,0.66,,,,1.86,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.48,,,,,,,,,,,,,1.06,,,,,,,,,,,,1.1,,,,
G06009502513001,1.55,,1.69,,0.82,1.06,,,,2.28,1.06,,,,,,,,,,,,,,,,,,,,,,,,2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,0.29,,,,,,,,,,,,0.64,,,,
G06009502513002,1.77,,1.55,2.73,1.12,1.36,,,,2.59,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,,,,,,,,,,,,,0.44,,,,,,,,,,,,0.43,,,,
G06009502513003,2.07,,1.28,2.4,1.42,1.62,,,,2.77,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,0.64,,,,,,,,,,,,0.65,,,,
G06009502514001,,,0.84,2.53,2.02,2.23,,,,,2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.08,,,,,,,,,,,,,1.24,,,2.65,,,,,,,,,1.13,,,2.42,
G06009502514002,,,0.7,,1.89,1.93,,,,,1.93,,,,,,,,,,,,,,,,,,,,,,,,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,0.95,,,2.41,,,,,,,,,1.51,,,2.18,
G06009502514003,2.05,,1.32,,1.49,1.53,,,,2.45,1.53,,,,,,,,,,,,,,,,,,,,,,,,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.28,,,,,,,,,,,,,0.54,,,,,,,,,,,,1.11,,,,
G06009502515001,1.73,,1.75,,1.55,1.26,,,,1.7,1.26,,,,,,,,,,,,,,,,,,,,,,,,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.53,,,,,,,,,,,,,0.83,,,,,,,,,,,,1.58,,,,
G06009502515002,1.29,,1.96,,1.12,0.83,,,,1.7,0.83,,,,,,,,,,,,,,,,,,,,,,,,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49,,,,,,,,,,,,,0.51,,,,,,,,,,,,1.25,,,,
G06009502515003,1.11,,2.32,,0.94,0.64,,,,1.37,0.64,,,,,,,,,,,,,,,,,,,,,,,,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,,,,,,,,,,,,,0.86,,,,,,,,,,,,1.6,,,,
G06009502516001,1.72,,2.34,,1.6,1.31,,,,1.18,1.31,,,,,,,,,,,,,,,,,,,,,,,,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,,,,,,,,,,,,,1.06,,,,,,,,,,,,1.81,,,,
G06009502516002,1.7,,2.78,,1.75,1.45,,,,0.72,1.45,,,,,,,,,,,,,,,,,,,,,,,,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54,,,,,,,,,,,,,1.5,,,,,,,,,,,,2.25,,,,
G06009502517011,2.14,,2.36,,2.01,1.71,,,,1.55,1.71,,,,,,,,,,,,,,,,,,,,,,,,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.68,,,,,,,,,,,,,1.29,,,,,,,,,,,,2.03,,,,
G06009502517012,2.53,,2.89,,2.57,2.27,,,,1.54,2.27,,,,,,,,,,,,,,,,,,,,,,,,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.32,,,,,,,,,,,,,2.04,,,,,,,,,,,,,,,3.19,
G06009502517021,4.4,,4.62,,4.45,4.15,,,,3.42,4.15,,,,,,,,,,,,,,,,,,,,,,,,2.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.24,,,,,,,,,,,,,4.1,,,,,,,,,,,,,,,4.63,
G06009502517022,2.86,,2.48,,2.72,2.43,,,,1.95,2.43,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,,,,,,,,,,,,,1.91,,,,,,,,,,,,,,,3.29,
G06009502518021,,,1.27,,2.39,2.1,,,,2.48,2.1,,,,,,,,,,,,,,,,,,,,,,,,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.31,,,,,,,,,,,,,1.47,,,,,,,,,,,,2.07,,,2.08,
G06009502518031,,,2.79,,,4.16,,,,4.55,4.16,,,,,,,,,,,,,,,,,,,,,,,,3.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.38,,,,,,,,,,,,,3.52,,,1.89,,,,,,,,,4.13,,,1.58,
G06009502518032,,,2.45,,,3.9,,,,4.29,3.9,,,,,,,,,,,,,,,,,,,,,,,,3.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.12,,,,,,,,,,,,,3.26,,,0.91,,,,,,,,,3.87,,,0.6,
G06009502518033,,,2.61,,,3.98,,,,4.38,3.98,,,,,,,,,,,,,,,,,,,,,,,,3.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.21,,,,,,,,,,,,,3.35,,,1.1,,,,,,,,,3.95,,,0.79,
G06009502518034,,,2.82,,,4.18,,,,4.58,4.18,,,,,,,,,,,,,,,,,,,,,,,,3.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.41,,,,,,,,,,,,,3.55,,,1.32,,,,,,,,,4.15,,,1.01,
G06009502518041,,,3.07,,,4.43,,,,4.83,4.43,,,,,,,,,,,,,,,,,,,,,,,,3.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.66,,,,,,,,,,,,,3.8,,,1.57,,,,,,,,,4.4,,,1.26,
G06009502518042,,,3.26,,,4.63,,,,5.03,4.63,,,,,,,,,,,,,,,,,,,,,,,,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.86,,,,,,,,,,,,,4.0,,,1.94,,,,,,,,,4.6,,,1.63,
G06009502518043,,,3.77,,,5.13,,,,5.53,5.13,,,,,,,,,,,,,,,,,,,,,,,,4.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.36,,,,,,,,,,,,,4.5,,,2.5,,,,,,,,,5.1,,,2.19,
G06009502519011,,,2.29,3.19,,,,2.56,,,3.66,,,,,,,,,,,,,,,,,,,,,,,,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.64,,,,,,,,,,,,,2.68,,,1.93,,,,,,,,,2.47,,,1.87,
G06009502519012,,,0.44,3.23,,,,3.87,,,2.51,,,,,,,,,,,,,,,,,,,,,,,,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.17,,,,,,,,,,,,,1.52,,,2.25,,,,,,,,,1.75,,,2.02,
G06009502519013,,,0.8,,2.7,2.7,,,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.18,,,,,,,,,,,,,1.76,,,1.72,,,,,,,,,2.23,,,1.49,
G06009502519021,,,2.72,5.13,,,,4.5,,,4.24,,,,,,,,,,,,,,,,,,,,,,,,3.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.72,,,,,,,,,,,,,3.6,,,1.13,,,,,,,,,4.16,,,0.82,
G06009502519022,,,1.9,,,3.62,,3.86,,,3.62,,,,,,,,,,,,,,,,,,,,,,,,3.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,,,,,,,,,,,,,2.99,,,0.71,,,,,,,,,3.33,,,0.12,
G06009502519023,,,2.0,4.27,,,,3.64,,,3.73,,,,,,,,,,,,,,,,,,,,,,,,3.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.21,,,,,,,,,,,,,3.09,,,0.24,,,,,,,,,3.44,,,0.49,
G06009502519024,,,1.76,3.78,,,,3.15,,,3.48,,,,,,,,,,,,,,,,,,,,,,,,3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.96,,,,,,,,,,,,,2.85,,,0.88,,,,,,,,,3.07,,,0.78,
G06009502519031,,,2.76,3.94,4.21,,,3.31,,,,,,,,,,,,,,,,,,,,,,,,,,,4.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.97,,,,,,,,,,,,,3.43,,,1.32,,,,,,,,,3.22,,,1.57,
G06009502519032,,,2.5,3.68,,,,3.05,,,4.15,,,,,,,,,,,,,,,,,,,,,,,,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.71,,,,,,,,,,,,,3.17,,,1.13,,,,,,,,,2.96,,,1.37,
G06009502519033,,,2.6,3.6,3.77,,,2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,3.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.89,,,,,,,,,,,,,2.99,,,1.63,,,,,,,,,2.79,,,1.64,
G06009502520001,,1.6,,7.63,6.98,,,,5.36,,,2.83,,,,2.03,,,,,,,,,,,,,,,,,,,,2.64,2.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.23,,,,,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502520002,,1.46,,7.5,6.84,,,,5.23,,,2.7,,,,1.89,,,,,,,,,,,,,,,,,,,,2.5,2.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09,,,,,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502520003,,1.39,,6.66,6.01,,,,4.39,,,1.87,,,,1.06,,,,,,,,,,,,,,,,,,,,1.67,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,,,,,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502520004,,2.42,,5.43,4.77,,,,3.16,,,1.18,,,,1.11,,,,,,,,,,,,,,,,,,,,0.82,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.87,,,,,2.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502521021,,5.57,,9.27,,,,,,,,6.78,,,,6.99,,,,,,,,,,,,,,,,,,,,6.67,7.52,,,,,,,,,,,,,,,,,,,,,6.44,,,,,6.62,,,,,,,,,,,,,,,6.11,,,,,5.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502521022,,4.73,,7.49,,,,,,,,5.74,,,,5.96,,,,,,,,,,,,,,,,,,,,5.64,6.49,,,,,,,,,,,,,,,,,,,,,9.72,,,,,9.89,,,,,,,,,,,,,,,5.27,,,,,4.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502521031,,,3.68,1.56,3.08,3.34,,2.2,3.34,,3.34,4.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.17,,,,,,,,,,,,2.79,,,,
G06009502521032,,,,2.69,2.62,,,3.13,2.33,,3.02,3.58,,,,4.01,,,,,,,,,,,,,,,,,,,,3.45,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.93,,,,
G06009502521033,,,4.08,1.95,2.93,3.19,,2.39,3.2,,3.19,,,,,,,,,,,,,,,,,,,,,,,,,4.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,,,,,,,,,,,,2.71,,,,
G06009502521041,,5.64,,2.51,3.18,,,2.95,2.9,,,3.92,,,,4.35,,,,,,,,,,,,,,,,,,,,3.79,3.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,
