G06009502521042,,3.12,,5.91,,,,6.36,3.98,,,1.87,,,,3.0,,,,,,,,,,,,,,,,,,,,1.88,2.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.66,,,,,3.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502521043,,2.48,,7.13,,,,7.57,5.2,,,2.59,,,,2.99,,,,,,,,,,,,,,,,,,,,2.6,3.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.02,,,,,2.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502521051,,4.1,,4.69,,,,,2.75,,,2.25,,,,3.03,,,,,,,,,,,,,,,,,,,,2.11,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.85,,,,,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,4.72,,,,
G06009502521052,,2.93,,4.95,4.44,,,,3.01,,,1.31,,,,2.07,,,,,,,,,,,,,,,,,,,,0.95,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.89,,,,,2.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502521061,,2.74,,6.25,,,,6.69,4.31,,,1.71,,,,2.84,,,,,,,,,,,,,,,,,,,,1.72,2.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.28,,,,,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502521062,,2.44,,5.41,,,,,3.47,,,0.57,,,,1.7,,,,,,,,,,,,,,,,,,,,0.58,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,,,,,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,5.44,,,,
G06009502521063,,1.94,,5.88,5.23,,,,3.62,,,0.43,,,,1.2,,,,,,,,,,,,,,,,,,,,0.11,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.91,,,,,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502521071,,2.05,,6.71,,,,7.15,4.66,,,1.62,,,,1.44,,,,,,,,,,,,,,,,,,,,1.42,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.14,,,,,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502521072,,1.87,,6.21,,,,6.66,4.28,,,1.15,,,,1.26,,,,,,,,,,,,,,,,,,,,0.95,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.97,,,,,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502521081,,1.92,,6.13,5.47,,,,3.86,,,1.37,,,,0.21,,,,,,,,,,,,,,,,,,,,1.17,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.38,,,,,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502521082,,1.4,,6.66,6.0,,,,4.39,,,1.5,,,,0.84,,,,,,,,,,,,,,,,,,,,1.3,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81,,,,,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502522011,,,,,,,1.8,,,,,,,,,,,,,,5.99,,,,,,,,,,,,,,,,,,,,,,,6.59,5.38,6.3,,,,,,,4.08,,,,,,5.78,,,,6.66,,5.22,,,,,,,,,,,,,,,,,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502522012,,,,,,,4.78,,,,,,,,,,,,,,8.97,11.06,,,,,,,,,,,,,,,,,,,,,,9.57,8.37,,,,,,,,4.56,,,,,,8.77,,,,,,6.03,,,,,,,,,10.42,,,,,,,,4.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502522013,,,,,,,18.71,,,,,,,,,,,,,,23.16,25.1,,,,,,,,,,,,,,,,,,,,,,23.42,22.37,,,,,,,,18.05,,,,,,23.31,,,,18.4,,16.66,,,,,,,,,,,,,,,,,20.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502522014,,,,,,,5.07,12.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.84,,,,,7.22,9.75,,,,6.74,,5.3,,,,,,,,,,,,,,,,,6.1,,,,,,,,,,,,,,,,,,13.03,,,,,,,,,,,,12.97,
G06009502522021,,,7.1,6.7,,,8.6,6.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.94,,,,,8.04,,,,,7.57,,5.83,,,,,,,,,,,,,,,,,9.93,,,,,,,,,,,,,,,,,,6.62,,,,,,,,,,,,,
G06009502522022,,,9.57,9.18,,,4.13,8.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.33,,,,,1.82,,,,,1.35,,0.76,,,,,,,,,,,,,,,,,5.46,,,,,,,,,,,,,,,,,,9.09,,,,,,,,,,,,,
G06009502522023,,,,,,,3.87,8.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.69,,8.32,,,,,,3.07,,,,,1.49,8.55,,,,1.02,,1.06,,,,,,,,,,,,,,,,,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502522024,,,,11.7,,,6.23,11.07,,,,11.47,,,,,,,,,,,,,,,,,,,,,,,,11.36,,,,,,,,,,,,,,,,,5.43,,,,,1.11,,,,,1.34,,3.28,,,,,,,,,,,,,,,,,7.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502523051,,,,,,,5.28,,,,,,,,,,,,,,5.54,,,,,,,,,,,,,,,,,,,,,,,,4.75,,4.84,,,,,,6.87,,,,,8.25,5.69,,,,7.77,,6.33,,,,,,,,,,,,,,,,,5.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502523052,,,,,,,4.44,,,,,,,,,,,,,,1.46,,,,,,,,,,,,,,,,,,,,,,,2.48,1.78,2.47,3.74,,,,,,,,,,,,1.48,2.85,,,,,,,,,,,,,,3.32,,,,,,,,4.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502523053,,,,,,,,,,,,,,,,,,,,3.83,1.17,3.47,,,,,,,,,,,,,,,,,,,,,,2.82,2.12,2.81,,,,,,,,,,,,,0.79,3.19,,3.06,,,,,,,,,,,,3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502523061,,,,,,,,,,,,,,,,,,,,3.38,0.72,3.02,,,,,,,,,,,,,,,,,,,,,,2.7,2.33,3.02,,,,,,,,,,,,,0.78,3.36,,2.61,,,,,,,,,,,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502523062,,,,,,,,,,,,,,,,,,,,2.97,0.57,2.61,,,,,,,,,,,,,,,,,,,,,,2.29,1.94,2.63,,,,,,,,,,,,,1.32,2.95,,2.2,,,,,,,,,,,,2.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502523101,,,,,,,,,,,,,,,,,,,,4.68,2.02,4.33,,,,,,,,,,,,,,,,,,,,,,3.97,3.27,3.96,,,,,,,,,,,,,0.98,4.34,,3.91,,,,,,,,,,,,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502523102,,,,,,,,,,,,,,,,,,,,7.57,4.91,7.21,,,,,,,,,,,,,,,,,,,,,7.58,6.86,6.16,,,,,,,,,,,,,,4.15,,,6.8,,7.89,,,,,,,,,,6.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502523111,,,,,,,,,,,,,,,,,,,,3.22,1.79,1.24,,,,,,,,,,,,,,,,,,,,,3.28,2.59,3.39,,,,,,,,,,,,,,2.98,,,2.5,,3.6,,,,,,,,,,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502523112,,,,,,,,,,,,,,,,,3.27,,,1.71,3.01,0.92,,,,,,,,,,,,,,,,,,,,,2.96,3.32,,,,,,,,,,,,,,,,3.11,,1.86,,2.13,,,,,,,,,,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502523113,,,,,,,,,,,,,,,,,3.82,,,2.49,2.01,0.51,,,,,,,,,,,,,,,,,,,,,3.51,2.82,,,,,,,,,,,,,,,,3.48,,2.64,,2.91,,,,,,,,,,2.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502523121,,,,,,,,,,,,,,,,,,,,3.41,1.93,1.98,,,,,,,,,,,,,,,,,,,,,,2.74,3.54,3.32,,,,,,,,,,,,,3.13,3.39,,2.64,,,,,,,,,,,,2.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502523122,,,,,,,,,,,,,,,,,,,,2.96,1.48,1.76,,,,,,,,,,,,,,,,,,,,,2.98,2.29,,2.88,,,,,,,,,,,,,,2.94,,2.19,,3.29,,,,,,,,,,2.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502523131,,,,,,,,,,,,,,,,,2.36,,,0.68,2.17,1.89,,,,,,,,,,,,,,,,,,,,,2.05,1.95,,,,,,,,,,,,,,,,2.07,,0.83,,1.25,,,,,,,,,,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502523132,,,,,,,,,,,,,,,,,2.35,,,1.27,3.1,1.57,,,,,,,,,,,,,,,,,,,,,2.04,2.88,,,,,,,,,,,,,,,,2.56,,1.41,,1.21,,,,,,,,,,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502523133,,,,,,,,,,,,,,,,,3.88,,,2.83,,2.97,,,,,,,7.37,,,,,,,,,,,,,,3.57,,,,,,,,,,,,,,,,,,,3.0,,2.74,,,,,,,,,,3.24,,,,,,,,,,,,,,6.64,,,,,,,,,,,7.4,,,,,,,,,,,,,,
G06009502523141,,,,,,,,,,,,,,,,,,,,2.89,1.4,1.6,,,,,,,,,,,,,,,,,,,,,2.9,2.21,,2.8,,,,,,,,,,,,,,2.87,,2.12,,3.21,,,,,,,,,,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502523142,,,,,,,,,,,,,,,,,2.15,,,1.15,1.86,2.36,,,,,,,,,,,,,,,,,,,,,1.84,1.64,,,,,,,,,,,,,,,,1.82,,0.57,,1.66,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502523143,,,,,,,,,,,,,,,,,1.68,,,0.49,,2.26,,,,,,,,,,,,,,,,,,,,,1.37,1.91,,2.07,,,,,,,,,,,,,,1.67,,0.3,,0.97,,,,,,,,,,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502523151,,,,,,,,,,,,,,,,,1.85,,,0.8,,1.91,,,,,,,,,,,,,,,,,,,,,1.55,2.59,,2.75,,,,,,,,,,,,,,2.07,,0.97,,0.65,,,,,,,,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502523152,,,,,,,,,,,,,,,,,2.05,,,1.47,,2.78,,,,,,,,,,,,,,,,,,,,2.4,2.05,,,,,,,,,,,,,2.35,2.77,,,,,1.48,,0.65,,,,,,,,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502523153,,,,,,,,,,,,,,,,,2.33,,,1.44,,2.24,,,,,,,,,,,,,,,,,,,,2.89,2.02,,,,,,,,,,,,,2.83,,,,2.54,,1.45,,0.5,,,,,,,,,,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502523161,,,,,,,,,,,,,,,,,2.17,,,1.54,,,,,,,,,,,,,,,,,,,,,,2.57,1.87,,,,,,,,,,,,,2.51,2.93,,,2.39,,1.3,,0.88,,,,,,,,,,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502523162,,,,,,,,,,,,,,,,,1.31,,,1.06,,2.59,,,,,,,,,,,,,,,,,,,,,1.0,2.21,,2.29,,,,,,,,,,,,,,1.52,,0.61,,0.87,,,,,,,,,,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502523171,,,,,,,,,,,,,,,,,3.38,,,2.32,,2.47,,,,,,,,,,,,,,,,,,,,4.31,,,,,,,,,,,,,,4.25,4.67,,,,,2.49,,2.24,,,,,,,,,,2.73,,,6.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502523172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.94,,,,,,,,,,,,3.03,,,,,,,,,,,,,,2.97,3.39,,,,4.53,,,4.0,,,,,,,,,,,,4.71,3.92,,,2.58,3.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502524011,,,,,,,,,,,,,,,,,,,,,1.82,,,,,,,,,,,,,,,,,,,,,,2.38,1.33,0.43,1.23,2.39,,,,,,,,,,,,2.02,1.7,,2.54,,,,,,,,,,,,2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502524012,,,,,,,,,,,,,,,,,,,,,2.03,,,,,,,,,,,,,,,,,,,,,,2.49,1.43,0.32,1.11,2.28,,,,,,,,,,,,2.23,1.81,,2.65,,,,,,,,,,,,2.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502524013,,,,,,,,,,,,,,,,,,,,,1.72,,,,,,,,,,,,,,,,,,,,,,2.63,1.57,0.87,1.56,2.83,,,,,,,,,,,,1.92,1.94,,2.79,,,,,,,,,,,,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502524014,,,,,,,,,,,,,,,,,,,,,2.31,,,,,,,,,,,,,,,,,,,,,,2.87,1.81,0.84,1.63,2.68,,,,,,,,,,,,2.51,2.18,,3.03,,,,,,,,,,,,3.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502524021,,,,,,,,,,,,,,,,,,,,,2.72,,,,,,,,,,,,,,,,,,,,,,3.32,2.26,0.9,1.82,1.8,,,,,,,,3.17,,,,2.88,2.58,,,,,,,,,,,,,,3.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502524022,,,,,,,5.25,,,,,,,,,,,,,,4.15,,,,,,,,,,,,,,,,,,,,,,,3.86,2.78,3.41,2.85,,,,,,,,4.22,,,,4.3,4.16,,,,,,,,,,,,,,,,,,,,,,5.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502524023,,,,,,,,,,,,,,,,,,,,,2.16,,,,,,,,,,,,,,,,,,,,,,3.27,2.22,0.89,1.81,2.37,,,,,,,,,,,,2.31,2.57,,3.13,,,,,,,,,,,,3.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502525011,,,,,,,,,,,,,,,,,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,1.46,1.63,1.12,0.15,2.08,,,,,,,,2.43,,,,,0.74,,1.62,,,,2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502525012,,,,,,,,,,,,,,,,,2.02,,,,2.42,,,,,,,,,,,,,,,,,,,,,,1.75,1.22,0.74,0.63,2.0,,,,,,,,,,,,,1.07,,1.91,,,,,,,,,,,,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502525021,,,,,,,,,,,,,,,,,,,,,2.7,,,,,,,,,,,,,,,,,,,,,,2.31,1.53,0.45,0.8,1.64,,,,,,,,3.0,,,,,1.62,,2.47,,,,2.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502525022,,,,,,,,,,,,,,,,,2.8,,,,3.01,,,,,,,,,,,,,,,,,,,,,,2.61,1.83,0.75,1.1,1.33,,,,,,,,2.69,,,,,1.86,,,,,,2.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502526041,,,,,,,,,,,,,,,,,,,,2.87,2.47,,,,,,,,,,,,,,,,,,,,,,2.3,0.23,1.49,1.8,,,,,,,,,,,,,3.26,2.18,,2.1,,,,,,,,,,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502526042,,,,,,,,,,,,,,,,,,,,2.54,2.13,3.26,,,,,,,,,,,,,,,,,,,,,2.33,0.55,1.56,1.87,,,,,,,,,,,,,,2.25,,1.76,,,,,,,,,,,,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502526043,,,,,,,,,,,,,,,,,,,,2.57,2.18,,,,,,,,,,,,,,,,,,,,,,2.0,0.52,0.9,1.21,2.57,,,,,,,,,,,,,1.59,,1.8,,,,,,,,,,,,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502526051,,,,,,,,,,,,,,,,,1.79,,,1.49,2.06,2.88,,,,,,,,,,,,,,,,,,,,,1.49,1.82,,1.85,,,,,,,,,,,,,,1.45,,0.71,,,,,,,,,,,,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502526052,,,,,,,,,,,,,,,,,1.61,,,1.82,1.43,,,,,,,,,,,,,,,,,,,,,,1.35,0.9,1.58,1.18,,,,,,,,,,,,,,1.27,,1.05,,,,,,,,,,,,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502526053,,,,,,,,,,,,,,,,,1.37,,,2.03,1.97,,,,,,,,,,,,,,,,,,,,,,1.1,1.05,1.32,0.62,,,,,,,,,,,,,,1.0,,1.26,,,,,,,,,,,,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502526061,,,,,,,,,,,,,,,,,1.31,,,1.57,,2.96,,,,,,,,,,,,,,,,,,,,,1.01,1.61,,1.42,,,,,,,,,,,,,,1.02,,0.8,,1.78,,,,,,,,,,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502526062,,,,,,,,,,,,,,,,,1.0,,,1.66,,,,,,,,,,,,,,,,,,,,,,,0.73,1.42,1.69,0.88,2.78,,,,,,,,,,,,,0.66,,0.89,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502526063,,,,,,,,,,,,,,,,,0.83,,,1.93,,,,,,,,,,,,,,,,,,,,,,,0.56,1.86,,1.11,,,,,,,,,,,,,,0.21,,1.15,,1.97,,1.92,,,,,,,,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502526071,,,,,,,,,,,,,,,,,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,1.23,1.76,1.4,0.43,2.29,,,,,,,,2.15,,,,,0.46,,1.41,,,,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502526072,,,,,,,,,,,,,,,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,1.24,2.04,1.58,0.62,2.41,,,,,,,,2.06,,,,,0.49,,1.67,,,,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502526081,,,,,,,,,,,,,,,,,0.91,,,1.15,,,,,,,,,,,,,,,,,,,,,,,0.61,1.87,,1.89,,,,,,,,,,,,,,1.13,,0.71,,1.06,,2.28,,,,,,,,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502526082,,,,,,,,,,,,,,,,,0.48,,,1.59,,,,,,,,,,,,,,,,,,,,,,,0.18,2.08,,1.53,,,,,,,,,,,,,,0.69,,1.14,,1.49,,1.85,,,,,,,,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502526101,,,,,,,,,,,,,,,,,1.12,,,2.45,,,,,,,,,,,,,,,,,,,,,,1.65,1.63,,,,,,,,,,,,,1.59,1.93,,,,3.02,2.0,,1.89,,2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502526102,,,,,,,,,,,,,,,,,0.6,,,2.12,,,,,,,,,,,,,,,,,,,,,,1.83,1.09,,,,,,,,,,,,,1.77,,,,1.61,,1.67,,2.02,,2.24,,,,,,,,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502526111,,,,,,,,,,,,,,,,,0.42,,,2.18,,,,,,,,,,,,,,,,,,,,,,1.72,0.93,,,,,,,,,,,,,1.66,,,,1.45,2.83,1.73,,2.08,,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502526112,,,,,,,,,,,,,,,,,0.13,,,1.93,,,,,,,,,,,,,,,,,,,,,,,0.52,,,1.74,,,,,,,,,1.78,,,,,0.9,2.64,1.49,,1.84,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502526113,,,,,,,,,,,,,,,,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,1.59,0.89,,,,,,,,,,,,2.15,1.53,,,,1.26,2.71,1.85,,2.21,,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502527021,,,,,,,,,,,,,,,,,3.45,,,,4.44,,,,,,,,,,,,,,,,,,,,,,3.84,3.26,2.18,2.66,1.23,,,,,,,,2.71,,,,,3.42,,,,,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502527022,,,,,,,,,,,,,,,,,3.16,,,,3.66,,,,,,,,,,,,,,,,,,,,,,2.98,2.45,1.41,1.47,1.54,,,,,,,,2.9,,,,,2.22,,,,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502527023,,,,,,,,,,,,,,,,,2.71,,,,,,,,,,,,,,,,,,,,,,,,,,3.09,3.52,2.48,2.54,0.44,,,,,,,,1.96,,,,,2.79,3.0,,,,,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502527024,,,,,,,,,,,,,,,,,3.09,,,,,,,,,,,,,,,,,,,,,,,,,2.65,3.48,,,,2.49,,,,,,,,1.23,2.59,2.68,,,3.17,1.69,,,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502527025,,,,,,,,,,,,,,,,,3.35,,,,,,,,,,,,,,,,,,,,,,,,,2.15,3.74,,,,2.75,,,,,,,,1.49,2.1,2.18,,,3.43,1.5,,,,,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502527026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.39,,,,13.65,12.35,23.04,,,,,,,12.03,14.33,14.42,,,13.07,13.11,,,,,12.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502527031,,,,,,,,,,,,,,,,,1.84,,,,,,,,,,,,,,,,,,,,,,,,,,1.69,2.16,1.26,0.63,1.86,,,,,,,,2.5,,,,,0.92,,1.86,,,,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502527032,,,,,,,,,,,,,,,,,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,2.03,,2.2,2.26,0.77,,,,,,,,1.07,,,,,1.72,1.93,3.0,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502527033,,,,,,,,,,,,,,,,,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,1.12,,1.78,0.82,2.42,,,,,,,,1.93,,,,,0.6,2.79,1.96,,,,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502527041,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,1.38,,2.5,1.66,1.55,,,,,,,,0.9,,,,,1.07,1.73,2.34,,,,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502527042,,,,,,,,,,,,,,,,,1.27,,,,,,,,,,,,,,,,,,,,,,,,,2.27,1.65,,,1.93,1.7,,,,,,,,0.82,,,,,1.35,1.46,2.62,,,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502527043,,,,,,,,,,,,,,,,,1.65,,,,,,,,,,,,,,,,,,,,,,,,,2.09,2.07,,,,2.11,,,,,,,,1.0,2.03,2.12,,,1.76,1.38,,,,,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502527044,,,,,,,,,,,,,,,,,1.69,,,,,,,,,,,,,,,,,,,,,,,,,2.65,2.07,,,2.35,1.65,,,,,,,,0.44,2.59,,,,1.76,1.23,,,,,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502527045,,,,,,,,,,,,,,,,,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,,2.71,1.98,1.28,,,,,,,,0.57,,,,,1.39,1.42,2.67,,,,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502527051,,,,,,,,,,,,,,,,,2.43,,,,,,,,,,,,,,,,,,,,,,,,,2.31,2.82,,,,2.42,,,,,,,,1.16,2.26,2.34,,,2.51,0.69,,,,,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502527052,,,,,,,,,,,,,,,,,2.66,,,,,,,,,,,,,,,,,,,,,,,,,1.68,3.05,,,,2.65,,,,,,,,1.39,1.62,1.71,,,2.74,0.06,,,,,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502527053,,,,,,,,,,,,,,,,,2.73,,,,,,,,,,,,,,,,,,,,,,,,,1.35,3.37,,,,,,,,,,,,1.7,1.3,1.38,,,3.06,0.27,,,,,1.49,,,,,,,,,,,,,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502527054,,,,,,,,,,,,,,,,,2.63,,,,,,,,,,,,,,,,,,,,,,,,,1.78,3.02,,,,2.62,,,,,,,,1.35,1.72,1.81,,,2.71,0.47,,,,,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502527055,,,,,,,,,,,,,,,,,2.11,,,,,,,,,,,,,,,,,,,,,,,,,2.21,2.5,,,,2.09,,,,,,,,0.84,2.15,2.24,,,2.19,0.62,,,,,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009502527061,,,,,,,,,,,,,,,,,2.19,,,,,,,,,,,,,,,,,,,,,,,,,0.82,2.85,,,,,,,,,,,,2.64,0.76,0.7,,,,1.23,,,,,2.43,,,,,,,,,,,,,,2.66,3.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
