,2490,2668,2760,2776,2809,2910,3011,3032,3043,3277,3334,10486,11174,11175,11176,11177,11178,11179,11180,11181,11182,11183,11184,11185,11186,11187,11188,11189,11190,11191,11192,11193,11194,11195,11196,11197,11198,11199,11200,11201,11202,11203,11204,11205,11206,11207,11208,11209,11210,11211,11212,11213,11215,11216,11217,11218,11219,11220,11221,11222,11223,11224,11225,11226,11227,11228,11229,11230,11231
G06003702946102,968.59,435.41,768.91,1123.44,670.9,1006.7,886.31,1177.71,1105.06,930.85,1148.03,627.6,733.13,848.97,513.93,766.0,705.48,715.61,968.92,1124.26,1174.97,1233.76,1305.58,864.38,725.53,522.92,856.3,1403.52,988.02,1150.82,1029.99,1063.04,1099.73,856.3,964.46,1262.53,1345.67,1231.3,1058.5,1214.06,990.14,1214.06,2817.94,713.5,773.5,796.58,1039.7,868.89,553.77,593.13,915.9,705.5,897.63,604.23,513.93,834.28,604.23,911.32,116.52,960.4,947.39,880.48,1276.33,1276.33,1276.33,1046.18,1140.17,972.86,725.7
G06003702946201,1183.62,819.52,986.07,1340.6,888.06,1223.86,1103.47,1394.87,1320.09,129.17,1365.19,844.76,950.29,1066.13,728.96,661.14,945.2,984.77,1183.95,1339.29,1390.0,1448.8,1520.61,180.87,1016.37,668.96,1142.99,1618.56,1254.9,1365.85,1245.03,1349.72,1314.76,1142.99,1179.49,1479.69,1562.83,1448.46,1275.67,1431.22,1291.65,1431.22,3032.97,930.67,990.67,1041.4,1256.86,1086.05,770.93,810.29,1133.06,922.66,1164.29,1131.83,728.96,1049.31,1131.83,428.96,978.61,388.74,421.98,488.88,874.58,874.58,874.58,469.88,94.91,396.56,1012.39
G06003702946202,861.93,497.82,664.38,1018.91,566.37,902.17,781.77,1073.18,998.4,321.95,1043.5,523.07,628.6,744.44,407.27,636.29,623.51,663.08,862.26,1017.6,1068.31,1127.11,1198.92,388.92,694.67,347.27,821.29,1296.87,933.21,1044.16,923.33,1028.03,993.07,821.29,857.8,1158.0,1241.14,1126.77,953.97,1109.53,969.96,1109.53,2711.28,608.97,668.97,719.71,935.17,764.36,449.24,488.6,811.36,600.97,842.59,810.14,407.27,727.62,810.14,107.27,656.91,0.0,33.55,100.46,486.15,486.15,486.15,265.58,363.52,192.26,690.7
G06003702946203,983.55,619.44,786.0,1140.52,687.98,1023.78,903.39,1194.79,1120.01,777.28,1165.11,644.68,645.1,699.65,528.88,612.46,745.12,784.69,983.87,1139.21,1189.92,1248.72,1320.53,710.81,816.29,468.88,942.91,1418.48,1054.82,1165.78,1044.95,1149.64,1114.68,942.91,979.41,1279.61,1362.75,1248.38,1075.59,1231.14,1091.57,1231.14,2832.89,730.59,790.59,841.32,1056.78,885.97,570.85,610.21,932.98,722.59,964.21,931.75,528.88,849.23,931.75,757.76,715.64,694.12,673.45,731.42,885.53,885.53,885.53,896.55,986.6,823.23,812.31
G06003702947011,1468.72,1104.61,1271.17,1625.7,1173.16,1508.96,1388.56,1679.97,1605.19,427.14,1650.29,1129.86,1235.38,1351.23,1014.06,409.8,1230.3,1269.87,1469.05,1624.39,1675.1,1733.89,1805.71,412.04,1301.46,954.06,1428.08,1903.65,1453.38,1650.95,1530.12,1634.82,1599.86,1428.08,1464.59,1764.79,1847.93,1733.56,1560.76,1716.32,1576.75,1716.32,3318.07,1215.76,1275.76,1326.5,1541.96,1371.15,1056.03,1095.39,1418.15,1207.76,1363.92,1416.93,1014.06,1334.41,1416.93,714.06,1263.7,749.09,782.33,849.23,1126.96,1126.96,1126.96,830.23,635.95,756.91,1297.49
G06003702947012,770.92,925.94,1047.14,1401.66,949.12,1284.93,1164.53,1455.93,1202.66,1458.0,1426.25,905.82,1011.35,1127.19,722.54,998.09,769.53,622.81,578.79,1108.96,1221.97,1331.37,1403.18,1432.68,1077.43,893.43,1103.6,1501.13,424.06,1248.42,1127.59,1258.21,1197.33,1103.6,1062.06,1540.75,1623.89,1509.52,1336.73,1492.28,1398.08,1492.28,2915.54,991.73,1051.73,1102.46,1317.92,1147.11,877.36,916.72,1194.12,983.73,437.74,1158.14,722.54,779.59,1158.14,1251.35,997.62,1238.62,1225.61,1158.71,1554.56,1554.56,1554.56,1324.4,1535.09,1251.08,973.0
G06003702947013,545.59,622.3,743.49,1098.02,645.48,981.28,860.88,1152.29,877.66,1189.88,1122.61,602.18,707.71,823.55,418.89,1181.96,436.15,150.72,357.71,883.62,947.57,1006.36,1078.18,1256.85,773.78,589.79,799.96,1176.12,207.83,923.42,802.59,933.21,872.33,799.96,737.05,1237.11,1320.25,1205.88,1033.08,1188.64,1094.43,1188.64,2590.54,688.08,748.08,798.82,1014.28,843.47,573.71,613.07,890.48,680.08,117.44,854.49,418.89,318.55,854.49,947.71,671.67,934.98,921.97,855.06,1250.91,1250.91,1250.91,1020.76,1231.45,947.44,669.36
G06003702948101,721.32,1067.16,1188.36,1484.69,1032.16,1426.15,1230.21,596.31,567.39,1538.43,1562.48,1047.04,1056.26,1172.1,859.52,1774.28,635.15,920.58,721.64,631.4,840.0,696.09,767.91,1605.4,1218.65,1034.65,484.48,819.2,870.36,613.15,492.32,277.75,445.53,484.48,377.28,1188.42,1537.36,1290.61,715.52,976.69,776.01,976.69,2280.27,1132.95,1192.95,1185.49,1459.14,1288.33,1018.58,1057.94,1165.92,1124.95,884.04,800.35,859.52,618.84,800.35,1296.26,1223.97,1283.53,1270.52,1203.61,1599.47,1599.47,1599.47,1369.31,1580.0,1295.99,615.08
G06003702948102,558.1,1052.54,1173.74,1522.44,1069.91,1411.53,1238.41,813.28,547.41,1576.18,1552.85,1032.42,1094.01,1209.85,844.9,1759.66,620.53,905.96,669.92,414.43,623.03,676.11,776.14,1643.15,1204.03,1020.03,700.77,602.24,818.63,621.39,530.07,494.04,514.08,700.77,593.13,1284.44,1575.11,1328.36,932.49,1193.66,992.84,1193.66,2318.02,1118.33,1178.33,1223.24,1444.52,1273.71,1003.96,1043.32,1236.75,1110.33,832.31,870.57,844.9,567.11,870.57,1334.01,1209.35,1321.28,1308.27,1241.36,1637.21,1637.21,1637.21,1407.06,1617.75,1333.74,684.66
G06003702948201,425.02,635.77,756.97,1111.49,658.96,994.76,802.55,993.65,602.86,1203.36,1136.08,615.65,721.18,837.03,428.14,1342.89,203.76,489.19,460.34,615.68,666.39,731.56,803.37,1270.32,787.26,603.26,313.82,901.32,609.05,648.62,527.79,520.56,597.53,313.82,198.8,1250.59,1333.72,1219.36,1046.56,1202.12,762.46,1202.12,2315.74,701.56,761.56,812.29,1027.76,856.94,587.19,626.55,738.26,693.56,622.74,372.09,428.14,323.54,372.09,961.18,792.58,948.45,935.44,868.54,1264.39,1264.39,1264.39,1034.24,1244.93,960.92,186.18
G06003702948202,226.78,747.13,868.33,1222.85,770.31,1106.12,985.72,1015.92,625.13,1314.71,1247.44,727.01,832.54,948.38,543.73,1538.36,399.23,465.37,288.67,563.2,676.58,753.83,825.64,1381.68,898.62,714.62,591.01,923.59,509.71,670.89,550.06,680.68,619.79,591.01,475.98,1304.43,1445.08,1330.71,1135.13,1299.74,1039.64,1299.74,2338.01,812.92,872.92,923.65,1139.11,968.3,698.55,737.91,1015.31,804.92,419.1,649.27,543.73,201.63,649.27,1072.54,908.17,1059.81,1046.8,979.9,1375.75,1375.75,1375.75,1145.59,1356.28,1072.27,463.36
G06003702948301,639.14,1179.96,1301.15,1655.68,1203.14,1538.94,1418.55,1182.2,576.39,1747.54,1680.27,1159.84,1265.37,1381.21,976.55,2034.39,1023.54,1063.11,831.27,301.1,255.23,449.56,630.79,1814.51,1331.45,1147.45,1124.86,233.8,930.35,476.04,879.18,919.04,811.26,1124.86,1015.02,1633.54,1877.91,1677.46,1301.41,1562.58,1416.93,1562.58,2667.12,1245.75,1305.75,1356.48,1571.94,1401.13,1131.37,1170.73,1448.14,1237.74,944.03,1292.82,976.55,989.36,1292.82,1505.37,1341.0,1492.64,1479.63,1412.72,1808.58,1808.58,1808.58,1578.42,1789.11,1505.1,1106.91
G06003702948302,445.82,544.32,665.52,1020.04,567.5,903.31,782.91,1074.31,821.04,1111.9,1044.63,524.2,629.73,745.57,340.92,1398.75,387.91,427.47,256.69,588.38,380.41,949.75,1021.56,1178.87,695.81,511.81,721.98,661.77,294.71,866.8,745.97,876.59,815.71,721.98,680.44,1159.13,1242.27,1127.9,955.11,1110.66,1016.46,1110.66,2533.92,610.11,670.11,720.84,936.3,765.49,495.74,535.1,812.5,602.11,308.39,776.52,340.92,467.79,776.52,869.73,705.36,857.0,843.99,777.09,1172.94,1172.94,1172.94,942.78,1153.47,869.46,591.38
G06003702949001,951.64,1334.59,1455.79,1625.39,1172.85,1693.58,1520.46,1057.13,269.31,1679.13,1703.17,1314.47,1196.95,1312.8,1126.95,1965.98,902.58,1188.01,951.97,713.71,856.43,151.64,134.62,1746.09,1398.57,1302.08,1053.17,720.56,1100.68,202.28,633.02,928.13,565.1,1053.17,942.58,1387.38,1678.06,1431.3,1176.34,1382.7,1345.73,1382.7,2420.97,1400.38,1460.38,1326.19,1726.57,1555.76,1286.01,1325.37,1492.46,1392.38,1114.36,1152.62,1126.95,849.16,1152.62,1436.95,1491.4,1424.22,1411.21,1344.31,1740.16,1740.16,1740.16,1510.01,1720.7,1436.69,966.71
G06003702949002,782.72,1165.67,1286.86,1456.46,1003.93,1524.65,1351.54,888.21,128.69,1510.2,1534.25,1145.55,1028.03,1143.87,958.03,1797.05,733.65,1019.08,783.04,755.69,959.61,257.87,477.61,1577.17,1229.65,1133.16,884.24,837.62,931.76,426.44,464.09,759.2,181.87,884.24,773.66,1218.46,1509.13,1262.38,1007.42,1140.14,1176.81,1140.14,2252.04,1231.45,1291.45,1157.27,1557.65,1386.84,1117.08,1156.44,1323.54,1223.45,945.44,983.7,958.03,680.24,983.7,1268.03,1322.48,1255.3,1242.29,1175.38,1571.24,1571.24,1571.24,1341.08,1551.77,1267.76,797.79
G06003709800141,2314.22,2080.95,2247.51,2602.03,2149.5,2485.3,2364.9,2656.3,2581.53,1328.22,2626.62,2106.19,2211.72,2327.56,1990.39,1428.74,2204.68,1919.25,2126.34,2600.72,2608.56,2710.23,2782.04,1313.12,2277.8,1930.39,2404.42,2879.99,1972.5,2627.29,2506.46,2611.16,2576.19,2404.42,2440.92,2741.13,2824.26,2709.89,2537.1,2692.66,2553.08,2692.66,4294.41,2192.1,2252.1,2302.83,2518.29,2347.48,2032.36,2071.72,2394.49,2184.1,1886.07,2393.26,1990.39,2087.18,2393.26,1690.39,2240.04,1650.17,1683.41,1750.32,2136.01,2136.01,2136.01,1731.32,1480.96,1658.0,2273.82
G06003709800151,1495.4,1878.35,1898.49,1861.84,1409.31,2136.28,1769.98,1600.9,841.38,1915.58,1939.63,1688.99,1433.41,1549.25,1670.71,2202.43,1446.34,1731.77,1495.73,1468.37,1672.3,970.08,1020.53,1982.55,1635.03,1845.84,1596.93,1550.31,1644.44,1088.19,778.28,1471.89,892.37,1596.93,1486.34,1623.84,1914.51,1667.76,1494.96,1619.15,1705.03,1619.15,2657.42,1843.08,1903.08,1562.64,2039.58,1998.46,1807.96,1847.32,1728.92,1694.86,1658.12,1696.38,1670.71,1392.92,1696.38,1673.41,2035.16,1660.68,1647.67,1580.76,1976.61,1976.61,1976.61,1746.46,1957.15,1673.14,1510.47
