,12243174,127243699,139962217,184198433,186727461,259158442,269429649,28551317,285842331,301850353,302144588,302144591,460975283,460976026,461041054,474290885,474290894,474290895,474425441,474529272,474576147,475915316,475915317,539691268,544413576,545148263,546499677,577823410,595179956,602152529,602166925,657363284,673806745,744792459,84968563,84969018,85064987,85243499,85308860,85318806,85450504,85465037,85465948,85631934,951425104
G06000700015005,,,17.98,,,,,,,,,,,,,25.42,25.42,25.09,25.59,25.46,26.21,26.36,,,13.4,,,,,,,,,8.54,,,,,,,,,,,
G06000700016001,13.03,,,33.72,12.51,,,,,,,,,,,,,,,,,,,,,,,,11.39,,28.47,36.06,,,11.65,13.41,14.62,,,,,,,12.45,
G06000700016002,7.66,,,,,,,,,5.1,,,,,,,,,,,,,,,,,,,,17.1,17.53,,16.75,,,7.51,6.78,6.41,6.1,,,,,8.42,
G06000700016003,11.53,,,17.1,,,,,,,,,,,,,,,,,,,,,,,,,13.23,21.35,21.79,15.48,21.01,,13.42,11.38,10.64,,,,,,,,
G06000700016004,4.4,,,,,,,,,3.24,,,,,5.09,,,,,,,,,,,,,,6.22,,,,,,,4.24,3.51,3.7,4.17,,,,4.72,5.16,
G06000700017021,22.45,,,1.56,,,,,,19.89,,,,,,,,,,,,,,,,,,,,7.36,6.71,4.56,7.41,,,22.3,21.57,20.54,,,,,,,
G06000700017022,22.35,,,1.4,,,,,,19.79,,,,,,,,,,,,,,,,,,,,7.25,6.61,4.4,7.3,,,22.2,21.46,20.44,,,,,,,
G06000700017023,22.15,,,4.07,,,,,,19.58,,,,,,,,,,,,,,,,,,,22.76,10.25,9.61,3.53,10.3,,,21.99,21.26,,,,,,,,
G06000700017024,22.9,,,2.86,,,,,,,,,,,,,,,,,,,,,,,,,23.52,8.86,8.22,1.07,8.91,,,22.75,22.01,,,,,,,23.02,
G06000700017031,21.89,,,0.44,,,,,,19.33,,,,,,,,,,,,,,,,,,,,6.79,6.15,2.79,6.84,,,21.74,21.0,19.98,,,,,,,
G06000700017032,22.73,,,1.28,,,,,,20.17,,,,,,,,,,,,,,,,,,,,7.63,6.99,2.4,7.68,,,22.58,21.84,,,,,,,22.85,
G06000700017041,43.72,,,24.22,,,,,,,,,,,,,,,,,,,,,,,,,44.34,29.36,28.71,22.6,29.41,,44.54,43.57,42.84,,,,,,,,
G06000700017042,23.97,,,4.25,,,,,,,,,,,,,,,,,,,,,,,,,24.59,10.25,9.6,2.63,10.3,,,23.82,23.08,,,,,,,24.09,
G06000700017043,23.4,,,2.3,,,,,,20.83,,,,,,,,,,,,,,,,,,,24.01,8.3,7.65,1.4,8.35,,,23.24,22.51,,,,,,,,
G06000700018001,17.22,,,5.12,,,,,,14.66,,,,,,,,,,,,,,,,,,,,2.78,1.86,7.77,2.17,,,17.07,16.34,15.31,,,,,,,
G06000700018002,17.37,,,4.87,,,,,,14.81,,,,,,,,,,,,,,,,,,,,2.93,2.01,7.52,2.33,,,17.22,16.49,15.46,,,,,,,
G06000700018003,18.11,,,3.48,,,,,,15.55,,,,,,,,,,,,,,,,,,,,3.31,2.42,6.13,3.06,,,17.96,17.22,16.2,,,,,,,
G06000700018004,17.44,,,4.58,,,,,,14.88,,,,,,,,,,,,,,,,,,,,2.47,1.74,7.23,2.39,,,17.29,16.55,,14.71,,,,,,
G06000700018005,16.96,,,5.44,,,,,,14.4,,,,,,,,,,,,,,,,,,,,2.51,1.91,8.09,1.91,,,16.81,16.07,15.05,,,,,,,
G06000700019001,19.56,,,2.41,,,,,,17.0,,,,,,,,,,,,,,,,,,,,4.39,3.75,5.06,4.51,,,19.41,18.67,17.65,,,,,,,
G06000700019002,,,,4.57,,,,,,16.17,,,,,,,,,,,,,,,,,,,,3.19,2.55,7.22,3.51,,,18.58,17.84,,16.0,,14.52,,,,
G06000700019003,18.39,,,4.33,,,,,,15.83,,,,,,,,,,,,,,,,,,,,2.86,2.21,6.98,3.17,,,18.24,17.51,,15.67,,,,,,
G06000700019004,18.75,,,3.31,,,,,,16.19,,,,,,,,,,,,,,,,,,,,3.21,2.57,5.96,3.53,,,18.6,17.86,16.83,,,,,,,
G06000700020001,,,,5.0,,,,,,16.54,,,,,,,,,,,,,,,14.71,,,,,3.57,2.92,7.65,3.88,,,,18.21,,16.38,,14.89,,,,
G06000700020002,,,,5.67,,,,,,15.5,,,,,,,,,,,,,,,13.67,,,,,2.31,2.12,8.32,2.94,,,,17.17,,15.34,,13.85,,,,
G06000700020003,,,,5.21,,,,,,15.29,,,,,,,,,,,,,,,13.46,,,,,2.3,1.65,7.86,2.61,,,,16.96,,15.13,,13.64,,,,
G06000700020004,,,,6.1,,,,,,14.49,,,,,,,,,,,,,,,12.66,,,,,1.29,1.34,,1.93,,,,16.16,,14.33,,12.84,14.45,,,
G06000700020005,,,,4.92,,,,,,14.81,,,,,,,,,,,,,,,,,,,,1.82,1.18,7.57,2.14,,,,16.49,15.46,14.65,,13.16,,,,
G06000700020006,,,,5.66,,,,,,14.18,,,,,,,,,,,,,,,12.35,,,,,1.18,0.55,8.31,1.51,,,,15.85,,14.02,,12.53,,,,
G06000700021001,,,,5.21,,,,,,13.83,,,,,,,,,,,,,,,,,,,,1.72,0.54,7.86,1.34,,,,15.5,14.48,13.67,,12.18,,,,
G06000700021002,16.69,,,5.38,,,,,,14.13,,,,,,,,,,,,,,,,,,,,2.25,1.33,8.03,1.64,,,16.54,15.8,,13.97,,,,,,
G06000700021003,16.76,,,6.13,,,,,,14.2,,,,,,,,,,,,,,,,,,,,2.31,1.87,,1.71,,,16.61,15.87,14.85,14.04,,,,,,
G06000700021004,,,,7.52,,,,,,14.94,,,,,,,,,,,,,,,,,,,,3.06,2.61,,2.46,,,,16.62,15.59,14.78,,13.29,14.91,,,
G06000700021005,,,,6.21,,,,,,13.35,,,,,,,,,,,,,,,11.52,,,,,0.35,1.04,,0.79,,,,15.02,,13.19,,11.7,13.32,,,
G06000700022001,,,,6.78,,,,,,13.1,,,,,,,,,,,,,,,11.27,,,,,0.71,1.6,,0.68,,,,14.78,,12.94,,11.46,13.07,,,
G06000700022002,,,0.51,,,,,,,,,,,12.69,,,,,,,,,,12.76,11.6,,,,,10.81,,,,8.93,,,,,12.86,,11.4,12.6,12.96,,
G06000700022003,,,,7.64,,,,,,12.3,,,,,,,,,,,,,,,10.47,,,,,1.94,2.38,,1.6,,,,13.97,,12.14,,10.65,12.27,,,
G06000700022004,,,,,,,,,,6.65,,,,6.69,,,,,,,,,,6.76,4.81,,,,,,,,8.02,,,,,7.29,6.48,,5.0,6.61,6.98,,
G06000700023001,,,12.09,8.73,,,,,,18.7,,,,,,,,,,,,,,,16.87,,,,,5.51,5.8,,6.14,,,,,,18.54,,17.05,18.67,,,
G06000700023002,,,13.34,7.43,,,,,,16.03,,,,,,,,,,,,,,,14.19,,,,,2.83,3.12,,3.46,,,,,,15.86,,14.38,15.99,,,
G06000700023003,,,12.84,7.41,,,,,,15.53,,,,,,,,,,,,,,,13.7,,,,,2.33,2.63,,2.97,,,,,,15.37,,13.88,15.5,,,
G06000700023004,,,13.19,7.77,,,,,,15.88,,,,,,,,,,,,,,,14.05,,,,,2.69,2.98,,3.32,,,,,,15.72,,14.23,15.85,,,
G06000700023005,,,5.92,,,,,,,,,,,,,,,,,,,,,,14.82,,,,,8.43,8.8,,9.06,12.15,,,,,16.08,,14.61,15.82,16.18,,
G06000700024001,34.3,,,15.34,,,,,,31.74,,,,,,,,,,,,,,,,,,,,19.2,18.55,17.99,19.25,,,34.14,33.41,32.38,,,,,,,
G06000700024002,,,67.89,79.2,,,,,,76.2,,,,,,,,,,,,,,,74.56,,,,,73.67,74.03,81.85,74.29,,,,,,,,74.36,75.56,,,
G06000700024003,,,,,,11.13,,,,,,,,,,12.55,12.61,11.79,12.38,12.5,11.7,10.81,10.81,,,,,,,,,,,,,,,,,,,,,,24.47
G06000700024004,,,34.36,,,20.18,,,,,,,,,,21.59,21.66,20.84,21.43,21.55,20.75,19.85,19.85,,,,,,,,,,,,,,,,,,,,,,
G06000700024005,,,39.1,,,24.92,,,,,,,,,,26.33,26.4,25.58,26.17,26.29,25.49,24.59,24.59,,,,,,,,,,,,,,,,,,,,,,
G06000700025001,,,,,,2.68,,,,,,,,,,2.06,2.07,1.33,1.93,2.04,2.46,2.6,2.6,,,,,,,,,,,,,,,,,,,,,,12.75
G06000700025002,,,,,,2.39,,,,,,,,,,1.8,1.86,1.04,1.64,1.75,2.17,2.31,2.31,,,,,,,,,,,,,,,,,,,,,,13.68
G06000700025003,,,,,,3.15,,,,,,,,,,2.55,2.62,1.8,2.39,2.51,2.92,3.07,3.07,,,,,,,,,,,,,,,,,,,,,,13.66
G06000700025004,,,14.28,,,8.98,,,,,,,,,,8.39,8.45,7.63,8.22,8.34,8.75,8.9,8.9,,,,,,,,,,,,,,,,,,,,,,
G06000700026011,,,,,,6.51,,,,,,,,,,7.92,7.99,7.16,7.76,7.88,7.08,6.18,6.18,,,,,,,,,,,,,,,,,,,,,,19.85
G06000700026012,,,,,,4.45,,,,,,,,,,5.86,5.93,5.1,5.7,5.82,5.02,4.12,4.12,,,,,,,,,,,,,,,,,,,,,,17.79
G06000700026013,,,,,,4.92,,,,,,,,,,6.47,6.54,5.71,6.31,6.43,5.49,4.73,4.73,,,,,,,,,,,,,,,,,,,,,,18.39
G06000700026021,,,,,,4.06,,,,,,,,,,5.47,5.54,4.71,5.31,5.43,4.63,3.73,3.73,,,,,,,,,,,,,,,,,,,,,,17.39
G06000700026022,,,20.63,,,6.46,,,,,,,,,,7.87,7.94,7.11,7.71,7.83,7.03,6.13,6.13,,,,,,,,,,,,,,,,,,,,,,
G06000700026023,,,,,,4.07,,,,,,,,,,5.49,5.56,4.73,5.33,5.45,4.65,3.75,3.75,,,,,,,,,,,,,,,,,,,,,,17.41
G06000700027001,,,15.39,,,2.87,,,,,,,,,,2.63,2.7,1.87,2.47,2.59,2.66,2.6,2.6,,,,,,,,,,,,,,,,,,,,,,
G06000700027002,,,,,,1.11,,,,,,,,,,1.83,1.89,1.07,1.67,1.78,1.18,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,13.81
G06000700027003,,,,,,2.06,,,,,,,,,,2.09,2.15,1.33,1.92,2.04,1.85,1.31,1.31,,,,,,,,,,,,,,,,,,,,,,14.49
G06000700027004,,,,,,2.02,,,,,,,,,,2.03,2.1,1.28,1.87,1.99,1.82,1.43,1.43,,,,,,,,,,,,,,,,,,,,,,14.45
G06000700027005,,,,,,1.32,,,,,,,,,,1.37,1.44,0.61,1.21,1.33,1.11,1.05,1.05,,,,,,,,,,,,,,,,,,,,,,13.75
G06000700027006,,,,,,2.45,,,,,,,,,,2.87,2.94,2.12,2.71,2.83,2.52,1.59,1.59,,,,,,,,,,,,,,,,,,,,,,15.15
G06000700028001,,,,,,1.19,,,,,,,,,,0.93,1.0,0.38,0.77,0.89,0.85,1.13,1.13,,,,,,,,,,,,,,,,,,,,,,13.31
G06000700028002,,,,,,1.42,,,,,,,,,,0.41,0.51,0.84,0.39,0.37,0.98,1.76,1.76,,,,,,,,,,,,,,,,,,,,,,12.69
G06000700028003,,,,,,2.72,,,,,,,,,,1.98,1.98,2.68,2.15,2.02,2.31,3.23,3.23,,,,,,,,,,,,,,,,,,,,,,11.79
G06000700028004,,,,,,1.95,,,,,,,,,,0.14,0.03,0.84,0.25,0.18,1.51,2.04,2.04,,,,,,,,,,,,,,,,,,,,,,12.78
G06000700028005,,,,,,1.79,,,,,,,,,,0.25,0.25,0.9,0.42,0.29,1.34,2.05,2.05,,,,,,,,,,,,,,,,,,,,,,12.58
G06000700029001,,,,,,3.66,,,,,,,,,,2.64,2.64,2.31,2.81,2.68,3.44,3.58,3.58,,,,,,,,,,,,,,,,,,,,,,12.23
G06000700029002,,,,,,5.11,,,,,,,,,,3.84,3.85,3.76,4.02,3.88,4.88,5.03,5.03,,,,,,,,,,,,,,,,,,,,,,11.35
G06000700030011,,,,,,1.03,,,,,,,,,,2.57,2.65,2.38,2.51,2.52,1.31,1.89,1.89,,,,,,,,,,,,,,,,,,,,,,14.23
