,107938000,107938060,107938072,178280526,186035189,238196639,238795493,253422053,267606286,377679439,446306273,453364832,458120791,458143311,458290344,458330405,458637681,458726774,459027800,459343375,459343387,459990606,459996994,460186027,463034036,464252314,464523362,465348378,465348379,465838510,465844559,469328898,469351138,469358245,469806389,469810356,469882451,472461912,485954282,487921231,494765619,494766534,506051838,506051839,506051840,506051841,506169173,507825223,510034456,511582123,512795514,515127330,518468338,519946736,543801788,543997641,544433663,548368881,548999253,551913325,553697208,554190373,560997826,561946573,564320640,564540770,564547095,568866671,588652853,592312174,616466657,618737278,635992118,636246884,636246885,636246886,674376082,683343187,736680143,772092242,773820991,775221702,775444335,776192691,776391546,777266779,777266780,779529214,781778195,792375503,796379027,852164355,854057971,892824697,896439867,98569443
G06008900108071,,,,,,,,3.41,,0.96,,2.79,,3.47,,,,0.96,4.15,,,,,,,,,,,,,,,,,,,,,,,,,,4.63,4.63,,,,,,,,,,,,2.26,3.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06008900108072,,,,,,,,3.08,,,,,,,,,,,2.56,,,,,,,,,,,,,,,,,,,,,,,,4.38,,4.3,4.3,,,2.67,,,,,,,2.7,,3.63,3.54,,,,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06008900109001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93,,,,,,,1.17,,,,4.81,,,,,,,,,,,,,,,,,,,1.1,1.16,,1.21,,1.15,1.21,,1.67,,,,,,,,,,0.93,,,,,,,,,,,,,,,,,
G06008900109002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.46,,,,,,,,,,1.28,3.69,,,,,,,,,,,,,,,,,,,,1.49,,,,1.67,1.73,3.95,1.53,,,,,,,,,,1.46,,,,,,0.64,,,,,,,,,,,
G06008900110011,,,,,,,,,,,,,,,,3.54,,,,,,7.1,,,,,,,,,,,,,,,,,3.21,2.75,,,,,,,,,,,3.7,3.41,,3.52,,,3.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.51,5.17,,,,,,,
G06008900110012,,,,,,,,,6.57,,,,,,,7.67,,,,,,6.96,,,,,,,,,,,,,,,,,7.34,6.88,,,,,,,,,,,,7.54,,,,,7.34,,,,,,,,,,,7.12,,,,,,,,,,,,,,,,,,,,6.26,6.47,,,,,,,
G06008900110021,,,,,,,,,,,,,,,,4.47,,,,,,4.22,,,,,,,,,,,,,,,,,3.81,3.35,,,,,,,,,,,,4.15,,4.13,,,3.81,,,,,,,,,,,2.55,,,,,,,,,,,,,,,,,,,,2.42,1.57,,,,,,,
G06008900110022,,,,,,,,,2.75,,,,,,,,,,,,,3.14,,,,,,,,,,,,,,,,2.63,3.6,,,,,,,,,,,,,,,3.6,,,3.6,,,,2.83,,,,,,,1.43,,,,,,,,,,,,,,,,,,,,1.33,0.99,,,,,,,
G06008900110023,,,,,,,,,2.5,,,,,,,,,,,,,2.89,,,,,,,,,,,,,,,,3.14,4.12,,,,,,,,,,,,,,,,,,4.12,,,,3.35,,,,,,,1.95,,,,,,,,,,,,,,,,,4.64,,,0.73,1.3,,,,,,,
G06008900110024,,,,,,,,,1.06,,,,,,,,,,,,,1.45,,,,,,,,,,,,,,,,,,,4.75,,,,,,,,,,,,,,,,,,,,,5.75,,,,,,3.11,4.95,,,,,,,,,,,,,,,,4.0,,,2.78,2.99,,,,,,,5.74
G06008900111001,,,,,,,,,2.22,,,,,,,,,,,,,2.61,,,,,,,,,,,,,,,,,,,4.72,,,,,,,,,,,,,,,,,,,,,5.72,,,,,,3.08,4.92,,,,,,,,,,,,,,,,3.98,,,3.11,3.32,,,,,,,5.71
G06008900111002,,,,,,,,,1.39,,,,,,,,,,,,,1.78,,,,,,,,,,,,,,,,,,,4.41,,,,,,,,,,,,,,,,,,,,,5.41,,,,,,2.77,4.62,,,,,,,,,,,,,,,,3.67,,,2.8,3.01,,,,,,,5.4
G06008900112091,,,,,,,,,,,,,,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,0.51,3.58,,,,,,,,,,,,,,,,,,,,1.54,,,,1.71,,,0.72,1.92,2.72,2.52,,,,,,,,,,,,,1.13,,,,,,,,,,,
G06008900112092,,,,,,,,,,,,,,,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,4.54,,,,,,,,,,,,,,,,,,,,1.35,,,,,,,1.26,0.78,,1.38,,0.81,0.81,0.81,,,,,,,,,,,,,,,,,,,,
G06008900112093,,,,,,,,,,,,,,,3.01,,,,,,,,,,,,,,,,,,,,,,,,,,1.12,3.0,,,,,,,,,,,,,,,,,,,,2.15,,,,,,,1.33,2.53,3.2,3.13,,,,2.56,,,,,,,,,0.89,,,,,,,,,,,
G06008900112094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,,,,,,,,,,0.38,3.87,,,,,,,,,,,,,,,,,,,,1.35,,,,1.53,1.59,,0.0,1.79,,,,,,,,,1.7,,,,,,1.42,,,,,,,,,,,
G06008900113001,,,,,,,,,,,,,,,,,,,,,,,,0.75,,,,,,,0.63,,,,,,,,,,0.74,4.4,,,,,,,,,,,,,,,,,,,,0.71,,1.35,,0.46,0.51,,1.12,,,,,,,,,,0.63,,,,,,,,,,,,,,,,,
G06008900113002,,,,,,,,,,,,,,,,,,,,,,,,1.26,,,,,,,,,,,,,,,,,1.15,,,,,,,,,,,,,,,,,,,,,,,,,1.19,1.25,,,0.86,,1.46,,0.89,0.89,0.89,,,,,,,,,,,,,,1.8,,,,,,
G06008900113003,,,,,,,,,,,,,,,1.33,,,,,,,,,1.57,,,,,,,,,,,,,,,,,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01,1.94,1.45,,0.64,0.64,0.64,,,,,,,,,,,,,,1.79,,,,,,
G06008900113004,,,,,,,,,,,,,,,1.68,,,,,,,,,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05,2.31,1.79,,1.55,1.55,1.55,,,,,,,,,,,,,,0.68,,,,3.53,,
G06008900114011,,,,,,,,,,,,,,,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.93,0.96,0.99,1.03,,0.99,0.99,0.99,,,,,,,,,,,,,,1.91,,,,,,
G06008900114012,,,,,,,,,,,,,,,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,2.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75,1.79,0.87,1.15,,1.81,1.81,1.81,,,,,,,,,2.82,,,,,,,,,,,
G06008900114013,,,,,,,,,,,,,,,3.29,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.61,2.81,2.94,3.22,,2.84,2.84,2.84,,,,,,,,,1.17,,,,,,,,,,,
G06008900114021,,,,,,,,,,,,,,,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,3.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.71,2.75,1.28,1.72,,2.26,2.26,2.26,,,,,,,,,,,,,,2.44,,,,,,
G06008900114022,,,,,,,,,,,,,,,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.46,2.38,1.03,1.47,,1.89,1.89,1.89,,,,,,,,,,,,,,1.98,,,,,,
G06008900114031,,,,,,,,,,,,,,,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,3.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.19,3.11,1.76,2.2,,2.61,2.61,2.61,,,,,,,,,,,,,,2.7,,,,,,
G06008900114032,,,,,,,,,,,,,,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.41,1.32,0.95,0.44,,0.82,0.82,0.82,,,,,,,,,,,,,,1.27,,,,,,
G06008900115001,,,,,,,,,6.1,,,,,,4.47,,,,,,,6.49,,,,,,,,,,,,,,,,,,,4.94,,,,,,,,,,,,,,,,,,,,,,,,,,,6.28,5.15,,4.17,,,,,,,,,,,,,,4.71,,,6.98,,,,,,,,2.53
G06008900115002,,,,,,,,,,,,,,,3.01,,,,,,,,,,,,,,,,,,,,,,,,,,4.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.07,2.72,3.16,,3.58,3.58,3.58,,,,,,,,,3.99,,,,,,,,,,,3.93
G06008900115003,,,,,,,,,7.49,,,,,,6.22,,,,,,,,,,,,,,,,,,,,,,,,,,6.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.92,6.2,,6.86,6.86,6.86,,,,,,,,,6.21,,,,,,,,,,,2.28
G06008900115004,8.75,,,,,,,,,,,,,,6.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.75,,,,,,6.43,6.87,,7.29,7.29,7.29,,,,,,,,,,,,,,7.31,,,,,,3.62
G06008900116001,,,,,,,,,,,3.26,,,,,,2.75,,,,,,,,2.96,2.62,2.36,,,,,,2.62,,2.64,2.93,3.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75,,,,,
G06008900116002,,,,,,,,,,,,,,,,,4.7,,,,,,,,4.91,4.57,4.27,,,,,,3.96,,4.21,4.51,,,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.47,,,,,,,,,,,4.7,,,,,
G06008900116003,,,,,,,,,,,,,,,,,,,,7.38,5.99,,,,,,,,,,,4.69,,,,,,,,,,,,,,,0.78,,,,,,5.76,,,3.59,,,,,,,,,,,,,,,,,,,,,,,,0.87,,,4.45,,,4.38,4.45,,,,,,,,,
G06008900117011,,,,,,,,,,,0.98,,,,,,1.66,,,,,,,,1.35,1.71,1.76,,,,,,1.91,,1.62,1.32,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.66,,,,,
G06008900117012,,,,,,,,,,,2.23,,,,,,2.91,,,,,,,,2.6,2.95,3.01,,,,,,2.78,,2.87,2.57,2.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.91,,,,,
G06008900117021,,,,,,,,,,,0.18,,,,,,0.83,,,,,,,,0.52,0.87,0.93,,,,,,1.18,,1.03,0.7,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83,,,,,
G06008900117022,,,,,,,,,,,1.67,,,,,,1.2,,,,,,,,1.41,1.07,0.77,,,,,,0.45,,0.7,1.0,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,,,,
G06008900117023,,,,,,,,,,,0.74,,,,,,0.3,,,,,,,,0.5,0.35,0.4,,,,,,0.55,,0.36,0.28,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,
G06008900117031,,,,,,,,,,,0.97,,,,,,0.96,,,,,,,,0.76,1.28,1.47,,,,,,1.72,,1.61,1.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,,,,,
G06008900117032,,,,,,,,,,,1.32,,,,,,0.41,,,,,,,,0.75,0.54,0.67,,,,,,0.93,,0.82,0.99,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,,,,,
G06008900117033,,,,,,,,,,,2.58,,,,,,2.08,,,,,,,,2.29,1.94,1.68,,,,,,1.94,,1.97,2.25,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.08,,,,,
G06008900118011,7.86,,,,,,,,,6.33,,4.12,2.64,7.71,,,,6.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.73,,,,,,,6.79,,,,,,,,,,,,,,,,,,,,,,,,,8.26,,,,6.9,,
G06008900118012,,,,,,,,,,3.23,,1.43,4.72,4.61,,,,3.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.63,5.01,,,,,,9.16,,,,,,,,,,,,,,,,,,,,,,,,,6.99,,,,3.96,,
G06008900118021,,,,,,,,,,3.63,4.02,,,,,,4.53,3.63,,,,,,,4.21,4.59,,,,,,,,,4.75,4.41,3.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.53,,,,,
G06008900118022,,,,9.43,,,,,,5.37,9.2,3.16,3.83,6.75,,,,5.37,,,,,,,,,,,,,,,,,,,8.99,,,,,,,,,,,,,,,,,,,,,5.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1,,
G06008900118031,,,,4.65,,,,,,,7.83,,,,,,8.37,,,,,,,,8.05,8.43,,3.91,3.91,,,,,,,8.25,7.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.37,,,,,
G06008900118032,,,,4.57,,,,,,,1.68,,,,,,2.19,,,,,,,,1.87,2.24,2.3,,,,,,,,2.4,2.07,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.19,,,,,
G06008900118033,,,,1.13,,,,,,,4.45,,,,,,5.0,,,,,,,,4.68,5.05,5.11,1.21,1.21,,,,,,,,4.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
G06008900119001,3.52,,,,,,,,,,,,,,9.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.15,,,,,,9.64,9.12,,,8.88,8.88,,,,,,,,,,,,,,8.6,,,,,7.15,10.79
G06008900119002,2.42,,,,,,,,,,,8.09,,,5.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.29,,,,,,,5.16,,4.92,4.92,4.92,,,,,,,,,,,,,,4.68,,,,5.26,,
G06008900119003,2.25,,,,,,,,,,,7.68,5.37,7.92,7.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.17,,,,,,,,,,7.46,,,,,,,,,,,,,,,7.22,,,,6.57,5.99,
G06008900119004,3.23,,,,,,,,,,,,,,8.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.86,,,,,,9.35,8.83,,,8.59,8.59,,,,,,,,,,,,,,8.3,,,,,6.85,9.32
G06008900120001,,,,,,5.4,,,7.5,,,,,,9.52,,,,,,,7.89,7.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.21,9.5,,,,,5.52,,,,,,,,9.19,,,,,,,,,,,5.57
G06008900120002,,,,,,5.19,,,7.39,,,,,,9.3,,,,,,,7.77,7.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,9.28,,,,,5.31,,,,,,,,8.98,,,,,,,,,,,5.36
G06008900120003,,,,,,4.29,,,7.82,,,,,,9.41,,,,,,,8.21,6.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1,9.39,,,,,4.41,,,,,,,,9.08,,,,,,,,,,,5.46
G06008900120004,12.28,,,,,3.46,,,10.2,,,,,,11.75,,,,,,,10.58,9.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.45,11.73,,,,,3.2,,,,,,,,,,,,,,,,,,,7.81
G06008900121011,9.75,,,,,5.96,,,7.37,,,,,,7.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.48,7.92,,,,8.34,6.08,,,,,,,,7.68,,,,,,,,,,,4.06
G06008900121012,10.31,,,,,5.04,,,7.75,,,,,,8.25,,,,,,,,7.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.95,8.24,,,,,5.16,,,,,,,,7.93,,,,,,,,,,,4.31
G06008900121013,,,,,,6.34,,,6.89,,,,,,7.92,,,,,,,7.27,8.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.62,7.9,,,,,6.46,,,,,,,,7.6,,,,,,,,,,,3.98
