,100772151,209941219,226756136,233597102,233599102,288849950,295178666,295324170,353362718,374863837,374864624,374888107,382847457,384258646,384942109,384942362,395484920,395484920,395484921,396084755,407838592,409186948,409186959,44487079,454607098,470792709,540394724,540394725,540394726,540394727,540394728,540394729,540394730,557792226,557792271,557792313,595240534,6321155,672643290,672819688,687695028,7733144,776314785,844938995,845940576,849414603,849416727,854411966,874961578,894490826,899088422,901532567,9098811,920702707,921138593,924590660,925790606
G06002300105023,4.99,,,,,0.82,,1.35,,,,,,3.87,2.36,,,,,1.11,,,,,,,,,,,,,,,,,,,5.44,,,,5.49,6.12,4.99,,,,,,,,,,,,
G06002300106001,,,,9.79,9.21,,,,,10.29,,,10.67,,,9.8,,,,,,,,8.91,,,,,,,,,,,,,,,,,,,,,,,11.33,10.81,,,,,11.23,10.79,,,
G06002300106002,,9.82,9.67,6.51,5.92,,,,,7.0,,9.4,7.39,,,6.51,,,,,,,,5.62,,9.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06002300107001,,,,,,,,,,5.59,,,5.99,,,4.99,,,,,,,,,,,,,,,,,,,,,5.73,7.43,,,,,,,,,5.82,5.09,5.06,,,,5.53,5.07,,,
G06002300107002,,,,,,,,,,,,,,,,,,,,,,,,,,,19.39,19.47,19.67,,19.6,19.84,19.79,,,,,11.08,,,,,,,,,,,,19.77,19.87,,,,20.25,,
G06002300107003,,,,,,,,,,6.76,,,6.92,,,6.54,,,,,,,,,,,,,,,,,,,,,6.32,4.87,,,,,,,,,6.4,6.02,5.64,,,,6.24,6.0,,,
G06002300107004,,,,,,,,,,7.1,,,,,,6.88,,,,,,,,,,,,,,,,,,,,,6.66,2.77,,,,,,,,6.93,6.74,6.37,5.99,,,,6.59,6.34,,,
G06002300107005,,,,,,,,,,5.2,,,5.36,,,4.98,,,,,,,,,,,,,,,,,,,,,4.76,4.07,,,,,,,,,4.84,4.46,4.08,,,,4.68,4.44,,,
G06002300108001,,,,,,,,,,,,,,,,,8.47,8.47,8.47,,,,,,,,6.89,6.97,7.17,,7.1,,7.3,,,,,4.37,,,,,,,,,,,,7.27,,,,,,,
G06002300108002,,,,,,,,,,,,,,,,,,,,,,,,,,,3.79,3.82,4.07,4.1,4.0,4.24,4.19,,,,,,,,,,,,,,,,,4.17,4.28,,,,4.65,,
G06002300108003,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.16,4.54,,4.39,4.71,4.59,,,,,,,,,5.26,,,,,,,,4.57,4.67,5.41,,,5.17,,
G06002300108004,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,0.41,0.17,0.06,0.32,0.34,0.3,,,,,,,,,0.8,,,,,,,,0.28,0.38,,,,,,
G06002300109011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.56,1.55,1.82,1.39,1.7,,,,,,,,,1.25,,,,,,,,1.68,1.54,1.24,,,0.94,,
G06002300109012,,,,,,,,,,,,,,,,,,,,,,,,,,,1.26,,1.06,1.06,,0.89,1.2,,,,,,,,,0.07,,,,,,,,1.18,1.05,0.48,,,0.6,,
G06002300109013,,,,,,,1.43,,,,1.08,,,,,,,,,,,,,,,,,,1.45,1.33,,1.28,1.59,,,,,,,,,1.13,,,,,,,,,1.43,0.85,,,0.98,,
G06002300109021,,,,,,,30.48,,,,30.93,,,,,,,,,,,,,,,,,,,32.68,,32.52,,,,,,,,,,32.38,,,,,,,,,32.67,31.9,,,32.14,35.77,35.64
G06002300109022,,,,,,,46.95,,,,47.4,,,,,,,,,,,,,,,,,,,,,48.99,49.3,,,,,,,,,48.86,,,,,,,,,49.15,48.37,,,48.61,52.24,52.12
G06002300109023,,,,,,,2.69,,,,2.71,,,,,,,,,,,,,,,,,,2.89,2.88,,2.72,3.03,,,,,,,,,2.58,,,,,,,,,2.87,2.1,,,2.34,,
G06002300109024,,,,,,,4.9,,,,5.36,,,,,,,,,,,,,,,,,,,7.11,,6.95,,,,,,,,,,6.81,,,,,,,,,7.1,6.33,,,6.57,10.24,10.11
G06002300110001,,,,,,,0.97,,,,0.62,,,,,,,,,,,,,,,,,,2.24,2.12,,2.07,2.38,,,,,,,,,1.92,,,,,,,,,2.22,1.65,,,1.77,,
G06002300110002,,,,,,,0.34,,,,0.69,,,,,,,,,,,,,,,,,,2.77,2.65,,2.6,2.91,,,,,,,,,2.46,,,,,,,,,2.76,2.19,,,2.31,,
G06002300110003,,,,,,,1.22,,,,1.67,,,,,,,,,,,,,,,,,,3.76,3.64,,3.59,3.9,,,,,,,,,3.45,,,,,,,,,3.74,3.07,,,3.29,,
G06002300111001,,,,,,,7.63,,,,7.27,,,,,,,,,,,,,,,,,,8.58,8.46,,8.64,,,,,,,,,,8.61,,,,,,,,,,8.34,,,8.46,2.09,1.97
G06002300111002,,,,,,,7.49,,,,7.13,,,,,,,,,,,,,,,,,,8.44,8.32,,8.5,,,,,,,,,,8.47,,,,,,,,,,8.2,,,8.32,1.42,1.29
G06002300111003,,,,,,,13.0,,,,12.64,,,,,,,,,,,,,,,,,,13.95,13.84,,14.01,,,,,,,,,,13.98,,,,,,,,,,13.71,,,13.83,6.26,6.14
G06002300111004,,,,,,,14.03,,,,13.68,,,,,,,,,,,,,,,,,,14.99,14.87,,15.04,,,,,,,,,,15.02,,,,,,,,,,14.74,,,14.86,5.57,5.43
G06002300112001,,,,,,,,,,,,,,,,,0.72,0.72,0.72,,,,,,,,7.27,7.35,7.55,7.58,7.47,,7.67,,,,,,,,,,,,,,,,,7.65,,,,,,,
G06002300112002,,,,,,,,,,,,,,,,,3.0,3.0,3.0,,,,,,,,7.68,7.76,7.96,7.99,7.89,,8.08,,,,,,,,,,,,,,,,,8.06,,,,,,,
G06002300112003,,,,,,,32.69,,,,32.33,,,,,,23.76,23.76,23.76,,,,,,,,,,,,,,,39.48,39.66,39.53,,,,,,,,,,,,,,,,,,,,28.79,28.67
G06002300115001,,,,,,,47.69,,,,47.33,,,,,,,,,,,,,,,,,,,,,,,43.24,43.27,43.18,,,,,,48.67,,,,,,,,,,48.4,,,48.52,39.22,39.09
G06002300115002,,,,,,,57.45,,,,57.1,,,,,,,,,,,,,,,,,,,,,,,33.94,33.97,33.88,,,,,,58.44,,,,,,,,,,58.17,,,58.29,48.99,48.85
G06002300115003,,,,,,,51.17,,,,50.81,,,,,,,,,,,,,,,,,,,,,,,41.1,41.13,41.05,,,,,,52.15,,,,,,,,,,51.88,,,52.0,42.7,42.56
G06002300116001,,,,,,,53.23,,,,53.69,,,,,,,,,,,,,,,,,,,,,,,66.61,66.65,66.56,,,,,,55.14,,,,,,,,,,54.66,,,54.9,50.74,50.6
G06002300116002,,,,,,,54.36,,,,54.0,,,,,,,,,,,,,,,,,,,,,,,51.49,51.52,51.43,,,,,,55.35,,,,,,,,,,55.07,,,55.19,45.9,45.76
G06002300116003,,,,,,,38.9,,,,38.55,,,,,,,,,,,,,,,,,,,,,,,48.41,48.44,48.35,,,,,,39.89,,,,,,,,,,39.62,,,39.74,30.44,30.3
G06002309400001,,,43.82,,,43.54,,44.07,35.16,,,,,42.3,44.62,,,,,43.84,,52.89,52.89,,52.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06002309400002,48.01,,48.87,,,48.59,,49.12,48.49,,,,,,49.68,,,,,48.89,,57.94,57.94,,57.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
