G06006100210391,,,,,,,,,,2.72,3.25,,,,3.41,,,,,,,,,,,2.28,,,,,,,,2.84,,,,,,,,,2.69,,,,,,,,,,,,,,1.61,,,,,,,,,,,,,,,,1.8,,,,,,,2.08,,,,,,,,,,,,,,,,3.21,,,,,,,,,,,,,,,,
G06006100210392,,,,,,,,,,2.21,3.63,,,,2.9,,,,2.88,,,,,,,2.23,,,,,,,,2.34,,,,,,,,,2.64,,,,,,,,,,,,,,1.99,,,,,,,,,,,,,,,,1.75,,,,,,,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06006100210401,,,,,,,,,,2.32,2.89,,,,3.01,,,,,,,,,,,2.54,,,,,,,,2.44,,,,,,,,,2.95,,,,,,,,,,,,,,1.24,,,,,,,,,,,,,,,,2.06,,,,,,,2.34,,,,,,,,,,,,,,,,2.84,,,,,,,,,,,,,,,,
G06006100210402,,,,2.46,,,,,,1.3,,,,,1.99,,,,2.18,,,,,,,1.53,,,,,,,,1.42,,,,,,,,,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,1.33,,,,,,,,,,,,,,,,,,,,2.37,,,,,,,,,,,,
G06006100210403,,,,2.32,,,,,,1.16,3.04,,,,1.85,,,,2.54,,,,,,,1.93,,,,,,,,1.28,,,,,,,,,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.45,,,,,,,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06006100210431,,,,,,,,,,2.57,1.68,,,,1.91,,,,,,,,,,,,,3.26,,,,,,2.44,,,,,,,,,,,,,,,,,,,,,,,1.33,,,,,,,,,,,,,,2.61,,,,,3.01,,,,4.43,,,,,,,,,,,,,,,,1.26,,,,,,,,,,,,,,,,
G06006100210432,,,,1.76,,,,,,1.16,1.07,,,,0.5,2.16,,,,,,,,,,3.16,,,,,,,,1.03,,,,,,,,,,,,,,,,,,,,,,,1.66,,,,,,,,,,,,,,,,2.37,,,,,,,3.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06006100210441,,,,,,,,,,,1.58,,,,1.81,,,,,,,,,,,,,,,,,,,2.34,,,,,,,,,3.48,,,,,,,,,,,,,,0.12,,,,,,,,,,,,,4.3,3.12,,,,,3.51,,,,3.23,,,,,,,,,,,,,,,,1.72,,,,,,,,,,,,,,,,
G06006100210442,,,,1.7,,,,,,0.77,1.42,,,,0.13,,,,2.63,,,,,,,2.69,,,,,,,,0.9,,,,,,,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,,,,,,,2.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06006100210443,,,,,,,,,,1.82,0.27,,,,1.16,,,,,,,,,,,3.82,,,,,,,,1.69,,,,,,,,,4.73,,,,,,,,,,,,,,1.53,,,,,,,,,,,,,,,,3.03,,,,,,,4.12,,,,,,,,,,,,,,,,2.56,,,,,,,,,,,,,,,,
G06006100210451,,,,,,,1.73,,,,,0.94,,,,,,,,0.74,,,,,,,,,,1.08,0.94,1.19,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.53,,,,,,,,,,,,,1.04,,,,,,,,,,,,,,1.27,,,,,,,,
G06006100210452,,,,,,,,,,,,1.37,,,,0.74,,,,0.36,,,,,,,,,,,1.37,1.42,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,,,,,,,,,,,,,1.47,,,,,,,,,,,,,,0.71,,,,,,,0.93,
G06006100210461,,,,,,,1.85,,,,,1.06,,,,1.11,,,,0.77,,,,,,,,,,,1.06,1.3,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,,,,,,,,,,,,,1.16,,,,,,,,,,,,,,1.3,,,,,,,,
G06006100210462,,,,2.79,,,2.13,,,,,1.34,,,,1.93,,,,1.6,,,,,,,,,,,1.34,,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,1.45,,,,,,,,,,,,,,2.13,,,,,,,,
G06006100210463,,,,1.63,,,2.99,,,1.84,,2.2,,,2.37,1.13,,,,,,,,,,,,,,,,,1.13,1.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,1.37,,,,,,,,
G06006100211031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.78,1.61,1.35,1.25,1.35,1.81,2.72,,,,,,,,,,,,,,,,,,,2.22,,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,3.91,,,,,,,,,,,
G06006100211032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.69,0.39,1.01,0.27,0.29,0.6,1.36,,,,,,,,,,,,,,,,,,,1.36,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,,,,,,,,,,,
G06006100211033,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.65,,,,,,,,,,,,,,,,,,,,1.6,2.3,1.55,1.57,0.9,0.43,,,,,,,,,,,,,,,,,,,2.26,,2.41,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06006100211034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.16,1.0,1.48,0.74,0.76,0.05,0.98,,,,,,,,,,,,,,,,,,,1.66,,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,2.55,,,,,,,,,,,
G06006100211061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05,2.51,1.76,1.78,1.57,1.43,,,,,,,,,,,,,,,,,,3.4,,,3.06,,2.77,,,,,,,,,,,,,,,,,,,,,,,,,1.93,,,,,,,,,,,
G06006100211062,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.38,,,,,,,,,,,,,,,,,,,,2.63,3.29,2.54,2.56,1.92,0.98,,,,,,,,,,,,,,,,,,2.21,,,,,1.58,,,,,,,,,,,,,,,,,,,,,,,,,1.46,,,,,,,,,,,
G06006100211081,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.95,,,,,,,,,,,,,,,,,,,,0.97,1.71,0.96,0.98,0.74,0.73,,,,,,,,,,,,,,,,,,,1.63,,1.77,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06006100211082,,,,,,,,,,,,,,,,,,,,,,3.62,,,,,,3.96,,,,,,,,,,,,,,,,,,,,1.03,1.83,1.2,1.16,1.06,0.93,,,,,,,,,,,,,,,,,,,1.68,,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06006100211091,,,,,,,,,,,,,,,,,,,,,,3.86,,,,,,,,,,,,,,,,,,,,,,,,,3.01,1.56,2.04,2.19,1.82,2.23,2.93,,,,,,,,,,,,,,,,,,,1.2,,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06006100211092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.14,0.69,1.17,1.33,0.95,1.37,2.07,,,,,,,,,,,,,,,,,,,0.24,,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,3.76,,,,,,,,,,,
G06006100211221,,,5.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.44,,,,8.69,,7.37,,,,,,,,,4.74,,,,,,,,,,,,,,4.86,,,,,,,,,,,,,,,10.54,,,,8.11,,,,,,,,,,,,3.45,7.67,,,,,,,,,,
G06006100211222,,,4.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.24,,,,7.75,,,,,4.01,,,,,,5.55,,,,,,,,,,,,,,4.01,3.56,,,,,,,,,,,,,,,,,,7.18,,,,,,,,,,,,2.52,6.74,,,,,,,,,,
G06006100211231,,,3.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.86,,4.19,3.44,3.46,3.24,,,,,,,,,,,,,,,,,,,2.98,,,,,,,,,,,,,,,,,,6.6,,,,,,,,,,,,1.94,6.16,,,,,,,,,,
G06006100211232,,,3.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.37,3.62,,3.43,,,,5.3,,,,,,,,,,,,,,3.77,3.17,,,,,,,,,,,,,,,,,,6.79,,,,,,,,,,,,2.13,6.35,,,,,,,,,,
G06006100211233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.63,,,,8.03,,6.72,,5.04,4.29,,,,,,5.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.89,,,,7.46,,,,,,,,,,,,3.01,7.02,,,,,,,,,,
G06006100211281,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.08,,,,,,,,,,,,,,,,,,,,2.69,3.38,2.63,2.65,1.98,1.04,,,,,,,,,,,,,,,,,,2.12,,,,,1.49,,,,,,,,,,,,,,,,,,,,,,,,,1.37,,,,,,,,,,,
G06006100211282,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.86,,,,,,,,,,,,,,,,,,,,2.45,3.15,2.4,2.42,1.74,0.8,,,,,,,,,,,,,,,,,,2.34,,,,,1.39,,,,,,,,,,,,,,,,,,,,,,,,,1.59,,,,,,,,,,,
G06006100211291,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.19,,,,,,,,,,,,,,,,,,,,2.16,2.85,2.1,2.12,1.45,0.5,,,,,,,,,,,,,,,,,,,2.82,,2.96,,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06006100211292,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.27,,,,,,,,,,,,,,,,,,,,1.61,2.3,1.55,1.57,0.9,0.29,,,,,,,,,,,,,,,,,,,2.27,,2.41,,2.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06006100211301,,,3.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.64,3.89,3.91,3.48,,,,,,,,,,,,,,,,,,2.95,1.94,,,,,1.87,,,,,,,,,,,,,,,,,,,,4.04,,,,,1.8,,,,,,,,,,,
G06006100211311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.72,3.18,2.43,2.45,2.24,1.71,,,,,,,,,,,,,,,,,,2.02,,,3.73,,1.52,,,,,,,,,,,,,,,,,,,,,,,,,0.36,,,,,,,,,,,
G06006100211312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.23,3.7,2.95,2.97,2.76,2.04,,,,,,,,,,,,,,,,,3.73,2.14,,,,,1.85,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,,,,,,,,,,
G06006100212031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01,,2.5,,3.46,3.36,3.46,,,,,,,,,,,,,,,,,,,,,3.71,,3.01,,,,,,,,,,,3.07,,,,2.84,,,,,,,,,,,,,0.61,,,,,,,,,,
G06006100212032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.54,,2.12,,3.08,2.99,3.08,,,,,,,,,,,,,,,,,,,,,3.34,,2.63,,,,,,,,,,,,,,,2.14,,,,,,,,,,,,5.65,1.58,,,,,,,,,,
G06006100212033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.01,,,,3.14,,4.21,,5.17,5.08,,,,,,7.49,,,,,,,,,,,,,,,,,,4.72,,,,,,,,,,,2.79,,,,2.83,,,,,,,,,,,,,2.33,,,,,,,,,,
G06006100212041,,,,,,,,,,,,,,,,,,,,,,,,6.83,,,,,,,,,,,,,,,,,7.81,7.38,,,4.32,,,,,,,,,,,7.29,,,,,,,,,,,,8.37,,,,,,,,,,,,,,,,,1.73,9.32,,,4.11,,,,,,8.71,,,,,,,,,,,,,,,,,
G06006100212042,,,,,,,,,,,,,,,,,,,,,,,,6.88,,,,,,,,,,,,,,,,,7.86,7.43,,,3.36,,4.56,,5.52,,,,,,,7.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.64,,,,3.17,,,,,,,,,,,,,2.67,,,,,,,,,,
G06006100213041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.47,16.52,16.56,16.52,16.56,16.56,16.56,16.57,16.56,,,,,,,,,,,,,,,,,,,,,,,,,,22.16,,,,,,,,,,,,,,,,,,,
G06006100213042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.45,14.5,14.54,14.5,14.54,14.54,14.54,14.55,14.54,4.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06006100213043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.74,,,,,,,,,,,,,,,,11.14,,,,10.08,10.11,10.11,,10.13,10.11,6.65,,,,,,,,,,,,,,,,,,,,,,,,,,11.24,,,,,10.24,,,,,,,,,,,,,
G06006100213044,,,,,,,,,,,,,,,,,,,,,,,,4.41,,,,,,,,,,,,,,,,,6.36,4.15,,,,,,,,,,,,,,6.24,,12.49,,,,,,,,11.47,,3.07,,,,,,,,,,,,,,,,,10.08,,,,,,,,,12.58,,,,,11.59,,,,,,,,,,,,,
G06006100213091,,,4.38,,,,,,,,,,,,,,,,,,,,,6.77,,,,,,,,,,,,,,,,,5.46,,,,8.16,,,,,,,,,,,5.77,,,,,,,,,,,,,,4.23,3.8,,,,,,,,,,,,,,,,,,7.58,,,,,,,,,,,,2.92,7.14,,,,,,,,,,
G06006100213092,,,2.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.07,4.09,3.88,,,,,,,,,,,,,,,,,,2.21,1.8,,,,,2.64,,,,,,,,,,,,,7.24,,,,,,,3.88,,,,,2.58,,,,,,,,,,,
G06006100213093,,,3.0,,,,,,,,,,,,,,,,,,,,,3.08,,,,,,,,,,,,,,,,,1.77,,,,,,,,,,,,,,,2.08,,,,,,,,,,,,,,2.84,3.32,,,,,,,,,,,,,,,,,,8.68,,,,,,,5.04,,,,,4.1,8.43,,,,,,,,,,
G06006100213094,,,2.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.59,,,,,,,,,4.88,,,,,,2.89,,,,,,,,,,,,,,2.29,2.5,,,,,3.34,,,,,,,,,,,,,8.05,,,,,,,4.32,,,,,3.28,,,,,,,,,,,
G06006100213221,,,10.24,,,,,,,,,,,,,,,,,,,,,7.78,,,,,,,,,,,,,,,,,8.45,8.42,,,,,,,,,,,,,,9.44,,,,,,,19.7,,,19.72,,5.66,,10.09,,,,,,,,,,,,,,,14.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06006100213222,,,7.92,,,,,,,,5.22,,,,5.46,,,,,,,,,,,2.94,,,,,,,,,,,,,,,,,2.34,,,,,,,,,,,,,,3.58,,,,,,,,,,,,,7.76,,,3.85,,,,,,,2.58,,,,,,,,,,,,,,,,5.18,,,,,,,,,,,,,,,,
G06006100214011,,,,,,,,,,,,,,,,,,,,,,,,2.85,,,,,,,,,,,,,,,,,4.59,2.59,,,,,,,,,,,,,,4.68,,13.71,,,,,,,,,,1.16,,,,,,,,,,,,,,,,,8.52,,,,,,,,,,,,,,13.43,,,,,,,14.01,,14.11,,,,
G06006100214012,,,6.56,,,,,,,,,,,,,,,,,,,,,2.32,,,,,,,,,,,,,,,,,4.28,2.07,,,9.78,,,,,,,,,,,4.15,,13.76,,,,,,,,,,0.91,,,,,,,,,,,,,,,,,8.0,,,,7.87,,,,,,,,,,,,,,,,,,,,,,,
G06006100214031,,,6.25,,,,,,,,,,,,,,,,,,,,,2.51,,,,,,,,,,,,,,,,,3.96,3.45,,,11.02,,,,,,,,,,,4.24,,,,,,,,,,,,1.14,,6.09,,,,,,,,,,,,,,,9.24,,,,9.11,,,,,,,,,,,,,,,,,,,,,,,
G06006100214032,,,6.56,,,,,,,,,,,,,,,,,,,,,2.92,,,,,,,,,,,,,,,,,4.34,2.88,,,10.59,,,,,,,,,,,4.96,,,,,,,,,,,,0.09,,6.4,,,,,,,,,,,,,,,8.82,,,,8.69,,,,,,,,,,,,,,,,,,,,,,,
G06006100214033,,,6.13,,,,,,,,,,,,,,,,,,,,,2.49,,,,,,,,,,,,,,,,,3.91,2.64,,,10.34,,,,,,,,,,,4.53,,,,,,,,,,,,0.34,,5.97,,,,,,,,,,,,,,,8.57,,,,8.44,,,,,,,,,,,,,,,,,,,,,,,
G06006100214034,,,6.69,,,,,,,,,,,,,,,,,,,,,2.95,,,,,,,,,,,,,,,,,4.4,3.27,,,10.98,,,,,,,,,,,4.68,,,,,,,,,,,,0.66,,6.53,,,,,,,,,,,,,,,9.2,,,,9.07,,,,,,,,,,,,,,,,,,,,,,,
G06006100214035,,,7.07,,,,,,,,,,,,,,,,,,,,,3.43,,,,,,,,,,,,,,,,,4.86,3.4,,,11.11,,,,,,,,,,,5.19,,,,,,,,,,,,0.61,,6.92,,,,,,,,,,,,,,,9.33,,,,9.2,,,,,,,,,,,,,,,,,,,,,,,
G06006100215011,,,,,,,,,,,,,,,,,,,,,,,,,6.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.75,,,,,,,,7.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.53,,,,,5.92,,,,,,5.85,6.05,6.05,6.15,5.89,,,
G06006100215012,,,,,,,,,,,,,,,,,,,,,,,,,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.04,,,,,,,,3.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.04,,,,,1.43,,,,,,3.63,3.67,3.67,3.77,3.51,,,
G06006100215013,,,,,,,,,,,,,,,,,,,,,,,,,3.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.15,,,,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,,,,,4.66,,,,,,3.04,3.08,3.08,3.18,2.92,,,
G06006100215021,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.41,,,,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,2.51,,,,,,2.05,2.08,2.08,2.18,1.93,,,
G06006100215022,,,,,,,,,,,,,,,,,,,,,,,,,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.86,,,,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.29,,,,,4.0,,,,,,2.28,2.46,2.46,2.56,2.3,,,
G06006100216031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,0.37,0.4,0.37,0.4,0.4,0.4,0.32,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,
G06006100216032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03,1.09,1.12,1.09,1.12,1.12,1.12,1.14,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,
G06006100216033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.26,1.31,1.35,1.31,1.35,1.35,1.35,1.36,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.07,,,,,,,,,,,,,
G06006100216041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.45,8.5,8.54,8.5,8.54,8.54,8.54,8.55,8.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.66,,,,,,,,,,,,,
G06006100216042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.89,6.95,6.98,6.95,6.98,6.98,6.98,,,,,,,,,,,,,11.68,12.42,,,,,,,,,,,,,,12.52,,,,,,,,,,,,,,,,,,,
G06006100218011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.29,5.35,5.39,5.35,5.39,5.39,5.39,,,,,,,,,,,,,5.66,6.01,,,,,,,,,,,,,,5.98,,,,,,,,,,,,,,,,,,,
G06006100218012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.54,5.59,5.63,5.59,5.63,5.63,5.63,5.64,5.63,,,,,,,,,,,3.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06006100218013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.59,2.64,2.68,2.64,2.68,2.68,2.68,2.69,2.68,,,,,,,,,,,6.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06006100218014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.92,3.97,4.01,3.97,4.01,4.01,4.01,,,,,,,,,,,,,8.7,9.45,,,,,,,,,,,,,,9.54,,,,,,,,,,,,,,,,,,,
G06006100218021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,2.26,2.29,2.26,2.29,2.29,2.29,2.31,2.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.73,,,,,,,,,,,,,
G06006100218022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.94,2.97,2.94,2.97,2.97,2.97,2.98,2.97,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,1.59,,,,,,,,,,,,,
G06006100218023,,,,,,,,,,,,,,,,,,,,,,,,,3.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.46,3.42,3.46,3.46,3.46,3.47,3.46,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,2.08,,,,,,,,,,,,,
G06006100218024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.42,5.45,5.42,5.45,5.45,5.45,5.47,5.45,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,,,,,4.18,,,,,,,,,,,,,
G06006100219011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.15,12.21,12.24,,,,,,,,,,,,,,,,,5.51,4.41,,16.67,16.52,6.81,6.39,,,,,,,,,4.6,,,,,,,,,,,,,,,,,,,
G06006100219012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.66,10.71,10.75,10.71,10.75,10.75,10.75,,,,,,,,,,,,,6.07,4.99,,,,,,,,,,,,,,5.18,,,,,,,,,,,,,,,,,,,
G06006100219021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.55,9.6,9.64,9.6,9.64,9.64,9.64,,,,,,,,,,,,,2.91,1.81,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
G06006100219022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.64,10.69,10.73,10.69,,10.73,,,,,,,,,,,,,,4.0,2.9,,22.01,21.87,,,,,,,,,,,3.09,,,,,,,,,,,,,,,,,,,
G06006100219023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.39,8.45,8.48,8.45,8.48,8.48,8.48,,,,,,,,,,,,,3.44,2.35,,,,,,,,,,,,,,2.54,,,,,,,,,,,,,,,,,,,
G06006100220021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.84,61.82,,67.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.47,,,,,,17.1,16.96,3.51,3.08,,,66.74,67.06,,,,,,,,,,,,,,,,,,,,,,,,
G06006100220022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.68,,,,,,,,,,,,,,,,,,,,,,,16.94,17.0,,,,,,,,,,,,,,,,,,10.3,9.2,,17.28,17.13,2.55,2.88,,,,,,,,,9.39,,,,,,,,,,,,,,,,,,,
G06006100220023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.33,15.38,15.42,,,,,,,,,,,,,,,,,10.14,9.05,,11.73,11.59,5.17,4.75,,,,,,,,,9.24,,,,,,,,,,,,,,,,,,,
G06006100220111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.75,18.38,,18.87,,,,,,,5.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.77,,,,,,,,59.92,,,,13.2,12.87,,,22.77,,,,,,,,,,,,,,,,,,,10.2,,
G06006100220112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.72,24.36,,21.74,,,,,,,8.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.64,,,,,,,,65.89,,,,16.07,15.74,,,28.74,,,,,,,,,,,,,,,,,,,13.07,,
G06006100220131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.72,46.38,,51.77,,,,,,,48.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.03,,,,,,,,32.89,,,,51.29,51.62,,,22.44,,,,,,,,,,,,,,,,,,,52.45,,
G06006100220132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.09,55.08,,60.47,,,,,,,56.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.73,,,,,,,,12.09,11.66,,,59.99,60.32,,,,,,,,,,,,,,,,,,,,,,61.15,,
G06006100220133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.71,57.57,,62.97,,,,,,,59.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.22,,,,,,,,21.88,21.46,,,62.49,62.82,,,,,,,,,,,,,,,,,,,,,,63.64,,
G06006100220141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.82,24.36,,29.76,,,,,,,26.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.02,,,,,,,,43.99,,,,29.28,29.61,,,6.84,,,,,,,,,,,,,,,,,,,30.44,,
G06006100220142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.78,1.43,,10.32,,,,,,,16.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.58,,,,,,,,62.96,,,,9.84,10.17,,,25.8,,,,,,,,,,,,,,,,,,,13.86,,
G06006100220143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.05,6.23,,8.87,,,,,,,15.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.12,,,,,,,,64.22,63.8,,,8.39,8.72,,,,,,,,,,,,,,,,,,,,,,12.41,,
