G06006100206052,,,,,,,,,3.69,,,,,3.36,,,,,,,4.51,,,,,,,,,,,,,,,,,,,,,,,2.34,,,,,,,,,,,4.24,,,,,,,,,,,,,,3.33,,,,,,,,,,,,,,,,,,,,,,,4.18,,,,,1.89,1.89,,,,,2.3,,,,,,,,,
G06006100206053,,,,,,,,,2.39,,,,,1.55,,,,,,,2.86,,,,,,,,,,,,,,3.14,,,,,,,,,0.53,,,,,,,,,,,2.43,,,,,,,,,,,,,,2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.66,1.66,,,,,2.82,,,,,,,,,
G06006100206061,,,,,,4.51,,,3.12,,,,,3.03,,,4.23,,,,3.94,,,,,,,,,,,,,,4.31,,,,,,,,,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.43,1.43,,,,,3.3,,,,,,,,,
G06006100206062,,,,,,3.12,,3.71,1.95,,,,,1.86,,,2.83,,,,2.77,,,,,,,,,,,,,,3.14,,,,,,,,,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55,1.55,,,,,,,,,,,,,,
G06006100206063,,,,,,3.02,,,1.64,,,,,1.55,,,2.74,,,,2.46,,,,,,,,,,,,,,2.83,,,,,,,,,1.04,,,,,,,,,,,,,,,,,,,,,,,,,2.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.23,1.23,,,,,,,,,,,,,,
G06006100207101,,,,,,2.11,,2.91,1.27,,,,,1.88,,,1.83,,,,2.31,,,,,,,,,,,,,,2.4,,,,,,,,,2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.35,2.35,,,,,,,,,,,,,,
G06006100207102,,,,,,1.68,,1.72,0.31,,,,,0.59,,,1.46,,,,0.78,,,,,,,,,,,,,,1.16,,,,,,,,,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,2.25,,,,,,,,,,,,,,
G06006100207103,,,,,,1.04,,1.65,0.77,,,,,1.3,,,0.76,,,,1.27,,,,,,,,,,,,,,1.08,,,,,,,,,2.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.56,2.56,,,,,,,,,,,,,,
G06006100207111,,,,,2.52,1.42,,1.07,1.22,,,,,1.5,,,1.6,,,,0.13,,2.4,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06006100207112,,,,,,,,2.12,1.05,,,,,0.47,,,,,,,1.52,,,,,,,,,,,,,,1.71,,,,,,,,,1.41,,,,,,,,,,,0.89,,,,,,,,,,,,,,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36,2.36,,,,,,,,,,,,,,
G06006100207113,,,,,,2.69,,2.44,1.32,,,,,0.75,,,,,,,1.8,,,,,,,,,,,,,,2.03,,,,,,,,,1.69,,,,,,,,,,,1.21,,,,,,,,,,,,,,2.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63,,,,,,,,,,,,,,,
G06006100207121,1.8,,,,1.6,1.61,,0.62,,,,,,,,,,1.71,,,0.98,,1.48,,,,1.97,,2.03,,,,,,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06006100207122,2.14,,,,1.94,1.16,,0.43,,,,,,,,,,2.04,,,1.38,,1.82,,,,,,,2.36,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.42
G06006100207123,2.11,,,,1.91,1.17,,0.17,1.84,,,,,,,,1.59,2.02,,,0.77,,1.79,,,,,,,,,,,,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06006100207131,1.26,1.63,,,0.27,2.46,,1.7,,,,,,,,,,1.04,,,2.45,,1.23,,,,,,,,,,,,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2
G06006100207132,,,,,2.57,0.47,,0.84,2.09,,,,,,,,1.17,2.54,,,1.65,,2.45,,,,,,,,,,,,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.58
G06006100207141,2.24,1.3,,,1.82,1.41,,1.95,,,,,,,,,2.23,1.75,,,2.71,,,,,,,,,,,,,,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.78
G06006100207142,,1.94,,,2.47,0.58,,1.12,2.33,,,,,,,,1.33,2.39,,,1.88,,,,,,,,,,,,,,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.43
G06006100207151,,2.36,,,2.88,0.53,,1.38,1.92,,,,,2.45,,,0.63,2.8,,,1.62,,,,,,,,,,,,,,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06006100207152,,,,,3.49,0.99,,1.85,1.21,,,,,1.74,,,0.51,3.41,,,1.57,,,,,,,,,,,,,,1.38,,,,,,,,,2.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06006100207171,2.11,,,,,,,1.49,,,,,1.65,,,,,,,,1.6,2.11,1.65,,,,1.45,,1.58,,,,,,1.53,,,,,,,,,,,,,,,,,,,,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06006100207172,,,,,,,,,,,,,4.15,2.06,,,,,,,2.97,1.92,4.08,,,,3.96,,4.09,,,,,,2.9,,,,,,,,,,,,,,,,,,,,1.07,,,,,,,,,,,,,,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06006100208051,1.75,0.09,,,1.63,2.07,,2.6,,,,,,,,,2.89,1.42,,,,,,,,,,,,,,,,,3.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.08,0.89
G06006100208052,1.21,1.26,,,0.58,2.25,,2.28,,,,,,,,,,0.66,,,,,1.74,,,,,,,1.68,,,,,2.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82
G06006100208053,1.48,0.99,,,1.06,1.99,,2.52,,,,,,,,,,0.98,,,,,2.09,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.98,1.02
G06006100208061,0.72,,,,,,,,,,,1.38,1.14,,,,,,,,,,0.02,,,,0.94,,0.95,0.94,1.38,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.37,,,,,,,,,,,,,,,,,,,,,,
G06006100208062,0.69,,,,0.43,,,1.42,,,,,,,,,,0.6,,,,,0.85,,,,1.26,,,1.07,,1.36,,,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98
G06006100209011,0.31,,,,0.92,,,,,,,,,,,,,0.41,,,,,0.97,,,,1.07,,,0.88,1.32,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.31,,,,,,,,,,,,,,,,,,,,,,0.55
G06006100209012,1.15,0.51,,,1.06,,,2.48,,,,,,,,,,0.82,,2.79,,,,,,,,,,1.68,,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,0.29
G06006100209081,2.49,2.04,,,3.34,,,,,,,,,,,1.77,,2.96,,1.69,,,,,,,,,,,,,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36,,,,,,,0.78,2.84
G06006100209082,1.7,,,,,,,,,,,,,,,1.34,,,,0.75,,,,,,,,,,1.21,1.31,1.06,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,1.08,,,,,,,0.57,
G06006100209083,1.3,,,,,,,,,,,,,,,,,1.76,,0.91,,,,,,,,,,0.82,0.91,0.67,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81,,,,,,,,,,,,,,,,,,,,,1.04,2.03
G06006100209084,,,,1.87,,,,,,,,,,,,0.98,,,,0.91,,,,,,,,,,1.62,1.71,1.47,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.61,,,,,,,,,,,,,,0.58,,,,,,,0.0,
G06006100210031,,,,,,,0.33,,,,,0.75,0.45,,,,,,,,,,,,,,0.59,,0.45,0.46,0.75,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36,,,,,,,,,,,,,0.79,,,,,,,,,,,,,,,,,,,,,,
G06006100210032,,,,,,,1.25,,,,,2.07,1.34,,,,,,,,,,,,,,1.51,,1.41,1.9,2.07,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.53,,,,,,,,,,,,,2.18,,,,,,,,,,,,,,,,,,,,,,
G06006100210033,,,,,,,1.05,,,,,1.98,1.14,,,,,,,,,,,,,,1.02,,1.15,1.69,1.98,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.59,,,,,,,,,,,,,2.03,,,,,,,,,,,,,,,,,,,,,,
G06006100210034,,,,,,,2.0,,,,,2.85,1.94,,,,,,,,,2.82,,,,,1.74,1.69,1.87,,,,,,,,,,,,,,,,,,,,,,,,1.84,,,,,,,,,,,,,,,,,,,,,,,1.8,3.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06006100210035,,,,,,,1.68,,,,,2.62,1.77,,,,,,,,,,,,,,1.94,1.21,1.84,,2.62,2.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.12,,,,,,,,,,,,,2.66,,,,,,,,,,,,,,,,,,,,,,
G06006100210036,,,,,,,0.9,,,,,1.3,0.39,,,,,,,,,,1.03,,,,0.2,,0.33,1.01,1.3,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35,,,,,,,,,,,,,,,,,,,,,,
G06006100210341,,,,,,,2.82,,,,3.93,,,,3.28,,,,,,,,,,,,,1.26,,,,,,2.63,,,,,,,,,,,,,,,,,,,,,,,2.83,,,,,,,,,,,,,,2.23,,,,,2.02,2.0,,,,,,,,,,,,,,,,,,,2.25,,,,,,,,,,,,,,,,
G06006100210342,,,,,,,2.93,,,,3.72,,,,3.56,,,,,,,,,,,,,1.37,,,,,,,,,,,,,,,,,,,,,,,,,3.9,,,,2.62,,,,,,,,,,,,,,2.02,,,,,2.12,,,,,,,,,,,,,,,,,,,,2.03,,,,,3.52,,,,,,,,,,,
G06006100210343,,,,,,,,,,2.77,3.49,,,,3.3,,,,,,,,,,,,,1.51,,,,,,2.64,,,,,,,,,,,,,,,,,,,,,,,2.39,,,,,,,,,,,,,,1.79,,,,,2.19,,,,,,,,,,,,,,,,,,,,1.81,,,,,3.56,,,,,,,,,,,
G06006100210351,,,,1.98,,,,,,2.14,,,,,2.83,2.47,,,0.25,,,,,,,1.76,,,,,,,,2.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43,,,,2.75,,,,,,,,
G06006100210352,,,,1.28,,,,,,1.85,,,,,,1.77,,,0.82,,,,,,,,,,,,,,2.46,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.81,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16,,,,2.02,,,,,,,2.19,
G06006100210353,,,,1.31,,,,,,1.89,,,,,2.43,1.8,,,0.85,,,,,,,2.15,,,,,,,,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.74,,,,,,,2.7,,,,,,,,,,,,,,,,,,,,1.27,,,,,,,,,,,,
G06006100210371,,,,0.88,,,,,,0.7,,,,,1.23,0.89,,,,1.71,,,,,,,,,,,,,1.52,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.04,,,,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,1.37,,,,,,,,
G06006100210381,,,,0.44,,,,,,1.09,,,,,1.63,1.12,,,1.7,2.0,,,,,,,,,,,,,1.82,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.57,,,,,,,,
G06006100210382,,,,0.64,,,,,,1.28,,2.11,,,,0.35,,,,1.23,,,,,,,,,,,,,1.04,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82,,,,,,,1.33,
G06006100210383,,,,0.72,,,,,,1.49,,,,,,0.97,,,1.77,1.8,,,,,,,,,,,,,1.62,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.14,,,,1.16,,,,,,,1.46,
G06006100210384,,,,1.27,,,,,,1.99,,2.17,,,,0.39,,,,1.0,,,,,,,,,,,,,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75,,,,,,,,,,,,,2.14,,,,,,,,,,,,,,0.36,,,,,,,0.87,
