G06001900014101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.47,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.38,,,2.7,2.7,,2.41,1.73,1.3,1.8,,,,,,,,,2.98,,,,,,,,,,,,,,,,,,,,,,,,
G06001900014102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.39,,,1.59,1.59,,3.5,0.63,0.41,0.7,,,,,,,,,1.88,,,,,,,,,,,,,,,,,,,,,,,,
G06001900014111,,,,,,,,,,,,4.08,2.69,,,,,,,,2.16,,,,,,,,,,,,,,,,,,,,,,3.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.02,,,,,,2.03,3.03,2.04,,,,,3.98,,4.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06001900014112,,,,,,,,,,,,4.3,2.13,,,,,,,,1.6,,,,,,,,,,,,,,,,,,,,,,3.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.24,,,,,,2.25,3.25,2.26,,,,,3.41,,4.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06001900014113,,,,,,,,,,,,,2.05,,,,,,,,1.11,,,,,,,,,,,,,,,,,,,,,,5.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.89,3.46,3.19,,,,,2.92,4.9,4.47,4.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06001900014114,,,,,,,,,,,,,2.25,,,,,,,,1.41,,,,,,,,,,,,,,,,,,,,,,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.85,2.41,2.15,,,,,3.09,4.24,3.81,4.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06001900014121,,,,,,,,,,,,5.91,0.56,,,,,,,,1.38,,,,,,,,,,,,,,,,,,,,,,5.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.84,,,,,,3.86,4.86,3.86,,,,,2.6,,5.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06001900014131,,,,,,,,,,,,,1.41,,,,,,,,1.7,,,,,,,,,,,,,,,,5.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.71,5.28,5.02,,,,,1.74,5.03,4.6,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06001900014141,,,,,,,,,,,,,1.76,,,,,,,,0.93,,,,,,,,,,,,,,,,4.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.31,2.88,2.62,,,,,2.6,4.06,3.63,4.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06001900014142,,,,,,,,,,,,,2.14,,,,,,,,1.3,,,,,,,,,,,,,,,,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.74,3.3,3.04,,,,,2.14,3.54,3.11,3.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06001900014143,,,,,,,,,,,,,3.27,,,,,,,,2.45,,,,,,,,,,,,,,,,3.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.74,,,,3.7,3.7,,1.12,2.74,2.31,2.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06001900015001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.93,,,,,,,,,,,,,,,,,,,,,,,,,,,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.93,2.9,,,2.75,,2.88,,,3.76,,,,,,2.71,,,,,,,,,,,,,,,,,,,,1.5,,,,
G06001900015002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.41,5.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.61,5.33,,4.02,4.43,4.34,4.75,,,,,,,,,5.4,,,,,,,,,,,,,,,,,,,,4.04,,,,
G06001900016001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.15,3.42,,3.55,3.55,3.39,3.42,,,,,3.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,2.97,,,,,,,,,,2.96,,,,,
G06001900016002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,6.29,,6.42,6.42,6.25,6.29,,,,6.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37,,0.11,,,,,,,,,,0.57,,,,,
G06001900016003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,6.17,,6.3,6.3,6.14,6.17,,,,7.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.26,,1.26,,,,,,,,,,1.05,,,,,
G06001900017001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.33,,4.54,,,,,,,3.24,,,3.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.76,,,,,,5.71,,,,,,,4.92,,4.5,,,,,,,,,,4.79,2.5,,,,
G06001900017002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.83,,5.56,,,,,,,7.74,,,2.25,,,,,,9.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.21,,6.09,,,9.49,,,,,,,5.81,7.01,,,,
G06001900017003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.37,,3.02,9.59,,9.73,,,,6.28,,,2.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.68,,3.55,,,,,,,,,,3.27,5.54,,,,
