G06001900018001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.96,4.25,,,,,,,,,,,,,,,,,,4.17,,,,,,,,,3.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.25,4.31,2.11,,,,,,,1.6,,,,,,4.09,,,,,,,,,,,,,,,,,,,,3.95,,,,
G06001900018002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84,,7.03,,,,,,,1.74,,,5.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.59,,,,,,5.15,,,,,,,7.41,,6.99,,,,,,,,,,7.28,2.0,,,,
G06001900018003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.66,,8.56,,,,,,,2.75,,,6.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1,,,,,,8.55,,,,,,,8.94,,8.52,,,,,,,,,,8.82,5.5,,,,
G06001900018004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92,,7.79,,,,,,,0.5,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.53,,,,,,,,3.86,,,,,,6.31,,,,,,,,,7.75,,,,,,,,,,8.04,3.25,,,,
G06001900019001,,,,,5.51,5.16,,,,,,,,,,,,,,,,,,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.56,,4.52,,,,,,,,,,,,6.49,,,6.56,,,,,5.74,,,5.38,,,,,,,,,,,,,,,,,,,,,,,,,,,5.97,,,,,,,,,,
G06001900019002,,,,,5.47,5.19,,,,,,,,,,,,,,,,,,5.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.45,,6.26,6.52,,,,,5.45,,,3.7,,,,,,,5.52,,,,,,,,,,,,,,,,,,,,5.85,,,,,,,,,,
G06001900019003,,,,,7.46,,,,,,,,,,,,,,,,,,,6.95,,,,,,,,,,,,,,7.76,,,,,,,,,,,,,,,,,,8.62,,,,,,,,,7.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.35,,,5.48,,,,,,,5.57,,,,,,7.61,,,,,,,,,,,,,,,,,,,,8.42,,,,
G06001900020001,,,,,,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.06,,3.25,,,,,,2.78,,2.89,,,,2.67,,3.42,2.6,3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06001900020002,,,,,2.71,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.92,,2.65,,,,2.2,,2.47,2.27,,,,,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,,,,,,,,,,
G06001900020003,,,,,1.93,,,,,,,,,,,,,,,,,,,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.89,3.2,2.61,,,,2.17,,2.41,2.23,,,,,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.09,,,,,,,,,,
G06001900020004,,,,,3.04,2.08,,,,,,,,,,,,,,,,,,3.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.53,,3.26,,,,2.81,,3.08,2.88,,,,,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,,,,,,,,,,
G06001900020005,,,,,2.59,2.49,,,,,,,,,,,,,,,,,,2.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.08,,2.81,,,,2.36,,2.62,2.43,,,,,2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75,,,,,,,,,,
G06001900021001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.18,2.25,0.91,,1.75,,0.69,,1.59,0.62,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.33,,,,,,,,,,
G06001900021002,,,,,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.56,2.14,1.28,,,,0.83,,1.34,0.9,2.19,,,,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.96,,,,,,,,,,
G06001900021003,,,,,1.66,,,,,,,,,,,,,,,,,,,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.93,2.26,1.65,,,,1.2,,1.46,1.27,,,,,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.85,,,,,,,,,,
G06001900021004,,,,,2.46,2.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.84,,1.56,,,,1.35,,2.2,1.27,2.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.65,,,,,,,,,,
G06001900021005,,,,,2.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.62,,1.35,,2.19,,0.98,,1.78,1.04,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.46,,,,,,,,,,
G06001900022001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,1.52,0.42,,1.26,,0.16,,0.74,0.23,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.67,1.52,,,,,,,
G06001900022002,,,,,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.37,1.7,1.09,,,,0.64,,0.9,0.71,,,,,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,,,1.7,,,,,,,
G06001900022003,,,,,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.31,1.89,1.03,,1.88,,0.58,,1.1,0.65,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.71,,,,,,,,,,
G06001900022004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82,1.78,0.55,,1.39,,0.1,,1.0,0.16,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.74,,,1.78,,,,,,,
G06001900023001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84,0.62,,0.97,,0.84,1.99,0.06,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84,,1.0,0.84,,,,,,,
G06001900023002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82,1.21,0.25,,1.09,,0.47,,0.43,0.54,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36,1.21,,,,,,,
G06001900023003,,,,,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35,0.78,,,,0.88,,0.56,0.95,,,,,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79,,1.51,1.35,,,,,,,
G06001900024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.01,0.37,1.7,1.33,0.6,,,2.86,1.19,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,0.37,,,,,,,
G06001900024002,,,,,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,1.6,,0.82,,,2.26,0.94,,,,,,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15,,0.38,0.31,,,,,,,
G06001900024003,,,,,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62,1.23,,0.88,,1.45,2.19,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05,,0.78,0.62,,,,,,,
G06001900024004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16,0.75,0.85,,0.5,,,2.54,0.79,0.98,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91,0.75,,,,,,,
G06001900025011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63,1.73,0.88,0.64,,,2.8,1.44,,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.53,0.63,,,,,,,
G06001900025012,,,,,,,,,,,,1.98,,,,,,,,,,,,,,,,,,,,,,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94,,1.19,0.95,,,3.09,1.75,,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84,0.94,,,,,,,
G06001900025013,,,,,,,,,,,,2.1,,,,,,,,,,,,,,,,,,,,,,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.46,,1.74,1.6,2.04,,2.87,,,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.37,1.46,,,,,,,
G06001900025014,,,,,,,,,,,,1.88,,,,,,,,,,,,,,,,,,,,,,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.24,,1.52,1.38,1.82,,2.65,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15,1.24,,,,,,,
G06001900025021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63,1.94,1.38,1.11,,,2.29,1.3,,,,,,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,0.54,0.63,,,,,,,
G06001900025022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,,1.62,1.36,,,2.54,1.55,,,,,,2.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75,,0.78,0.87,,,,,,,
G06001900025023,,,,,,,,,,,,2.24,,,,,,,,,,,,,,,,,,,,,,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25,,1.9,1.73,,,2.39,1.92,,,,2.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15,1.25,,,,,,,
G06001900026011,,,,,1.78,,,,,,,,,,,,,,,,,,,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.13,,,1.62,,,1.79,1.76,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25,,1.04,1.13,,,,,,,
G06001900026012,,,,,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.49,,,1.97,,,2.15,2.12,,,,2.0,,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.61,,1.39,1.49,,,,,,,
G06001900026013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.88,,,2.36,,,2.53,2.5,,,,1.61,1.88,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99,,1.78,1.88,,,,,,,
G06001900026021,,,,,1.88,,,,,,,,,,,,,,,,,,,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.77,,,,,,1.69,2.4,,,,1.73,,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.63,,1.68,1.77,,,,,,,
G06001900026022,,,,,2.42,,,,,,,,,,,,,,,,,,,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.31,,,,,,2.23,,,,,1.36,2.28,2.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.17,,2.22,2.31,,,,,,,
G06001900026023,,,,,1.88,,,,,,,,,,,,,,,,,,,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.94,,,,,,1.86,2.52,,,,2.07,,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75,,1.85,1.94,,,,,,,
G06001900027011,,,,,,,,,,,,2.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.13,,,2.61,,,2.42,,,,2.35,1.36,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,,2.03,2.13,,,,,,,
G06001900027012,,,,,,,,,,,,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.62,,,,1.81,,2.92,,,,1.86,0.87,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.53,2.62,,,,,,,
G06001900027013,,,,,,,,,,,,2.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.87,,,,2.06,,3.17,,,,1.61,0.62,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,2.87,,,,,,,
G06001900027014,,,,,,,,,,,,2.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.37,,,,2.06,,2.67,,,,2.11,1.12,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,2.28,2.37,,,,,,,
G06001900027021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.87,,,,,,2.79,,,,2.32,0.87,1.86,2.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.73,,2.77,2.87,,,,,,,
G06001900027022,,,,,,,,,,,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.14,,,,,,3.07,,,,1.79,0.34,1.34,,,,,,,,2.33,,,,,,,,,,,,,,,,,,,,,,,,,3.05,3.14,,,,,,,
G06001900027023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.91,2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.04,0.59,1.59,,2.61,,,,2.3,2.49,2.08,,,,,,,,,,,,,,,,,,,,,,,,,3.3,,,,,,,,
G06001900028001,,,,,,,,,,,,1.39,,,,,,,,,,,,,,,,,,,,,,2.34,,,,,,,,,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.33,,2.91,,,,2.25,1.37,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.28,2.38,,,,,,,
G06001900028002,,,,,,,,,,,,1.25,,,,,,,,,,,,,,,,,,,,,,1.97,,,,,,,,,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.18,,2.54,,,,,1.49,1.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.91,2.0,,,,,,,
G06001900028003,,,,,,,,,,,,1.24,,,,,,,,,,,,,,,,,,,,,,1.48,,,,,,,,,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.91,,2.15,2.0,1.18,,2.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.81,1.91,,,,,,,
G06001900028004,,,,,,,,,,,,1.74,,,,,,,,,,,,,,,,,,,,,,1.49,,,,,,,,,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,1.98,1.68,,2.03,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,1.5,,,,,,,
G06001900029031,,,,,,,,,,,,2.26,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,,,,,,1.44,0.01,0.99,,,,,,2.26,2.44,2.13,,,,,,,,,,,,,,,,,,,,,,,,,3.4,,,,,,,,
G06001900029032,,,,,,,,,,,,2.81,,,,,,,,,3.05,,,,,,,,,,,,,,,,3.25,,,,,,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75,,,,,,0.69,0.76,0.5,,,,,,,3.0,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06001900029033,,,,,,,,,,,,,,,,,,,,,3.79,,,,,,,,,,,,,,,,2.92,3.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.44,0.43,0.99,,3.63,,,,2.68,2.86,2.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06001900029041,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.24,,,,1.94,,3.22,,,,1.24,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.15,3.24,,,,,,,
G06001900029042,,,,,,,,,,,,2.32,,,,,,,,,3.54,,,,,,,,,,,,,,,,,,,,,,2.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.26,,3.72,,,,0.73,1.0,0.0,,,,,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,3.62,,,,,,,,
G06001900029051,,,,,,,,,,,,1.55,,,,,,,,,,,,,,,,,,,,,,2.77,,,,,,,,,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.49,,2.95,,,,1.57,1.37,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.77,2.86,,,,,,,
G06001900029052,,,,,,,,,,,,1.88,,,,,,,,,4.04,,,,,,,,,,,,,3.09,,,,,,,,,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.81,,3.38,,,,1.39,1.57,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,,,,,,,,
G06001900029061,,,,,,,,,,,,1.67,,,,,,,,,,,,,,,,,,,,,,2.88,,,,,,,,,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.88,3.34,,,,,,,1.61,,3.54,,,,1.56,1.93,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06001900029062,,,,,,,,,,,,1.23,,,,,,,,,,,,,,,,,,,,,,2.48,,,,,,,,,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.44,2.91,2.79,,,,,,1.17,,,,,,1.99,2.05,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06001900029063,,,,,,,,,,,,1.02,,,,,,,,,,,,,,,,,,,,,,2.23,,,,,,,,,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.69,,,,,,,0.96,,3.15,,,,2.02,1.57,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.94,,,,,,,,
G06001900030011,,,,,,,,,,,,2.6,3.55,,,,,,,,3.28,,,,,,,,,,,,,3.73,,,,,,,,,2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.56,,,,,,,,2.51,,,,,,2.1,3.1,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06001900030012,,,,,,,,,,,,2.35,,,,,,,,,3.56,,,,,,,,,,,,,3.56,,,,,,,,,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.29,,3.75,,,,1.03,2.03,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.67,,,,,,,,
G06001900030031,,,,,,,,,,,,,3.45,,,,,,,,2.61,,,,,,,,,,,,,,,,3.68,,,,,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63,1.19,0.93,,,,,,3.38,2.95,3.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06001900030032,,,,,,,,,,,,,3.14,,,,,,,,2.3,,,,,,,,,,,,,,,,,,,,,,3.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,1.86,1.6,,,,,3.8,3.66,3.23,3.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06001900030041,,,,,,,,,,,,3.34,3.13,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,2.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.28,,,,,,1.3,2.04,1.3,,,,,,,3.8,4.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06001900030042,,,,,,,,,,,,2.95,3.61,,,,,,,,3.01,,,,,,,,,,,,,,,,,,,,,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.89,,,,,,0.9,1.9,0.9,,,,,,,3.67,4.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06001900031021,,,,,,,,,,,,,,,,,,,2.12,,,,,,,,,,,,,,,,,,,,,,,,,2.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.18,2.1,0.37,2.12,0.37,,,,,,,,,1.87,,,1.87,,,,2.83,,
G06001900031022,,,,,,,,,,,,,,,,,,,2.75,,,,,,,,,,,,,,,,,,,,,,,,,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.77,1.59,1.26,1.63,1.26,,,,,,,,,1.71,,,2.23,,,,2.43,,
G06001900031023,,,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.45,,,2.73,2.24,,2.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,2.51,0.19,,,,,,,,,2.25,,,1.94,,,,,,
G06001900031024,,,,,,,,,,,,,,,,,,,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.59,,,2.66,2.1,,2.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,2.7,0.48,,,,,,,,,2.45,,,2.36,,,,,,
G06001900031025,,,,,,,,,,,,,,,,,,,2.72,,,,,,,,,,,,,,,,,,,,,,,,,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.78,1.66,0.96,1.68,0.96,,,,,,,,,1.47,,,1.93,,,,2.44,,
G06001900031031,,,,,,,,,,,,,,,,,,,1.45,,,,,,,,,,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.23,,,2.44,1.74,2.24,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,0.8,,,,,,,2.46,,,,,,,,,,,
G06001900031032,,,,,,,,,,,,,,,,,,,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.39,,,2.67,1.9,2.39,2.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.96,0.76,,0.76,,,,,,,2.62,,,,,,,,,,,
G06001900031033,,,,,,,,,,,,,,,,,,,1.13,,,,,,,,,,,2.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.95,,,2.12,1.58,2.08,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,,0.98,,,,,,,2.18,,,,,,,,,,,
