,106610217,106610297,112746734,112748276,116268231,121347781,151326395,178352226,193849643,195463192,195463195,195463215,195463236,195463246,195463249,195463272,195463282,195463289,195463312,195463335,195463378,195463401,195463409,195463411,195463503,1967292,237994252,238128685,238128686,238130018,238130025,239147680,240216882,261183211,261477840,272224861,273804084,274704090,274714293,279275102,281757473,281972139,284577883,284578059,284658526,284658527,307063692,307063759,318174614,330700863,330970249,330970265,330970314,344189632,35073459,352169992,35285827,353893611,375009814,375011811,375012179,375012372,393293673,393312620,416476759,442588084,447537123,453453554,453453555,460142773,484987523,498111400,498978787,500792236,522998648,544299977,544907998,544908003,544908009,545103161,545956805,546245486,547321963,556619044,564790532,564790533,564790534,565275314,565275326,565275349,565624441,565843862,565843870,566414987,566414998,567618963,568837643,574259698,574259979,574260373,574612473,574612479,576941989,605780527,640354885,675557972,690889877,691908350,691908353,691924018,691924020,691924031,691924034,691942964,691942978,692359155,693686593,699519757,699519758,699519855,708693961,721037770,722008965,735387807,771525362,771525363,777207288,778685261,779792787,782894949,784079888,7851877,792379185,793301549,793388297,794678180,798190499,798197815,798197840,832653846,832704560,863721376,889987606,889987607,945216838
G06009701506012,,,,,,0.2,1.7,3.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.78,,,,,,1.98,,,,,1.55,,,1.6,1.87,,,,,,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009701506013,,,,,,0.17,1.7,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.79,,,,,,2.2,,,,,1.72,,,1.77,2.08,,,,,,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009701506014,,,,2.17,,0.55,1.41,2.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.49,,,,,,1.9,,,,,,1.84,,,1.79,,,,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009701506021,,,,,,1.15,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.78,,,,,,1.08,,,,,2.07,2.58,,2.43,1.64,,,,,,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.49,
G06009701506022,,,,,,0.81,2.15,3.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.23,,,,,,1.55,,,,,1.46,,,1.93,2.16,,,,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009701506023,,,,,,0.81,1.36,,,,,,,2.2,,,,,,,,,,,,,,,,,,,,,,1.44,,,,,,1.34,,,,,2.08,2.23,,,1.38,,,,,,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009701506024,,,,,,0.54,1.91,3.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99,,,,,,1.86,,,,,1.53,,,1.66,2.08,,,,,,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009701506031,,,,,,1.89,1.22,,,,,,,2.1,,,,,,,,,,,2.25,,,,,,,,,,,1.3,,,,,,0.42,,,,,,2.17,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.97,1.64,
G06009701506032,,,,,,1.24,0.72,,,,,,,1.6,,,,,,,,,,,1.75,,,,,,,,,,,0.8,,,,,,1.04,,,,,,1.67,,,0.89,,,,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009701506033,,,,,,1.09,1.07,,,,,,,1.96,,,,,,,,,,,2.11,,,,,,,,,,,1.16,,,,,,1.05,,,,,,2.03,,,1.09,,,,,,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009701506034,,,,,,2.48,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.89,,,,,,0.9,,,,,3.02,2.76,,,1.61,,,,,,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.64,2.31,
G06009701506035,,,,,,1.5,0.88,,,,,,,1.77,,,,,,,,,,,1.92,,,,,,,,,,,0.97,,,,,,0.65,,,,,,1.84,,,0.69,,,,,,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.03,
G06009701506036,,,,,,1.66,1.21,,,,,,,2.09,,,,,,,,,,,,,,,,,,,,,,1.29,,,,,,0.68,,,,,2.5,2.17,,,1.02,,,,,,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.09,
G06009701506071,,,,,,,3.16,,,,,,,4.04,,,,,,,,,,,4.19,,,,,,,,,,,3.24,,,,,2.48,1.76,,,,,,,,,1.89,,3.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,0.75,
G06009701506072,,,,,,,4.19,,,,,,,,,,,,,4.51,,4.67,,,,,,,,,,,,,,4.27,,,,,2.28,2.82,,,,,,,,,2.94,,4.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.41,1.92,
G06009701506073,,,,,,4.33,3.66,,,,,,,4.54,,,,,,,,,,,,,,,,,,,,,,3.74,,,,,4.55,2.75,,,,,,,,,3.46,,,,,,3.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.91,3.41,
G06009701506091,,,,,,,2.82,,,,,,,3.7,,,,,,,,3.66,,,,,,,,,,,,,,2.9,,,,,2.05,1.78,,,,,,,,,1.57,,3.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83,0.89,
G06009701506092,,,,,,,1.95,,,,,,,2.84,,,,,,,,,,,2.99,,,,,,,,,,,2.04,,,,,2.26,1.63,,,,,,,,,0.98,,3.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.46,1.37,
G06009701506093,,,,,,,2.12,,,,,,,3.0,,,,,,,,,,,3.15,,,,,,,,,,,2.2,,,,,2.65,1.19,,,,,,3.07,,,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.39,1.31,
G06009701506094,,,,,,,1.63,,,,,,,2.52,,,,,,,,,,,2.67,,,,,,,,,,,1.72,,,,,2.93,0.97,,,,,,2.59,,,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.66,1.45,
G06009701506101,,,,,,,2.2,,,,,,,3.08,,,,,,,,,,,3.23,,,,,,,,,,,2.28,,,,,2.92,0.98,,,,,,3.15,,,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25,0.93,
G06009701506102,,,,,,,2.82,,,,,,,3.7,,,,,,,,,,,3.85,,,,,,,,,,,2.9,,,,,2.14,1.74,,,,,,,,,1.57,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,0.84,
G06009701506103,,,,,,2.48,1.8,,,,,,,2.69,,,,,,,,,,,2.84,,,,,,,,,,,1.89,,,,,,0.56,,,,,,2.76,,,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.51,1.18,
G06009701506111,,,,,,1.16,2.52,3.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,,,,,,2.42,,,,,1.02,,,1.39,2.69,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009701506112,,,,,,1.72,2.98,4.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.07,,,,,,2.15,,,,,1.47,,,2.23,2.79,,,,,,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.56,
G06009701506113,,,,,,1.9,3.21,4.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,,,,,,3.32,,,,,1.05,,,0.35,3.44,,,,,,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009701506121,,,,,,1.34,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.48,,,,,,1.53,,,,,1.77,,,2.54,2.2,,,,,,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.26,2.93,
G06009701506122,,,,7.32,,5.36,6.68,7.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.76,,,,,,6.63,,,,,4.52,,,3.82,,,,,,,5.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009701507011,,,,1.48,,1.41,0.71,2.07,,,,,,1.11,,,,,,,,,,,1.26,,,,,,,,,,,0.79,,,,,,,,,,,,1.14,,,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009701507012,,,,0.74,,,1.44,0.88,,,,,,0.87,,,,,,,,,,,0.92,,,,,,,,,,,,,,,,,,,,,,,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09,1.09,1.09,,,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009701507013,,,0.64,0.92,,,1.01,,,,,,,0.25,,,,,,,,,,,0.38,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71,0.71,0.71,,,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
