,106610217,106610297,112746734,112748276,116268231,121347781,151326395,178352226,193849643,195463192,195463195,195463215,195463236,195463246,195463249,195463272,195463282,195463289,195463312,195463335,195463378,195463401,195463409,195463411,195463503,1967292,237994252,238128685,238128686,238130018,238130025,239147680,240216882,261183211,261477840,272224861,273804084,274704090,274714293,279275102,281757473,281972139,284577883,284578059,284658526,284658527,307063692,307063759,318174614,330700863,330970249,330970265,330970314,344189632,35073459,352169992,35285827,353893611,375009814,375011811,375012179,375012372,393293673,393312620,416476759,442588084,447537123,453453554,453453555,460142773,484987523,498111400,498978787,500792236,522998648,544299977,544907998,544908003,544908009,545103161,545956805,546245486,547321963,556619044,564790532,564790533,564790534,565275314,565275326,565275349,565624441,565843862,565843870,566414987,566414998,567618963,568837643,574259698,574259979,574260373,574612473,574612479,576941989,605780527,640354885,675557972,690889877,691908350,691908353,691924018,691924020,691924031,691924034,691942964,691942978,692359155,693686593,699519757,699519758,699519855,708693961,721037770,722008965,735387807,771525362,771525363,777207288,778685261,779792787,782894949,784079888,7851877,792379185,793301549,793388297,794678180,798190499,798197815,798197840,832653846,832704560,863721376,889987606,889987607,945216838
G06009701507014,,,0.76,0.28,,,,0.87,,,,,,0.78,,,,,,,,,,,0.78,,,,,,,,,,,,,,,,,,,,,,,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,0.47,0.47,,,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009701507021,,,,2.21,,4.52,,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.73,2.85,,5.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.65,2.65,2.65,,,2.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009701507022,,,1.72,1.0,,,,0.61,,,,,,1.75,,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.44,1.44,1.44,,,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009701507023,,,2.68,1.97,,,,1.57,,,,,,,,,,,,,,,,,2.71,,,,,,,,,,,,,,,,,,,,,,,2.6,,,,3.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,2.4,2.4,,,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009701507024,,,1.12,0.47,,,,0.6,,,,,,0.94,,,,,,,,,,,0.94,,,,,,,,,,,,,,,,,,,,,,,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84,0.84,0.84,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009701508001,,,0.62,,,,,,,,,,,0.54,,,,,,0.28,,0.12,,,0.45,,,,,,,,,,,,,,,,,,,,,,,0.68,,,,0.23,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009701508002,,,0.3,0.77,,,,,,,,,,0.39,,,,,,,,,,,0.32,,,,,,,,,,,,,,,,,,,,,,,0.31,,,,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,0.31,0.31,,,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009701508003,,,0.29,,,,,,,,,,,0.56,,,,,,0.66,,0.5,,,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,0.47,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009701508004,,,2.29,3.12,,,,,,,,,,,,,,,,1.9,,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.23,2.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.51,2.51,2.51,,,2.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009701509011,,,1.03,,,,0.88,,,,,,,0.48,,,,,,,,1.0,,,0.63,,,,,,,,,,,0.8,,,,,,,,,,,,0.55,,,,1.11,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009701509012,,,1.67,,,,0.33,,,,,,,1.11,,,,,,,,1.74,,,1.26,,,,,,,,,,,0.24,,,,,,,,,,,,1.18,,,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.74,,,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009701509013,,,,,,2.17,0.42,,,,,,,1.5,,,,,,,,,,,1.65,,,,,,,,,,,0.33,,,,,,1.91,,,,,,1.57,,,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.29,
G06009701509014,,,,,,,3.48,,,,,,,3.22,,,,,,,,3.15,,,3.26,,,,,,,,,,,3.39,,,,,,4.02,,,,,,3.4,,,3.53,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.13,
G06009701509015,,,1.51,,,,1.11,,,,,,,0.98,,,,,,1.46,,1.4,,,1.02,,,,,,,,,,,1.03,,,,,,,,,,,,1.16,,,,1.51,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009701509021,,,,,,,3.22,,,,,,,2.96,,,,,,2.74,,2.9,,,3.01,,,,,,,,,,,3.14,,,,,2.02,,,,,,,,,,3.28,3.01,2.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009701509022,,,1.6,,,,,,,,,,,1.32,,,,,,0.94,,1.1,,,1.25,,,,,,,,,,,1.5,,,,,2.45,,,,,,,1.48,,,,1.21,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009701509023,,,1.13,,,,,,,,,,,0.96,,,,,,0.47,,0.63,,,0.87,,,,,,,,,,,,,,,,,,,,,,,1.1,,,,0.74,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.31,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009701509024,,,1.0,,,,,,,,,,,0.56,,,,,,0.96,,0.83,,,0.51,,,,,,,,,,,,,,,,,,,,,,,0.74,,,,0.94,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.14,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009701510001,,,,,,,,,,,,,,,,,,,,4.26,,4.42,,,4.53,,,,,,,,,,,4.42,,,,,1.72,,,,,,,,,,3.8,4.53,4.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.22,3.39,
G06009701510002,,,3.07,,,,,,,,,,,2.99,,,,,,2.17,,2.33,,,2.9,,,,,,,,,,,,,,,,2.45,,,,,,,3.13,,,,2.68,2.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009701510003,,,1.83,,,,,,,,,,,1.75,,,,,,0.92,,1.09,,,1.66,,,,,,,,,,,,,,,,4.01,,,,,,,1.88,,,,1.44,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06009701511001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.58,,,,,,,,,,,,,9.64,9.04,,,,,,,,,,,,10.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.18,12.56,12.57,,,12.57,,,,,,,,,,,8.08,,,,,,,,,,,,,,,,,,,3.24,,,
G06009701511002,,,,,,,,,,,,,,,,,,,,4.8,,4.96,,,,,,,,,,,,,,,,,,,5.1,,,,,,,,,,,5.32,5.21,,7.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.62,,,,,,,,,,,,,,,,6.94,,,,,,,,,,,,,,,,,,,2.6,6.12,,
G06009701511003,,,5.89,,,,,,,,,,,,,,,,,5.51,,5.67,,,6.06,,,,,,,,,,,,,,,,8.61,,,,,,,,,,,5.83,5.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.11,6.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.15,,,
G06009701512011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.42,3.11,,,,,4.99,,,,,4.92,,8.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.08,,,,,,,,,,,,,,,,3.58,6.14,,,,6.05,6.36,,,,,,,,,,,,,,,,
G06009701512012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.03,,,,,,,,,,,,,3.18,2.57,,,,,,,,,,7.17,,6.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.71,,,,,,,,,,,,,,,,1.61,,,,,,,,,,,,,,,,,,,6.6,6.52,7.03,
G06009701512013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.49,,,,,4.04,5.28,,,,,,,,,5.39,,,5.41,5.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.73,,,,,,,,,,,,,,,,4.06,,,,,,,,,,,,,,,,,,,,3.87,4.37,
G06009701512014,,,,,,,,,,,,,,,,,,,,6.5,,,,,,,,,,,,,,,,,,,,,3.96,5.19,,,,,,,,,5.31,,,4.59,3.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.63,,,,,,,,,,,,,,,,2.96,,,,,,,,,,,,,,,,,,,,3.78,4.29,
G06009701512015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.06,2.76,,,,,6.18,,,,,6.11,,6.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.49,,,,,,,,,,,,,,,,1.8,7.33,,,,7.25,7.87,,,,,,,,,,,,,,,,
G06009701512031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.18,7.42,,,,,,,,,7.53,,,2.2,1.66,,,,,,,,,,7.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,,,,,,,,,,,,,,,,1.23,,,,,,,,,,,,,,,,,,,,6.01,6.52,
G06009701512032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.84,,,,,5.39,6.62,,,,,,,,,6.74,,,2.91,2.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.02,,,,,,,,,,,,,,,,1.35,,,,,,,,,,,,,,,,,,,,5.21,5.72,
G06009701512033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.77,7.0,,,,,,,,,7.12,,,2.42,1.88,,,,,,,,,,8.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75,,,,,,,,,,,,,,,,1.08,,,,,,,,,,,,,,,,,,,,5.59,6.1,
G06009701512034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.62,,,,,,,,,,7.97,,,2.05,1.25,,,,,8.3,,,,,7.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.73,,,,,,,,,,,,,,,,1.38,,,,,,,,,,,,,,,,,,,,6.45,6.95,
G06009701512041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.57,6.8,,,,,,,,,6.92,,,2.92,2.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.95,,,,,,,,,,,,,,,,1.28,,,,,,,,,,,,,,,,,,,8.18,5.39,5.9,
G06009701512042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.27,,,,,,,,,,,,,1.51,0.9,,,,,7.68,,,,,6.98,,6.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.85,,,,,,,,,,,,,,,,0.27,,,,,,,,,,,,,,,,,,,,6.09,6.6,
G06009701512043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.75,,,,,,,,,,,,,11.71,11.11,,,,,,,,,,17.0,,16.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.72,,,,,,,,,,,,,,,,10.07,,,,,,,,,,,,,,,,,,,12.0,7.24,7.41,
G06009701513011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.68,,,,,,,,,,,,,1.31,0.83,,,,,7.88,,,,,7.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,,,,,,,,,,,,,,,,1.4,,,,,7.8,,,,,,,,,,,,,,,6.51,7.02,
G06009701513012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.78,,,,,,,,,,,,,1.38,0.73,,,,,7.82,,,,,7.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24,,,,,,,,,,,,,,,,0.89,,,,,7.82,,,,,,,,,,,,,,,6.61,7.12,
G06009701513013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8,,,,,,,,,,,,,1.58,0.82,,,,,7.76,,,,,7.05,,7.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.18,,,,,,,,,,,,,,,,0.83,,,,,,,,,,,,,,,,,,,,6.63,7.14,
G06009701513051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29,0.74,,,,,6.46,,,,,5.76,,7.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89,,,,,,,,,,5.96,,,,,,1.37,6.92,,,,6.47,,,,,,,,,,,,,,,,,
G06009701513052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.26,,,,,,,,,,,,,1.08,0.23,,,,,7.41,,,,,6.7,,7.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.83,,,,,,,,,,,,,,,,1.26,,,,,7.41,,,,,,,,,,,,,,,7.08,,
G06009701513053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.81,,,,,,,,,,,,,0.91,0.4,,,,,7.09,,,,,6.38,,7.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.52,,,,,,,,,,,,,,,,0.81,,,,,7.1,,,,,,,,,,,,,,,6.64,,
G06009701513054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.68,0.7,,,,,6.86,,,,,6.15,,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.28,,,,,,,,,,6.35,,,,,,1.33,,,,,6.86,,,,,,,,,,,,,,,7.15,,
G06009701513061,7.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12,1.73,,,,,7.67,,,,,6.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.11,,,,,,,,,,6.99,,,,,,2.44,,,,,7.51,,,,,,,,,,,,,,,7.41,,
G06009701513062,7.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,1.38,,,,,7.55,,,,,6.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.97,,,,,,,,,,6.96,,,,,,2.08,,,,,7.47,,,,,,,,,,,,,,,7.28,,
G06009701513063,7.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.89,,,,,,,,,,,,,,,,,,,,1.1,1.79,,,,,7.38,,,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.09,,,,,,,,,,6.7,,,,,,2.5,,,,,7.21,,,,,,,,,,,,,,,,,
G06009701513064,7.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,1.35,,,,,7.44,,,,,6.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.87,,,,,,,,,,6.86,,,,,,2.06,,,,,7.37,,,,,,,,,,,,,,,7.32,,
G06009701513071,6.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.37,,,,,,,,,,,,,,,,,,,,2.22,2.91,,,,,6.86,,,,,5.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.13,,,,,,,,,,6.18,,,,,,3.62,,,,,6.69,,,,,,,,,,,,,,,,,
G06009701513072,4.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.76,,,,,,,,,,,,,,,,,,,,2.72,3.41,,,,,5.33,,,,,4.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.17,,,,,,,,,,4.57,,,,,,3.94,,,,,5.09,,,,,,,,,,,,,,,,,
G06009701513073,5.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.64,,,,,,,,,,,,,,,,,,,,1.83,2.53,,,,,6.13,,,,,5.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,,,,,,,,,,5.45,,,,,,3.15,,,,,5.96,,,,,,,,,,,,,,,,,
G06009701513074,6.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.49,,,,,,,,,,,,,,,,,,,,2.6,3.3,,,,,6.98,,,,,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.26,,,,,,,,,,6.3,,,,,,4.0,,,,,6.82,,,,,,,,,,,,,,,,,
G06009701513081,6.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.41,,,,,,,,,,,,,,,,,,,,1.21,1.91,,,,,6.9,,,,,6.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.21,,,,,,,,,,6.22,,,,,,2.61,,,,,6.73,,,,,,,,,,,,,,,,,
G06009701513082,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,,,,,,,,,,,,,,,,,,,,1.66,2.36,,,,,6.79,,,,,5.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.66,,,,,,,,,,6.11,,,,,,3.06,,,,,6.62,,,,,,,,,,,,,,,,,
G06009701513083,6.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.64,,,,,,,,,,,,,,,,,,,,1.33,2.02,,,,,7.13,,,,,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.32,,,,,,,,,,6.45,,,,,,2.72,,,,,6.96,,,,,,,,,,,,,,,,,
G06009701513084,7.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.84,,,,,,,,,,,,,,,,,,,,1.5,2.19,,,,,7.33,,,,,6.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.49,,,,,,,,,,6.65,,,,,,2.89,,,,,7.16,,,,,,,,,,,,,,,,,
G06009701513085,5.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.69,,,,,,,,,,,,,,,,,,,,0.64,1.53,,,,,6.09,,,,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.68,,,,,,,,,,5.5,,,,,,2.16,,,,,6.01,,,,,,,,,,,,,,,,,
G06009701513091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.87,,,,,7.42,8.65,,,,,,,,,8.77,,,5.88,5.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.87,,,,,,,,,,,,,,,,5.69,,,,,,,,,,,,,,,,,,,,7.24,7.75,
G06009701513092,7.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.25,,,,,,,,,,,,,,,,,,,,2.92,3.62,,,,,,,,,,6.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.92,,,,,,,,,,7.06,,,,7.55,,4.32,,,,,7.57,,,,,,,,,,,,,,,,,
G06009701513093,7.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.73,4.25,,,,,8.57,,,,,7.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.72,,,,,,,,,,7.23,,,,7.67,,4.79,,,,,8.17,,,,,,,,,,,,,,,,,
G06009701513101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.66,,,,,,,,,,,,,1.69,1.42,,,,,8.25,,,,,7.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.68,,,,,,,,,,,,,,,,1.85,,,,,8.18,,,,,,,,,,,,,,,6.48,6.99,
G06009701513102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.87,,,,,,,,,,,,,2.09,1.82,,,,,8.65,,,,,7.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.08,,,,,,,,,,,,,,,,2.06,,,,,8.58,,,,,,,,,,,,,,,6.69,7.2,
G06009701513103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.39,,,,,,,,,,,,,1.13,1.25,,,,,7.7,,,,,6.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.13,,,,,,,,,,,,,,,,1.95,,,,,7.63,,,,,,,,,,,,,,,7.22,7.72,
G06009701513104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,,,,,,,,,,,,,2.92,2.66,,,,,9.49,,,,,8.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.92,,,,,,,,,,,,,,,,2.73,,,,,9.26,,,,,,,,,,,,,,,6.32,6.83,
G06009701513111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.82,,,,,5.37,6.6,,,,,,,,,6.72,,,2.88,2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.87,,,,,,,,,,,,,,,,2.41,,,,,,,,,,,,,,,,,,,,5.19,5.7,
G06009701513112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.16,7.4,,,,,,,,,7.52,,,2.22,1.96,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.22,,,,,,,,,,,,,,,,2.03,,,,,,,,,,,,,,,,,,,,5.99,6.5,
G06009701513113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.18,,,,,5.73,6.97,,,,,,,,,7.08,,,2.55,2.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.54,,,,,,,,,,,,,,,,2.15,,,,,,,,,,,,,,,,,,,,5.56,6.06,
G06009701513114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.17,7.4,,,,,,,,,7.52,,,2.18,1.91,,,,,,,,,,7.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.17,,,,,,,,,,,,,,,,1.98,,,,,,,,,,,,,,,,,,,,5.99,6.5,
G06009701513115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8,,,,,5.35,6.59,,,,,,,,,6.7,,,2.94,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.93,,,,,,,,,,,,,,,,2.75,,,,,,,,,,,,,,,,,,,,5.18,5.68,
G06009701514011,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,3.39,,,,2.36,,,,,,,,,,,,,,,,,,,,,,,,,,,2.97,,3.16,,,,,,,,,,,,,,,,,,,,,,,1.96,,,,2.18,,,,,,,3.08,3.12,,,,,,,,,,,,,,,,
G06009701514012,0.37,,,,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.64,1.23,,,,,,,,,,,,,1.31,,,,1.62,,,,,,,,,,,,,,,,,,,,0.54,,,,0.47,,,,,,,,2.1,,,,,,,,,,,,,,,,
G06009701514013,0.82,,,,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.68,,,,,,,,,,,,,,,,,1.99,,,,,,,,,,,,,,,,,,,,0.91,,,,0.92,,,2.68,,,,2.45,2.14,,,,,,,,,,,,,,,,
G06009701514021,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.58,,,,,,,,,,,,,,,1.47,,,,,,,,,,,,,,,,,1.67,,,,,,,,,,,,,,,,,,,,0.59,,,,1.08,,,2.06,,,,1.83,1.52,,,,,,,,,,,,,,,,
G06009701514022,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,2.64,,,,,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.59,,,,,,,,,,,,,,,,,,,,1.72,,,,2.21,,,2.68,,,,2.24,2.35,,,,,,,,,,,,,,,,
