G06008701107001,,,,,,,,,,,,,,,,,,1.16,,,,,,,,,,,,,2.94,,,,,,,,,,,1.93,2.95,,,,,,,1.26,,,,,,,,,2.16,2.97,,,,3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.89,,,,,,,,,,,,,,,,,,,,,2.94,,,,,,,,,,,,,,,,,,,,,,
G06008701107002,,,,,,,,,,,,,,,,,,1.91,,,,,,,,,,,,,3.69,,,,,,,,,,,2.27,3.69,,,,,,,2.01,,,,,,,,,2.91,,,,,3.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.64,,,,,,,,,,,,,,,,,,,,,3.69,,,,,,,,,,,,,,,,,,,,3.95,,
G06008701107003,,,,,,,,,,,,,,,,,,1.3,,,,,,,,,,,,,3.08,,,,,,,,,,,2.07,3.08,,,,,,,1.4,,,,,,,,,2.29,,,,,3.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.02,,,,,,,,,,,,,,,,,,,,,3.08,,,,,,,,,,,,,,,,,,,,3.34,,
G06008701202001,,,,,,,,,,,,,,,,,,,,,,23.52,,,,,23.63,,,,,,,,,,,,,,,,,,,,,,,,23.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.46,,,,,,,,,,,,,6.16,,,,,,,,,,,23.38,,,,,,24.19,5.9,,,,,,,18.72,,,,12.63,,,,,,,
G06008701202002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8,,,8.66,,,,,,,,,,,11.86,,3.79,,10.89,,,,,,,,,,,,,,,,,,,,,,,9.83,9.83,,,,,,,,,,,,10.05,,,8.54,3.96,,,,,,,
G06008701203011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.82,,,,,,,,,,,,,,,,,,,,,,,5.09,,,,,,,,,,,3.15,,9.18,,2.73,,,,,,,,,,,,,,,,,,,,,,4.68,4.12,4.12,,,,,,,,,,,,2.92,,,,9.0,,,,,,,
G06008701203012,,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.59,,,1.4,,,,,,,,,,,4.61,,4.94,,3.65,,,,,,,,,,,,,,,,,,,,,,,2.58,2.58,,,,,,,,,,,,,,,1.1,5.11,,,,,,,
G06008701203013,,,,,,,,,,,,,,,,,,,,,,2.8,,,,,3.17,,,,,,,,,,,,,,,,,,,,,,,,3.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.71,,,,7.29,,,,,,,,,,,,,,,,,,,,,,3.21,8.69,8.69,,,,3.29,,,,,,,,7.6,,,,,,,,,,,
G06008701203021,,5.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.41,,,,2.31,,,2.22,,,,,,,,,,,1.58,,,,0.92,,,,,,,,,,,,,,,,,,,,,,,1.25,1.25,,,,,,,,,,,,3.38,,,2.11,,,,,,,,
G06008701203022,,,,,,,,,,,,,,,,,,,,,,,,,,,3.94,,,,,,,,,,,,,,,,,,,,,,,,3.83,,,,,,,,,,,,,,,,,,,,,,,3.47,,,,,,,,,,,1.45,,,,1.1,,,,,,,,,,,,,,,,,,,,,,3.69,2.49,2.49,,,,,,,,,,,,2.1,,,3.35,,,,,,,,
G06008701203023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.63,,,3.54,,,,,,,,,,,3.03,,,,1.69,,,,,,,,,,,,,,,,,,,,,,5.43,2.57,2.57,,,,,,,,,,,,3.84,,,3.43,9.64,,,,,,,
G06008701204001,,,,,,,,,,,,,,,,,,,,,,1.46,,,,,1.84,,,,,4.59,,,,,,,,,,,,,,,,,,,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.38,,,,5.96,,,,,,,,,,,,,,,,,,,,,,1.88,,,,,,1.35,,,,,,,,6.26,,,,,,,,,,4.59,
G06008701204002,,,,,,,,,,,,,,,,,,,,,,1.87,,,,,2.24,,,,,7.15,,,,,,,,,,,,,,,,,,,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.78,,,,6.37,,,,,,,,,,,,,,,,,,,,,,2.28,,,,,,2.36,,,,,,,,6.67,,,,,,,,,,7.15,
G06008701204003,,,,,,,,,,,,,,,,,,,,,,1.47,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.09,,12.24,,5.67,,,,,,,,,,,,,,,,,,,,,,1.34,,,,,,2.14,,,,,,,,5.98,,,,12.07,,,,,,,
G06008701204004,,,,,,,,,,,,,,,,,,,,,,0.67,,,,,0.87,,,,,,,,,,,,,,,,,,,,,,,,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.62,,,,4.2,,,,,,,,,,,,,,,,,,,,,,0.73,,5.6,,,,1.34,,,,,,,,4.51,,,,10.59,,,,,,,
G06008701205001,,,,,,,,,,,,,,,,,,,,,,16.57,,,,,16.95,,,,,17.65,,,,,,,,,,,,,,,,,,,16.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.95,,,,,,,,,,,,,,,,,,,,,,,,,,16.98,,,,,,16.46,,,,,,,,21.37,,7.52,,,,,,,,17.65,
G06008701205002,,12.76,,5.34,,,,,,,,,,,,,,,,,,,9.69,,,,,,,,,,8.22,,,,,,,,,,,,8.55,,,,,,,,,,,,,,,,,4.58,4.58,,,,,,,4.58,,,,,,,,,,,,,,,,,,,,9.51,,,,,,7.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06008701205003,,,,,,,,,,,,,,,,,,,,,,7.59,,,,,7.96,,,,,8.67,,,,,,,,,,,,,,,,,,,7.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,7.48,,,,,,,,12.39,,12.37,,18.47,,,,,,8.67,
G06008701205004,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,5.38,,,,,6.09,,,,,,,,,,,,,,,,,,,5.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.92,,,,,,,,,,,,,,,,,,,,,,,,,,5.42,,,,,,4.9,,,,,,,,9.8,,13.45,,,,,,,,6.09,
G06008701205005,,,,,,,,,,,,,,,,,,,,,,4.02,,,,,4.39,,,,,5.99,,,,,,,,,,,,,,,,,,,4.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.93,,,,8.51,,,,,,,,,,,,,,,,,,,,,,4.43,,,,,,3.91,,,,,,,,8.82,,,,,,,,,,5.99,
G06008701206001,,9.0,,,,,,,,,,,,,,,,,,,,,9.67,,,,,,,,,,10.65,,,,,,,,,,,,10.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.82,,,,6.45,10.37,,,,,,,,,,,,,,,,,,,,,,6.75,6.75,,,,,,,,,,,,8.21,,,,,,,,,,,
G06008701206002,,8.56,,,,,,,,,,,,,,,,,,,,,9.22,,,,,,,,,,10.2,,,8.01,,,,,,,,,10.07,,,,,,,,,,,,,,,,,,,,,,8.01,,,,,,,,,,,,,,,,,,5.37,,,,6.0,9.92,,,,,,,,,,,,,,,,,,,,,,,6.31,,,,,,,,,,,,,,,,,,,,,,,
G06008701206003,,9.87,,,,,,,,,,,,,,,,,,,,10.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.81,,,,,,,,,,,,,,,,,,,,,,,6.54,,,,,,,,,,,6.68,,,,7.31,,,,,,,,,,,,,,,,,,,,,,10.67,7.62,7.62,,,,,,,,,,,,9.08,,,,,,,,,,,
G06008701206004,,7.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.57,,,,3.46,,,3.38,,,,,,,,,,,1.45,,,,2.08,,,,,,,,,,,,,,,,,,,,,,,2.41,2.41,,,,,,,,,,,,3.84,,,3.26,,,,,,,,
G06008701206005,,7.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.95,,,,3.84,,,3.76,,,,,,,,,,,2.35,,,,2.45,,,,,,,,,,,,,,,,,,,,,,,2.78,2.78,,,,,,,,,,,,,,,3.64,,,,,,,,
G06008701207001,,4.95,,,,,,,,,,,,,,,,,,,,,5.22,,,,,,,,,,,,,4.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.01,,,,1.05,,,1.66,,,,,,,,,,3.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.73,2.73,,,,,,,,,,,,,,,1.54,,,,,,,,
G06008701207002,,5.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.88,,,,1.78,,,1.64,,,,,,,,,,5.21,,,,,3.87,,,,,,,,,,,,,,,,,,,,,,,2.81,2.81,,,,,,,,,,,,,,,1.53,,,,,,,,
G06008701207003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.77,,5.37,,,3.67,,,,,5.48,5.45,,,,,,,,,,4.79,4.49,,,,,,,,,2.77,,,,2.91,,,,,,,,,,,,,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06008701208001,,2.23,,,,,,,,,,,,,,,,,,,,,2.69,,,,,,,,,,3.66,,,1.47,,,,,,,,,3.53,,,,,,,,,,,,,,,,,,,,,,1.29,,,,2.54,,,3.15,,,,,,,,,,2.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.03,,,,,,,,
G06008701208002,,4.24,,,,,,,,,,,,,,,,,,,,,3.4,,,,,,,,,,,,,2.19,,,,,4.29,,,,,,,,,,,,,,,,,,,,,,,,,,2.54,,,,4.93,,,5.35,,,,,6.3,,,,,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.24,,,,,,,,
G06008701208003,,,2.56,,,,,2.46,,2.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36,,,,,,,,,,,2.54,,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.57,,,,,,,,2.76,,,2.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,
G06008701209001,,5.71,,,,,,,,,,,,,,,,,,,,,2.25,,,,,,,,,,0.78,,,3.47,,,,,,,,,1.1,,,,,,,,,,,,,,,,,9.35,,,,,3.99,,,,,,,,,,,,4.36,,,,,,,,,,,2.07,,,,,,9.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06008701209002,,0.9,,,,,,,,,,,,,,,,,,,,,4.46,,,,,,,,,,5.44,,,3.25,,,,,,,,,5.31,,,,,,,,,,,,,,,,,,,,,,3.07,,,,4.44,,,4.68,,,,,,,,,,,7.79,,,,,5.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06008701209003,,4.33,,,,,,,,,,,,,,,,,,,,,0.78,,,,,,,,,,0.96,,,2.09,,,,,,,,,0.82,,,,,,,,,,,,,,,,,,,,,,2.61,,,,5.2,,,,,,,,3.18,,,,,4.49,,,,,,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06008701209004,,2.21,,,,,,,,,,,,,,,,,,,,,2.68,,,,,,,,,,3.66,,,1.47,,,,,,,,,3.53,,,,,,,,,,,,,,,,,,,,,,1.29,,,,3.08,,,,,,,,,,,,,2.93,,,,,,3.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.21,,,,,,,,
G06008701210001,,13.53,,3.74,,,,,,,,,,,,,,,,,,,10.07,,,,,,,,,,9.73,,,,,,,,,,,,10.04,,,,,,,,,,,,,,,,,3.6,3.6,,,,,,,3.6,,,,,,,,,,,,,,,,,,,,9.89,,,,,,2.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06008701210002,,,,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.11,,,,,,,,,,,,14.42,,,,,,,,,,,,,,,,,4.5,4.5,,,,,,,4.5,,,,,,,,,,,,,,,,,,18.06,,14.28,,,,,,4.69,,,,,16.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06008701210003,,,,3.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.31,,,,,,,,,,,,14.62,,,,,,,,,,,,,,,,,4.7,4.7,,,,,,,4.7,,,,,,,,,16.77,,,,,,,,,,,14.47,,,,,,4.89,,,,,16.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06008701211001,,13.39,,,,,,,,,,,,,,,,,,,,,9.93,,,,,,,,,,10.03,,,11.15,,,,,,,,,9.9,,,,,,,,,,,,,,,,,,,,,,11.67,,,,,,,,,,,,6.77,,,,,,,,,,,9.75,,,,,,12.66,,,,,11.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06008701211002,,,,,,,,,,,,,,,,3.58,,,,,,,,,,,,4.92,4.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.49,,3.43,7.51,,,,,,,,,,,,,,,,,,,,,,5.53,,,,,,,,,,,,,,,,,,,,3.43,3.28,,3.15,,,,,,,,,,,,
G06008701212001,,5.08,,,,,,,,,,,,,,,,,,,,,1.62,,,,,,,,,,1.82,,,2.84,,,,,,,,,1.68,,,,,,,,,,,,,,,,,,,,,,3.36,,,,,,,,,8.9,,,2.16,,,,,5.17,,,,,,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06008701212002,,4.72,,,,,,,,,,,,,,,,,,,,,1.26,,,,,,,,,,1.45,,,2.48,,,,,,,,,1.32,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,8.87,,,2.13,,,,,4.81,,,,,,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06008701212003,,6.4,,,,,,,3.98,,,,,,4.39,,,,,,,,5.56,,,,,,,,,,,,,4.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.71,,3.69,,,,,,,6.63,,,4.55,,,,,5.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06008701212004,,,,,,,,,5.11,,,,,,5.52,7.9,,,,,,,5.79,,,,,,,,,,,,,7.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.75,,7.76,2.4,,,,,,,,,,,,,,,,,,,,,,9.86,,,,,,,,,,,,,,,,,,,,7.76,,,,,,,,,,,,,,,
G06008701212005,,,1.47,,,,,1.04,1.72,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.38,1.65,1.44,1.54,,,,,,,,,,,,,,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06008701213001,,,,,,,,,2.69,,2.48,2.48,,,2.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.81,,,,,,,,,,,,,,,0.61,,2.34,,,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.81,2.34,,,,,,,,,,,,,,,
G06008701213002,,,,,,,,,2.94,,2.73,2.73,,,2.73,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,,2.6,,,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,2.44,,,,,,,,,,,,,,
G06008701213003,,,,,,,,,2.03,,1.82,1.82,,,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15,,,,,,,,,,,,,,,1.19,,1.69,,,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15,1.69,,,,,,,,,,,,,,,
G06008701213004,,,,,,,,,,,1.63,1.63,,,1.63,,,,,,,,,,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,,,,,,,,,,,,,,,,,,,1.64,0.16,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,1.38,,,,,,,,,,,,,,,
G06008701214011,,,,,,,,,1.34,,0.99,0.99,,,0.99,,,,,,,,,,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,,,,,,,,1.34,,,,,,,,,,,,0.8,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,,,,,,,,,,,,,,,,
G06008701214012,,,,,,,,,,,1.02,1.02,,,1.02,,,,,,,,,,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,,,,,,,,1.54,,,,,,,,,,,0.63,1.17,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,,,,,,,,,,,,,,,,
G06008701214021,,,,,,,,,,,1.69,1.69,,,,,,,,,,,,,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02,,,,,,,,,,,,1.12,,,,,,,0.53,1.58,1.13,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02,,,,,,,,,,,,,,,,
G06008701214022,,,,,,,,,,,1.86,1.86,,,,,,,,,,,,,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.19,,,,,,,,,,,0.67,0.66,,,,,,,0.34,2.07,1.29,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.19,,,,,,,,,,,,,,,,
G06008701214023,,,,,,,,,,,1.55,1.55,,,1.55,,,,,,,,,,1.06,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,,,,,,,,,,,,,,,,,,,0.84,1.28,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,,,,,,,,,,,,,,,,
G06008701214031,,,,,,,,,,,1.3,1.3,,1.6,,,,,,,,,,,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63,,,,,,,,,,,1.2,1.19,,,,,,,0.76,,0.73,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63,,,,,,,,,,,,,,,,
G06008701214032,,,,,,,,,,,1.47,1.47,,,,,,,,,,,,,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,0.79,0.78,,,,,,,0.39,,0.91,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,
G06008701214033,,,,,,,,,,,1.36,1.36,,1.65,,,,,,,,,,,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42,,,,,,0.69,,,,,,,,,,,,,,,,,,,0.82,,0.79,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69,,,,,,,,,,,,,,,,1.75
G06008701215001,,,,,,,,,,,,,,1.97,,,,,,,,,,,1.63,,,,,,,,,,,,,,,,,,,,,,,,2.07,,,,,,2.35,,,,,,,,,,,,,,,,,0.68,1.14,,,,,,,1.4,,2.03,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.01
G06008701215002,,,,,,,,,,,2.18,2.18,,,,,,,,,,,,,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.51,,,,,,,,,,,0.06,0.4,,,,,,,0.66,2.41,1.61,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.51,,,,,,,,,,,,,,,,
G06008701215003,,,,,,,,,,,,,,2.4,,,,,,,,,,,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.77,,,,,,,,,,,,,,,,,0.47,0.93,,,,,,,1.19,,2.14,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.04,,,,,,,,,,,,,,,,2.45
G06008701215004,,,,,,,,,,,,,,1.13,,,,,,,,,,,1.08,,,,,,,,,,,,,,,,,,,,,,,,1.23,,,,,,1.51,,,,,,,,,,,,,,,,,1.46,1.45,,,,,,,1.45,,1.48,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.18
G06008701215005,,,,,,,,,,,,,,,,,,,,,,,,,1.33,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.74,,,,,,,,,,,0.29,0.63,,,,,,,0.89,2.65,1.84,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.74,,,,,,,,,,,,,,,,
G06008701216001,,,,,,,,,,,,,,,,,,,,,,,,,1.63,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.24,1.26,,,,,,,1.2,2.54,2.15,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05,,2.43,,,,,,,,,,,,,,
G06008701216002,,,,,,,,,,,,,,,,,,,,,,,,,1.9,2.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.31,,,,,,,,,,,0.75,1.21,,,,,,,1.47,3.22,2.42,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.31,,,,,,,,,,,,,,,,
G06008701216003,,,,,,,,,,,,,,,,,,,,,,,,,2.14,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.13,,,,,,,,,,,,,,,,1.33,1.7,,,,,,,1.7,2.61,2.65,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.51,,,,,,,,,,,,,,
G06008701216004,,,,,,,,,,,,,,,,,,,,,,,,,2.14,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.56,,,,,,,,,,,1.08,1.47,,,,,,,1.71,3.04,2.66,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.56,,,,,,,,,,,,,,,,
G06008701216005,,,,,,,,,,,,,,,,,,,,,,,,,1.83,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34,,,,,,,,,,,,,,,,1.42,1.46,,,,,,,1.4,2.73,,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63,,2.53,,,,,,,,,,,,
G06008701217001,,,,,,,,,,,,,,,,1.59,,,,,,,,,,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.38,,,,,,,,,,,,,,,,,2.15,,,,,1.46,,1.61,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.46,1.29,,1.19,,,,,,,,,,,,
G06008701217002,,,,,,,,,,,,,,,,,,,,,,,,,2.1,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.41,,,,,,,,,,,,,,,,,2.22,,,,,1.49,,1.67,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.49,1.32,,1.22,,,,,,,,,,,,
G06008701217003,,,,,,,,,,,,,,,,,,,,,,,,,1.21,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,,,,,,,0.81,1.83,1.41,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,,1.77,,1.67,,,,,,,,,,,,
G06008701217004,,,,,,,,,,,,,,,,,,,,,,,,,,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.37,,,,,,,,,,,,,,,,1.83,1.82,,,,,1.59,,1.28,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.59,1.42,,1.37,,,,,,,,,,,,
G06008701217005,,,,,,,,,,,,,,,,,,,,,,,,,1.19,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,,,,,,,,,,,,,,,,1.25,1.24,,,,,,,0.76,1.92,,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.82,,1.72,,,,,,,,,,,,
G06008701217006,,,,,,,,,,,,,,,,,,,,,,,,,1.44,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.07,,,,,,,,,,,,,,,,1.19,1.18,,,,,,,1.01,2.09,,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99,,1.89,,,,,,,,,,,,
G06008701218001,,,,,,,,,,,,,,,,1.72,,,,,,,,,,1.6,,1.34,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,,,,,,,,,,,,,,,,,,,,,1.27,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.62,1.45,,1.43,,,,,,,,,,,,
G06008701218002,,,,,,,,,,,,,,,,2.15,,,,,,,,,,2.03,,1.5,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,1.29,,,,,,,,,,,,,,,,,,,,,1.43,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05,1.88,,1.86,,,,,,,,,,,,
G06008701218003,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.09,,,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,0.52,,,,,,,,,,,,,,,,,,,,,2.08,0.88,,,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,0.71,,0.69,,,,,,,,,,,,
G06008701218004,,,,,,,,,,,,,,,,1.48,,,,,,,,,,1.18,,1.96,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63,,,,,,,,,,,,,,,,,,,,,1.89,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.38,1.21,,1.19,,,,,,,,,,,,
G06008701220011,,,,,,,,,,,,,,,,3.51,,,,,,,,,,,,5.28,4.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.46,,,,,,,,6.54,5.32,,10.09,,,,,,,,,,,,,,,,,,,,,,3.71,,,,,,,,,,,,,,,,,,,,4.09,,5.3,,,,,,,,,,,,,
G06008701220012,,,,,,,,,,,,,,,,1.21,,,,,,,,,,,,1.52,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35,,,,,,,,,,,,,,,,,,,,,1.56,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36,1.34,1.54,1.21,,,,,,,,,,,,
G06008701220013,,,,,,,,,,,,,,,,3.73,,,,,,,,,,,,2.37,2.76,,,,,,3.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.16,,,,,,,3.29,,2.47,,,,,,,,,,,,,,,,,,,,,,,,5.69,,,,,,,,,3.27,,,,,,,,,,,,,2.14,,,,,,,,,,,,,
