,647095474,31299805,35560444,32935760,41783060,31364237,31273452,31368512,943344307,31516213
G06001303730003,0.0,0.0,1239.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G06001303820002,0.0,0.0,0.0,2907.95,0.0,0.0,0.0,0.0,0.0,0.0
G06001303760004,0.0,0.0,740.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G06001303760003,0.0,0.0,1295.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G06001303100001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751.8,0.0,0.0
G06001303800002,0.0,0.0,0.0,1115.3,0.0,0.0,0.0,0.0,0.0,0.0
G06001303922002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6260.5,0.0
G06001303072021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1596.0
G06001303060031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1417.3999999999999
G06001303200012,2150.7999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G06001303780001,0.0,0.0,1615.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G06001303110003,0.0,0.0,0.0,0.0,0.0,1753.6999999999998,0.0,0.0,0.0,0.0
G06001303922001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1711.8999999999999,0.0
G06001303050002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436.04999999999995
G06001303270002,0.0,0.0,0.0,0.0,0.0,0.0,666.9,0.0,0.0,0.0
G06001303820003,0.0,0.0,0.0,2837.65,0.0,0.0,0.0,0.0,0.0,0.0
G06001303270001,0.0,0.0,0.0,0.0,0.0,0.0,1946.55,0.0,0.0,0.0
G06001303750001,0.0,0.0,1979.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G06001303090001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2637.2,0.0,0.0
G06001303141033,0.0,1593.1499999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G06001303100003,0.0,0.0,0.0,0.0,0.0,3306.0,0.0,0.0,0.0,0.0
G06001303770002,0.0,0.0,985.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G06001303150001,0.0,0.0,0.0,0.0,0.0,0.0,881.5999999999999,0.0,0.0,0.0
G06001303760002,0.0,0.0,2673.2999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G06001303141041,0.0,1731.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G06001303132043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1140.0,0.0,0.0
G06001303131021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2869.95,0.0,0.0
G06001303580004,0.0,0.0,0.0,0.0,1327.1499999999999,0.0,0.0,0.0,0.0,0.0
G06001303132062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3230.0,0.0,0.0
G06001303770005,0.0,0.0,1444.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G06001303580003,0.0,0.0,0.0,0.0,712.5,0.0,0.0,0.0,0.0,0.0
G06001303100002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,886.3499999999999,0.0,0.0
G06001303770004,0.0,0.0,2569.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
