,31516213,31299805,451675376,41783060,943344307,35560444,465115229,31364163
G06001303132041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,748.9134999999966
G06001303110003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4366.712999999981
G06001303580002,0.0,0.0,0.0,1058.4329999999993,0.0,0.0,0.0,0.0
G06001303580001,0.0,0.0,0.0,1206.3479999999968,0.0,0.0,0.0,0.0
G06001303790004,0.0,0.0,0.0,0.0,0.0,1290.831499999994,0.0,0.0
G06001303680022,0.0,0.0,0.0,0.0,2223.6555,0.0,0.0,0.0
G06001303071021,86.29799999999962,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G06001303690013,0.0,0.0,0.0,0.0,2519.7039999999997,0.0,0.0,0.0
G06001303820003,0.0,0.0,0.0,0.0,0.0,7150.877999999914,0.0,0.0
G06001303141041,0.0,2130.1754999999825,0.0,0.0,0.0,0.0,0.0,0.0
G06001303730001,0.0,0.0,0.0,0.0,4388.6675,0.0,0.0,0.0
G06001303050003,1937.1449999999916,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G06001303141033,0.0,1832.1224999999847,0.0,0.0,0.0,0.0,0.0,0.0
G06001303060022,8282.441999999963,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G06001303142002,0.0,1382.7059999999885,0.0,0.0,0.0,0.0,0.0,0.0
G06001303770001,0.0,0.0,0.0,0.0,0.0,817.9784999999999,0.0,0.0
G06001303072021,1436.3999999999937,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G06001303660023,0.0,0.0,0.0,0.0,2445.61349999998,0.0,0.0,0.0
G06001303142001,0.0,1107.2819999999908,0.0,0.0,0.0,0.0,0.0,0.0
G06001303672003,0.0,0.0,0.0,0.0,1649.0099999999927,0.0,0.0,0.0
G06001303820001,0.0,0.0,0.0,0.0,0.0,2163.1214999999743,0.0,0.0
G06001303132043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,706.7999999999968
G06001303131013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1855.919999999992
