,31516213,31299805,451675376,41783060,943344307,35560444,465115229,31364163
G06001303132041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2415.849999999989
G06001303110003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1753.699999999992
G06001303580002,0.0,0.0,0.0,1138.0999999999992,0.0,0.0,0.0,0.0
G06001303580001,0.0,0.0,0.0,1827.7999999999952,0.0,0.0,0.0,0.0
G06001303790004,0.0,0.0,0.0,0.0,0.0,2746.4499999999875,0.0,0.0
G06001303680022,0.0,0.0,0.0,0.0,1807.85,0.0,0.0,0.0
G06001303071021,719.1499999999968,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G06001303690013,0.0,0.0,0.0,0.0,2082.4,0.0,0.0,0.0
G06001303820003,0.0,0.0,0.0,0.0,0.0,2837.649999999966,0.0,0.0
G06001303141041,0.0,1731.8499999999858,0.0,0.0,0.0,0.0,0.0,0.0
G06001303730001,0.0,0.0,0.0,0.0,2227.75,0.0,0.0,0.0
G06001303050003,922.4499999999958,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G06001303141033,0.0,1593.149999999987,0.0,0.0,0.0,0.0,0.0,0.0
G06001303060022,2580.1999999999884,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G06001303142002,0.0,2659.049999999978,0.0,0.0,0.0,0.0,0.0,0.0
G06001303770001,0.0,0.0,0.0,0.0,0.0,1009.8499999999999,0.0,0.0
G06001303072021,1595.9999999999927,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G06001303660023,0.0,0.0,0.0,0.0,2811.049999999977,0.0,0.0,0.0
G06001303142001,0.0,2516.5499999999793,0.0,0.0,0.0,0.0,0.0,0.0
G06001303672003,0.0,0.0,0.0,0.0,1249.2499999999943,0.0,0.0,0.0
G06001303820001,0.0,0.0,0.0,0.0,0.0,1015.5499999999879,0.0,0.0
G06001303132043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1139.999999999995
G06001303131013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2319.8999999999896
G06001303362013,0.0,0.0,860.6999999999897,0.0,0.0,0.0,0.0,0.0
G06001303680014,0.0,0.0,0.0,0.0,1077.3,0.0,0.0,0.0
G06001303141031,0.0,2329.399999999981,0.0,0.0,0.0,0.0,0.0,0.0
G06001303141042,0.0,3980.5,0.0,0.0,0.0,0.0,0.0,0.0
G06001303790003,0.0,0.0,0.0,0.0,0.0,1056.3999999999953,0.0,0.0
G06001303820004,0.0,0.0,0.0,0.0,0.0,989.8999999999882,0.0,0.0
G06001303690014,0.0,0.0,0.0,0.0,1966.5,0.0,0.0,0.0
G06001303141023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2336.9999999999895
G06001303770005,0.0,0.0,0.0,0.0,0.0,1444.9499999999935,0.0,0.0
G06001303730003,0.0,0.0,0.0,0.0,1239.75,0.0,0.0,0.0
G06001303750001,0.0,0.0,0.0,0.0,1020.3011563331744,959.4988436668256,0.0,0.0
G06001303810001,0.0,0.0,0.0,0.0,0.0,1351.85,0.0,0.0
G06001303270001,0.0,0.0,0.0,0.0,0.0,0.0,1946.55,0.0
G06001303650021,0.0,0.0,0.0,0.0,2070.0499999999997,0.0,0.0,0.0
G06001303660021,0.0,0.0,0.0,0.0,1643.5,0.0,0.0,0.0
