,31553746,31555561,969939118,969948921,969948925,6989477,204345954,31557528,31556371,31556696,31556463,31556529,31556616,270279264,292031477,31577889,941658784,941658785,263003895,675888211,31795090,31795879,321775870,552580195,666402942,271403973,31528158,31579349,31820764,31856156,31796415,966639189,966639190,31797869,679932345,779799288,172600443,31516213,31516227,31530517,31540470,31583869,31583931,31583964,915941401,31530054,31298330
G06001303020051,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06001303020052,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06001303020053,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06001303020054,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06001303020061,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06001303020071,,0.0,0.0,,,0.149034887697281,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06001303020072,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06001303020081,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06001303020082,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06001303020091,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06001303020092,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06001303020101,,0.0,0.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06001303020102,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06001303020103,,,,,,0.0,0.0,0.0,0.0,,,0.204805082108233,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06001303020104,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,1.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06001303031021,,,,,,0.0,0.0,,0.0,,,1.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
G06001303031022,,,,,,,,,,,,,,,,,,,,0.0,0.872246027978297,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
G06001303031032,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
G06001303031033,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
G06001303031034,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
G06001303032011,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
G06001303032012,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
G06001303032013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25053716674531,0.0,,,,,,,,,,,,,,,,,
G06001303032021,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,1.0,0.0,0.0,,,,,,,,,,,,,,
G06001303032022,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,1.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
