,GISJOIN,REGION,POP
2861,G06002500112011,Southern California,3779
2862,G06002500112012,Southern California,2442
2863,G06002500112021,Southern California,2902
2864,G06002500112022,Southern California,1912
2865,G06002500112023,Southern California,812
2866,G06002500113001,Southern California,6167
2867,G06002500113002,Southern California,1924
2868,G06002500113003,Southern California,1902
2869,G06002500113004,Southern California,1702
2870,G06002500114001,Southern California,1558
2871,G06002500114002,Southern California,533
2872,G06002500114003,Southern California,2479
2873,G06002500115001,Southern California,1108
2874,G06002500115002,Southern California,1256
2875,G06002500115003,Southern California,1562
2876,G06002500115004,Southern California,2301
2877,G06002500116001,Southern California,1922
2878,G06002500116002,Southern California,1887
2879,G06002500116003,Southern California,333
2880,G06002500116004,Southern California,1586
2881,G06002500117001,Southern California,2556
2882,G06002500117002,Southern California,1287
2883,G06002500117003,Southern California,1400
2884,G06002500118011,Southern California,2105
2885,G06002500118012,Southern California,2318
2886,G06002500118021,Southern California,1699
2887,G06002500118022,Southern California,899
2888,G06002500118023,Southern California,1620
2889,G06002500118024,Southern California,1118
2890,G06002500118031,Southern California,6106
2891,G06002500119001,Southern California,118
2892,G06002500119002,Southern California,8624
2893,G06002500119003,Southern California,2714
2894,G06002500120011,Southern California,2551
2895,G06002500120012,Southern California,1333
2896,G06002500120021,Southern California,6097
2897,G06002500120022,Southern California,4668
2898,G06002500121001,Southern California,1683
2899,G06002500121002,Southern California,981
2900,G06002500121003,Southern California,1754
2901,G06002500121004,Southern California,2361
2902,G06002500122001,Southern California,2507
2903,G06002500122002,Southern California,1333
2904,G06002500122003,Southern California,1441
2905,G06002500122004,Southern California,1956
2906,G06002500123011,Southern California,4895
2907,G06002500123012,Southern California,89
2908,G06002500123021,Southern California,574
2909,G06002500123022,Southern California,3717
2910,G06002500123023,Southern California,1999
2911,G06002500124001,Southern California,521
2912,G06002500124002,Southern California,192
2913,G06002509400001,Southern California,849
2914,G06002509400002,Southern California,433
2915,G06002509400003,Southern California,382
2916,G06002700001001,Sierra Nevada,1741
2917,G06002700001002,Sierra Nevada,1013
2918,G06002700002001,Central Valley,1251
2919,G06002700002002,Central Valley,627
2920,G06002700003001,Sierra Nevada,1050
2921,G06002700003002,Sierra Nevada,1491
2922,G06002700004001,Sierra Nevada,1587
2923,G06002700004002,Sierra Nevada,1664
2924,G06002700004003,Sierra Nevada,1576
2925,G06002700004004,Sierra Nevada,639
2926,G06002700005001,Central Valley,760
2927,G06002700005002,Sierra Nevada,1524
2928,G06002700008001,Sierra Nevada,691
2929,G06002700008002,Central Valley,525
2930,G06002700008003,Sierra Nevada,845
2931,G06002700008004,Central Valley,993
2932,G06002900001011,Central Valley,1284
2933,G06002900001012,Central Valley,955
2934,G06002900001013,Central Valley,1392
2935,G06002900001014,Central Valley,1975
2936,G06002900001015,Central Valley,7366
2937,G06002900001021,Central Valley,1808
2938,G06002900001022,Central Valley,1541
2939,G06002900002001,Central Valley,452
2940,G06002900002002,Central Valley,1697
2941,G06002900002003,Central Valley,880
2942,G06002900002004,Central Valley,835
2943,G06002900002005,Central Valley,1010
2944,G06002900002006,Central Valley,855
2945,G06002900002007,Central Valley,1719
2946,G06002900003001,Central Valley,1838
2947,G06002900003002,Central Valley,2042
2948,G06002900003003,Central Valley,953
2949,G06002900003004,Central Valley,489
2950,G06002900004001,Central Valley,1370
2951,G06002900004002,Central Valley,1699
2952,G06002900004003,Central Valley,1231
2953,G06002900005031,Central Valley,4518
2954,G06002900005032,Central Valley,1364
2955,G06002900005033,Central Valley,2449
2956,G06002900005041,Central Valley,1726
2957,G06002900005042,Central Valley,3251
2958,G06002900005051,Central Valley,1662
2959,G06002900005052,Central Valley,2144
2960,G06002900005061,Central Valley,2371
2961,G06002900005071,Central Valley,3736
2962,G06002900006001,Central Valley,1805
2963,G06002900006002,Central Valley,891
2964,G06002900006003,Central Valley,1862
2965,G06002900006004,Central Valley,2933
2966,G06002900007001,Central Valley,1585
2967,G06002900007002,Central Valley,1146
2968,G06002900007003,Central Valley,827
2969,G06002900007004,Central Valley,1238
2970,G06002900007005,Central Valley,766
2971,G06002900008001,Central Valley,1284
2972,G06002900008002,Central Valley,1325
2973,G06002900008003,Central Valley,796
2974,G06002900008004,Central Valley,902
2975,G06002900008005,Central Valley,1144
2976,G06002900009021,Central Valley,2584
2977,G06002900009022,Central Valley,827
2978,G06002900009031,Central Valley,3126
2979,G06002900009032,Central Valley,920
2980,G06002900009041,Central Valley,1536
2981,G06002900009042,Central Valley,1636
2982,G06002900009043,Central Valley,1495
2983,G06002900009051,Central Valley,1166
2984,G06002900009052,Central Valley,1555
2985,G06002900009061,Central Valley,2815
2986,G06002900009062,Central Valley,1703
2987,G06002900009071,Central Valley,2521
2988,G06002900009081,Central Valley,1883
2989,G06002900009082,Central Valley,1849
2990,G06002900009083,Central Valley,1372
2991,G06002900009091,Central Valley,1196
2992,G06002900009092,Central Valley,1532
2993,G06002900009101,Central Valley,2127
2994,G06002900009102,Central Valley,1477
2995,G06002900009103,Central Valley,4981
2996,G06002900009104,Central Valley,2818
2997,G06002900010001,Central Valley,3220
2998,G06002900010002,Central Valley,3714
2999,G06002900010003,Central Valley,1744
3000,G06002900010004,Central Valley,1964
3001,G06002900011011,Central Valley,3281
3002,G06002900011012,Central Valley,3001
3003,G06002900011021,Central Valley,2830
3004,G06002900011022,Central Valley,998
3005,G06002900011023,Central Valley,1915
3006,G06002900011024,Central Valley,1097
3007,G06002900011031,Central Valley,1879
3008,G06002900011032,Central Valley,2171
3009,G06002900011033,Central Valley,1350
3010,G06002900012011,Central Valley,1757
3011,G06002900012012,Central Valley,1179
3012,G06002900012021,Central Valley,1302
3013,G06002900012022,Central Valley,2393
3014,G06002900012023,Central Valley,1382
3015,G06002900012024,Central Valley,972
3016,G06002900013001,Central Valley,1118
3017,G06002900013002,Central Valley,1152
3018,G06002900013003,Central Valley,1746
3019,G06002900013004,Central Valley,752
3020,G06002900013005,Central Valley,670
3021,G06002900013006,Central Valley,1676
3022,G06002900014001,Central Valley,1944
3023,G06002900014002,Central Valley,1924
3024,G06002900014003,Central Valley,1055
3025,G06002900014004,Central Valley,3077
3026,G06002900015001,Central Valley,954
3027,G06002900015002,Central Valley,799
3028,G06002900015003,Central Valley,833
3029,G06002900016001,Central Valley,1516
3030,G06002900016002,Central Valley,451
3031,G06002900017001,Central Valley,951
3032,G06002900017002,Central Valley,1084
3033,G06002900017003,Central Valley,1233
3034,G06002900017004,Central Valley,471
3035,G06002900018011,Central Valley,1447
3036,G06002900018012,Central Valley,2185
3037,G06002900018013,Central Valley,1982
3038,G06002900018021,Central Valley,1016
3039,G06002900018022,Central Valley,2616
3040,G06002900018023,Central Valley,1981
3041,G06002900019011,Central Valley,810
3042,G06002900019012,Central Valley,951
3043,G06002900019013,Central Valley,1305
3044,G06002900019014,Central Valley,631
3045,G06002900019021,Central Valley,1138
3046,G06002900019022,Central Valley,858
3047,G06002900019023,Central Valley,1059
3048,G06002900019024,Central Valley,1540
3049,G06002900020001,Central Valley,1056
3050,G06002900020002,Central Valley,1401
3051,G06002900020003,Central Valley,2186
3052,G06002900020004,Central Valley,2298
3053,G06002900021001,Central Valley,422
3054,G06002900021002,Central Valley,984
3055,G06002900021003,Central Valley,1081
3056,G06002900021004,Central Valley,703
3057,G06002900022001,Central Valley,1767
3058,G06002900022002,Central Valley,702
3059,G06002900022003,Central Valley,913
3060,G06002900022004,Central Valley,1376
3061,G06002900022005,Central Valley,875
3062,G06002900023011,Central Valley,4485
3063,G06002900023012,Central Valley,4104
3064,G06002900023013,Central Valley,915
3065,G06002900023014,Central Valley,1268
3066,G06002900023021,Central Valley,2479
3067,G06002900023022,Central Valley,1324
3068,G06002900024001,Central Valley,8384
3069,G06002900025001,Central Valley,1080
3070,G06002900025002,Central Valley,1275
3071,G06002900025003,Central Valley,3585
3072,G06002900025004,Central Valley,1381
3073,G06002900025005,Central Valley,1731
3074,G06002900026001,Central Valley,836
3075,G06002900026002,Central Valley,1340
3076,G06002900026003,Central Valley,1301
3077,G06002900027001,Central Valley,1264
3078,G06002900027002,Central Valley,643
3079,G06002900027003,Central Valley,1804
3080,G06002900027004,Central Valley,1161
3081,G06002900027005,Central Valley,1031
3082,G06002900028041,Central Valley,1076
3083,G06002900028042,Central Valley,1434
3084,G06002900028061,Central Valley,2112
3085,G06002900028071,Central Valley,1898
3086,G06002900028072,Central Valley,466
3087,G06002900028073,Central Valley,370
3088,G06002900028074,Central Valley,979
3089,G06002900028081,Central Valley,1348
3090,G06002900028082,Central Valley,999
3091,G06002900028083,Central Valley,2291
3092,G06002900028084,Central Valley,896
3093,G06002900028085,Central Valley,1576
3094,G06002900028111,Central Valley,3437
3095,G06002900028121,Central Valley,1591
3096,G06002900028122,Central Valley,1007
3097,G06002900028123,Central Valley,1877
3098,G06002900028124,Central Valley,546
3099,G06002900028131,Central Valley,1271
3100,G06002900028132,Central Valley,1073
3101,G06002900028133,Central Valley,2068
3102,G06002900028141,Central Valley,1336
3103,G06002900028142,Central Valley,1173
3104,G06002900028143,Central Valley,1529
3105,G06002900028151,Central Valley,1670
3106,G06002900028152,Central Valley,2336
3107,G06002900028161,Central Valley,3335
3108,G06002900028162,Central Valley,824
3109,G06002900028163,Central Valley,1678
3110,G06002900028171,Central Valley,1118
3111,G06002900028172,Central Valley,2273
3112,G06002900028173,Central Valley,1982
3113,G06002900028181,Central Valley,2373
3114,G06002900028182,Central Valley,1677
3115,G06002900028191,Central Valley,1912
3116,G06002900028192,Central Valley,2870
3117,G06002900028201,Central Valley,1115
3118,G06002900028202,Central Valley,1921
3119,G06002900028203,Central Valley,2122
3120,G06002900028204,Central Valley,1348
3121,G06002900028211,Central Valley,1609
3122,G06002900028212,Central Valley,1378
3123,G06002900028213,Central Valley,1863
3124,G06002900029001,Central Valley,1576
3125,G06002900029002,Central Valley,2451
3126,G06002900029003,Central Valley,2368
3127,G06002900029004,Central Valley,1029
3128,G06002900030001,Central Valley,612
3129,G06002900030002,Central Valley,1171
3130,G06002900030003,Central Valley,592
3131,G06002900030004,Central Valley,2533
3132,G06002900030005,Central Valley,1251
3133,G06002900030006,Central Valley,1393
3134,G06002900031031,Central Valley,787
3135,G06002900031032,Central Valley,2198
3136,G06002900031033,Central Valley,1099
3137,G06002900031121,Central Valley,1767
3138,G06002900031122,Central Valley,1643
3139,G06002900031123,Central Valley,1811
3140,G06002900031131,Central Valley,2901
3141,G06002900031132,Central Valley,2092
3142,G06002900031141,Central Valley,1317
3143,G06002900031142,Central Valley,1131
3144,G06002900031143,Central Valley,2947
3145,G06002900031144,Central Valley,2440
3146,G06002900031151,Central Valley,1409
3147,G06002900031152,Central Valley,1617
3148,G06002900031153,Central Valley,1790
3149,G06002900031211,Central Valley,1569
3150,G06002900031212,Central Valley,1008
3151,G06002900031213,Central Valley,2537
3152,G06002900031214,Central Valley,1495
3153,G06002900031215,Central Valley,1730
3154,G06002900031221,Central Valley,3358
3155,G06002900031222,Central Valley,1359
3156,G06002900031223,Central Valley,1298
3157,G06002900031224,Central Valley,1955
3158,G06002900031231,Central Valley,6793
3159,G06002900031232,Central Valley,3974
3160,G06002900031233,Central Valley,1113
3161,G06002900031234,Central Valley,1998
3162,G06002900031235,Central Valley,1812
3163,G06002900031236,Central Valley,3187
3164,G06002900031241,Central Valley,1023
3165,G06002900031242,Central Valley,2364
3166,G06002900031243,Central Valley,1614
3167,G06002900031244,Central Valley,1122
3168,G06002900032021,Central Valley,6193
3169,G06002900032022,Central Valley,6645
3170,G06002900032023,Central Valley,2887
3171,G06002900032024,Central Valley,1517
3172,G06002900032025,Central Valley,1542
3173,G06002900032031,Central Valley,2260
3174,G06002900032041,Central Valley,11455
3175,G06002900032051,Central Valley,3353
3176,G06002900032052,Central Valley,2715
3177,G06002900032053,Central Valley,4217
3178,G06002900032061,Central Valley,4213
3179,G06002900032062,Central Valley,5601
3180,G06002900032063,Central Valley,11624
3181,G06002900033031,Central Coast,1521
3182,G06002900033041,Central Valley,1115
3183,G06002900033042,Central Coast,1029
3184,G06002900033043,Central Valley,1214
3185,G06002900033051,Central Coast,1393
3186,G06002900033052,Central Valley,752
