OID_,GISJOIN,REGION
930,G06000104446011,Bay Area
931,G06000104446012,Bay Area
932,G06000104446021,Bay Area
933,G06000104446022,Bay Area
934,G06000104501011,Bay Area
935,G06000104501021,Bay Area
936,G06000104501022,Bay Area
937,G06000104501023,Bay Area
938,G06000104502001,Bay Area
939,G06000104502002,Bay Area
940,G06000104502003,Bay Area
941,G06000104503001,Bay Area
942,G06000104503002,Bay Area
943,G06000104504001,Bay Area
944,G06000104504002,Bay Area
945,G06000104504003,Bay Area
946,G06000104505011,Bay Area
947,G06000104505012,Bay Area
948,G06000104505021,Bay Area
949,G06000104505022,Bay Area
950,G06000104506011,Bay Area
951,G06000104506012,Bay Area
952,G06000104506021,Bay Area
953,G06000104506022,Bay Area
954,G06000104506023,Bay Area
955,G06000104506024,Bay Area
956,G06000104506025,Bay Area
957,G06000104506031,Bay Area
958,G06000104506032,Bay Area
959,G06000104506033,Bay Area
960,G06000104506034,Bay Area
961,G06000104506041,Bay Area
962,G06000104506042,Bay Area
963,G06000104506043,Bay Area
964,G06000104506044,Bay Area
965,G06000104506051,Bay Area
966,G06000104506052,Bay Area
967,G06000104506053,Bay Area
968,G06000104506061,Bay Area
969,G06000104506062,Bay Area
970,G06000104506063,Bay Area
971,G06000104506071,Bay Area
972,G06000104506072,Bay Area
973,G06000104507011,Bay Area
974,G06000104507012,Bay Area
975,G06000104507013,Bay Area
976,G06000104507014,Bay Area
977,G06000104507411,Bay Area
978,G06000104507412,Bay Area
979,G06000104507413,Bay Area
980,G06000104507421,Bay Area
981,G06000104507422,Bay Area
982,G06000104507423,Bay Area
983,G06000104507431,Bay Area
984,G06000104507432,Bay Area
985,G06000104507441,Bay Area
986,G06000104507442,Bay Area
987,G06000104507451,Bay Area
988,G06000104507452,Bay Area
989,G06000104507461,Bay Area
990,G06000104507462,Bay Area
991,G06000104507501,Bay Area
992,G06000104507511,Bay Area
993,G06000104507521,Bay Area
994,G06000104511011,Bay Area
995,G06000104511012,Bay Area
996,G06000104511013,Bay Area
997,G06000104511014,Bay Area
998,G06000104511015,Bay Area
999,G06000104511021,Bay Area
1000,G06000104511022,Bay Area
1001,G06000104512011,Bay Area
1002,G06000104512012,Bay Area
1003,G06000104512013,Bay Area
1004,G06000104512021,Bay Area
1005,G06000104512022,Bay Area
1006,G06000104512023,Bay Area
1007,G06000104513001,Bay Area
1008,G06000104513002,Bay Area
1009,G06000104513003,Bay Area
1010,G06000104514011,Bay Area
1011,G06000104514012,Bay Area
1012,G06000104514013,Bay Area
1013,G06000104514031,Bay Area
1014,G06000104514032,Bay Area
1015,G06000104514041,Bay Area
1016,G06000104514042,Bay Area
1017,G06000104514043,Bay Area
1018,G06000104515011,Bay Area
1019,G06000104515012,Bay Area
1020,G06000104515031,Bay Area
1021,G06000104515032,Bay Area
1022,G06000104515033,Bay Area
1023,G06000104515034,Bay Area
1024,G06000104515041,Bay Area
1025,G06000104515051,Bay Area
1026,G06000104515052,Bay Area
1027,G06000104515061,Bay Area
1028,G06000104515062,Bay Area
1029,G06000104516011,Bay Area
1030,G06000104516012,Bay Area
1031,G06000104516021,Bay Area
1032,G06000104516022,Bay Area
1033,G06000104516023,Bay Area
1034,G06000104516024,Bay Area
1035,G06000104517011,Bay Area
1036,G06000104517012,Bay Area
1037,G06000104517013,Bay Area
1038,G06000104517031,Bay Area
1039,G06000104517032,Bay Area
1040,G06000104517041,Bay Area
1041,G06000104517042,Bay Area
1042,G06000104517043,Bay Area
1043,G06000109819001,Bay Area
1044,G06000109820001,Bay Area
1045,G06000109832001,Bay Area
1046,G06000300100001,Sierra Nevada
1047,G06000300100002,Sierra Nevada
1048,G06000500001011,Sierra Nevada
1049,G06000500001012,Sierra Nevada
1050,G06000500001013,Sierra Nevada
1051,G06000500001014,Sierra Nevada
1052,G06000500001021,Sierra Nevada
1053,G06000500001022,Sierra Nevada
1054,G06000500002001,Sierra Nevada
1055,G06000500002002,Sierra Nevada
1056,G06000500002003,Sierra Nevada
1057,G06000500002004,Sierra Nevada
1058,G06000500002005,Sierra Nevada
1059,G06000500003011,Central Valley
1060,G06000500003012,Central Valley
1061,G06000500003031,Sierra Nevada
1062,G06000500003032,Central Valley
1063,G06000500003041,Sierra Nevada
1064,G06000500003042,Central Valley
1065,G06000500004011,Sierra Nevada
1066,G06000500004012,Sierra Nevada
1067,G06000500004013,Sierra Nevada
1068,G06000500004014,Sierra Nevada
1069,G06000500004021,Sierra Nevada
1070,G06000500004022,Sierra Nevada
1071,G06000500004023,Sierra Nevada
1072,G06000500004024,Sierra Nevada
1073,G06000500005001,Sierra Nevada
1074,G06000500005002,Sierra Nevada
1075,G06000500005003,Sierra Nevada
1076,G06000700001021,Central Valley
1077,G06000700001022,Central Valley
1078,G06000700001023,Central Valley
1079,G06000700001031,Central Valley
1080,G06000700001041,Central Valley
1081,G06000700001042,Central Valley
1082,G06000700001043,Central Valley
1083,G06000700002011,Central Valley
1084,G06000700002012,Central Valley
1085,G06000700002013,Central Valley
1086,G06000700002014,Central Valley
1087,G06000700002021,Central Valley
1088,G06000700002022,Central Valley
1089,G06000700002023,Central Valley
1090,G06000700002024,Central Valley
1091,G06000700003001,Central Valley
1092,G06000700003002,Central Valley
1093,G06000700003003,Central Valley
1094,G06000700003004,Central Valley
1095,G06000700004011,Central Valley
1096,G06000700004021,Central Valley
1097,G06000700004022,Central Valley
1098,G06000700004023,Central Valley
1099,G06000700004024,Central Valley
1100,G06000700005011,Central Valley
1101,G06000700005012,Central Valley
1102,G06000700005013,Central Valley
1103,G06000700005014,Central Valley
1104,G06000700005021,Central Valley
1105,G06000700005022,Central Valley
1106,G06000700005023,Central Valley
1107,G06000700005024,Central Valley
1108,G06000700006011,Central Valley
1109,G06000700006012,Central Valley
1110,G06000700006013,Central Valley
1111,G06000700006031,Central Valley
1112,G06000700006032,Central Valley
1113,G06000700006033,Central Valley
1114,G06000700006034,Central Valley
1115,G06000700006041,Central Valley
1116,G06000700006042,Central Valley
1117,G06000700006043,Central Valley
1118,G06000700006044,Central Valley
1119,G06000700006045,Central Valley
1120,G06000700007001,Central Valley
1121,G06000700007002,Central Valley
1122,G06000700007003,Central Valley
1123,G06000700007004,Central Valley
1124,G06000700008001,Central Valley
1125,G06000700008002,Central Valley
1126,G06000700008003,Central Valley
1127,G06000700008004,Central Valley
1128,G06000700008005,Central Valley
1129,G06000700008006,Central Valley
1130,G06000700009011,Central Valley
1131,G06000700009031,Central Valley
1132,G06000700009032,Central Valley
1133,G06000700009033,Central Valley
1134,G06000700009034,Central Valley
1135,G06000700009041,Central Valley
1136,G06000700009042,Central Valley
1137,G06000700009043,Central Valley
1138,G06000700010001,Central Valley
1139,G06000700010002,Central Valley
1140,G06000700010003,Central Valley
1141,G06000700010004,Central Valley
1142,G06000700010005,Central Valley
1143,G06000700010006,Central Valley
1144,G06000700011001,Central Valley
1145,G06000700011002,Central Valley
1146,G06000700011003,Central Valley
1147,G06000700011004,Central Valley
1148,G06000700011005,Central Valley
1149,G06000700012001,Central Valley
1150,G06000700012002,Central Valley
1151,G06000700012003,Central Valley
1152,G06000700012004,Central Valley
1153,G06000700013001,Central Valley
1154,G06000700013002,Central Valley
1155,G06000700013003,Central Valley
1156,G06000700013004,Central Valley
1157,G06000700014001,Central Valley
1158,G06000700014002,Central Valley
1159,G06000700014003,Central Valley
1160,G06000700014004,Central Valley
1161,G06000700015001,Central Valley
1162,G06000700015002,Central Valley
1163,G06000700015003,Central Valley
1164,G06000700015004,Central Valley
1165,G06000700015005,Central Valley
1166,G06000700016001,Central Valley
1167,G06000700016002,Central Valley
1168,G06000700016003,Central Valley
1169,G06000700016004,Central Valley
1170,G06000700017021,Central Valley
1171,G06000700017022,Central Valley
1172,G06000700017023,Central Valley
1173,G06000700017024,Central Valley
1174,G06000700017031,Central Valley
1175,G06000700017032,Central Valley
1176,G06000700017041,Central Valley
1177,G06000700017042,Central Valley
1178,G06000700017043,Central Valley
1179,G06000700018001,Central Valley
1180,G06000700018002,Central Valley
1181,G06000700018003,Central Valley
1182,G06000700018004,Central Valley
1183,G06000700018005,Central Valley
1184,G06000700019001,Central Valley
1185,G06000700019002,Central Valley
1186,G06000700019003,Central Valley
1187,G06000700019004,Central Valley
1188,G06000700020001,Central Valley
1189,G06000700020002,Central Valley
1190,G06000700020003,Central Valley
1191,G06000700020004,Central Valley
1192,G06000700020005,Central Valley
1193,G06000700020006,Central Valley
1194,G06000700021001,Central Valley
1195,G06000700021002,Central Valley
1196,G06000700021003,Central Valley
1197,G06000700021004,Central Valley
1198,G06000700021005,Central Valley
1199,G06000700022001,Central Valley
1200,G06000700022002,Central Valley
1201,G06000700022003,Central Valley
1202,G06000700022004,Central Valley
1203,G06000700023001,Central Valley
1204,G06000700023002,Central Valley
1205,G06000700023003,Central Valley
1206,G06000700023004,Central Valley
1207,G06000700023005,Central Valley
1208,G06000700024001,Central Valley
1209,G06000700024002,Central Valley
1210,G06000700024003,Central Valley
1211,G06000700024004,Central Valley
1212,G06000700024005,Central Valley
1213,G06000700025001,Central Valley
1214,G06000700025002,Central Valley
1215,G06000700025003,Central Valley
1216,G06000700025004,Central Valley
1217,G06000700026011,Central Valley
1218,G06000700026012,Central Valley
1219,G06000700026013,Central Valley
1220,G06000700026021,Central Valley
1221,G06000700026022,Central Valley
1222,G06000700026023,Central Valley
1223,G06000700027001,Central Valley
1224,G06000700027002,Central Valley
1225,G06000700027003,Central Valley
1226,G06000700027004,Central Valley
1227,G06000700027005,Central Valley
1228,G06000700027006,Central Valley
1229,G06000700028001,Central Valley
1230,G06000700028002,Central Valley
1231,G06000700028003,Central Valley
1232,G06000700028004,Central Valley
1233,G06000700028005,Central Valley
1234,G06000700029001,Central Valley
1235,G06000700029002,Central Valley
1236,G06000700030011,Central Valley
1237,G06000700030012,Central Valley
1238,G06000700030013,Central Valley
1239,G06000700030014,Central Valley
1240,G06000700030021,Central Valley
1241,G06000700030022,Central Valley
1242,G06000700030023,Central Valley
1243,G06000700030024,Central Valley
1244,G06000700031001,Central Valley
1245,G06000700031002,Central Valley
1246,G06000700031003,Central Valley
1247,G06000700031004,Central Valley
1248,G06000700032001,Central Valley
1249,G06000700032002,Central Valley
1250,G06000700032003,Central Valley
1251,G06000700033001,Central Valley
1252,G06000700033002,Central Valley
1253,G06000700033003,Central Valley
1254,G06000700034001,Central Valley
1255,G06000700034002,Central Valley
1256,G06000700035011,Central Valley
1257,G06000700035012,Central Valley
1258,G06000700035013,Central Valley
1259,G06000700035014,Central Valley
1260,G06000700035021,Central Valley
1261,G06000700035022,Central Valley
1262,G06000700035023,Central Valley
1263,G06000700035024,Central Valley
1264,G06000700036001,Central Valley
1265,G06000700036002,Central Valley
1266,G06000700036003,Central Valley
1267,G06000700037001,Central Valley
1268,G06000700037002,Central Valley
1269,G06000700037003,Central Valley
1270,G06000700037004,Central Valley
1271,G06000900001201,Central Valley
1272,G06000900001211,Sierra Nevada
1273,G06000900001212,Sierra Nevada
1274,G06000900001221,Sierra Nevada
1275,G06000900001222,Sierra Nevada
1276,G06000900001223,Sierra Nevada
1277,G06000900002101,Sierra Nevada
1278,G06000900002102,Central Valley
1279,G06000900002103,Sierra Nevada
1280,G06000900002104,Central Valley
1281,G06000900002201,Sierra Nevada
1282,G06000900002202,Central Valley
1283,G06000900003001,Sierra Nevada
1284,G06000900003002,Sierra Nevada
1285,G06000900003003,Sierra Nevada
1286,G06000900003004,Sierra Nevada
1287,G06000900003005,Sierra Nevada
1288,G06000900004001,Sierra Nevada
1289,G06000900004002,Sierra Nevada
1290,G06000900004003,Sierra Nevada
1291,G06000900004004,Sierra Nevada
1292,G06000900004005,Sierra Nevada
1293,G06000900004006,Sierra Nevada
1294,G06000900005011,Sierra Nevada
1295,G06000900005012,Sierra Nevada
1296,G06000900005031,Sierra Nevada
1297,G06000900005032,Sierra Nevada
1298,G06000900005033,Sierra Nevada
1299,G06000900005041,Sierra Nevada
1300,G06000900005042,Sierra Nevada
1301,G06001100001001,Central Valley
1302,G06001100001002,Central Valley
1303,G06001100001003,Central Valley
1304,G06001100001004,Central Valley
1305,G06001100002001,Central Valley
1306,G06001100002002,Central Valley
1307,G06001100002003,Central Valley
1308,G06001100002004,Central Valley
1309,G06001100002005,Central Valley
1310,G06001100003001,Central Valley
1311,G06001100003002,Central Valley
1312,G06001100003003,Central Valley
1313,G06001100003004,Central Valley
1314,G06001100004001,Central Valley
1315,G06001100004002,Central Valley
1316,G06001100004003,Central Valley
1317,G06001100005001,Central Valley
1318,G06001100005002,Central Valley
1319,G06001100005003,Central Valley
1320,G06001100005004,Central Valley
1321,G06001303010001,Bay Area
1322,G06001303010002,Bay Area
1323,G06001303010003,Bay Area
1324,G06001303020051,Bay Area
1325,G06001303020052,Bay Area
1326,G06001303020053,Bay Area
1327,G06001303020054,Bay Area
1328,G06001303020061,Bay Area
1329,G06001303020062,Bay Area
1330,G06001303020071,Bay Area
1331,G06001303020072,Bay Area
1332,G06001303020081,Bay Area
1333,G06001303020082,Bay Area
1334,G06001303020091,Bay Area
1335,G06001303020092,Bay Area
1336,G06001303020101,Bay Area
1337,G06001303020102,Bay Area
1338,G06001303020103,Bay Area
1339,G06001303020104,Bay Area
1340,G06001303031021,Bay Area
1341,G06001303031022,Bay Area
1342,G06001303031031,Bay Area
1343,G06001303031032,Bay Area
1344,G06001303031033,Bay Area
1345,G06001303031034,Bay Area
1346,G06001303032011,Bay Area
1347,G06001303032012,Bay Area
1348,G06001303032013,Bay Area
1349,G06001303032021,Bay Area
1350,G06001303032022,Bay Area
1351,G06001303032023,Bay Area
1352,G06001303032024,Bay Area
1353,G06001303032031,Bay Area
1354,G06001303032041,Bay Area
1355,G06001303032042,Bay Area
1356,G06001303032043,Bay Area
1357,G06001303032051,Bay Area
1358,G06001303032052,Bay Area
1359,G06001303040011,Bay Area
1360,G06001303040021,Bay Area
1361,G06001303040031,Bay Area
1362,G06001303040032,Bay Area
1363,G06001303040033,Bay Area
1364,G06001303040041,Bay Area
1365,G06001303040042,Bay Area
1366,G06001303040051,Bay Area
1367,G06001303040052,Bay Area
1368,G06001303050001,Bay Area
1369,G06001303050002,Bay Area
1370,G06001303050003,Bay Area
1371,G06001303050004,Bay Area
1372,G06001303050005,Bay Area
1373,G06001303060021,Bay Area
1374,G06001303060022,Bay Area
1375,G06001303060031,Bay Area
1376,G06001303060032,Bay Area
1377,G06001303060033,Bay Area
1378,G06001303060041,Bay Area
1379,G06001303060042,Bay Area
1380,G06001303071011,Bay Area
1381,G06001303071012,Bay Area
1382,G06001303071013,Bay Area
1383,G06001303071021,Bay Area
1384,G06001303071022,Bay Area
1385,G06001303071023,Bay Area
1386,G06001303071024,Bay Area
1387,G06001303072011,Bay Area
1388,G06001303072012,Bay Area
1389,G06001303072021,Bay Area
1390,G06001303072022,Bay Area
1391,G06001303072023,Bay Area
1392,G06001303072041,Bay Area
1393,G06001303072042,Bay Area
1394,G06001303072043,Bay Area
1395,G06001303072051,Bay Area
1396,G06001303072052,Bay Area
1397,G06001303072053,Bay Area
1398,G06001303072054,Bay Area
1399,G06001303080011,Bay Area
1400,G06001303080012,Bay Area
1401,G06001303080013,Bay Area
1402,G06001303080014,Bay Area
1403,G06001303080021,Bay Area
1404,G06001303080022,Bay Area
1405,G06001303090001,Bay Area
1406,G06001303090002,Bay Area
1407,G06001303100001,Bay Area
1408,G06001303100002,Bay Area
1409,G06001303100003,Bay Area
1410,G06001303110001,Bay Area
1411,G06001303110002,Bay Area
1412,G06001303110003,Bay Area
1413,G06001303120001,Bay Area
1414,G06001303131011,Bay Area
1415,G06001303131012,Bay Area
1416,G06001303131013,Bay Area
1417,G06001303131014,Bay Area
1418,G06001303131021,Bay Area
1419,G06001303131022,Bay Area
1420,G06001303131031,Bay Area
1421,G06001303131032,Bay Area
1422,G06001303131033,Bay Area
1423,G06001303132031,Bay Area
1424,G06001303132032,Bay Area
1425,G06001303132033,Bay Area
1426,G06001303132041,Bay Area
1427,G06001303132042,Bay Area
1428,G06001303132043,Bay Area
1429,G06001303132051,Bay Area
1430,G06001303132061,Bay Area
1431,G06001303132062,Bay Area
1432,G06001303132063,Bay Area
1433,G06001303141021,Bay Area
1434,G06001303141022,Bay Area
1435,G06001303141023,Bay Area
1436,G06001303141031,Bay Area
1437,G06001303141032,Bay Area
1438,G06001303141033,Bay Area
1439,G06001303141041,Bay Area
1440,G06001303141042,Bay Area
1441,G06001303141043,Bay Area
1442,G06001303141044,Bay Area
1443,G06001303142001,Bay Area
1444,G06001303142002,Bay Area
1445,G06001303142003,Bay Area
1446,G06001303150001,Bay Area
1447,G06001303150002,Bay Area
1448,G06001303160001,Bay Area
1449,G06001303170001,Bay Area
1450,G06001303170002,Bay Area
1451,G06001303180001,Bay Area
1452,G06001303180002,Bay Area
1453,G06001303180003,Bay Area
1454,G06001303190001,Bay Area
1455,G06001303190002,Bay Area
1456,G06001303190003,Bay Area
1457,G06001303190004,Bay Area
1458,G06001303190005,Bay Area
1459,G06001303190006,Bay Area
1460,G06001303200011,Bay Area
1461,G06001303200012,Bay Area
1462,G06001303200031,Bay Area
1463,G06001303200041,Bay Area
1464,G06001303200042,Bay Area
1465,G06001303200043,Bay Area
1466,G06001303211011,Bay Area
1467,G06001303211012,Bay Area
1468,G06001303211013,Bay Area
1469,G06001303211014,Bay Area
1470,G06001303211021,Bay Area
1471,G06001303211022,Bay Area
1472,G06001303211023,Bay Area
1473,G06001303211024,Bay Area
1474,G06001303211031,Bay Area
1475,G06001303211032,Bay Area
1476,G06001303211033,Bay Area
1477,G06001303212001,Bay Area
1478,G06001303212002,Bay Area
1479,G06001303212003,Bay Area
1480,G06001303220001,Bay Area
1481,G06001303220002,Bay Area
1482,G06001303220003,Bay Area
1483,G06001303220004,Bay Area
