,GISJOIN,BLOCKGROUPPOP19,BLOCKGROUPHH19,PCT_LESSHS,PCT_UNEMP,PCT_RENT,PCT_LINGISO,PCT_POV,RATE_ASTH,RATE_LBW,RATE_CVD,SCORE_CI_TRACT,SCORE_PCTL_CI_TRACT,SCORE_POLLUT,SCORE_PCTL_POLLUT
34,G06000104012001,1143,472,0.082313681868743,0.012145748987854251,0.552966101694915,0.0,0.266841644794401,89.79,2.92,11.51,20.2498287,38.1114473,4.990623009,45.31425016
35,G06000104012002,700,373,0.0,0.03389830508474576,0.611260053619303,0.0268096514745308,0.14766081871345,89.79,2.92,11.51,20.2498287,38.1114473,4.990623009,45.31425016
36,G06000104012003,776,385,0.109955423476969,0.08,0.690909090909091,0.0675324675324675,0.161082474226804,89.79,2.92,11.51,20.2498287,38.1114473,4.990623009,45.31425016
37,G06000104013001,1332,534,0.0902591599642538,0.028782894736842105,0.786516853932584,0.050561797752809,0.417309340188518,109.78,6.61,11.76,43.67758883,80.34543621,6.278784555,73.97635345
38,G06000104013002,1361,654,0.232786885245902,0.04229607250755287,0.957186544342508,0.212538226299694,0.607090103397341,109.78,6.61,11.76,43.67758883,80.34543621,6.278784555,73.97635345
39,G06000104013003,1228,639,0.0364145658263305,0.04597701149425287,0.762128325508607,0.0297339593114241,0.225516621743037,109.78,6.61,11.76,43.67758883,80.34543621,6.278784555,73.97635345
40,G06000104014001,1864,584,0.136531365313653,0.023553162853297442,0.773972602739726,0.0,0.526824034334764,81.9,6.15,8.24,45.0841377,82.12304589,6.780753436,83.38518979
41,G06000104014002,1860,685,0.189908899789769,0.03302433371958285,0.792700729927007,0.072992700729927,0.538172043010753,81.9,6.15,8.24,45.0841377,82.12304589,6.780753436,83.38518979
42,G06000104014003,1008,329,0.168862275449102,0.0979381443298969,0.914893617021277,0.0972644376899696,0.575396825396825,81.9,6.15,8.24,45.0841377,82.12304589,6.780753436,83.38518979
43,G06000104015001,1058,526,0.158008658008658,0.05209397344228805,0.750950570342205,0.0475285171102662,0.517013232514178,103.03,9.55,9.56,44.5282079,81.42965203999998,6.504772469,78.78033603
44,G06000104015002,1041,339,0.0495767835550181,0.04133180252583238,0.557522123893805,0.0884955752212389,0.190201729106628,103.03,9.55,9.56,44.5282079,81.42965203999998,6.504772469,78.78033603
45,G06000104015003,740,277,0.0809443507588533,0.04927536231884058,0.541516245487365,0.0469314079422383,0.360810810810811,103.03,9.55,9.56,44.5282079,81.42965203999998,6.504772469,78.78033603
46,G06000104016001,1260,443,0.127290260366442,0.09705372616984402,0.828442437923251,0.117381489841986,0.372222222222222,114.33,7.45,9.87,48.77995871,86.49773071,6.463179474,77.97137523
47,G06000104016002,1029,453,0.126740947075209,0.03048065650644783,0.788079470198676,0.125827814569536,0.463556851311953,114.33,7.45,9.87,48.77995871,86.49773071,6.463179474,77.97137523
48,G06000104017001,935,394,0.0222513089005236,0.04059040590405904,0.418781725888325,0.0228426395939086,0.15658747300216,129.36,6.48,11.38,43.46950376,80.09329298999998,7.362851823,91.2881145
49,G06000104017002,1998,901,0.0722154222766218,0.04314868804664723,0.492785793562708,0.0377358490566038,0.173673673673674,129.36,6.48,11.38,43.46950376,80.09329298999998,7.362851823,91.2881145
50,G06000104017003,85,0,0.326923076923077,0.0,,,0.764705882352941,129.36,6.48,11.38,43.46950376,80.09329298999998,7.362851823,91.2881145
51,G06000104018001,949,314,0.05,0.05889145496535797,0.732484076433121,0.0605095541401274,0.216016859852476,152.43,7.8,13.03,45.0987481,82.16086737,6.422758697,77.07529558
52,G06000104018002,852,363,0.143350604490501,0.04236006051437216,0.763085399449036,0.0633608815426997,0.485915492957746,152.43,7.8,13.03,45.0987481,82.16086737,6.422758697,77.07529558
53,G06000104022001,1161,391,0.142231947483589,0.04178814382896016,0.734015345268542,0.158567774936061,0.530666666666667,152.43,7.42,13.03,55.8202462,93.11649017,7.146009709,88.78655881
54,G06000104022002,929,318,0.116981132075472,0.07009345794392523,0.729559748427673,0.0691823899371069,0.481162540365985,152.43,7.42,13.03,55.8202462,93.11649017,7.146009709,88.78655881
55,G06000104022003,387,162,0.11875,0.03170028818443804,0.339506172839506,0.0740740740740741,0.201550387596899,152.43,7.42,13.03,55.8202462,93.11649017,7.146009709,88.78655881
56,G06000104024001,1761,723,0.101761252446184,0.018765133171912834,0.691562932226833,0.0484094052558783,0.315161839863714,152.43,4.73,13.03,37.30678086,71.01613717,5.800764971,63.57187306
57,G06000104024002,1105,498,0.223390275952694,0.04214123006833713,0.8714859437751,0.3714859437751,0.476540938362466,152.43,4.73,13.03,37.30678086,71.01613717,5.800764971,63.57187306
58,G06000104025001,1023,420,0.1,0.07380073800738007,0.84047619047619,0.0333333333333333,0.52297165200391,152.43,10.08,13.03,50.8131522,88.66616238,6.353659604,75.6565028
59,G06000104025002,758,314,0.237974683544304,0.11342155009451796,0.964968152866242,0.0286624203821656,0.857519788918206,152.43,10.08,13.03,50.8131522,88.66616238,6.353659604,75.6565028
60,G06000104026001,1243,631,0.243243243243243,0.060552092609082814,0.893819334389857,0.280507131537242,0.629927594529364,133.48,1.61,11.45,42.11764575,78.22743318,6.192619158,72.04729309
61,G06000104027001,797,288,0.097864768683274,0.02336448598130841,0.788194444444444,0.125,0.447435897435897,98.73,10.86,8.67,38.87476896,73.29803328,6.004188895,68.30118233
62,G06000104027002,1093,405,0.10989010989011,0.023809523809523808,0.624691358024691,0.108641975308642,0.34583714547118,98.73,10.86,8.67,38.87476896,73.29803328,6.004188895,68.30118233
63,G06000104028001,1566,957,0.225333333333333,0.08240680183126227,0.981191222570533,0.179728317659352,0.622605363984674,122.65,4.98,11.19,41.7214073,77.66011093999998,6.035120715,68.96079652
64,G06000104028002,2914,1432,0.0837964942283027,0.04020100502512563,0.878491620111732,0.0963687150837989,0.365133836650652,122.65,4.98,11.19,41.7214073,77.66011093999998,6.035120715,68.96079652
65,G06000104029001,1406,949,0.209053497942387,0.0333091962346126,1.0,0.249736564805058,0.503427265803503,122.65,3.28,11.19,36.3933236,69.74281392,5.836142938,64.40572495
66,G06000104030001,1666,923,0.283244680851064,0.03165374677002584,0.497291440953413,0.417118093174431,0.435174069627851,124.65,7.14,10.81,53.40798756,91.2380232,6.298977011,74.49906658
67,G06000104030002,1239,546,0.536656891495601,0.04634581105169341,0.943223443223443,0.842490842490842,0.692493946731235,124.65,7.14,10.81,53.40798756,91.2380232,6.298977011,74.49906658
68,G06000104031001,2101,898,0.17134328358209,0.03460559796437659,0.719376391982183,0.21826280623608,0.415562913907285,152.36,2.02,13.02,35.95956343,69.09984871,5.934841922,66.74548849
69,G06000104033001,1887,1108,0.0081504702194357,0.020785219399538105,0.546028880866426,0.0649819494584837,0.135665076841547,147.11,4.59,12.59,45.88021015,83.05597579,6.331399471,75.24579962999998
70,G06000104033002,2291,1035,0.383568812140241,0.060841720036596526,0.806763285024155,0.463768115942029,0.62461807071148,147.11,4.59,12.59,45.88021015,83.05597579,6.331399471,75.24579962999998
71,G06000104034001,908,669,0.0250855188141391,0.0,0.772795216741405,0.0119581464872945,0.0507328072153326,120.6,4.89,10.99,29.43463668,57.66515381,5.805737297,63.74611077
72,G06000104034002,1086,681,0.0483193277310924,0.015810276679841896,1.0,0.0983847283406755,0.225598526703499,120.6,4.89,10.99,29.43463668,57.66515381,5.805737297,63.74611077
73,G06000104034003,1082,801,0.171814671814672,0.03679245283018868,0.861423220973783,0.242197253433208,0.370609981515712,120.6,4.89,10.99,29.43463668,57.66515381,5.805737297,63.74611077
74,G06000104034004,1264,687,0.0425531914893617,0.0,0.982532751091703,0.141193595342067,0.280854430379747,120.6,4.89,10.99,29.43463668,57.66515381,5.805737297,63.74611077
75,G06000104035011,1764,1253,0.136721113127647,0.019388954171562868,0.869114126097366,0.359936153232243,0.4359410430839,48.27,5.45,7.64,25.3098472,49.4831064,5.514104106,57.12507778
76,G06000104035012,2079,1036,0.0188916876574307,0.017513134851138354,0.897683397683398,0.0308880308880309,0.272408612919379,48.27,5.45,7.64,25.3098472,49.4831064,5.514104106,57.12507778
77,G06000104035013,649,366,0.0552380952380952,0.037209302325581395,0.975409836065574,0.0,0.571648690292758,48.27,5.45,7.64,25.3098472,49.4831064,5.514104106,57.12507778
78,G06000104035021,743,474,0.0492537313432836,0.01867816091954023,0.907172995780591,0.0485232067510548,0.327052489905787,22.72,6.11,4.21,19.87395723,37.21633888,5.149451068,49.03546982
79,G06000104035022,1301,684,0.115485564304462,0.044,0.714912280701754,0.0219298245614035,0.278247501921599,22.72,6.11,4.21,19.87395723,37.21633888,5.149451068,49.03546982
80,G06000104036001,1883,669,0.108352144469526,0.033426183844011144,1.0,0.0254110612855007,0.435019032082654,45.7,6.99,9.39,25.58340798,50.05042864,5.162267306,49.34660859
81,G06000104036002,1726,958,0.107277289836888,0.07190332326283988,0.842379958246347,0.0542797494780793,0.353468899521531,45.7,6.99,9.39,25.58340798,50.05042864,5.162267306,49.34660859
82,G06000104036003,1961,1016,0.0115942028985507,0.022321428571428572,0.852362204724409,0.0187007874015748,0.157003591585428,45.7,6.99,9.39,25.58340798,50.05042864,5.162267306,49.34660859
83,G06000104037011,1399,796,0.0679062247372676,0.014448669201520912,0.844221105527638,0.0816582914572864,0.211609110947832,43.98,2.24,7.37,14.09598697,23.28542612,4.623288775,36.97573118
84,G06000104037012,1569,942,0.0556348074179743,0.0430976430976431,0.900212314225053,0.0,0.258126195028681,43.98,2.24,7.37,14.09598697,23.28542612,4.623288775,36.97573118
85,G06000104037021,541,314,0.0240480961923848,0.0,0.910828025477707,0.0509554140127389,0.288718929254302,45.7,2.52,9.39,14.98157367,25.52950076,4.81783938,41.34411948
86,G06000104037022,1389,788,0.0602893890675241,0.03255813953488372,0.758883248730964,0.0380710659898477,0.197984161267099,45.7,2.52,9.39,14.98157367,25.52950076,4.81783938,41.34411948
87,G06000104038001,419,236,0.0,0.0,0.211864406779661,0.0084745762711864,0.0954653937947494,45.7,4.05,9.39,11.71929505,17.13313162,4.53657317,34.78531425
88,G06000104038002,851,506,0.0128040973111396,0.006402048655569782,0.644268774703557,0.0197628458498024,0.0810810810810811,45.7,4.05,9.39,11.71929505,17.13313162,4.53657317,34.78531425
89,G06000104038003,732,343,0.113636363636364,0.0265625,0.763848396501458,0.0553935860058309,0.266393442622951,45.7,4.05,9.39,11.71929505,17.13313162,4.53657317,34.78531425
