trip_id,route_id,service_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible
183-mq74u0zoi,4444,183-1,Southbound,"",0,293451,16607,
183-MqWhcMTjvxh,4446,183-3,Union Station/South Park,"",0,293541,17538,
183-msc3flntd,4446,183-1,Union Station/South Park,"",1,293474,18480,
183-msmi6n2ez,4443,183-2,Southbound,"",0,293501,12224,
183-msu2ag0dc,4447,183-1,Little Tokyo/City West,"",0,293450,18751,
183-mudsf61n1,4444,183-1,Northbound,"",1,293471,16606,
183-mv28smrhl,4446,183-2,Union Station/South Park,"",1,293513,18480,
183-mv54psqqx,4445,183-2,Southbound,"",0,293509,13220,
183-mvwdilzi7,4446,183-2,Union Station/South Park,"",0,293511,17538,
183-mwkajhq95,4444,183-1,Northbound,"",1,293449,16606,
183-mxe8e86jo,4444,183-2,Northbound,"",1,293522,16606,
183-mxryfiinh,4444,183-2,Northbound,"",1,293506,16606,
183-my71b8ihr,4443,183-3,Southbound,"",0,293529,12224,
183-my8w9u3x5,4447,183-1,Little Tokyo/City West,"",0,293448,18751,
183-myko4ojuz,4443,183-2,Southbound,"",0,293501,12224,
183-mywxf7o8z,4444,183-2,Northbound,"",1,293518,16606,
183-n0dpnvwet,4444,183-1,Southbound,"",0,293482,16607,
183-n0xufignz,4444,183-1,Southbound,"",0,293469,16607,
183-n1d8g7zmc,4445,183-2,Southbound,"",0,293508,13220,
183-n4cydz9r3,4443,183-2,Southbound,"",0,293503,12224,
183-n5ml5rplx,4444,183-1,Northbound,"",1,293484,16606,
183-n5qb36qq8,4446,183-2,Union Station/South Park,"",0,293514,17538,
183-n6q89bwxg,4444,183-1,Southbound,"",0,293483,16607,
183-n6rip6dmb,4444,183-2,Southbound,"",0,293506,16607,
183-N9gIHJAgfAC,4446,183-3,Union Station/South Park,"",1,293524,18480,
183-n9iex2onw,4447,183-3,Little Tokyo/City West,"",0,293523,18751,
183-na5enplxu,4446,183-2,Union Station/South Park,"",1,293516,18480,
183-nda8lfmhf,4444,183-2,Northbound,"",1,293495,16606,
183-ndnhxmkb4,4444,183-3,Northbound,"",1,293546,16606,
183-nds0f06x8,4444,183-2,Southbound,"",0,293506,16607,
183-nfadjqubb,4444,183-3,Southbound,"",0,293545,16607,
183-nff75grrx,4444,183-1,Northbound,"",1,293483,16606,
183-NFlrN3uBN0,4445,183-3,Southbound,"",0,293536,13220,
183-ng1jxqw5a,4446,183-1,Union Station/South Park,"",0,293472,17538,
183-ng77n2jwq,4447,183-2,Little Tokyo/City West,"",0,293493,18751,
183-ng9wpx7k5,4444,183-1,Southbound,"",0,293482,16607,
183-ngjrzvpdk,4444,183-1,Northbound,"",1,293469,16606,
183-ngst7uq5w,4445,183-1,Southbound,"",0,293466,13220,
183-NHUlja8xmHf,4446,183-3,Union Station/South Park,"",1,293540,18480,
183-ni00631bv,4445,183-1,Southbound,"",0,293467,13220,
183-njm2bi7je,4444,183-1,Southbound,"",0,293485,16607,
183-nk823ntej,4444,183-2,Northbound,"",1,293518,16606,
183-nkpq8stqt,4444,183-2,Northbound,"",1,293505,16606,
183-nm2bnz4hu,4445,183-1,Southbound,"",0,293468,13220,
183-noyq0rd31,4447,183-1,Little Tokyo/City West,"",0,293445,18751,
183-nplj72n90,4443,183-2,Southbound,"",0,293504,12224,
183-npyfkvufk,4446,183-1,Union Station/South Park,"",1,293459,18480,
183-nqwb64gim,4446,183-1,Union Station/South Park,"",1,293472,18480,
183-nr7hrmc6e,4446,183-1,Union Station/South Park,"",1,293463,18480,
183-nsasrul8v,4447,183-1,Little Tokyo/City West,"",0,293447,18751,
183-ntshayb9o,4445,183-2,Southbound,"",0,293508,13220,
183-ntvr60o7d,4447,183-1,Little Tokyo/City West,"",0,293443,18751,
183-nu3rftacf,4445,183-2,Southbound,"",0,293509,13220,
183-nuu3hhck4,4444,183-1,Northbound,"",1,293478,16606,
183-nv2dpj7qh,4443,183-1,Southbound,"",0,293455,12224,
183-nxeiccna4,4444,183-1,Southbound,"",0,293449,16607,
183-nxxnc2kcj,4444,183-1,Southbound,"",0,293485,16607,
183-NzODonOTRWl,4446,183-3,Union Station/South Park,"",0,293540,17538,
183-nzpvoqjvk,4444,183-2,Southbound,"",0,293521,16607,
183-O-hxqUx29sP,4446,183-3,Union Station/South Park,"",0,293524,17538,
183-o0eocb0ef,4443,183-2,Southbound,"",0,293499,12224,
183-o0jlqldlr,4444,183-1,Southbound,"",0,293483,16607,
183-o16w9oeze,4444,183-1,Northbound,"",1,293471,16606,
183-o1q5ruf26,4445,183-2,Southbound,"",0,293497,13220,
183-o1u88e4cs,4444,183-2,Southbound,"",0,293505,16607,
183-o211odrky,4446,183-1,Union Station/South Park,"",1,293470,18480,
183-o2t0y645x,4444,183-1,Southbound,"",0,293451,16607,
183-o32nqshbu,4447,183-1,Little Tokyo/City West,"",0,293440,18751,
183-o37ivy020,4443,183-1,Southbound,"",0,293454,12224,
183-o3ceyywof,4444,183-3,Northbound,"",1,293545,16606,
183-o3q48m3wh,4444,183-3,Northbound,"",1,293545,16606,
183-o4t8tfcqr,4446,183-1,Union Station/South Park,"",0,293477,17538,
183-o5xtbwp08,4444,183-1,Southbound,"",0,293483,16607,
183-o6yuriosx,4444,183-2,Northbound,"",1,293521,16606,
183-o73ip7w4g,4446,183-1,Union Station/South Park,"",0,293477,17538,
183-o80bkhbxg,4446,183-2,Union Station/South Park,"",0,293510,17538,
183-o8yyyabrt,4446,183-1,Union Station/South Park,"",0,293459,17538,
183-o9p4pxqt9,4446,183-2,Union Station/South Park,"",1,293514,18480,
183-oa2oxdnhe,4447,183-2,Little Tokyo/City West,"",0,293493,18751,
183-oa7x5j4eb,4443,183-3,Southbound,"",0,293531,12224,
183-oaft2t4t3,4444,183-1,Northbound,"",1,293488,16606,
183-oajo6jr6d,4445,183-1,Southbound,"",0,293461,13220,
183-oba14dpvz,4444,183-1,Southbound,"",0,293471,16607,
183-obtdvlorb,4447,183-1,Little Tokyo/City West,"",0,293450,18751,
183-oc0vhdi2f,4447,183-2,Little Tokyo/City West,"",0,293489,18751,
183-oc7o7t8up,4443,183-1,Southbound,"",0,293455,12224,
183-ocr4g8ibp,4446,183-1,Union Station/South Park,"",0,293474,17538,
183-od5sp07l4,4447,183-1,Little Tokyo/City West,"",0,293450,18751,
183-ODj-XWif5E4,4446,183-3,Union Station/South Park,"",0,293539,17538,
183-oeiebzuc1,4444,183-1,Northbound,"",1,293488,16606,
183-og4uetbdb,4444,183-3,Southbound,"",0,293543,16607,
183-ogr5wn33b,4444,183-1,Southbound,"",0,293482,16607,
183-oib8ky1k7,4444,183-1,Northbound,"",1,293488,16606,
183-ojdauvbr8,4445,183-2,Southbound,"",0,293508,13220,
183-Ojoqh_BS26I,4446,183-3,Union Station/South Park,"",1,293542,18480,
183-ok5fpcuy3,4445,183-2,Southbound,"",0,293509,13220,
183-okq247caz,4446,183-1,Union Station/South Park,"",1,293473,18480,
183-ol3t2w8z4,4446,183-1,Union Station/South Park,"",0,293474,17538,
183-oldwif807,4444,183-1,Northbound,"",1,293487,16606,
183-ole371i72,4444,183-1,Northbound,"",1,293478,16606,
183-om91yb63t,4446,183-1,Union Station/South Park,"",0,293470,17538,
183-OnTflDHRRk6,4446,183-3,Union Station/South Park,"",1,293539,18480,
183-ONWKp34SDc,4445,183-3,Southbound,"",0,293537,13220,
183-oous1q72v,4444,183-2,Northbound,"",1,293519,16606,
183-oporpvdei,4444,183-3,Southbound,"",0,293538,16607,
183-oqc1577w0,4446,183-2,Union Station/South Park,"",1,293512,18480,
183-oqfo1g0sx,4447,183-1,Little Tokyo/City West,"",0,293441,18751,
183-ort4vaym8,4447,183-2,Little Tokyo/City West,"",0,293496,18751,
183-oru5ymale,4446,183-2,Union Station/South Park,"",1,293511,18480,
183-orx6z7vaq,4444,183-2,Southbound,"",0,293520,16607,
183-os891vy5f,4444,183-1,Northbound,"",1,293482,16606,
183-oscujlqlq,4444,183-2,Southbound,"",0,293522,16607,
183-ot3p573hy,4444,183-2,Northbound,"",1,293521,16606,
183-ouj9xsktg,4445,183-1,Southbound,"",0,293467,13220,
183-ouro4lur1,4446,183-2,Union Station/South Park,"",1,293511,18480,
183-ouw9z3zdi,4446,183-1,Union Station/South Park,"",0,293463,17538,
183-ov1xhzqiu,4443,183-1,Southbound,"",0,293460,12224,
183-ov3fqede7,4444,183-1,Southbound,"",0,293486,16607,
183-ovgakmgft,4444,183-1,Northbound,"",1,293483,16606,
183-oxyplq44c,4443,183-1,Southbound,"",0,293462,12224,
183-oyj4osoam,4447,183-3,Little Tokyo/City West,"",0,293527,18751,
183-oz9s98lk1,4443,183-1,Southbound,"",0,293457,12224,
183-P03pdeaTynm,4446,183-3,Union Station/South Park,"",0,293542,17538,
183-p1if3kmki,4443,183-3,Southbound,"",0,293530,12224,
183-p1jbpgfev,4444,183-2,Northbound,"",1,293522,16606,
183-P1nRNm8Ai,4445,183-3,Southbound,"",0,293534,13220,
183-p1ymnkmti,4446,183-2,Union Station/South Park,"",1,293513,18480,
183-p2iltkvjr,4446,183-1,Union Station/South Park,"",0,293474,17538,
183-p2j2ljqah,4447,183-1,Little Tokyo/City West,"",0,293444,18751,
183-p44krux6z,4447,183-2,Little Tokyo/City West,"",0,293490,18751,
183-p4l7fm90e,4443,183-1,Southbound,"",0,293458,12224,
183-p5lafgvd0,4443,183-2,Southbound,"",0,293500,12224,
183-p677gpoxn,4446,183-1,Union Station/South Park,"",1,293477,18480,
183-p6v2m4lsz,4443,183-2,Southbound,"",0,293501,12224,
183-p7osz8far,4447,183-1,Little Tokyo/City West,"",0,293442,18751,
183-p8eltowp2,4447,183-2,Little Tokyo/City West,"",0,293489,18751,
183-p9b6iq8zs,4447,183-3,Little Tokyo/City West,"",0,293528,18751,
183-p9pdtzoz3,4444,183-1,Southbound,"",0,293483,16607,
183-p9zpzzghp,4443,183-1,Southbound,"",0,293455,12224,
183-pan5ofphl,4445,183-1,Southbound,"",0,293465,13220,
183-pbh903vbc,4443,183-3,Southbound,"",0,293529,12224,
183-pbi6yiwa8,4445,183-1,Southbound,"",0,293466,13220,
183-pbsdfkty6,4446,183-2,Union Station/South Park,"",0,293513,17538,
183-pbyqanhpu,4443,183-2,Southbound,"",0,293498,12224,
183-pd6oizggb,4446,183-2,Union Station/South Park,"",0,293515,17538,
183-pe7oqm1d1,4444,183-1,Northbound,"",1,293482,16606,
183-pfydk0bwq,4447,183-1,Little Tokyo/City West,"",0,293444,18751,
183-pgfztvr6w,4446,183-2,Union Station/South Park,"",1,293517,18480,
183-pgq1yj4b6,4446,183-1,Union Station/South Park,"",0,293453,17538,
183-phc6bxunn,4444,183-2,Southbound,"",0,293505,16607,
183-phlyq4hen,4443,183-1,Southbound,"",0,293452,12224,
183-phpme0aee,4445,183-1,Southbound,"",0,293468,13220,
183-pi4u4rymf,4446,183-2,Union Station/South Park,"",1,293514,18480,
183-pif6ibamb,4445,183-1,Southbound,"",0,293461,13220,
183-pilid3ftw,4443,183-3,Southbound,"",0,293533,12224,
183-pinjkq1nl,4446,183-1,Union Station/South Park,"",0,293474,17538,
183-piqqrskwm,4447,183-1,Little Tokyo/City West,"",0,293446,18751,
183-pjfkpdclz,4447,183-3,Little Tokyo/City West,"",0,293523,18751,
183-pk572wnw5,4444,183-1,Southbound,"",0,293483,16607,
183-pkiv3onvv,4444,183-1,Southbound,"",0,293481,16607,
183-plpqmqlw3,4443,183-1,Southbound,"",0,293462,12224,
183-PMDKV4QV81,4445,183-3,Southbound,"",0,293534,13220,
183-pmjiahzdq,4443,183-2,Southbound,"",0,293502,12224,
183-pmudle5s6,4444,183-3,Northbound,"",1,293547,16606,
183-pnezda1vj,4447,183-1,Little Tokyo/City West,"",0,293446,18751,
183-ppiu6co45,4445,183-2,Southbound,"",0,293507,13220,
183-ppwyj5vj1,4447,183-2,Little Tokyo/City West,"",0,293491,18751,
183-psg5x5pda,4445,183-2,Southbound,"",0,293507,13220,
183-psgh9kl15,4447,183-2,Little Tokyo/City West,"",0,293496,18751,
183-psh5j8933,4446,183-2,Union Station/South Park,"",0,293515,17538,
183-psmtwfliy,4444,183-1,Northbound,"",1,293471,16606,
183-pth1ocz8q,4446,183-2,Union Station/South Park,"",1,293514,18480,
183-pthamzzaa,4446,183-2,Union Station/South Park,"",1,293515,18480,
183-ptslgg46h,4446,183-1,Union Station/South Park,"",0,293473,17538,
183-pwikldzer,4443,183-1,Southbound,"",0,293458,12224,
183-py5xIxi4NZO,4446,183-3,Union Station/South Park,"",0,293524,17538,
183-PZKM-tf2We,4445,183-3,Southbound,"",0,293536,13220,
183-pztw9tnbs,4443,183-1,Southbound,"",0,293458,12224,
183-q0wjvmw2q,4443,183-2,Southbound,"",0,293502,12224,
183-q1n2PuRkkGH,4446,183-3,Union Station/South Park,"",0,293542,17538,
183-q2g7c18om,4446,183-1,Union Station/South Park,"",0,293470,17538,
183-q2uzxu3n8,4444,183-3,Southbound,"",0,293543,16607,
183-q466skeut,4446,183-1,Union Station/South Park,"",1,293453,18480,
183-q4h0gtaeb,4446,183-1,Union Station/South Park,"",0,293477,17538,
183-q522p3hcs,4446,183-1,Union Station/South Park,"",1,293475,18480,
183-q86hsa4hs,4443,183-1,Southbound,"",0,293458,12224,
183-q8j7mlsax,4444,183-1,Southbound,"",0,293481,16607,
183-q8l8zy6h4,4444,183-3,Southbound,"",0,293544,16607,
183-q9to55phf,4443,183-1,Southbound,"",0,293452,12224,
183-qacifbamz,4447,183-3,Little Tokyo/City West,"",0,293528,18751,
183-qahwo7rmz,4443,183-1,Southbound,"",0,293452,12224,
183-qb1315dzy,4447,183-1,Little Tokyo/City West,"",0,293441,18751,
183-qd34onlpz,4447,183-1,Little Tokyo/City West,"",0,293446,18751,
183-qd8ez26sv,4446,183-1,Union Station/South Park,"",1,293477,18480,
183-qda47ifww,4444,183-1,Southbound,"",0,293480,16607,
183-qehdjy36p,4444,183-1,Southbound,"",0,293451,16607,
183-qeoifq97y,4443,183-1,Southbound,"",0,293452,12224,
183-qex37ap72,4446,183-1,Union Station/South Park,"",1,293470,18480,
183-qez8fwzw2,4444,183-1,Southbound,"",0,293486,16607,
183-qfb5576gn,4447,183-1,Little Tokyo/City West,"",0,293447,18751,
183-QfLLFnMeVC,4445,183-3,Southbound,"",0,293534,13220,
183-qggjuzo62,4444,183-1,Northbound,"",1,293483,16606,
183-qhpoy7kv1,4446,183-1,Union Station/South Park,"",1,293476,18480,
183-qj7zsrd1k,4444,183-1,Northbound,"",1,293484,16606,
183-qKGQrh8hGe,4445,183-3,Southbound,"",0,293537,13220,
183-qmfaxqr12,4447,183-1,Little Tokyo/City West,"",0,293445,18751,
183-qnNkJ28b0u,4445,183-3,Southbound,"",0,293536,13220,
183-qoctj937z,4444,183-2,Northbound,"",1,293495,16606,
183-qre9kq9hb,4444,183-3,Southbound,"",0,293543,16607,
183-qrhgq3go3,4446,183-1,Union Station/South Park,"",0,293473,17538,
183-qrknl0bqf,4444,183-2,Southbound,"",0,293518,16607,
183-qsj0gzepu,4446,183-1,Union Station/South Park,"",1,293476,18480,
183-qt1lfbs40,4445,183-1,Southbound,"",0,293461,13220,
183-qt4nnj7yh,4446,183-2,Union Station/South Park,"",1,293515,18480,
183-qt6fc6u6b,4446,183-1,Union Station/South Park,"",0,293477,17538,
183-qu10basmv,4447,183-3,Little Tokyo/City West,"",0,293527,18751,
183-qu6jf53i9,4444,183-1,Southbound,"",0,293449,16607,
183-quhzfmkkl,4444,183-1,Southbound,"",0,293487,16607,
183-qwq8o0ldv,4446,183-1,Union Station/South Park,"",0,293463,17538,
183-qx98smmuw,4443,183-1,Southbound,"",0,293460,12224,
183-qzfynmetj,4444,183-1,Southbound,"",0,293471,16607,
183-r0rv1lsek,4446,183-1,Union Station/South Park,"",1,293477,18480,
183-r3gw08aye,4444,183-2,Southbound,"",0,293519,16607,
183-r3jyr6yk8,4443,183-2,Southbound,"",0,293502,12224,
183-r40cd639f,4446,183-1,Union Station/South Park,"",0,293472,17538,
183-r54twjyuj,4444,183-1,Northbound,"",1,293469,16606,
183-r54uennde,4443,183-3,Southbound,"",0,293530,12224,
183-r59nmfzoy,4444,183-2,Southbound,"",0,293522,16607,
183-r5sv0qfg4,4443,183-2,Southbound,"",0,293504,12224,
183-r70ds585n,4444,183-2,Northbound,"",1,293522,16606,
183-r9a8ryhjr,4443,183-3,Southbound,"",0,293533,12224,
183-r9fSPGINymt,4446,183-3,Union Station/South Park,"",1,293539,18480,
183-r9xat43bk,4445,183-1,Southbound,"",0,293466,13220,
183-r9yz766tj,4445,183-2,Southbound,"",0,293507,13220,
183-r9z5hutb7,4446,183-1,Union Station/South Park,"",0,293475,17538,
183-raanzugtx,4443,183-1,Southbound,"",0,293460,12224,
183-RBy7Xe3aoMP,4446,183-3,Union Station/South Park,"",0,293524,17538,
183-rcsrbnm2d,4444,183-1,Northbound,"",1,293480,16606,
183-rcsu465ak,4447,183-1,Little Tokyo/City West,"",0,293440,18751,
183-rdibis4hf,4444,183-3,Northbound,"",1,293543,16606,
183-rey3l03sp,4445,183-2,Southbound,"",0,293509,13220,
183-rg0ab5fne,4446,183-2,Union Station/South Park,"",1,293510,18480,
183-rh7g4ytwq,4447,183-1,Little Tokyo/City West,"",0,293442,18751,
183-rhcugm1gi,4444,183-2,Northbound,"",1,293519,16606,
183-rib0l67yv,4445,183-1,Southbound,"",0,293468,13220,
183-rk84egldq,4445,183-1,Southbound,"",0,293461,13220,
183-rkm5li2fm,4443,183-1,Southbound,"",0,293454,12224,
183-rko9mzi1d,4446,183-2,Union Station/South Park,"",0,293515,17538,
183-Rm5ED-EWj,4445,183-3,Southbound,"",0,293536,13220,
183-rneraz7vj,4446,183-1,Union Station/South Park,"",0,293472,17538,
183-rnokkultc,4443,183-1,Southbound,"",0,293458,12224,
183-rnpa1gwkt,4447,183-1,Little Tokyo/City West,"",0,293445,18751,
183-rorsxdtym,4447,183-2,Little Tokyo/City West,"",0,293492,18751,
183-rovd13pkh,4444,183-1,Northbound,"",1,293479,16606,
183-Rrhg1lJTRr,4445,183-3,Southbound,"",0,293535,13220,
183-rrtyz6iw1,4446,183-2,Union Station/South Park,"",1,293513,18480,
183-rserwau9f,4444,183-2,Northbound,"",1,293522,16606,
183-rsuzliqtf,4444,183-2,Northbound,"",1,293506,16606,
183-rthqwgtjv,4444,183-2,Southbound,"",0,293521,16607,
183-ru7bbxff9,4447,183-1,Little Tokyo/City West,"",0,293447,18751,
183-RUsAqfkf_b2,4446,183-3,Union Station/South Park,"",1,293542,18480,
183-rwjwslizu,4444,183-1,Southbound,"",0,293449,16607,
183-rwvc8furw,4446,183-2,Union Station/South Park,"",0,293513,17538,
183-ryd6qmb2a,4443,183-2,Southbound,"",0,293499,12224,
183-s0ihajgyc,4444,183-1,Northbound,"",1,293482,16606,
183-s11zwbkca,4444,183-2,Southbound,"",0,293521,16607,
183-s1nb7g7no,4443,183-2,Southbound,"",0,293500,12224,
183-s1omu2h2m,4447,183-1,Little Tokyo/City West,"",0,293447,18751,
183-s2pb7ttd3,4444,183-1,Southbound,"",0,293485,16607,
183-s2vy8u8v8,4444,183-1,Northbound,"",1,293478,16606,
183-s35vge3nf,4443,183-1,Southbound,"",0,293462,12224,
183-s43weqqar,4443,183-2,Southbound,"",0,293501,12224,
183-s5ifjg8xy,4443,183-2,Southbound,"",0,293504,12224,
183-s5tyms6ri,4444,183-1,Southbound,"",0,293469,16607,
183-s6d9jshxg,4446,183-2,Union Station/South Park,"",1,293510,18480,
183-s6op0aac8,4446,183-1,Union Station/South Park,"",1,293463,18480,
183-s6rop5byz,4444,183-2,Southbound,"",0,293505,16607,
183-s9g1z4dpn,4446,183-1,Union Station/South Park,"",0,293474,17538,
183-sckcic7tc,4443,183-1,Southbound,"",0,293460,12224,
183-sct6eyoow,4443,183-1,Southbound,"",0,293462,12224,
183-sd6uaw4bk,4446,183-1,Union Station/South Park,"",1,293463,18480,
183-se7s1hstk,4443,183-2,Southbound,"",0,293498,12224,
183-senhnq66c,4445,183-1,Southbound,"",0,293467,13220,
183-seqdvz40i,4447,183-1,Little Tokyo/City West,"",0,293441,18751,
183-seyx9uy99,4447,183-1,Little Tokyo/City West,"",0,293443,18751,
183-sftymn222,4445,183-1,Southbound,"",0,293461,13220,
183-sgf68b2wk,4444,183-1,Southbound,"",0,293488,16607,
183-sij7dmc8i,4444,183-1,Northbound,"",1,293485,16606,
183-sipwlcmo7,4444,183-1,Southbound,"",0,293480,16607,
183-sj4dndocw,4447,183-1,Little Tokyo/City West,"",0,293444,18751,
183-sjlz1wsrd,4447,183-1,Little Tokyo/City West,"",0,293445,18751,
183-sk6egljxx,4444,183-1,Southbound,"",0,293481,16607,
183-skf2khdcc,4444,183-1,Southbound,"",0,293469,16607,
183-skgsu2nbp,4443,183-1,Southbound,"",0,293456,12224,
183-sklroo1f3,4447,183-3,Little Tokyo/City West,"",0,293528,18751,
183-skri4eco6,4446,183-1,Union Station/South Park,"",1,293472,18480,
183-slc4s5d1m,4446,183-1,Union Station/South Park,"",1,293470,18480,
183-slmjdo36b,4444,183-1,Northbound,"",1,293480,16606,
183-sm5pyog5g,4447,183-2,Little Tokyo/City West,"",0,293493,18751,
183-sm5tkixnq,4444,183-2,Southbound,"",0,293520,16607,
183-snprnpsvk,4443,183-1,Southbound,"",0,293456,12224,
183-snqrnul1m,4443,183-1,Southbound,"",0,293455,12224,
183-spaoz8sqx,4444,183-1,Southbound,"",0,293479,16607,
183-spj23ruyy,4447,183-1,Little Tokyo/City West,"",0,293450,18751,
183-spouy708n,4447,183-2,Little Tokyo/City West,"",0,293496,18751,
183-sqc7hcn92,4444,183-1,Northbound,"",1,293483,16606,
183-sqto2fcwz,4446,183-1,Union Station/South Park,"",0,293476,17538,
183-sqy0wd63l,4444,183-1,Northbound,"",1,293485,16606,
183-sr1blot6j,4443,183-2,Southbound,"",0,293500,12224,
183-srar1lvyg,4444,183-2,Northbound,"",1,293521,16606,
183-suc7bzx0r,4446,183-1,Union Station/South Park,"",0,293470,17538,
183-suj5n2ngm,4446,183-1,Union Station/South Park,"",0,293459,17538,
183-sutam37sm,4446,183-1,Union Station/South Park,"",1,293453,18480,
183-sw4k3ic8u,4446,183-2,Union Station/South Park,"",1,293512,18480,
183-sw6v0hqnn,4444,183-2,Southbound,"",0,293506,16607,
183-sXwboqXcf,4445,183-3,Southbound,"",0,293537,13220,
183-SxZF6iixy7,4445,183-3,Southbound,"",0,293534,13220,
183-syghzz532,4444,183-1,Northbound,"",1,293469,16606,
183-szff2njnj,4444,183-1,Southbound,"",0,293478,16607,
183-t0rogs65k,4443,183-1,Southbound,"",0,293458,12224,
183-t1klz2y2u,4444,183-2,Northbound,"",1,293521,16606,
183-t1yo9thxa,4444,183-1,Southbound,"",0,293488,16607,
183-t2haqjje0,4443,183-2,Southbound,"",0,293498,12224,
183-t3fl3vfys,4447,183-1,Little Tokyo/City West,"",0,293441,18751,
183-t3o6f51xc,4446,183-1,Union Station/South Park,"",0,293475,17538,
183-t4zp85wva,4446,183-2,Union Station/South Park,"",1,293511,18480,
183-t5p7q5nt5,4446,183-1,Union Station/South Park,"",1,293475,18480,
183-t7l32r4vw,4444,183-1,Southbound,"",0,293486,16607,
183-t7qCAIbmf-,4445,183-3,Southbound,"",0,293534,13220,
183-t8kcttn7n,4444,183-1,Southbound,"",0,293471,16607,
183-t9cwy0ock,4443,183-1,Southbound,"",0,293456,12224,
183-t9qi8oczt,4444,183-1,Southbound,"",0,293469,16607,
183-tcjwx8wck,4444,183-2,Northbound,"",1,293505,16606,
183-tdrtsci1w,4446,183-1,Union Station/South Park,"",0,293475,17538,
183-teompdt4k,4444,183-1,Southbound,"",0,293488,16607,
183-tEW1gH0ZpuS,4446,183-3,Union Station/South Park,"",1,293539,18480,
183-tf2nbrpnp,4447,183-1,Little Tokyo/City West,"",0,293441,18751,
183-tfga6vzpl,4444,183-3,Northbound,"",1,293545,16606,
183-tg7x7firt,4444,183-1,Northbound,"",1,293479,16606,
183-tgaeteedw,4446,183-1,Union Station/South Park,"",1,293463,18480,
183-tgfa9025l,4444,183-2,Northbound,"",1,293518,16606,
183-thohca9f5,4446,183-1,Union Station/South Park,"",0,293472,17538,
183-tiywfl5pc,4445,183-1,Southbound,"",0,293465,13220,
183-tjjzyat2u,4443,183-1,Southbound,"",0,293457,12224,
183-tjyjn36os,4445,183-2,Southbound,"",0,293509,13220,
183-tk3wqnaic,4444,183-1,Southbound,"",0,293483,16607,
183-tknmf7ta1,4444,183-1,Northbound,"",1,293471,16606,
183-tlwnzlfzu,4443,183-1,Southbound,"",0,293460,12224,
183-tmf89iqos,4447,183-3,Little Tokyo/City West,"",0,293526,18751,
183-tmjirzx7y,4447,183-1,Little Tokyo/City West,"",0,293447,18751,
183-tmnbk2cbb,4444,183-1,Southbound,"",0,293486,16607,
183-tpa17kfe6,4444,183-1,Northbound,"",1,293485,16606,
183-tpx0gtlj6,4446,183-2,Union Station/South Park,"",0,293511,17538,
183-tqq9whr4e,4444,183-3,Northbound,"",1,293545,16606,
183-TQwn89EptXZ,4446,183-3,Union Station/South Park,"",1,293524,18480,
183-ttxs085gp,4447,183-1,Little Tokyo/City West,"",0,293440,18751,
183-tu8iwhxwq,4446,183-2,Union Station/South Park,"",1,293512,18480,
183-Tuf2w7la6I,4445,183-3,Southbound,"",0,293534,13220,
183-tw4s196rh,4445,183-1,Southbound,"",0,293465,13220,
183-tx9qpu8hk,4443,183-1,Southbound,"",0,293454,12224,
183-ty8u813mm,4444,183-1,Southbound,"",0,293484,16607,
183-TyEZ0OTC3Gn,4446,183-3,Union Station/South Park,"",1,293539,18480,
183-tyil3nhux,4444,183-1,Northbound,"",1,293479,16606,
183-u0xvf2csl,4447,183-3,Little Tokyo/City West,"",0,293523,18751,
183-u24dpgej1,4444,183-1,Northbound,"",1,293485,16606,
183-u2olmgm1r,4444,183-1,Southbound,"",0,293481,16607,
183-u2wof9js5,4444,183-2,Northbound,"",1,293522,16606,
183-u49qgdymq,4443,183-2,Southbound,"",0,293501,12224,
183-u4chyvgsk,4444,183-1,Southbound,"",0,293488,16607,
183-u5ev2cvir,4444,183-2,Southbound,"",0,293506,16607,
183-u5fh22i2p,4444,183-2,Northbound,"",1,293495,16606,
183-u5p10ullq,4447,183-1,Little Tokyo/City West,"",0,293443,18751,
183-u5t2nbwdw,4447,183-3,Little Tokyo/City West,"",0,293527,18751,
183-u736tnt2m,4447,183-3,Little Tokyo/City West,"",0,293526,18751,
183-u8s38a24a,4444,183-1,Northbound,"",1,293488,16606,
183-u9g69xyh7,4444,183-1,Northbound,"",1,293482,16606,
183-u9oqdeiu3,4447,183-1,Little Tokyo/City West,"",0,293450,18751,
183-uaay6p3kk,4444,183-1,Northbound,"",1,293478,16606,
183-uael4vflr,4447,183-1,Little Tokyo/City West,"",0,293441,18751,
183-uaqe584a1,4444,183-1,Northbound,"",1,293481,16606,
183-udvo4zylk,4447,183-3,Little Tokyo/City West,"",0,293525,18751,
183-ue17fy29j,4444,183-2,Northbound,"",1,293519,16606,
183-uf6bbjppi,4446,183-1,Union Station/South Park,"",1,293473,18480,
183-ufqj83ulm,4447,183-1,Little Tokyo/City West,"",0,293447,18751,
183-ufue15t62,4444,183-2,Southbound,"",0,293518,16607,
183-ugqwpg25n,4446,183-1,Union Station/South Park,"",0,293473,17538,
183-uj611wfll,4447,183-1,Little Tokyo/City West,"",0,293450,18751,
183-ujphzfcar,4447,183-2,Little Tokyo/City West,"",0,293494,18751,
183-uk1b51tny,4445,183-1,Southbound,"",0,293466,13220,
183-ukrwkgij3,4444,183-2,Northbound,"",1,293495,16606,
183-ulg8we5wz,4444,183-1,Northbound,"",1,293487,16606,
