trip_id,route_id,service_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible
183-5eu9nre84,4444,183-2,Southbound,"",0,293518,16607,
183-5hh43748a,4447,183-1,Little Tokyo/City West,"",0,293448,18751,
183-5mpxysbyx,4443,183-1,Southbound,"",0,293454,12224,
183-5n6p4krve,4446,183-1,Union Station/South Park,"",1,293472,18480,
183-5phxlka09,4446,183-1,Union Station/South Park,"",1,293474,18480,
183-5prmfgvww,4444,183-2,Southbound,"",0,293495,16607,
183-5pxsigtq0,4444,183-1,Southbound,"",0,293480,16607,
183-5qdw3n9m9,4443,183-1,Southbound,"",0,293456,12224,
183-5s2ohre6x,4444,183-1,Northbound,"",1,293469,16606,
183-5s2q4xc01,4444,183-1,Southbound,"",0,293485,16607,
183-5s8j3xi3i,4446,183-1,Union Station/South Park,"",1,293476,18480,
183-5Sic7fKb-b_,4446,183-3,Union Station/South Park,"",0,293542,17538,
183-5ssvazde3,4444,183-1,Northbound,"",1,293480,16606,
183-5u24a5lfp,4444,183-3,Southbound,"",0,293538,16607,
183-5u82cn9ig,4443,183-2,Southbound,"",0,293499,12224,
183-5uf0vmbp0,4446,183-1,Union Station/South Park,"",1,293463,18480,
183-5vewghi8e,4447,183-1,Little Tokyo/City West,"",0,293440,18751,
183-5vobblrei,4446,183-1,Union Station/South Park,"",0,293475,17538,
183-5vuth4pp9,4446,183-1,Union Station/South Park,"",1,293473,18480,
183-5xhl42zxy,4446,183-1,Union Station/South Park,"",1,293473,18480,
183-5y70dfdog,4445,183-2,Southbound,"",0,293509,13220,
183-5yws63027,4444,183-1,Northbound,"",1,293481,16606,
183-5z8fbc951,4447,183-2,Little Tokyo/City West,"",0,293494,18751,
183-5zbuvrxsb,4443,183-1,Southbound,"",0,293457,12224,
