,647095474,31299805,35560444,32935760,41783060,31364237,31273452,31368512,943344307,31516213
G06001303730003,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G06001303820002,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0
G06001303760004,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G06001303760003,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G06001303100001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0
G06001303800002,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0
G06001303922002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0
G06001303072021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95
G06001303060031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95
G06001303200012,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G06001303780001,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G06001303110003,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0
G06001303922001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0
G06001303050002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95
G06001303270002,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0
G06001303820003,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0
G06001303270001,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0
G06001303750001,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G06001303090001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0
G06001303141033,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G06001303100003,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0
G06001303770002,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G06001303150001,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0
G06001303760002,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G06001303141041,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G06001303132043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0
G06001303131021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0
G06001303580004,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0
G06001303132062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0
G06001303770005,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G06001303580003,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0
G06001303100002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0
G06001303770004,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G06001303131012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0
G06001303660021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0
G06001303730001,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G06001303142002,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G06001303690013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0
G06001303680022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0
G06001303810004,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0
G06001303362013,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G06001303071022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95
G06001303790002,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G06001303580002,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0
G06001303650023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0
G06001303090002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0
G06001303142001,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G06001303750003,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G06001303120001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0
G06001303141043,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0
G06001303132041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0
G06001303680012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0
G06001303290003,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0
G06001303050004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95
G06001303830001,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0
G06001303680013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0
G06001303820001,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0
G06001303922003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0
G06001303580001,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0
G06001303072022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95
G06001303750002,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G06001303790001,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G06001303060022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95
G06001303580005,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0
G06001303060032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95
G06001303131013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0
G06001303110002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0
G06001303680021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0
G06001303141044,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0
G06001303650021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0
G06001303141042,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0
G06001303672003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0
G06001303810002,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0
G06001303810001,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0
G06001303142003,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
