,0
100104347,305.17268250066667
100104894,234.94752154866669
10011906,825.27733484
100225721,2120.6933920133333
100401026,79.45386837733334
100401096,111.41112267133333
100568046,592.4618183566668
100568050,365.7495432686666
102131293,600.9826502373332
102248880,444.863834762
102523042,401.8824916273333
102524134,490.70677774533334
102647191,2144.776687633333
102656056,226.26678766466665
102720223,215.99600848933332
102746114,2146.1494966066666
102945252,5204.09269954
10329747,974.5925596466666
103386753,301.3329936393333
10383457,940.9369415533333
103942800,406.032017282
104207464,8714.310969733333
104225115,52.7626865174
104448893,402.71133132066666
104732378,1594.33541654
104821453,341.8430109606667
104936591,1930.3971463266666
105056143,1970.4550605733334
10527735,864.3660919733334
105811081,1660.15907004
105884728,520.226478478
105886093,591.6023746213334
10666533,970.75852492
10693322,1729.88067
107214779,1197.4223874066668
107385239,238.41116409933332
107668079,439.898887202
107938000,1044.9066574466667
10799007,1253.833464
10864077,6184.235759826667
10865370,2855.8437553866665
110025139,332.7370609093333
110606046,1171.6235250733334
110979160,255.58437558866666
111069194,675.8620012266667
111749946,358.519375336
112791954,5230.667885673333
112866304,847.7962304666667
112868134,1226.8980751333334
11305788,2242.012552933333
113550928,1317.6376125666668
113859897,1679.2544367599999
113926894,238.123525862
114158249,374.06271268
114158255,407.35334177066665
114193866,775.54156444
114212737,223.434956392
114502769,825.5980897666667
11486180,1409.9687308333334
115412412,133.38551266
115421116,212.39467809933333
115572972,1116.6156331733332
117150926,623.2573620879999
11760075,659.5165460593333
11776665,2956.063702233333
11779295,1511.2539958533334
117793371,517.4147915353334
118106934,1469.6698462933334
118397607,2691.1855274133336
11909636,1080.20948638
11956139,662.4239834246667
12016196,1172.9471269399999
120398334,793.3258479533334
120398335,1357.6205655666668
120398345,873.7320432533332
120398460,553.7645748153334
120398942,451.339686262
120398945,698.8588673266667
120650951,830.06095502
120651117,518.6845158373333
120651164,513.2708810106667
120652982,399.94100219200004
120653487,2179.9669665933334
120653492,339.17770802399997
120653588,400.0891480526667
120653938,213.32269057533333
12089695,1753.6832567
120904807,920.9690143
12098717,1365.50316936
12105207,1823.6964224933333
122024319,1382.0385659800002
122089656,1551.4070861133334
122089657,1119.5411723266666
122093766,1239.1401217466666
122886952,1913.4248616133334
123286109,2033.3380803933333
123539750,230.84112063066667
123539767,225.99301407866668
123539771,206.902239268
123673824,134.47908997533332
