fare_product_id,fare_product_name,rider_category_id,fare_container_id,bundle_amount,duration_start,duration_amount,duration_unit,duration_type,offset_amount,offset_unit,service_id,timeframe_id,timeframe_type,cap_required,eligible_cap_id,amount,min_amount,max_amount,currency
FS:ten-ride,FAST Transit 10-Ride Pass,,,10,,,,,,,,,,,,17.5,,,USD
AC:local,AC Transit Disabled Monthly,AC:discount,clipper,,,31,3,1,,,,,,,,34,,,USD
AC:local,AC Transit Senior Monthly,AC:discount,clipper,,,31,3,1,,,,,,,,34,,,USD
AC:local,AC Transit Youth 31 Day,AC:discount,clipper,,,31,3,1,,,,,,,,34,,,USD
AC:local,AC Transit Adult Local 31 Day,,clipper,,,31,3,1,,,,,,,,84.6,,,USD
AC:day,AC Transit Local Day Pass,,,,,1,3,1,,,,,,,,5.5,,,USD
AC:day,AC Transit Local Day Pass,,clipper,,,1,3,1,,,,,,2,,5,,,USD
AC:day,AC Transit Local Day Pass (Disabled),AC:discount,,,,1,3,1,,,,,,,,2.75,,,USD
AC:day,AC Transit Local Day Pass (Disabled),AC:discount,clipper,,,1,3,1,,,,,,2,,2.5,,,USD
AC:day,AC Transit Local Day Pass (Senior),AC:discount,,,,1,3,1,,,,,,,,2.75,,,USD
AC:day,AC Transit Local Day Pass (Senior),AC:discount,clipper,,,1,3,1,,,,,,2,,2.5,,,USD
AC:day,AC Transit Local Day Pass (Youth),AC:discount,,,,1,3,1,,,,,,,,2.75,,,USD
AC:day,AC Transit Local Day Pass (Youth),AC:discount,clipper,,,1,3,1,,,,,,2,,2.5,,,USD
AC:transbay,AC Transit Adult Transbay 31 Day,,clipper,,,31,3,1,,,,,,,,216,,,USD
CT:1zone:monthly,Caltrain 1 Zone,,clipper,,,1,5,1,,,,,,,,96,,,USD
CT:1zone:day,Caltrain 1 Zone Day Pass,,,,,1,3,1,,,,,,,,7.5,,,USD
CT:1zone:day,Caltrain 1 Zone Day Pass (Discount),CT:discount,,,,1,3,1,,,,,,,,3.75,,,USD
CT:1zone:monthly,Caltrain 1 Zone (Discount),CT:discount,clipper,,,1,5,1,,,,,,,,48,,,USD
CT:multizone:2:monthly,Caltrain 2 Zone (Discount),CT:discount,clipper,,,1,5,1,,,,,,,,78,,,USD
CT:multizone:3:monthly,Caltrain 3 Zone (Discount),CT:discount,clipper,,,1,5,1,,,,,,,,108,,,USD
CT:multizone:4:monthly,Caltrain 4 Zone (Discount),CT:discount,clipper,,,1,5,1,,,,,,,,138,,,USD
CT:multizone:5:monthly,Caltrain 5 Zone (Discount),CT:discount,clipper,,,1,5,1,,,,,,,,168,,,USD
CT:multizone:6:monthly,Caltrain 6 Zone (Discount),CT:discount,clipper,,,1,5,1,,,,,,,,198,,,USD
CT:multizone:2:monthly,Caltrain 2 Zone,,clipper,,,1,5,1,,,,,,,,163.5,,,USD
CT:multizone:2:day,Caltrain 2 Zone Day Pass,,,,,1,3,1,,,,,,,,12,,,USD
CT:multizone:2:day,Caltrain 2 Zone Day Pass (Discount),CT:discount,,,,1,3,1,,,,,,,,6,,,USD
CT:multizone:3:monthly,Caltrain 3 Zone,,clipper,,,1,5,1,,,,,,,,231,,,USD
CT:multizone:3:day,Caltrain 3 Zone Day Pass,,,,,1,3,1,,,,,,,,16.5,,,USD
CT:multizone:3:day,Caltrain 3 Zone Day Pass (Discount),CT:discount,,,,1,3,1,,,,,,,,8.25,,,USD
CT:multizone:4:monthly,Caltrain 4 Zone,,clipper,,,1,5,1,,,,,,,,298.5,,,USD
CT:multizone:4:day,Caltrain 4 Zone Day Pass,,,,,1,3,1,,,,,,,,21,,,USD
CT:multizone:4:day,Caltrain 4 Zone Day Pass (Discount),CT:discount,,,,1,3,1,,,,,,,,10.5,,,USD
CT:multizone:5:monthly,Caltrain 5 Zone,,clipper,,,1,5,1,,,,,,,,366,,,USD
CT:multizone:5:day,Caltrain 5 Zone Day Pass,,,,,1,3,1,,,,,,,,25.5,,,USD
CT:multizone:5:day,Caltrain 5 Zone Day Pass (Discount),CT:discount,,,,1,3,1,,,,,,,,12.75,,,USD
CT:multizone:6:monthly,Caltrain 6 Zone,,clipper,,,1,5,1,,,,,,,,433.5,,,USD
CT:multizone:6:day,Caltrain 6 Zone Day Pass,,,,,1,3,1,,,,,,,,30,,,USD
CT:multizone:6:day,Caltrain 6 Zone Day Pass (Discount),CT:discount,,,,1,3,1,,,,,,,,15,,,USD
SC:express,VTA Express Annual Pass,,,,,1,6,1,,,,,,,,1980,,,USD
SC:express,VTA Express Day Pass,,clipper,,,1,3,1,,,,,,,,15,,,USD
SC:express,VTA Express Monthly Pass,,clipper,,,1,5,1,,,,,,,,180,,,USD
SC:local,VTA Local Annual Pass,,,,,1,6,1,,,,,,,,990,,,USD
SC:local,VTA Local Annual Pass (Eligible Discount),SC:discount,,,,1,6,1,,,,,,,,330,,,USD
SC:local,VTA Local Annual Pass (Youth),SC:youth,,,,1,6,1,,,,,,,,385,,,USD
SC:day,VTA Local Day Pass,,clipper,,,1,3,1,,,,,,,,7.5,,,USD
SC:day,VTA Local Day Pass (Eligible Discount),SC:discount,clipper,,,1,3,1,,,,,,,,3,,,USD
SC:day,VTA Local Day Pass (Youth),SC:youth,clipper,,,1,3,1,,,,,,,,3.75,,,USD
SC:day-lr,VTA 8-Hour Light Rail Pass,,,,,8,2,1,,,,,,,,5,,,USD
SC:day-lr,VTA 8-Hour Light Rail Pass (Eligible Discount),SC:discount,,,,8,2,1,,,,,,,,2,,,USD
SC:day-lr,VTA 8-Hour Light Rail Pass (Youth),SC:youth,,,,8,2,1,,,,,,,,2,,,USD
SC:local,VTA Local Monthly Pass,,clipper,,,1,5,1,,,,,,,,90,,,USD
SC:local,VTA Local Monthly Pass (Eligible Discount),SC:discount,clipper,,,1,5,1,,,,,,,,30,,,USD
SC:local,VTA Local Monthly Pass (Youth),SC:youth,clipper,,,1,5,1,,,,,,,,35,,,USD
SF:a:1day,1-Day Visitor Passport,,,,,1,3,1,,,,,,,,24,,,USD
SF:a:1day,1-Day Visitor Passport (Clipper),,clipper,,,1,3,1,,,,,,,,13,,,USD
SF:a:1day:munimobile,Muni Day Pass (MuniMobile),,munimobile,,,1,3,1,,,,,,,,5,,,USD
SF:a:3day,3-Day Visitor Passport,,,,,3,3,1,,,,,,,,36,,,USD
SF:a:3day,3-Day Visitor Passport (Clipper),,clipper,,,3,3,1,,,,,,,,31,,,USD
SF:a:7day,7-Day Visitor Passport,,,,,7,3,1,,,,,,,,47,,,USD
SF:a:7day,7-Day Visitor Passport (Clipper),,clipper,,,7,3,2,,,,,,,,41,,,USD
SF:a:monthly,"Muni ""A"" Pass",,clipper,,,1,5,1,,,,,,,,98,,,USD
SF:a:monthly,Free Muni for People with Disabilities,,clipper,,,1,5,1,,,,,,,,0,,,USD
SF:a:monthly,"Muni ""M"" Pass (Discount)",,clipper,,,1,5,1,,,,,,,,40,,,USD
SF:a:monthly,"Muni ""Lifeline"" Pass",,,,,1,5,1,,,,,,,,40,,,USD
SF:a:monthly,Free Muni for Seniors,,clipper,,,1,5,1,,,,,,,,0,,,USD
SF:a:monthly,Free Muni for Youth,,clipper,,,1,5,1,,,,,,,,0,,,USD
SF:m:monthly,"Muni ""M"" Pass",,clipper,,,1,5,1,,,,,,,,81,,,USD
SM:day,SamTrans Local Day Pass,,,,,1,3,1,,,,,,,,4.5,,,USD
SM:day,SamTrans Local Day Pass (Eligible Discount),SM:discount,,,,1,3,1,,,,,,,,2,,,USD
SM:day,SamTrans Local Day Pass (Youth),SM:discount,,,,1,3,1,,,,,,,,2,,,USD
SM:monthly,SamTrans Local Monthly Pass,,clipper,,,31,3,1,,,,,,,,65,,,USD
SM:monthly,SamTrans Local Monthly Pass (Eligible Discount),SM:discount,clipper,,,31,3,1,,,,,,,,27,,,USD
SM:monthly,SamTrans Local Monthly Pass (Youth),SM:discount,clipper,,,31,3,1,,,,,,,,27,,,USD
DE:transbay,Dumbarton Express Transbay Monthly,,clipper,,,31,3,2,,,,,,,,216,,,USD
DE:local,Dumbarton Express Local Monthly,,clipper,,,31,3,2,,,,,,,,84.6,,,USD
DE:local,Dumbarton Express Local Monthly (Youth),DE:discount,clipper,,,31,3,2,,,,,,,,34,,,USD
DE:transbay,Dumbarton Express Monthly Pass (Senior),DE:discount,clipper,,,31,3,2,,,,,,,,34,,,USD
DE:transbay,Dumbarton Express Monthly Pass (RTC),DE:discount,clipper,,,31,3,2,,,,,,,,34,,,USD
AC:local,AC Transit Adult Mobile Week Pass (Disabled),AC:discount,tokentransit,,,7,3,2,,,,,,,,11.2,,,USD
AC:local,AC Transit Adult Mobile Week Pass (Youth),AC:discount,tokentransit,,,7,3,2,,,,,,,,11.2,,,USD
AC:local,AC Transit Adult Mobile Week Pass (Senior),AC:discount,tokentransit,,,7,3,2,,,,,,,,11.2,,,USD
AC:local,AC Transit Adult Mobile Week Pass,,tokentransit,,,7,3,2,,,,,,,,22,,,USD
SM:express:monthly,SamTrans Express Monthly Pass,,clipper,,,1,5,1,,,,,,,,130,,,USD
FS:ten-ride,FAST Transit 10-Ride Pass (Youth),FS:youth,,10,,,,,,,,,,,,15,,,USD
FS:ten-ride,FAST Transit 10-Ride Pass (Senior),FS:senior,,10,,,,,,,,,,,,8.5,,,USD
FS:ten-ride,FAST Transit 10-Ride Pass (Disabled),FS:discount,,10,,,,,,,,,,,,8.5,,,USD
FS:monthly,FAST Transit 31-Day Pass,,,,,31,3,2,,,,,,,,60,,,USD
FS:monthly,FAST Transit 31-Day Pass (Youth),FS:youth,,,,31,3,2,,,,,,,,50,,,USD
FS:monthly,FAST Transit 31-Day Pass (Senior),FS:senior,,,,31,3,2,,,,,,,,30,,,USD
FS:monthly,FAST Transit 31-Day Pass (Disabled),FS:discount,,,,31,3,2,,,,,,,,30,,,USD
CC:monthly:local,East Bay Regional 31-Day Local Pass,,clipper,,,31,3,2,,,,,,,,60,,,USD
CC:monthly:express,East Bay Regional 31-Day Express Pass,,clipper,,,31,3,2,,,,,,,,70,,,USD
CC:local:day,East Bay Day Pass,,clipper,,,1,3,2,,,,,,,,3.75,,,USD
CC:local:day,East Bay Day Pass (Senior),CC:senior,clipper,,,1,3,2,,,,,,,,1.75,,,USD
CC:local:day,East Bay Day Pass (Discount),CC:discount,clipper,,,1,3,2,,,,,,,,1.75,,,USD
WH:local:day,Wheels Day Pass,,,,,1,3,2,,,,,,,,3.75,,,USD
WH:local:day,Wheels Day Pass (Senior),WH:senior,,,,1,3,2,,,,,,,,1.75,,,USD
WH:local:day,Wheels Day Pass (Discount),WH:discount,,,,1,3,2,,,,,,,,1.75,,,USD
WH:monthly,Wheels Calendar Month Pass,,,,,1,5,1,,,,,,,,60,,,USD
WH:monthly,Wheels Calendar Month Pass (Senior),WH:senior,,,,1,5,1,,,,,,,,22,,,USD
WH:monthly,Wheels Calendar Month Pass (Discount),WH:discount,,,,1,5,1,,,,,,,,22,,,USD
SA:monthly,SMART 31-Day Pass,,clipper,,,31,3,2,,,,,,,,200,,,USD
SA:monthly,SMART 31-Day Pass (Senior),SA:senior,clipper,,,31,3,2,,,,,,,,100,,,USD
SA:monthly,SMART 31-Day Pass (Youth),SA:youth,clipper,,,31,3,2,,,,,,,,100,,,USD
SA:monthly,SMART 31-Day Pass (Discount),SA:discount,clipper,,,31,3,2,,,,,,,,100,,,USD
SA:day,SMART Daily Fare Cap,,clipper,,,1,3,1,,,,,,,,23,,,USD
SA:day,SMART Daily Fare Cap (Senior),SA:senior,clipper,,,1,3,1,,,,,,,,11.5,,,USD
SA:day,SMART Daily Fare Cap (Youth),SA:youth,clipper,,,1,3,1,,,,,,,,11.5,,,USD
SA:day,SMART Daily Fare Cap (Discount),SA:discount,clipper,,,1,3,1,,,,,,,,11.5,,,USD
CE:20:sto:tri,ACE 20-Trips from Stockton to Tri-Valley,,,20,,,,,,,,,,,,131.5,,,USD
CE:20:sto:fre,ACE 20-Trips from Stockton to Fremont,,,20,,,,,,,,,,,,170.5,,,USD
CE:20:sto:san,ACE 20-Trips from Stockton to San Jose,,,20,,,,,,,,,,,,210.25,,,USD
CE:20:lat:tri,ACE 20-Trips from Lathrop/Manteca to Tri-Valley,,,20,,,,,,,,,,,,125.75,,,USD
CE:20:lat:fre,ACE 20-Trips from Lathrop/Manteca to Fremont,,,20,,,,,,,,,,,,163,,,USD
CE:20:lat:san,ACE 20-Trips from Lathrop/Manteca to San Jose,,,20,,,,,,,,,,,,201,,,USD
CE:20:tra:tri,ACE 20-Trips from Tracy to Tri-Valley,,,20,,,,,,,,,,,,88.25,,,USD
CE:20:tra:fre,ACE 20-Trips from Tracy to Fremont,,,20,,,,,,,,,,,,125.75,,,USD
CE:20:tra:san,ACE 20-Trips from Tracy to San Jose,,,20,,,,,,,,,,,,163,,,USD
CE:20:tri:tri,ACE 20-Trips from Tri-Valley to Tri-Valley,,,20,,,,,,,,,,,,50.5,,,USD
CE:20:tri:fre,ACE 20-Trips from Tri-Valley to Fremont,,,20,,,,,,,,,,,,88.25,,,USD
CE:20:tri:san,ACE 20-Trips from Tri-Valley to San Jose,,,20,,,,,,,,,,,,125.75,,,USD
CE:20:fre:tri,ACE 20-Trips from Fremont to Tri-Valley,,,20,,,,,,,,,,,,88.25,,,USD
CE:20:fre:san,ACE 20-Trips from Fremont to San Jose,,,20,,,,,,,,,,,,88.25,,,USD
CE:20:san:tri,ACE 20-Trips from Santa Clara to Tri-Valley,,,20,,,,,,,,,,,,125.75,,,USD
CE:20:san:fre,ACE 20-Trips from Santa Clara to Fremont,,,20,,,,,,,,,,,,88.25,,,USD
CE:20:san:san,ACE 20-Trips from Santa Clara to San Jose,,,20,,,,,,,,,,,,50.5,,,USD
CE:monthly:sto:tri,ACE Monthly from Stockton to Tri-Valley,,,,,1,5,1,,,,,,,,241.75,,,USD
CE:monthly:sto:fre,ACE Monthly from Stockton to Fremont,,,,,1,5,1,,,,,,,,312.85,,,USD
CE:monthly:sto:san,ACE Monthly from Stockton to San Jose,,,,,1,5,1,,,,,,,,386,,,USD
CE:monthly:lat:tri,ACE Monthly from Lathrop/Manteca to Tri-Valley,,,,,1,5,1,,,,,,,,231.25,,,USD
CE:monthly:lat:fre,ACE Monthly from Lathrop/Manteca to Fremont,,,,,1,5,1,,,,,,,,299.75,,,USD
CE:monthly:lat:san,ACE Monthly from Lathrop/Manteca to San Jose,,,,,1,5,1,,,,,,,,370,,,USD
CE:monthly:tra:tri,ACE Monthly from Tracy to Tri-Valley,,,,,1,5,1,,,,,,,,161.25,,,USD
CE:monthly:tra:fre,ACE Monthly from Tracy to Fremont,,,,,1,5,1,,,,,,,,231.25,,,USD
CE:monthly:tra:san,ACE Monthly from Tracy to San Jose,,,,,1,5,1,,,,,,,,299.75,,,USD
CE:monthly:tri:tri,ACE Monthly from Tri-Valley to Tri-Valley,,,,,1,5,1,,,,,,,,93.5,,,USD
CE:monthly:tri:fre,ACE Monthly from Tri-Valley to Fremont,,,,,1,5,1,,,,,,,,161.25,,,USD
CE:monthly:tri:san,ACE Monthly from Tri-Valley to San Jose,,,,,1,5,1,,,,,,,,231.25,,,USD
CE:monthly:fre:tri,ACE Monthly from Fremont to Tri-Valley,,,,,1,5,1,,,,,,,,161.25,,,USD
CE:monthly:fre:san,ACE Monthly from Fremont to San Jose,,,,,1,5,1,,,,,,,,161.25,,,USD
CE:monthly:san:tri,ACE Monthly from Santa Clara to Tri-Valley,,,,,1,5,1,,,,,,,,231.25,,,USD
CE:monthly:san:fre,ACE Monthly from Santa Clara to Fremont,,,,,1,5,1,,,,,,,,161.25,,,USD
CE:monthly:san:san,ACE Monthly from Santa Clara to San Jose,,,,,1,5,1,,,,,,,,93.5,,,USD
CE:20:sto:tri,ACE 20-Trips from Stockton to Tri-Valley,CE:senior,,20,,,,,,,,,,,,65.75,,,USD
CE:20:sto:fre,ACE 20-Trips from Stockton to Fremont,CE:senior,,20,,,,,,,,,,,,85.25,,,USD
CE:20:sto:san,ACE 20-Trips from Stockton to San Jose,CE:senior,,20,,,,,,,,,,,,105.25,,,USD
CE:20:lat:tri,ACE 20-Trips from Lathrop/Manteca to Tri-Valley,CE:senior,,20,,,,,,,,,,,,63,,,USD
CE:20:lat:fre,ACE 20-Trips from Lathrop/Manteca to Fremont,CE:senior,,20,,,,,,,,,,,,81.5,,,USD
CE:20:lat:san,ACE 20-Trips from Lathrop/Manteca to San Jose,CE:senior,,20,,,,,,,,,,,,100.5,,,USD
CE:20:tra:tri,ACE 20-Trips from Tracy to Tri-Valley,CE:senior,,20,,,,,,,,,,,,44.25,,,USD
CE:20:tra:fre,ACE 20-Trips from Tracy to Fremont,CE:senior,,20,,,,,,,,,,,,63,,,USD
CE:20:tra:san,ACE 20-Trips from Tracy to San Jose,CE:senior,,20,,,,,,,,,,,,81.5,,,USD
CE:20:tri:tri,ACE 20-Trips from Tri-Valley to Tri-Valley,CE:senior,,20,,,,,,,,,,,,25.25,,,USD
CE:20:tri:fre,ACE 20-Trips from Tri-Valley to Fremont,CE:senior,,20,,,,,,,,,,,,44.25,,,USD
CE:20:tri:san,ACE 20-Trips from Tri-Valley to San Jose,CE:senior,,20,,,,,,,,,,,,63,,,USD
CE:20:fre:tri,ACE 20-Trips from Fremont to Tri-Valley,CE:senior,,20,,,,,,,,,,,,44.25,,,USD
CE:20:fre:san,ACE 20-Trips from Fremont to San Jose,CE:senior,,20,,,,,,,,,,,,44.25,,,USD
CE:20:san:tri,ACE 20-Trips from Santa Clara to Tri-Valley,CE:senior,,20,,,,,,,,,,,,63,,,USD
CE:20:san:fre,ACE 20-Trips from Santa Clara to Fremont,CE:senior,,20,,,,,,,,,,,,44.25,,,USD
CE:20:san:san,ACE 20-Trips from Santa Clara to San Jose,CE:senior,,20,,,,,,,,,,,,25.25,,,USD
CE:monthly:sto:tri,ACE Monthly from Stockton to Tri-Valley,CE:senior,,,,1,5,1,,,,,,,,121,,,USD
CE:monthly:sto:fre,ACE Monthly from Stockton to Fremont,CE:senior,,,,1,5,1,,,,,,,,156.5,,,USD
CE:monthly:sto:san,ACE Monthly from Stockton to San Jose,CE:senior,,,,1,5,1,,,,,,,,193,,,USD
CE:monthly:lat:tri,ACE Monthly from Lathrop/Manteca to Tri-Valley,CE:senior,,,,1,5,1,,,,,,,,115.75,,,USD
CE:monthly:lat:fre,ACE Monthly from Lathrop/Manteca to Fremont,CE:senior,,,,1,5,1,,,,,,,,150,,,USD
CE:monthly:lat:san,ACE Monthly from Lathrop/Manteca to San Jose,CE:senior,,,,1,5,1,,,,,,,,185,,,USD
CE:monthly:tra:tri,ACE Monthly from Tracy to Tri-Valley,CE:senior,,,,1,5,1,,,,,,,,80.75,,,USD
CE:monthly:tra:fre,ACE Monthly from Tracy to Fremont,CE:senior,,,,1,5,1,,,,,,,,115.75,,,USD
CE:monthly:tra:san,ACE Monthly from Tracy to San Jose,CE:senior,,,,1,5,1,,,,,,,,150,,,USD
CE:monthly:tri:tri,ACE Monthly from Tri-Valley to Tri-Valley,CE:senior,,,,1,5,1,,,,,,,,46.75,,,USD
