fare_product_id,fare_product_name,rider_category_id,fare_container_id,bundle_amount,duration_start,duration_amount,duration_unit,duration_type,offset_amount,offset_unit,service_id,timeframe_id,timeframe_type,cap_required,eligible_cap_id,amount,min_amount,max_amount,currency
AM:monthly:rsv:dav,Capitol Corridor Monthly from RSV to DAV,,,,,,,,,,,,,,,226,,,USD
AM:monthly:rsv:ffv,Capitol Corridor Monthly from RSV to FFV,,,,,,,,,,,,,,,305,,,USD
AM:monthly:rsv:sui,Capitol Corridor Monthly from RSV to SUI,,,,,,,,,,,,,,,324,,,USD
AM:monthly:rsv:mtz,Capitol Corridor Monthly from RSV to MTZ,,,,,,,,,,,,,,,431,,,USD
AM:monthly:rsv:ric,Capitol Corridor Monthly from RSV to RIC,,,,,,,,,,,,,,,501,,,USD
AM:monthly:rsv:brk,Capitol Corridor Monthly from RSV to BRK,,,,,,,,,,,,,,,502,,,USD
AM:monthly:rsv:emy,Capitol Corridor Monthly from RSV to EMY,,,,,,,,,,,,,,,519,,,USD
AM:monthly:rsv:sfc,Capitol Corridor Monthly from RSV to SFC,,,,,,,,,,,,,,,572,,,USD
AM:monthly:rsv:okj,Capitol Corridor Monthly from RSV to OKJ,,,,,,,,,,,,,,,519,,,USD
AM:monthly:rsv:oac,Capitol Corridor Monthly from RSV to OAC,,,,,,,,,,,,,,,519,,,USD
AM:monthly:rsv:hay,Capitol Corridor Monthly from RSV to HAY,,,,,,,,,,,,,,,566,,,USD
AM:monthly:rsv:fmt,Capitol Corridor Monthly from RSV to FMT,,,,,,,,,,,,,,,632,,,USD
AM:monthly:rsv:gac,Capitol Corridor Monthly from RSV to GAC,,,,,,,,,,,,,,,632,,,USD
AM:monthly:rsv:scc,Capitol Corridor Monthly from RSV to SCC,,,,,,,,,,,,,,,681,,,USD
AM:monthly:rsv:sjc,Capitol Corridor Monthly from RSV to SJC,,,,,,,,,,,,,,,697,,,USD
AM:monthly:sac:dav,Capitol Corridor Monthly from SAC to DAV,,,,,,,,,,,,,,,157,,,USD
AM:monthly:sac:ffv,Capitol Corridor Monthly from SAC to FFV,,,,,,,,,,,,,,,254,,,USD
AM:monthly:sac:sui,Capitol Corridor Monthly from SAC to SUI,,,,,,,,,,,,,,,277,,,USD
AM:monthly:sac:mtz,Capitol Corridor Monthly from SAC to MTZ,,,,,,,,,,,,,,,329,,,USD
AM:monthly:sac:ric,Capitol Corridor Monthly from SAC to RIC,,,,,,,,,,,,,,,462,,,USD
AM:monthly:sac:brk,Capitol Corridor Monthly from SAC to BRK,,,,,,,,,,,,,,,497,,,USD
AM:monthly:sac:emy,Capitol Corridor Monthly from SAC to EMY,,,,,,,,,,,,,,,497,,,USD
AM:monthly:sac:sfc,Capitol Corridor Monthly from SAC to SFC,,,,,,,,,,,,,,,561,,,USD
AM:monthly:sac:okj,Capitol Corridor Monthly from SAC to OKJ,,,,,,,,,,,,,,,497,,,USD
AM:monthly:sac:oac,Capitol Corridor Monthly from SAC to OAC,,,,,,,,,,,,,,,497,,,USD
AM:monthly:sac:hay,Capitol Corridor Monthly from SAC to HAY,,,,,,,,,,,,,,,537,,,USD
AM:monthly:sac:fmt,Capitol Corridor Monthly from SAC to FMT,,,,,,,,,,,,,,,606,,,USD
AM:monthly:sac:gac,Capitol Corridor Monthly from SAC to GAC,,,,,,,,,,,,,,,620,,,USD
AM:monthly:sac:scc,Capitol Corridor Monthly from SAC to SCC,,,,,,,,,,,,,,,641,,,USD
AM:monthly:sac:sjc,Capitol Corridor Monthly from SAC to SJC,,,,,,,,,,,,,,,693,,,USD
AM:monthly:dav:ffv,Capitol Corridor Monthly from DAV to FFV,,,,,,,,,,,,,,,224,,,USD
AM:monthly:dav:sui,Capitol Corridor Monthly from DAV to SUI,,,,,,,,,,,,,,,243,,,USD
AM:monthly:dav:mtz,Capitol Corridor Monthly from DAV to MTZ,,,,,,,,,,,,,,,277,,,USD
AM:monthly:dav:ric,Capitol Corridor Monthly from DAV to RIC,,,,,,,,,,,,,,,399,,,USD
AM:monthly:dav:brk,Capitol Corridor Monthly from DAV to BRK,,,,,,,,,,,,,,,409,,,USD
AM:monthly:dav:emy,Capitol Corridor Monthly from DAV to EMY,,,,,,,,,,,,,,,462,,,USD
AM:monthly:dav:sfc,Capitol Corridor Monthly from DAV to SFC,,,,,,,,,,,,,,,527,,,USD
AM:monthly:dav:okj,Capitol Corridor Monthly from DAV to OKJ,,,,,,,,,,,,,,,462,,,USD
AM:monthly:dav:oac,Capitol Corridor Monthly from DAV to OAC,,,,,,,,,,,,,,,462,,,USD
AM:monthly:dav:hay,Capitol Corridor Monthly from DAV to HAY,,,,,,,,,,,,,,,497,,,USD
AM:monthly:dav:fmt,Capitol Corridor Monthly from DAV to FMT,,,,,,,,,,,,,,,537,,,USD
AM:monthly:dav:gac,Capitol Corridor Monthly from DAV to GAC,,,,,,,,,,,,,,,583,,,USD
AM:monthly:dav:scc,Capitol Corridor Monthly from DAV to SCC,,,,,,,,,,,,,,,606,,,USD
AM:monthly:dav:sjc,Capitol Corridor Monthly from DAV to SJC,,,,,,,,,,,,,,,606,,,USD
AM:monthly:ffv:sui,Capitol Corridor Monthly from FFV to SUI,,,,,,,,,,,,,,,214,,,USD
AM:monthly:ffv:mtz,Capitol Corridor Monthly from FFV to MTZ,,,,,,,,,,,,,,,222,,,USD
AM:monthly:ffv:ric,Capitol Corridor Monthly from FFV to RIC,,,,,,,,,,,,,,,300,,,USD
AM:monthly:ffv:brk,Capitol Corridor Monthly from FFV to BRK,,,,,,,,,,,,,,,323,,,USD
AM:monthly:ffv:emy,Capitol Corridor Monthly from FFV to EMY,,,,,,,,,,,,,,,332,,,USD
AM:monthly:ffv:sfc,Capitol Corridor Monthly from FFV to SFC,,,,,,,,,,,,,,,392,,,USD
AM:monthly:ffv:okj,Capitol Corridor Monthly from FFV to OKJ,,,,,,,,,,,,,,,347,,,USD
AM:monthly:ffv:oac,Capitol Corridor Monthly from FFV to OAC,,,,,,,,,,,,,,,347,,,USD
AM:monthly:ffv:hay,Capitol Corridor Monthly from FFV to HAY,,,,,,,,,,,,,,,426,,,USD
AM:monthly:ffv:fmt,Capitol Corridor Monthly from FFV to FMT,,,,,,,,,,,,,,,467,,,USD
AM:monthly:ffv:gac,Capitol Corridor Monthly from FFV to GAC,,,,,,,,,,,,,,,522,,,USD
AM:monthly:ffv:scc,Capitol Corridor Monthly from FFV to SCC,,,,,,,,,,,,,,,551,,,USD
AM:monthly:ffv:sjc,Capitol Corridor Monthly from FFV to SJC,,,,,,,,,,,,,,,551,,,USD
AM:monthly:sui:mtz,Capitol Corridor Monthly from SUI to MTZ,,,,,,,,,,,,,,,209,,,USD
AM:monthly:sui:ric,Capitol Corridor Monthly from SUI to RIC,,,,,,,,,,,,,,,277,,,USD
AM:monthly:sui:brk,Capitol Corridor Monthly from SUI to BRK,,,,,,,,,,,,,,,302,,,USD
AM:monthly:sui:emy,Capitol Corridor Monthly from SUI to EMY,,,,,,,,,,,,,,,302,,,USD
AM:monthly:sui:sfc,Capitol Corridor Monthly from SUI to SFC,,,,,,,,,,,,,,,360,,,USD
AM:monthly:sui:okj,Capitol Corridor Monthly from SUI to OKJ,,,,,,,,,,,,,,,320,,,USD
AM:monthly:sui:oac,Capitol Corridor Monthly from SUI to OAC,,,,,,,,,,,,,,,320,,,USD
AM:monthly:sui:hay,Capitol Corridor Monthly from SUI to HAY,,,,,,,,,,,,,,,409,,,USD
AM:monthly:sui:fmt,Capitol Corridor Monthly from SUI to FMT,,,,,,,,,,,,,,,450,,,USD
AM:monthly:sui:gac,Capitol Corridor Monthly from SUI to GAC,,,,,,,,,,,,,,,502,,,USD
AM:monthly:sui:scc,Capitol Corridor Monthly from SUI to SCC,,,,,,,,,,,,,,,537,,,USD
AM:monthly:sui:sjc,Capitol Corridor Monthly from SUI to SJC,,,,,,,,,,,,,,,537,,,USD
AM:monthly:mtz:ric,Capitol Corridor Monthly from MTZ to RIC,,,,,,,,,,,,,,,209,,,USD
AM:monthly:mtz:brk,Capitol Corridor Monthly from MTZ to BRK,,,,,,,,,,,,,,,225,,,USD
AM:monthly:mtz:emy,Capitol Corridor Monthly from MTZ to EMY,,,,,,,,,,,,,,,225,,,USD
AM:monthly:mtz:sfc,Capitol Corridor Monthly from MTZ to SFC,,,,,,,,,,,,,,,288,,,USD
AM:monthly:mtz:okj,Capitol Corridor Monthly from MTZ to OKJ,,,,,,,,,,,,,,,242,,,USD
AM:monthly:mtz:oac,Capitol Corridor Monthly from MTZ to OAC,,,,,,,,,,,,,,,277,,,USD
AM:monthly:mtz:hay,Capitol Corridor Monthly from MTZ to HAY,,,,,,,,,,,,,,,313,,,USD
AM:monthly:mtz:fmt,Capitol Corridor Monthly from MTZ to FMT,,,,,,,,,,,,,,,247,,,USD
AM:monthly:mtz:gac,Capitol Corridor Monthly from MTZ to GAC,,,,,,,,,,,,,,,409,,,USD
AM:monthly:mtz:scc,Capitol Corridor Monthly from MTZ to SCC,,,,,,,,,,,,,,,433,,,USD
AM:monthly:mtz:sjc,Capitol Corridor Monthly from MTZ to SJC,,,,,,,,,,,,,,,462,,,USD
AM:monthly:ric:brk,Capitol Corridor Monthly from RIC to BRK,,,,,,,,,,,,,,,157,,,USD
AM:monthly:ric:emy,Capitol Corridor Monthly from RIC to EMY,,,,,,,,,,,,,,,157,,,USD
AM:monthly:ric:sfc,Capitol Corridor Monthly from RIC to SFC,,,,,,,,,,,,,,,221,,,USD
AM:monthly:ric:okj,Capitol Corridor Monthly from RIC to OKJ,,,,,,,,,,,,,,,173,,,USD
AM:monthly:ric:oac,Capitol Corridor Monthly from RIC to OAC,,,,,,,,,,,,,,,209,,,USD
AM:monthly:ric:hay,Capitol Corridor Monthly from RIC to HAY,,,,,,,,,,,,,,,225,,,USD
AM:monthly:ric:fmt,Capitol Corridor Monthly from RIC to FMT,,,,,,,,,,,,,,,277,,,USD
AM:monthly:ric:gac,Capitol Corridor Monthly from RIC to GAC,,,,,,,,,,,,,,,320,,,USD
AM:monthly:ric:scc,Capitol Corridor Monthly from RIC to SCC,,,,,,,,,,,,,,,337,,,USD
AM:monthly:ric:sjc,Capitol Corridor Monthly from RIC to SJC,,,,,,,,,,,,,,,347,,,USD
AM:monthly:brk:emy,Capitol Corridor Monthly from BRK to EMY,,,,,,,,,,,,,,,129,,,USD
AM:monthly:brk:sfc,Capitol Corridor Monthly from BRK to SFC,,,,,,,,,,,,,,,196,,,USD
AM:monthly:brk:okj,Capitol Corridor Monthly from BRK to OKJ,,,,,,,,,,,,,,,157,,,USD
AM:monthly:brk:oac,Capitol Corridor Monthly from BRK to OAC,,,,,,,,,,,,,,,173,,,USD
AM:monthly:brk:hay,Capitol Corridor Monthly from BRK to HAY,,,,,,,,,,,,,,,209,,,USD
AM:monthly:brk:fmt,Capitol Corridor Monthly from BRK to FMT,,,,,,,,,,,,,,,261,,,USD
AM:monthly:brk:gac,Capitol Corridor Monthly from BRK to GAC,,,,,,,,,,,,,,,302,,,USD
AM:monthly:brk:scc,Capitol Corridor Monthly from BRK to SCC,,,,,,,,,,,,,,,320,,,USD
AM:monthly:brk:sjc,Capitol Corridor Monthly from BRK to SJC,,,,,,,,,,,,,,,320,,,USD
AM:monthly:emy:okj,Capitol Corridor Monthly from EMY to OKJ,,,,,,,,,,,,,,,121,,,USD
AM:monthly:emy:oac,Capitol Corridor Monthly from EMY to OAC,,,,,,,,,,,,,,,157,,,USD
AM:monthly:emy:hay,Capitol Corridor Monthly from EMY to HAY,,,,,,,,,,,,,,,209,,,USD
AM:monthly:emy:fmt,Capitol Corridor Monthly from EMY to FMT,,,,,,,,,,,,,,,243,,,USD
AM:monthly:emy:gac,Capitol Corridor Monthly from EMY to GAC,,,,,,,,,,,,,,,302,,,USD
AM:monthly:emy:scc,Capitol Corridor Monthly from EMY to SCC,,,,,,,,,,,,,,,320,,,USD
AM:monthly:emy:sjc,Capitol Corridor Monthly from EMY to SJC,,,,,,,,,,,,,,,320,,,USD
AM:monthly:okj:oac,Capitol Corridor Monthly from OKJ to OAC,,,,,,,,,,,,,,,130,,,USD
AM:monthly:okj:hay,Capitol Corridor Monthly from OKJ to HAY,,,,,,,,,,,,,,,173,,,USD
AM:monthly:okj:fmt,Capitol Corridor Monthly from OKJ to FMT,,,,,,,,,,,,,,,225,,,USD
AM:monthly:okj:gac,Capitol Corridor Monthly from OKJ to GAC,,,,,,,,,,,,,,,277,,,USD
AM:monthly:okj:scc,Capitol Corridor Monthly from OKJ to SCC,,,,,,,,,,,,,,,295,,,USD
AM:monthly:okj:sjc,Capitol Corridor Monthly from OKJ to SJC,,,,,,,,,,,,,,,295,,,USD
AM:monthly:oac:hay,Capitol Corridor Monthly from OAC to HAY,,,,,,,,,,,,,,,157,,,USD
AM:monthly:oac:fmt,Capitol Corridor Monthly from OAC to FMT,,,,,,,,,,,,,,,209,,,USD
AM:monthly:oac:gac,Capitol Corridor Monthly from OAC to GAC,,,,,,,,,,,,,,,261,,,USD
AM:monthly:oac:scc,Capitol Corridor Monthly from OAC to SCC,,,,,,,,,,,,,,,277,,,USD
AM:monthly:oac:sjc,Capitol Corridor Monthly from OAC to SJC,,,,,,,,,,,,,,,277,,,USD
AM:monthly:hay:fmt,Capitol Corridor Monthly from HAY to FMT,,,,,,,,,,,,,,,173,,,USD
AM:monthly:hay:gac,Capitol Corridor Monthly from HAY to GAC,,,,,,,,,,,,,,,212,,,USD
AM:monthly:hay:scc,Capitol Corridor Monthly from HAY to SCC,,,,,,,,,,,,,,,243,,,USD
AM:monthly:hay:sjc,Capitol Corridor Monthly from HAY to SJC,,,,,,,,,,,,,,,261,,,USD
AM:monthly:fmt:gac,Capitol Corridor Monthly from FMT to GAC,,,,,,,,,,,,,,,173,,,USD
AM:monthly:fmt:scc,Capitol Corridor Monthly from FMT to SCC,,,,,,,,,,,,,,,192,,,USD
AM:monthly:fmt:sjc,Capitol Corridor Monthly from FMT to SJC,,,,,,,,,,,,,,,209,,,USD
AM:monthly:gac:scc,Capitol Corridor Monthly from GAC to SCC,,,,,,,,,,,,,,,105,,,USD
AM:monthly:gac:sjc,Capitol Corridor Monthly from GAC to SJC,,,,,,,,,,,,,,,148,,,USD
AM:monthly:scc:sjc,Capitol Corridor Monthly from SCC to SJC,,,,,,,,,,,,,,,105,,,USD
3D:day,Tri Delta Transit Day Pass,,,,,1,3,1,,,,,,,,3.75,,,USD
3D:day,Tri Delta Transit Day Pass,3D:senior,,,,1,3,1,,,,,,,,1.75,,,USD
3D:day,Tri Delta Transit Day Pass,3D:discount,,,,1,3,1,,,,,,,,1.75,,,USD
3D:31-day,Tri Delta Transit Day Pass,,,,,31,3,1,,,,,,,,57,,,USD
3D:20-ride,Tri Delta Transit Day Pass,,,20,,,,,,,,,,,,33,,,USD
3D:20-ride,Tri Delta Transit Day Pass,3D:senior,,20,,,,,,,,,,,,17,,,USD
3D:20-ride,Tri Delta Transit Day Pass,3D:discount,,20,,,,,,,,,,,,17,,,USD
MA:1-day,Marin Transit Day Pass,,,,,1,3,1,,,,,,,,5,,,USD
MA:1-day,Marin Transit Day Pass,MA:youth,,,,1,3,1,,,,,,,,2.5,,,USD
MA:1-day,Marin Transit Day Pass,MA:senior,,,,1,3,1,,,,,,,,2.5,,,USD
MA:1-day,Marin Transit Day Pass,MA:discount,,,,1,3,1,,,,,,,,2.5,,,USD
MA:31-day,Marin Transit 31-Day Pass,,,,,31,3,1,,,,,,,,40,,,USD
MA:31-day,Marin Transit 31-Day Pass,MA:youth,,,,31,3,1,,,,,,,,40,,,USD
MA:31-day,Marin Transit 31-Day Pass,MA:senior,,,,31,3,1,,,,,,,,20,,,USD
MA:31-day,Marin Transit 31-Day Pass,MA:discount,,,,31,3,1,,,,,,,,20,,,USD
ST:day-local,Solano County Transit Day Local Pass,,,,,1,3,1,,,,,,,,4.5,,,USD
ST:day-local,Solano County Transit Day Local Pass,ST:senior,,,,1,3,1,,,,,,,,2.25,,,USD
ST:day-local,Solano County Transit Day Local Pass,ST:youth,,,,1,3,1,,,,,,,,3.5,,,USD
ST:day-local,Solano County Transit Day Local Pass,ST:discount,,,,1,3,1,,,,,,,,2.25,,,USD
ST:day-outside,Solano County Transit Day Outside County Express Pass,,,,,1,3,1,,,,,,,,10,,,USD
ST:day-outside,Solano County Transit Day Outside County Express Pass,ST:senior,,,,1,3,1,,,,,,,,5,,,USD
ST:day-outside,Solano County Transit Day Outside County Express Pass,ST:youth,,,,1,3,1,,,,,,,,8,,,USD
ST:day-outside,Solano County Transit Day Outside County Express Pass,ST:discount,,,,1,3,1,,,,,,,,5,,,USD
ST:10-ride-local,Solano County Transit 10-Ride Pass,,,10,,,,,,,,,,,,18,,,USD
ST:10-ride-local,Solano County Transit 10-Ride Pass,ST:senior,,10,,,,,,,,,,,,9,,,USD
ST:10-ride-local,Solano County Transit 10-Ride Pass,ST:youth,,10,,,,,,,,,,,,15,,,USD
ST:10-ride-local,Solano County Transit 10-Ride Pass,ST:discount,,10,,,,,,,,,,,,9,,,USD
ST:31-day-local,Solano County Transit 31-Day Local Pass,,,,,31,3,1,,,,,,,,60,,,USD
ST:31-day-local,Solano County Transit 31-Day Local Pass,ST:senior,,,,31,3,1,,,,,,,,30,,,USD
ST:31-day-local,Solano County Transit 31-Day Local Pass,ST:youth,,,,31,3,1,,,,,,,,46,,,USD
ST:31-day-local,Solano County Transit 31-Day Local Pass,ST:discount,,,,31,3,1,,,,,,,,30,,,USD
ST:31-day-outside,Solano County Transit 31-Day Outside County Express Pass,,,,,31,3,1,,,,,,,,114,,,USD
ST:31-day-outside,Solano County Transit 31-Day Outside County Express Pass,ST:senior,,,,31,3,1,,,,,,,,57,,,USD
ST:31-day-outside,Solano County Transit 31-Day Outside County Express Pass,ST:discount,,,,31,3,1,,,,,,,,57,,,USD
ST:day-inside,Solano County Transit Day Inside County Express Pass,,,,,1,3,1,,,,,,,,5.5,,,USD
ST:day-inside,Solano County Transit Day Inside County Express Pass,ST:senior,,,,1,3,1,,,,,,,,2.75,,,USD
ST:day-inside,Solano County Transit Day Inside County Express Pass,ST:youth,,,,1,3,1,,,,,,,,4,,,USD
ST:day-inside,Solano County Transit Day Inside County Express Pass,ST:discount,,,,1,3,1,,,,,,,,2.75,,,USD
ST:31-day-inside,Solano County Transit 31-Day Inside County Express Pass,,,,,31,3,1,,,,,,,,70,,,USD
ST:31-day-inside,Solano County Transit 31-Day Inside County Express Pass,ST:senior,,,,31,3,1,,,,,,,,35,,,USD
ST:31-day-inside,Solano County Transit 31-Day Inside County Express Pass,ST:discount,,,,31,3,1,,,,,,,,35,,,USD
ST:31-express,Solano County Transit 31-Day Pass Express,,,,,31,3,1,,,,,,,,130,,,USD
ST:31-express,Solano County Transit 31-Day Pass Express,ST:senior,,,,31,3,1,,,,,,,,65,,,USD
ST:31-express,Solano County Transit 31-Day Pass Express,ST:discount,,,,31,3,1,,,,,,,,65,,,USD
ST:day-express,Solano County Transit Day Pass Express,,,,,1,3,1,,,,,,,,11.5,,,USD
ST:day-express,Solano County Transit Day Pass Express,ST:senior,,,,1,3,1,,,,,,,,5.75,,,USD
ST:day-express,Solano County Transit Day Pass Express,ST:youth,,,,1,3,1,,,,,,,,9.5,,,USD
ST:day-express,Solano County Transit Day Pass Express,ST:discount,,,,1,3,1,,,,,,,,5.75,,,USD
SR:1-day,Santa Rosa CityBus Day Pass,,,,,1,3,1,,,,,,,,4,,,USD
SR:1-day,Santa Rosa CityBus Day Pass,SR:youth,,,,1,3,1,,,,,,,,3,,,USD
SR:1-day,Santa Rosa CityBus Day Pass,SR:senior,,,,1,3,1,,,,,,,,2,,,USD
SR:1-day,Santa Rosa CityBus Day Pass,SR:discount,,,,1,3,1,,,,,,,,2,,,USD
SR:1-day,Santa Rosa CityBus Day Pass,SR:veteran,,,,1,3,1,,,,,,,,0,,,USD
SR:1-day,Santa Rosa CityBus Day Pass,SR:student,,,,1,3,1,,,,,,,,0,,,USD
SR:31-day,Santa Rosa CityBus 31-Day Pass,,,,,31,3,1,,,,,,,,50,,,USD
SR:31-day,Santa Rosa CityBus 31-Day Pass,SR:youth,,,,31,3,1,,,,,,,,25,,,USD
SR:31-day,Santa Rosa CityBus 31-Day Pass,SR:senior,,,,31,3,1,,,,,,,,25,,,USD
SR:31-day,Santa Rosa CityBus 31-Day Pass,SR:discount,,,,31,3,1,,,,,,,,25,,,USD
SR:31-day,Santa Rosa CityBus 31-Day Pass,SR:veteran,,,,31,3,1,,,,,,,,0,,,USD
SR:31-day,Santa Rosa CityBus 31-Day Pass,SR:student,,,,31,3,1,,,,,,,,0,,,USD
VC:day,Vacaville City Coach Day Pass,,,,,1,3,1,,,,,,,,3.25,,,USD
VC:day,Vacaville City Coach Day Pass,VC:senior,,,,1,3,1,,,,,,,,2,,,USD
VC:day,Vacaville City Coach Day Pass,VC:discount,,,,1,3,1,,,,,,,,2,,,USD
VC:half,Vacaville City Coach Half Month Pass,,,,,14,3,1,,,,,,,,18,,,USD
VC:30-ride,Vacaville City Coach 30-Ride Pass,,,30,,,,,,,,,,,,19,,,USD
VC:monthly,Vacaville City Coach Monthly Pass,,,,,31,3,1,,,,,,,,36,,,USD
VC:monthly,Vacaville City Coach Monthly Pass,VC:youth,,,,31,3,1,,,,,,,,21,,,USD
VC:monthly,Vacaville City Coach Monthly Pass,VC:college,,,,31,3,1,,,,,,,,21,,,USD
VC:monthly,Vacaville City Coach Monthly Pass,VC:senior,,,,31,3,1,,,,,,,,18,,,USD
VC:monthly,Vacaville City Coach Monthly Pass,VC:discount,,,,31,3,1,,,,,,,,18,,,USD
VN:day,Vine Day Pass,,,,,1,3,1,,,,,,,,6.5,,,USD
VN:day,Vine Day Pass,VN:senior,,,,1,3,1,,,,,,,,3.25,,,USD
VN:day,Vine Day Pass,VN:discount,,,,1,3,1,,,,,,,,3.25,,,USD
VN:day,Vine Day Pass,VN:youth,,,,1,3,1,,,,,,,,4.5,,,USD
VN:20-ride,Vine 20-Ride Pass,,,20,,,,,,,,,,,,29,,,USD
VN:20-ride,Vine 20-Ride Pass,VN:senior,,20,,,,,,,,,,,,14.5,,,USD
VN:20-ride,Vine 20-Ride Pass,VN:discount,,20,,,,,,,,,,,,14.5,,,USD
VN:20-ride,Vine 20-Ride Pass,VN:youth,,20,,,,,,,,,,,,20,,,USD
VN:31-day,Vine 31-Day Pass,,,,,31,3,1,,,,,,,,53,,,USD
VN:31-day,Vine 31-Day Pass,VN:senior,,,,31,3,1,,,,,,,,26.5,,,USD
VN:31-day,Vine 31-Day Pass,VN:discount,,,,31,3,1,,,,,,,,26.5,,,USD
VN:31-day,Vine 31-Day Pass,VN:youth,,,,31,3,1,,,,,,,,36,,,USD
VN:BART,Vine BART 31-Day Pass,,,,,31,3,1,,,,,,,,120,,,USD
VN:BART,Vine BART 31-Day Pass,VN:senior,,,,31,3,1,,,,,,,,120,,,USD
VN:BART,Vine BART 31-Day Pass,VN:discount,,,,31,3,1,,,,,,,,120,,,USD
VN:BART,Vine BART 31-Day Pass,VN:youth,,,,31,3,1,,,,,,,,120,,,USD
WC:10-ride,WestCAT 10-Ride,,,10,,,,,,,,,,,,50,,,USD
WC:10-ride,WestCAT 10-Ride,WC:senior,,10,,,,,,,,,,,,20,,,USD
WC:10-ride,WestCAT 10-Ride,WC:discount,,10,,,,,,,,,,,,20,,,USD
WC:31-day:lynx,WestCAT 31-Day Lynx Pass,,,,,31,3,1,,,,,,,,140,,,USD
WC:31-day:lynx,WestCAT 31-Day Lynx Pass,WC:senior,,,,31,3,1,,,,,,,,70,,,USD
WC:31-day:lynx,WestCAT 31-Day Lynx Pass,WC:discount,,,,31,3,1,,,,,,,,70,,,USD
WC:31-day:local,WestCAT 31-Day Local Pass,,,,,31,3,1,,,,,,,,40,,,USD
WC:31-day:local,WestCAT 31-Day Local Pass,WC:senior,,,,31,3,1,,,,,,,,20,,,USD
WC:31-day:local,WestCAT 31-Day Local Pass,WC:discount,,,,31,3,1,,,,,,,,20,,,USD
WC:day,WestCAT Day Pass,,,,,1,3,1,,,,,,,,3.5,,,USD
WC:day,WestCAT Day Pass,WC:senior,,,,1,3,1,,,,,,,,1.5,,,USD
WC:day,WestCAT Day Pass,WC:discount,,,,1,3,1,,,,,,,,1.5,,,USD
RV:monthly,Rio Vista Monthly Pass,,,,,31,3,1,,,,,,,,120,,,USD
RV:monthly,Rio Vista Monthly Pass,RV:senior,,,,31,3,1,,,,,,,,60,,,USD
RV:monthly,Rio Vista Monthly Pass,RV:discount,,,,31,3,1,,,,,,,,60,,,USD
PE:monthly,Petaluma Transit Monthly Pass,,,,,1,5,1,,,,,,,,30,,,USD
PE:monthly,Petaluma Transit Monthly Pass,PE:youth,,,,1,5,1,,,,,,,,20,,,USD
PE:monthly,Petaluma Transit Monthly Pass,PE:senior,,,,1,5,1,,,,,,,,15,,,USD
PE:monthly,Petaluma Transit Monthly Pass,PE:discount,,,,1,5,1,,,,,,,,15,,,USD
PE:quarterly,Petaluma Transit Monthly Pass,PE:youth,,,,3,5,1,,,,,,,,40,,,USD
UC:31-day,Union City Transit 31-Day Pass,,clipper,,,31,3,1,,,,,,,,55,,,USD
UC:31-day,Union City Transit 31-Day Pass,UC:youth,clipper,,,31,3,1,,,,,,,,35,,,USD
UC:31-day,Union City Transit 31-Day Pass,UC:senior,clipper,,,31,3,1,,,,,,,,26,,,USD
UC:31-day,Union City Transit 31-Day Pass,UC:discount,clipper,,,31,3,1,,,,,,,,26,,,USD
SO:monthly,Sonoma County Transit Monthly Pass,,,,,1,5,1,,,,,,,,62.5,,,USD
SO:monthly,Sonoma County Transit Monthly Pass,SO:youth,,,,1,5,1,,,,,,,,47,,,USD
SO:monthly,Sonoma County Transit Monthly Pass,SO:senior,,,,1,5,1,,,,,,,,31.25,,,USD
SO:monthly,Sonoma County Transit Monthly Pass,SO:discount,,,,1,5,1,,,,,,,,31.25,,,USD
SO:31-day,Sonoma County Transit 31-Day Pass,,,,,31,3,1,,,,,,,,62.5,,,USD
SO:31-day,Sonoma County Transit 31-Day Pass,SO:youth,,,,31,3,1,,,,,,,,47,,,USD
SO:31-day,Sonoma County Transit 31-Day Pass,SO:senior,,,,31,3,1,,,,,,,,31.25,,,USD
SO:31-day,Sonoma County Transit 31-Day Pass,SO:discount,,,,31,3,1,,,,,,,,31.25,,,USD
SO:superpass-PE-SR,"SuperPass: Sonoma County Transit, Petaluma Transit, Santa Rosa CityBus",,,,,31,3,1,,,,,,,,142,,,USD
SO:superpass-PE-SR,"SuperPass: Sonoma County Transit, Petaluma Transit, Santa Rosa CityBus",SO:youth,,,,31,3,1,,,,,,,,92,,,USD
SO:superpass-PE-SR,"SuperPass: Sonoma County Transit, Petaluma Transit, Santa Rosa CityBus",SO:senior,,,,31,3,1,,,,,,,,71.25,,,USD
SO:superpass-PE-SR,"SuperPass: Sonoma County Transit, Petaluma Transit, Santa Rosa CityBus",SO:discount,,,,31,3,1,,,,,,,,71.25,,,USD
SO:superpass-PE,"SuperPass: Sonoma County Transit, Petaluma Transit",,,,,31,3,1,,,,,,,,92.5,,,USD
SO:superpass-PE,"SuperPass: Sonoma County Transit, Petaluma Transit",SO:youth,,,,31,3,1,,,,,,,,67,,,USD
SO:superpass-PE,"SuperPass: Sonoma County Transit, Petaluma Transit",SO:senior,,,,31,3,1,,,,,,,,46.25,,,USD
SO:superpass-PE,"SuperPass: Sonoma County Transit, Petaluma Transit",SO:discount,,,,31,3,1,,,,,,,,46.25,,,USD
SO:superpass-SR,"SuperPass: Sonoma County Transit, Santa Rosa CityBus",,,,,31,3,1,,,,,,,,112.5,,,USD
SO:superpass-SR,"SuperPass: Sonoma County Transit, Santa Rosa CityBus",SO:youth,,,,31,3,1,,,,,,,,72,,,USD
