service_id,date,exception_type
SM:77929,20220905,2
SC:77857,20220704,2
SM:77934,20220905,2
BA:75398,20220221,2
BA:75398,20220530,2
BA:75398,20220905,2
SC:77811,20220817,1
SC:77811,20220819,1
SC:77811,20220905,2
AC:72910,20220808,2
AC:72910,20220809,2
AC:72910,20220811,2
AC:72910,20220812,2
AC:72910,20220815,2
AC:72910,20220905,2
AC:72910,20221010,2
AC:72910,20221111,2
AC:72910,20221121,2
AC:72910,20221122,2
AC:72910,20221124,2
AC:72910,20221125,2
AC:77896,20220905,2
AC:77896,20220916,2
AC:77896,20221010,2
AC:77896,20221111,2
AC:77896,20221121,2
AC:77896,20221122,2
AC:77896,20221124,2
AC:77896,20221125,2
SR:77588,20221225,2
SR:77588,20230101,2
SR:77588,20230409,2
SC:77875,20220704,2
SC:77818,20220816,1
SC:77818,20220818,1
SC:77818,20220905,2
MA:76017,20221124,2
MA:76017,20220811,2
SC:76284,20220822,2
SC:76284,20220905,2
SC:76284,20221010,2
AC:77901,20220808,2
AC:77901,20220809,2
AC:77901,20220905,2
AC:77901,20221003,2
AC:77901,20221010,2
AC:77901,20221121,2
AC:77901,20221122,2
AC:77901,20221123,2
AC:77901,20221124,2
SO:77390,20221125,2
SO:77390,20221124,2
SO:77390,20220905,2
BA:77724,20220530,1
BA:77724,20220905,1
BA:76312,20220530,1
BA:76312,20220905,1
MA:76018,20220810,2
AC:77894,20220808,2
AC:77894,20220809,2
AC:77894,20220905,2
AC:77894,20221003,2
AC:77894,20221010,2
AC:77894,20221111,2
AC:77894,20221121,2
AC:77894,20221122,2
AC:77894,20221123,2
AC:77894,20221124,2
AC:77894,20221125,2
EM:72792,20221125,2
EM:72792,20221124,2
EM:72792,20220704,2
EM:72792,20220530,2
SC:76282,20220905,2
SC:76282,20221003,2
SC:76282,20221004,2
SC:76282,20221005,2
SC:76282,20221006,2
SC:76282,20221007,2
AC:77904,20220810,2
AC:77904,20221123,2
MV:77564,20221125,2
MV:77564,20221124,2
MV:77564,20221007,2
MV:77564,20221005,2
MV:77564,20220930,2
MV:77564,20220927,2
MV:77564,20220916,2
MV:77564,20220909,2
MV:77564,20220908,2
MV:77564,20220905,2
MV:77564,20220902,2
MV:77564,20220826,2
MV:77564,20220825,2
MV:77564,20220823,2
MV:77564,20220817,2
MV:77564,20220729,2
MV:77564,20220715,2
SC:76349,20220905,2
SC:76349,20221017,2
SC:77838,20220704,2
AC:72907,20220808,2
AC:72907,20220809,2
AC:72907,20220810,2
AC:72907,20220811,2
AC:72907,20220812,2
AC:72907,20220815,2
AC:72907,20220816,2
AC:72907,20220905,2
AC:72907,20221111,2
AC:72907,20221121,2
AC:72907,20221122,2
AC:72907,20221123,2
AC:72907,20221124,2
AC:72907,20221125,2
BA:75396,20220403,2
BA:75396,20220410,2
BA:75396,20220417,2
BA:75396,20220424,2
BA:75396,20220501,2
BA:75396,20220515,2
BA:75396,20220529,2
SF:73694,20220905,1
SC:77739,20220905,2
SC:77739,20221013,2
SC:77739,20221014,2
SC:77821,20220905,2
SC:77821,20221010,2
SC:76357,20220905,2
SC:76357,20221013,2
SC:76357,20221014,2
MA:72918,20220118,2
MA:72918,20220221,2
MA:72918,20220530,2
MA:72918,20220704,2
MA:72918,20220905,2
MA:72918,20221124,2
MA:72918,20221125,2
MA:72918,20221224,2
MA:72918,20221231,2
ST:76802,20220905,2
ST:77946,20221111,1
ST:77946,20221125,1
ST:77946,20221227,1
ST:77946,20221228,1
ST:77946,20221229,1
ST:77946,20221230,1
ST:77946,20230116,1
ST:77946,20230220,1
ST:77946,20231110,1
ST:77946,20231124,1
ST:77946,20231226,1
ST:77946,20231227,1
ST:77946,20231228,1
ST:77946,20231229,1
MA:77770,20220101,1
MA:77770,20220118,1
MA:77770,20220221,1
MA:77770,20220530,1
MA:77770,20220704,1
MA:77770,20220905,1
MA:77770,20221111,1
MA:77770,20221124,1
MA:77770,20221125,1
MA:77770,20221224,1
MA:77770,20221231,1
MA:77770,20220809,2
MA:77770,20220810,2
MA:77770,20220811,2
MA:77770,20220812,2
MA:77770,20220815,2
SC:76301,20220817,1
SC:76301,20220905,2
SC:76301,20220906,2
SC:76301,20221017,2
SC:77867,20220704,2
SC:77856,20220704,2
SC:77856,20220811,2
AC:72905,20220808,2
AC:72905,20220811,2
AC:72905,20220812,2
AC:72905,20220815,2
AC:72905,20220905,2
AC:72905,20221111,2
AC:72905,20221121,2
AC:72905,20221124,2
AC:72905,20221125,2
AC:72909,20220808,2
AC:72909,20220809,2
AC:72909,20220810,2
AC:72909,20220811,2
AC:72909,20220812,2
AC:72909,20220902,2
AC:72909,20220905,2
AC:72909,20221010,2
AC:72909,20221111,2
AC:72909,20221121,2
AC:72909,20221122,2
AC:72909,20221123,2
AC:72909,20221124,2
AC:72909,20221125,2
WC:72893,20220905,2
SC:76297,20220905,2
SC:76297,20221017,2
SC:76275,20220905,2
SC:76275,20221017,2
SC:76289,20220822,2
SC:76289,20220905,2
SC:76289,20221010,2
SO:76120,20221225,2
BA:72953,20220221,2
BA:72953,20220530,2
BA:72953,20220704,2
BA:72953,20220905,2
MA:77768,20220118,2
MA:77768,20220221,2
MA:77768,20220530,2
MA:77768,20220704,2
MA:77768,20220905,2
MA:77768,20220815,2
DE:77488,20220704,2
SC:76276,20220815,1
SC:76276,20220817,1
SC:76276,20220819,1
SC:76276,20221017,1
SC:77813,20220905,2
SC:77813,20221010,2
PE:76182,20211125,2
SC:77810,20220929,2
SC:76285,20220902,2
SC:76285,20221012,2
AC:77913,20220916,1
AC:77913,20221010,1
AC:77913,20221121,1
AC:77913,20221125,1
AC:77913,20221123,1
AC:77913,20221122,1
AC:77913,20221111,1
AC:77899,20220810,2
AC:77899,20220817,2
AC:77899,20221123,2
PE:72835,20210704,2
PE:72835,20210906,1
PE:72835,20211111,1
PE:72835,20211126,1
PE:72835,20211224,1
PE:76187,20210701,1
PE:76187,20210708,1
PE:76187,20210715,1
PE:76187,20210722,1
PE:76187,20210729,1
PE:76187,20210805,1
PE:76187,20210812,1
PE:76187,20211223,1
DE:72781,20220905,2
DE:72781,20221124,2
SM:77928,20220905,2
3D:77959,20221111,1
3D:77959,20221124,1
3D:77959,20221125,1
3D:77959,20221226,1
3D:77959,20230116,1
3D:77959,20230220,1
3D:77959,20230529,1
3D:77959,20230704,1
3D:77959,20230904,1
3D:77959,20231110,1
3D:77959,20231123,1
3D:77959,20231124,1
3D:77959,20231225,1
SC:77887,20220704,2
SC:77850,20220620,2
SC:77850,20220704,2
SM:77922,20220905,2
AM:72761,20220905,2
AM:72761,20221111,2
AM:72761,20221124,2
AM:72761,20221224,2
AM:72761,20221226,2
SC:76279,20220829,2
SC:76279,20220905,2
SC:76279,20220912,2
SC:76279,20220919,2
SC:76279,20220926,2
SC:76279,20221003,2
AC:77912,20221118,1
WH:77804,20220704,2
SC:76295,20220905,2
SC:76295,20221017,2
RV:72849,20220905,2
RV:72849,20220704,2
SC:76347,20220929,1
SC:76347,20220905,2
SC:76296,20220822,2
SC:76296,20220823,2
SC:76296,20220824,2
SC:76296,20220825,2
SC:76296,20220826,2
SC:76296,20220829,2
SC:76296,20220830,2
SC:76296,20220831,2
SC:76296,20220901,2
SC:76296,20220902,2
SC:76296,20220905,2
SC:76296,20220906,2
SC:76296,20220907,2
SC:76296,20220908,2
SC:76296,20220909,2
SC:76296,20220912,2
SC:76296,20220913,2
SC:76296,20220914,2
SC:76296,20220915,2
SC:76296,20220916,2
SC:76296,20220919,2
SC:76296,20220920,2
SC:76296,20220921,2
SC:76296,20220922,2
SC:76296,20220923,2
SC:76296,20220926,2
SC:76296,20220927,2
SC:76296,20220928,2
SC:76296,20220929,2
SC:76296,20220930,2
SC:76296,20221003,2
SC:76296,20221004,2
SC:76296,20221005,2
SC:76296,20221006,2
SC:76296,20221007,2
SC:76296,20221010,2
SC:76296,20221011,2
SC:76296,20221012,2
SC:76296,20221013,2
SC:76296,20221014,2
SC:77849,20220704,2
PE:76185,20210629,1
PE:76185,20210706,1
PE:76185,20210713,1
PE:76185,20210720,1
PE:76185,20210727,1
PE:76185,20210803,1
PE:76185,20210810,1
PE:76185,20211123,1
PE:76185,20211221,1
AC:77898,20220808,2
AC:77898,20220809,2
AC:77898,20220811,2
AC:77898,20220812,2
AC:77898,20220815,2
AC:77898,20220816,2
AC:77898,20220905,2
AC:77898,20221111,2
AC:77898,20221121,2
AC:77898,20221122,2
AC:77898,20221124,2
AC:77898,20221125,2
SM:77931,20220905,2
SB:72856,20230704,2
SB:72856,20230529,2
SB:72856,20230220,2
SB:72856,20230116,2
SB:72856,20221125,2
SB:72856,20221124,2
SB:72856,20221111,2
SB:72856,20220905,2
SC:77780,20220817,1
SC:77780,20220905,2
SC:76342,20220905,2
SC:76342,20220926,2
SC:76342,20220927,2
SC:76342,20220928,2
SC:76342,20220930,2
AC:77897,20221124,1
AC:77897,20220905,1
SC:77812,20220905,1
SC:77833,20220905,2
SC:77833,20220906,2
SC:77833,20221017,2
SC:77826,20220905,2
SC:77826,20221010,2
SC:76288,20221014,1
SC:76288,20220905,2
SC:76294,20221014,1
SC:76294,20220905,2
SC:77844,20220704,2
AC:77911,20221125,1
AC:77911,20220809,1
AC:77911,20220808,1
AC:77906,20220904,1
AC:77906,20221123,1
EM:77154,20221125,1
CC:77918,20220808,1
CC:77918,20221111,1
SC:76298,20220905,2
SC:76298,20221017,2
SC:76344,20221013,1
SC:77847,20220704,2
MA:77769,20220101,2
SM:73025,20220905,1
BA:72955,20220320,2
BA:72955,20220327,2
BA:72955,20220508,2
BA:72955,20220522,2
BA:72955,20220605,2
BA:72955,20220821,2
BA:72955,20220828,2
BA:72955,20220530,1
BA:72955,20220704,1
BA:72955,20220905,1
AF:77966,20220905,1
CT:72981,20220905,1
CT:72981,20220704,1
SC:77827,20221013,2
SC:77889,20220704,2
SC:77889,20220811,2
MA:77766,20220809,2
SC:77873,20220621,2
SC:77873,20220622,2
SC:77873,20220623,2
SC:77873,20220624,2
SC:77873,20220627,2
SC:77873,20220628,2
SC:77873,20220629,2
SC:77873,20220630,2
SC:77873,20220701,2
SC:77873,20220704,2
SC:77873,20220705,2
SC:77873,20220706,2
SC:77873,20220707,2
SC:77873,20220708,2
SC:77873,20220711,2
SC:77873,20220712,2
SC:77873,20220713,2
SC:77873,20220714,2
SC:77873,20220715,2
SC:77873,20220718,2
SC:77873,20220719,2
SC:77873,20220720,2
SC:77873,20220721,2
SC:77873,20220722,2
SC:77866,20220704,2
SC:76281,20221014,1
SC:76281,20220905,2
