service_id,date,exception_type
BA:75724,20220221,2
BA:75724,20220530,2
BA:75724,20220905,2
SC:76350,20221013,1
SC:76350,20220905,2
SC:77836,20220822,2
SC:77836,20220823,2
SC:77836,20220829,2
SC:77836,20220830,2
SC:77836,20220905,2
SC:77836,20220912,2
SC:77836,20220913,2
SC:77836,20220919,2
SC:77836,20220920,2
SC:77836,20220926,2
SC:77836,20220927,2
SC:77836,20221003,2
SC:77836,20221004,2
SC:77836,20221010,2
SC:77836,20221011,2
SC:76360,20220905,2
SC:76356,20220815,1
SC:76356,20220816,1
SC:76356,20220817,1
SC:76356,20220818,1
SC:76356,20220822,1
SC:76356,20220823,1
SC:76356,20220824,1
SC:76356,20220825,1
SC:76293,20221014,2
AC:77902,20220808,2
AC:77902,20220809,2
AC:77902,20220905,2
AC:77902,20221124,2
AC:77902,20221125,2
VC:72877,20230220,1
VC:72877,20230116,1
VC:72877,20221125,1
VC:72877,20221111,1
AC:76767,20220809,2
AC:76767,20220816,2
AC:76767,20221122,2
ST:77943,20221111,2
ST:77943,20221124,2
ST:77943,20221125,2
ST:77943,20221226,2
ST:77943,20221227,2
ST:77943,20221228,2
ST:77943,20221229,2
ST:77943,20221230,2
ST:77943,20230102,2
ST:77943,20230116,2
ST:77943,20230220,2
ST:77943,20230529,2
ST:77943,20230704,2
ST:77943,20230904,2
ST:77943,20231110,2
ST:77943,20231123,2
ST:77943,20231124,2
ST:77943,20231225,2
ST:77943,20231226,2
ST:77943,20231227,2
ST:77943,20231228,2
ST:77943,20231229,2
CT:72982,20220905,2
CT:72982,20220704,2
SA:76456,20230529,1
SA:76456,20230101,2
SA:76456,20221225,2
SA:76456,20221125,1
SA:76456,20220905,1
SC:76299,20220905,2
SC:76299,20221017,2
SC:77828,20221013,2
GG:75205,20220905,1
SC:72915,20220905,2
SC:72915,20221017,2
SC:76290,20220905,2
FS:75720,20221124,2
FS:75720,20221111,2
FS:75720,20220905,2
SC:77832,20221013,1
SC:77832,20220905,2
SC:77865,20220704,2
SC:76513,20220905,2
AC:77909,20221122,1
AC:77909,20221121,1
AC:77909,20220808,1
AC:77909,20220812,1
AC:77909,20220809,1
AC:77909,20221010,1
AC:77909,20221125,1
AC:77909,20221123,1
AC:77909,20221111,1
AC:77909,20220815,1
AC:77909,20220810,1
AC:77909,20220811,1
SC:77871,20220704,2
SO:73086,20221225,2
ST:77947,20221225,2
ST:77947,20221226,1
ST:77947,20230101,2
ST:77947,20230102,1
ST:77947,20230409,2
DE:77763,20220530,2
SM:77923,20220905,2
SO:77940,20221125,1
VN:73049,20221124,2
VN:73049,20220905,2
ST:73006,20220905,2
ST:73006,20221111,2
SC:77854,20220704,2
SC:77854,20220809,2
SC:77854,20220810,2
AF:77965,20220905,2
SC:72914,20220905,2
SO:73087,20221225,2
AM:75701,20220905,1
AM:75701,20221111,1
AM:75701,20221124,1
AM:75701,20221224,1
AM:75701,20221226,1
PE:76184,20210705,1
PE:76184,20210712,1
PE:76184,20210719,1
PE:76184,20210726,1
PE:76184,20210802,1
PE:76184,20210809,1
PE:76184,20210816,1
PE:76184,20211122,1
PE:76184,20211220,1
MV:77730,20221007,1
MV:77730,20221005,1
MV:77730,20220930,1
MV:77730,20220927,1
MV:77730,20220916,1
MV:77730,20220909,1
MV:77730,20220908,1
MV:77730,20220902,1
MV:77730,20220826,1
MV:77730,20220825,1
MV:77730,20220823,1
MV:77730,20220817,1
MV:77730,20220729,1
MV:77730,20220715,1
SC:77885,20220704,2
SC:77885,20220810,2
SC:77885,20220811,2
SC:77859,20220704,2
BA:75726,20220221,1
CM:73306,20221226,2
CM:73306,20221125,2
CM:73306,20221124,2
CM:73306,20220905,2
SC:76345,20220926,1
SC:76345,20220927,1
SC:76345,20220928,1
SC:76345,20220930,1
SC:76351,20220829,2
SC:76351,20220905,2
SC:76351,20220912,2
SC:76351,20220919,2
SC:76351,20220926,2
SC:76351,20221003,2
WH:77798,20220905,2
SC:76302,20220905,2
SC:76302,20221013,2
AC:77914,20221121,1
AC:77914,20221010,1
AC:77914,20220812,1
AC:77914,20220811,1
AC:77914,20220810,1
AC:77914,20221111,1
AC:77914,20221125,1
AC:77914,20221123,1
AC:77914,20220808,1
AC:77914,20221122,1
AC:77914,20220902,1
AC:77914,20220809,1
GF:76707,20220905,1
SC:77840,20220704,2
SC:76287,20221014,2
SC:76300,20220822,2
SC:76300,20220823,2
SC:76300,20220824,2
SC:76300,20220825,2
SC:76300,20220826,2
SC:76300,20220829,2
SC:76300,20220830,2
SC:76300,20220831,2
SC:76300,20220901,2
SC:76300,20220902,2
SC:76300,20220905,2
SC:76300,20220906,2
SC:76300,20220907,2
SC:76300,20220908,2
SC:76300,20220909,2
SC:76300,20220912,2
SC:76300,20220913,2
SC:76300,20220914,2
SC:76300,20220915,2
SC:76300,20220916,2
SC:76300,20220919,2
SC:76300,20220920,2
SC:76300,20220921,2
SC:76300,20220922,2
SC:76300,20220923,2
SC:76300,20220926,2
SC:76300,20220927,2
SC:76300,20220928,2
SC:76300,20220929,2
SC:76300,20220930,2
SC:76300,20221003,2
SC:76300,20221004,2
SC:76300,20221005,2
SC:76300,20221006,2
SC:76300,20221007,2
SC:76300,20221010,2
SC:76300,20221011,2
SC:76300,20221012,2
SC:76300,20221013,2
SC:76300,20221014,2
SS:75014,20220117,2
SS:75014,20220221,2
SS:75014,20220530,2
SS:75014,20220704,2
SS:75014,20220905,2
SS:75014,20221124,2
SS:75014,20221226,2
SC:77808,20220905,2
SC:77808,20221003,2
SC:77808,20221004,2
SC:77808,20221005,2
SC:77808,20221006,2
SC:77808,20221007,2
BA:75725,20220221,1
SC:77834,20221011,2
SM:77930,20220905,2
BA:72954,20220221,1
SC:77825,20221011,1
SC:77825,20220822,2
SC:77825,20220905,2
SC:77825,20221010,2
SC:77815,20220905,2
SR:77589,20220905,2
SR:77589,20230529,2
SR:77589,20230704,2
SR:77589,20221124,2
CC:75939,20220808,2
CC:75939,20220905,2
CC:75939,20221111,2
SO:75493,20221125,2
SO:75493,20221124,2
SO:75493,20220905,2
SO:77939,20221125,1
3D:77958,20220905,1
SC:77853,20220704,2
SC:77853,20220810,2
SC:77853,20220811,2
SC:77740,20220905,2
SC:77740,20221007,2
AC:77903,20220905,2
AC:77903,20221124,2
SM:77921,20220905,2
ST:77945,20221226,2
ST:77945,20221227,2
ST:77945,20221228,2
ST:77945,20221229,2
ST:77945,20221230,2
ST:77945,20230102,2
ST:77945,20230116,2
ST:77945,20230220,2
ST:77945,20230529,2
ST:77945,20230704,2
ST:77945,20230904,2
ST:77945,20231110,2
ST:77945,20231123,2
ST:77945,20231124,2
ST:77945,20231225,2
ST:77945,20231226,2
ST:77945,20231227,2
ST:77945,20231228,2
ST:77945,20231229,2
SC:77809,20220905,2
SC:77809,20221003,2
SC:77809,20221004,2
SC:77809,20221005,2
SC:77809,20221006,2
SC:77809,20221007,2
AC:77895,20220808,2
AC:77895,20220809,2
AC:77895,20220810,2
AC:77895,20220811,2
AC:77895,20220812,2
AC:77895,20220815,2
AC:77895,20220905,2
AC:77895,20221010,2
AC:77895,20221111,2
AC:77895,20221121,2
AC:77895,20221122,2
AC:77895,20221123,2
AC:77895,20221124,2
AC:77895,20221125,2
SM:77926,20220905,2
3D:72969,20220905,2
PE:76186,20210630,1
PE:76186,20210707,1
PE:76186,20210714,1
PE:76186,20210721,1
PE:76186,20210728,1
PE:76186,20210804,1
PE:76186,20210811,1
PE:76186,20211124,1
PE:76186,20211222,1
AC:72906,20220905,2
AC:72906,20220916,2
AC:72906,20221010,2
AC:72906,20221111,2
AC:72906,20221121,2
AC:72906,20221122,2
AC:72906,20221123,2
AC:72906,20221124,2
AC:72906,20221125,2
WC:72889,20220905,1
WC:72890,20220905,2
SO:77570,20221125,2
SO:77570,20221124,2
SO:77570,20220905,2
ST:77944,20221111,2
PE:72836,20211225,2
VC:76144,20230529,2
VC:76144,20230220,2
VC:76144,20230116,2
VC:76144,20230102,2
VC:76144,20221226,2
VC:76144,20221125,2
VC:76144,20221124,2
VC:76144,20221111,2
VC:76144,20220905,2
SC:72916,20220815,1
SC:72916,20220816,1
SC:72916,20220818,1
SC:72916,20221017,1
SC:77831,20221014,2
AC:77910,20220808,1
AC:77910,20221003,1
AC:77910,20221010,1
AC:77910,20220809,1
AC:77910,20221122,1
AC:77910,20221121,1
AC:77910,20221123,1
AC:77910,20221111,1
AC:77910,20221125,1
3D:72970,20221111,2
3D:72970,20221124,2
3D:72970,20221125,2
3D:72970,20221226,2
3D:72970,20230116,2
3D:72970,20230220,2
3D:72970,20230529,2
3D:72970,20230704,2
3D:72970,20230904,2
3D:72970,20231110,2
3D:72970,20231123,2
3D:72970,20231124,2
3D:72970,20231225,2
PE:76188,20210702,1
PE:76188,20210709,1
PE:76188,20210716,1
PE:76188,20210723,1
PE:76188,20210730,1
PE:76188,20210806,1
PE:76188,20210813,1
CT:77078,20220905,2
CT:77078,20220704,2
SC:77855,20220704,2
UC:76872,20220905,2
UC:76872,20220704,2
UC:76872,20220530,2
SC:77824,20221011,1
SC:77824,20220822,2
SC:77824,20220905,2
SC:77824,20221010,2
BA:75397,20220724,2
BA:75397,20220731,2
BA:75397,20220807,2
BA:75397,20220814,2
CT:77419,20220626,1
SC:76286,20220905,2
SC:76286,20221017,2
AC:77893,20221111,2
AC:77893,20221125,2
FS:72801,20221111,1
MA:77767,20221111,2
MA:77767,20221125,2
MA:77767,20221224,2
MA:77767,20220812,2
ST:73007,20220905,2
ST:73007,20221111,2
ST:73007,20221124,2
ST:73007,20221125,2
ST:73007,20221226,2
ST:73007,20221227,2
ST:73007,20221228,2
ST:73007,20221229,2
ST:73007,20221230,2
ST:73007,20230102,2
ST:73007,20230116,2
ST:73007,20230220,2
ST:73007,20230529,2
ST:73007,20230704,2
ST:73007,20230904,2
ST:73007,20231110,2
ST:73007,20231123,2
ST:73007,20231124,2
ST:73007,20231225,2
ST:73007,20231226,2
ST:73007,20231227,2
ST:73007,20231228,2
ST:73007,20231229,2
SC:77829,20221014,2
SC:76280,20221014,2
AC:72908,20221123,2
SB:72855,20230704,1
SB:72855,20230529,1
SB:72855,20230220,1
SB:72855,20230116,1
SB:72855,20230101,2
SB:72855,20221225,2
SB:72855,20221125,1
SB:72855,20221111,1
SB:72855,20220905,1
CE:76177,20201231,2
CE:76177,20201127,2
CE:76177,20201026,2
CE:76177,20201126,2
CE:76177,20201225,2
CE:76177,20200703,2
CE:76177,20210101,2
SC:76353,20220824,2
SC:76353,20220826,2
SC:76353,20220829,2
SC:76353,20220831,2
SC:76353,20220905,2
SC:76353,20220907,2
SC:76353,20220909,2
SC:76353,20220912,2
SC:76353,20220914,2
SC:76353,20220916,2
SC:76353,20220919,2
SC:76353,20220921,2
SC:76353,20220923,2
SC:76353,20220926,2
SC:76353,20220928,2
SC:76353,20220930,2
SC:76353,20221003,2
SC:76353,20221005,2
SC:76353,20221007,2
SO:77388,20221225,2
SC:77830,20220905,2
SC:77830,20221013,2
SC:76283,20220822,1
SC:76283,20221010,1
SC:76283,20221011,2
AC:77907,20220904,2
AC:77907,20221123,2
WH:72990,20220905,1
CE:77596,20201231,1
SC:76358,20220905,2
SC:76358,20221013,2
SC:76358,20221014,2
SF:73692,20220905,2
GG:73017,20220905,2
SA:73343,20230529,2
SA:73343,20221125,2
SA:73343,20221124,2
SA:73343,20220905,2
SC:76292,20220905,2
SC:76292,20221017,2
SC:76343,20220929,2
SM:77933,20220905,2
SC:76359,20220905,2
SC:76359,20221013,2
SC:76352,20220822,2
SC:76352,20220902,2
SC:76352,20220905,2
SC:76352,20221010,2
SC:76352,20221012,2
SC:76291,20220902,2
SC:76291,20221012,2
SC:76278,20220816,1
SC:76278,20220818,1
SC:76278,20220905,2
SM:77927,20220905,2
SC:77886,20220704,2
SC:77886,20220811,2
GF:72813,20220905,2
WH:77802,20220704,1
SC:77872,20220620,2
SC:77872,20220704,2
AC:77905,20220808,2
AC:77905,20220809,2
AC:77905,20220811,2
AC:77905,20220812,2
AC:77905,20220902,2
AC:77905,20220905,2
AC:77905,20221010,2
AC:77905,20221111,2
AC:77905,20221121,2
AC:77905,20221122,2
AC:77905,20221124,2
AC:77905,20221125,2
SM:77932,20220905,2
ST:77942,20220905,2
AC:77915,20221122,1
AC:77915,20220808,1
AC:77915,20220815,1
AC:77915,20220810,1
AC:77915,20220816,1
AC:77915,20221123,1
AC:77915,20220811,1
AC:77915,20220809,1
AC:77915,20221125,1
AC:77915,20221111,1
AC:77915,20220812,1
AC:77915,20221121,1
