pathway_id,from_stop_id,to_stop_id,pathway_mode,is_bidirectional,length,traversal_time,stair_count,max_slope,min_width,signposted_as,reversed_signposted_as
mtc:26527-26528-1591378690447,mtc:1591378497101,mtc:1591378514879,1,1,9.66550,,,,,,
mtc:26529-26528-1591378692941,mtc:1591378554234,mtc:1591378514879,5,1,0.53061,,,,,,
mtc:26530-26531-1591378697561,mtc:1591378564541,mtc:1591378575758,5,1,0.67725,,,,,,
mtc:26527-26531-1591378703295,mtc:1591378497101,mtc:1591378575758,1,1,19.20007,,,,,,
mtc:26536-26527-1591378715252,mtc:1591378630830,mtc:1591378497101,1,1,10.14247,,,,,,
mtc:26536-26537-1591378725689,mtc:1591378630830,mtc:1591378640157,2,1,14.45017,,15,,,,
mtc:26534-26535-1591378731732,mtc:1591378608379,mtc:1591378622243,2,1,13.30898,,15,,,,
mtc:26513-26521-1591379143644,79217,mtc:1591376368143,1,1,43.44479,,,,,,
mtc:26512-26521-1591379146850,79218,mtc:1591376368143,1,1,61.77703,,,,,,
mtc:26511-26521-1591379150708,79220,mtc:1591376368143,1,1,82.01046,,,,,,
mtc:26510-26521-1591379153738,79221,mtc:1591376368143,1,1,99.20177,,,,,,
mtc:26509-26521-1591379156980,79222,mtc:1591376368143,1,1,116.24393,,,,,,
mtc:26521-26520-1591379160797,mtc:1591376368143,50786,1,1,25.76859,,,,,,
mtc:26521-26519-1591379163619,mtc:1591376368143,50781,1,1,27.37344,,,,,,
mtc:26521-26518-1591379166407,mtc:1591376368143,50782,1,1,45.06197,,,,,,
mtc:26521-26517-1591379169980,mtc:1591376368143,50797,1,1,88.59317,,,,,,
mtc:26521-26516-1591379174511,mtc:1591376368143,50798,1,1,109.72873,,,,,,
mtc:26515-26521-1591379178547,mtc:AC-50784-1591376220765,mtc:1591376368143,1,1,116.36996,,,,,,
mtc:26553-26533-1591379221913,mtc:1591379207544,mtc:1591378598879,1,1,19.35870,,,,,,
mtc:26539-26552-1591379224364,mtc:1591378657758,mtc:1591379194339,1,1,21.33435,,,,,,
mtc:26552-26529-1591379226977,mtc:1591379194339,mtc:1591378554234,1,1,10.20032,,,,,,
mtc:26534-26527-1591379550322,mtc:1591378608379,mtc:1591378497101,1,1,15.04378,,,,,,
mtc:26574-26573-1591400700631,mtc:1591400680867,mtc:1591400667921,5,1,0.65606,,,,,,
mtc:26578-26577-1591400748453,mtc:1591400740762,mtc:1591400731392,2,1,12.72699,,15,,,,
mtc:26576-26575-1591400753369,mtc:1591400722019,mtc:1591400709819,4,1,12.47063,,,,,,
mtc:26582-26580-1591400797681,mtc:1591400789489,mtc:1591400772535,2,1,12.51007,,15,,,,
mtc:26581-26579-1591400803106,mtc:1591400780564,mtc:1591400763761,4,1,13.18449,,,,,,
mtc:26586-26585-1591400852860,mtc:1591400846445,mtc:1591400836630,2,1,16.46566,,15,,,,
mtc:26584-26583-1591400857947,mtc:1591400824067,mtc:1591400811557,4,1,16.78737,,,,,,
mtc:26584-26587-1591400899917,mtc:1591400824067,mtc:1591400871982,1,1,19.63249,,,,,,
mtc:26586-26587-1591400903052,mtc:1591400846445,mtc:1591400871982,1,1,19.77671,,,,,,
mtc:26576-26589-1591400957774,mtc:1591400722019,mtc:1591400914120,1,1,24.56776,,,,,,
mtc:26578-26589-1591400960626,mtc:1591400740762,mtc:1591400914120,1,1,24.24083,,,,,,
mtc:26587-26589-1591401000169,mtc:1591400871982,mtc:1591400914120,1,1,37.04572,,,,,,
mtc:26594-26593-1591401066460,mtc:1591401057360,mtc:1591401048793,6,1,63.90446,,,,,,
mtc:26593-26574-1591401074179,mtc:1591401048793,mtc:1591400680867,1,1,39.09948,,,,,,
mtc:26575-26593-1591401079740,mtc:1591400709819,mtc:1591401048793,1,1,10.68070,,,,,,
mtc:26577-26593-1591401083323,mtc:1591400731392,mtc:1591401048793,1,1,10.19291,,,,,,
mtc:26593-26579-1591401106115,mtc:1591401048793,mtc:1591400763761,1,1,15.90405,,,,,,
mtc:26583-26593-1591401113150,mtc:1591400811557,mtc:1591401048793,1,1,74.88270,,,,,,
mtc:26593-26580-1591401127255,mtc:1591401048793,mtc:1591400772535,1,1,16.80719,,,,,,
mtc:26593-26585-1591401140043,mtc:1591401048793,mtc:1591400836630,1,1,74.84901,,,,,,
mtc:26596-26569-1591401207190,mtc:1591401196277,832140,1,1,152.86943,,,,,,
mtc:26572-26596-1591401210187,882846,mtc:1591401196277,1,1,118.09368,,,,,,
mtc:26570-26596-1591401213449,831160,mtc:1591401196277,1,1,117.59460,,,,,,
mtc:26596-26594-1591401223107,mtc:1591401196277,mtc:1591401057360,1,1,55.34652,,,,,,
mtc:26597-26568-1591401239697,mtc:1591401230092,882844,1,1,94.29903,,,,,,
mtc:26602-26604-1591404280832,mtc:1591404132334,mtc:1591404166237,1,1,40.89028,,,,,,
mtc:26601-26604-1591404287636,mtc:1591404079981,mtc:1591404166237,1,1,68.83950,,,,,,
mtc:26624-26627-1591405883956,mtc:1591405808234,mtc:1591405860205,1,1,7.19125,,,,,,
mtc:26627-26626-1591405887931,mtc:1591405860205,mtc:1591405850144,1,1,25.87465,,,,,,
mtc:26630-26629-1591405980597,mtc:1591405971454,mtc:1591405910708,5,1,1.37201,,,,,,
mtc:26631-26642-1591406185492,mtc:1591406026221,mtc:1591406169421,1,1,21.09976,,,,,,
mtc:26627-26642-1591406193648,mtc:1591405860205,mtc:1591406169421,1,1,12.46043,,15,,,,
mtc:26643-26641-1591406227729,mtc:1591406217928,mtc:1591406131143,1,1,65.64790,,,,,,
mtc:3491-26669-1591457862039,mtc:1586751243014,mtc:1591457842739,2,1,9.98578,,15,,,,
mtc:26673-26671-1591458005989,mtc:1591457997933,mtc:1591457976308,4,1,11.86233,,,,,,
mtc:26672-26670-1591458010283,mtc:1591457987071,mtc:1591457966822,2,1,11.79471,,15,,,,
mtc:26678-26676-1591458241150,mtc:1591458232165,mtc:1591458213781,4,1,11.77831,,,,,,
mtc:26675-26677-1591458246165,mtc:1591458183177,mtc:1591458223347,2,1,11.99257,,15,,,,
mtc:26684-26681-1591458365328,mtc:1591458357221,mtc:1591458329974,5,1,1.36815,,,,,,
mtc:26679-26682-1591458370285,mtc:1591458315941,mtc:1591458339584,2,1,15.86147,,15,,,,
mtc:26680-26683-1591458375275,mtc:1591458323125,mtc:1591458348673,4,1,16.15305,,,,,,
mtc:26688-26686-1591458535698,mtc:1591458528360,mtc:1591458513468,4,1,12.46385,,,,,,
mtc:26685-26687-1591458540753,mtc:1591458506066,mtc:1591458520288,2,1,12.37778,,15,,,,
mtc:26690-26692-1591458634981,mtc:1591458585565,mtc:1591458607538,4,1,14.34870,,,,,,
mtc:26689-26691-1591458639858,mtc:1591458571413,mtc:1591458594630,2,1,14.46986,,15,,,,
mtc:26695-26693-1591458790932,mtc:1591458760615,mtc:1591458738701,2,1,12.66784,,15,,,,
mtc:26696-26694-1591458806016,mtc:1591458797314,mtc:1591458749739,2,1,12.61293,,15,,,,
mtc:26697-26666-1591459032400,mtc:1591459022545,mtc:1591407253928,5,1,2.62982,,,,,,
mtc:26699-26667-1591459056512,mtc:1591459048206,mtc:1591407280226,2,1,14.66666,,15,,,,
mtc:26698-26668-1591459062132,mtc:1591459038518,mtc:1591407290473,4,1,14.86074,,,,,,
mtc:26700-3502-1591459202182,mtc:1591459194008,mtc:powell_n8_concourse_elevator,5,1,0.96522,,,,,,
mtc:26701-26700-1591459215526,mtc:1591459207543,mtc:1591459194008,5,1,1.64673,,,,,,
mtc:3502-3496-1591459224932,mtc:powell_n8_concourse_elevator,mtc:powell_n6_concourse_muni,1,1,4.97971,,,,,,
mtc:26710-26708-1591459749203,mtc:1591459737477,mtc:1591459715503,4,1,11.62976,,,,,,
mtc:26711-26709-1591459763218,mtc:1591459754155,mtc:1591459728549,2,1,11.44530,,15,,,,
mtc:26705-26709-1591459768752,mtc:1591459522170,mtc:1591459728549,1,1,4.55556,,,,,,
mtc:26708-26705-1591459771467,mtc:1591459715503,mtc:1591459522170,1,1,3.86928,,,,,,
mtc:26714-26712-1591459817811,mtc:1591459806253,mtc:1591459783007,4,1,14.17294,,,,,,
mtc:26715-26713-1591459834814,mtc:1591459823387,mtc:1591459794724,2,1,14.02218,,15,,,,
mtc:26704-26713-1591459839648,mtc:1591459312619,mtc:1591459794724,1,1,2.79942,,,,,,
mtc:26712-26704-1591459842313,mtc:1591459783007,mtc:1591459312619,1,1,2.58072,,,,,,
mtc:26721-3507-1591460137763,mtc:1591460130171,mtc:1586757225033,1,1,25.39571,,,,,,
mtc:26725-26723-1591460249934,mtc:1591460241659,mtc:1591460218820,2,1,27.35808,,30,,,,
mtc:26722-26724-1591460261282,mtc:1591460198153,mtc:1591460231780,4,1,27.13766,,,,,,
mtc:26728-26726-1591460319706,mtc:1591460292154,mtc:1591460271231,4,1,27.59526,,,,,,
mtc:26729-26727-1591460325210,mtc:1591460302058,mtc:1591460281721,2,1,27.38921,,30,,,,
mtc:26730-26706-1591460346631,mtc:1591460337838,mtc:1591459536685,1,1,1.40835,,,,,,
mtc:26732-26730-1591460368107,mtc:1591460359627,mtc:1591460337838,4,1,27.69581,,,,,,
mtc:26733-26731-1591460383291,mtc:1591460373370,mtc:1591460350204,2,1,27.96429,,30,,,,
mtc:26706-26731-1591460388609,mtc:1591459536685,mtc:1591460350204,1,1,1.47229,,,,,,
mtc:26728-26721-1591460411468,mtc:1591460292154,mtc:1591460130171,1,1,1.40753,,,,,,
mtc:26729-26721-1591460414162,mtc:1591460302058,mtc:1591460130171,1,1,1.50490,,,,,,
mtc:26733-26720-1591460419223,mtc:1591460373370,mtc:1591460102145,1,1,1.25947,,,,,,
mtc:26732-26720-1591460422067,mtc:1591460359627,mtc:1591460102145,1,1,1.37931,,,,,,
mtc:26725-26719-1591460429929,mtc:1591460241659,mtc:1591460056448,1,1,1.59842,,,,,,
mtc:26724-26719-1591460433505,mtc:1591460231780,mtc:1591460056448,1,1,1.61016,,,,,,
mtc:26734-26641-1591632691587,mtc:1591632684823,mtc:1591406131143,1,1,43.47312,,,,,,
mtc:26734-26631-1591632694719,mtc:1591632684823,mtc:1591406026221,1,1,37.21478,,,,,,
mtc:26623-26626-1591632716522,63025,mtc:1591405850144,1,1,32.91179,,,,,,
mtc:26622-26626-1591632719123,62936,mtc:1591405850144,1,1,51.13896,,,,,,
mtc:26620-26626-1591632722101,63413,mtc:1591405850144,1,1,55.03491,,,,,,
mtc:26619-26626-1591632724931,63072,mtc:1591405850144,1,1,46.37831,,,,,,
mtc:26736-26734-1591632767211,mtc:1591632760243,mtc:1591632684823,1,1,43.06080,,,,,,
mtc:26750-26747-1591633122058,mtc:1591633099280,mtc:1591633051948,1,1,10.00417,,,,,,
mtc:26643-26750-1591633126828,mtc:1591406217928,mtc:1591633099280,1,1,10.35394,,,,,,
mtc:26750-26745-1591633132171,mtc:1591633099280,mtc:1591633029309,1,1,19.55754,,,,,,
mtc:26746-26750-1591633148921,mtc:1591633038482,mtc:1591633099280,1,1,18.59324,,,,,,
mtc:26752-26746-1591633224169,mtc:1591633197112,mtc:1591633038482,1,1,59.43290,,,,,,
mtc:26767-26761-1591644377856,mtc:1591644281249,65228,1,1,10.83158,,,,,,
mtc:26762-26767-1591644380488,65764,mtc:1591644281249,1,1,38.29193,,,,,,
mtc:26767-26760-1591644384871,mtc:1591644281249,65843,1,1,17.75967,,,,,,
mtc:26759-26767-1591644399477,61316,mtc:1591644281249,1,1,92.82231,,,,,,
mtc:26765-26767-1591644402758,60392,mtc:1591644281249,1,1,102.30440,,,,,,
mtc:26763-26767-1591644407473,60460,mtc:1591644281249,1,1,110.68604,,,,,,
mtc:26764-26767-1591644410667,62745,mtc:1591644281249,1,1,125.56074,,,,,,
mtc:26772-26766-1591644441085,mtc:1591644429221,mtc:1591644240502,1,1,55.90368,,,,,,
mtc:26773-26772-1591644462289,mtc:1591644455731,mtc:1591644429221,1,1,49.65399,,,,,,
mtc:26770-26773-1591644465035,mtc:1591644345716,mtc:1591644455731,1,1,55.02387,,,,,,
mtc:39615-39614-1591745002318,mtc:1591744992683,mtc:1591744975305,5,1,2.10149,,,,,,
mtc:39618-39616-1591745048470,mtc:1591745034033,mtc:1591745017915,4,1,33.22710,,,,,,
mtc:39623-39622-1591745199525,mtc:1591745192667,mtc:1591745176973,4,1,32.01793,,,,,,
mtc:39625-39624-1591745220494,mtc:1591745212641,mtc:1591745205514,2,1,31.73656,,15,,,,
mtc:39637-39636-1591745429813,mtc:1591745422816,mtc:1591745413672,5,1,0.71702,,,,,,
mtc:39639-39638-1591745457344,mtc:1591745449148,mtc:1591745439923,2,1,2.12832,,51,,,,
mtc:39641-39640-1591745488829,mtc:1591745480333,mtc:1591745465907,4,1,2.49782,,,,,,
mtc:39621-39688-1591746893036,mtc:1591745086059,mtc:1591746875212,1,1,3.59941,,,,,,
mtc:39700-39641-1591747152906,mtc:1591747125251,mtc:1591745480333,1,1,2.02035,,,,,,
mtc:39639-39700-1591747161810,mtc:1591745449148,mtc:1591747125251,1,1,1.88254,,,,,,
mtc:39715-39713-1591747698595,mtc:1591747687348,mtc:1591747656122,2,1,12.51431,,15,,,,
mtc:39714-39712-1591747705888,mtc:1591747671988,mtc:1591747477736,4,1,12.68588,,,,,,
mtc:39719-39716-1591747756319,mtc:1591747748950,mtc:1591747710755,2,1,12.47489,,15,,,,
mtc:39718-39717-1591747762551,mtc:1591747731969,mtc:1591747721831,4,1,12.42250,,,,,,
mtc:39723-39721-1591747811719,mtc:1591747804122,mtc:1591747785108,2,1,10.19731,,15,,,,
mtc:39720-39722-1591747819538,mtc:1591747771029,mtc:1591747796292,4,1,10.09242,,,,,,
mtc:39727-39726-1591747865133,mtc:1591747857027,mtc:1591747845555,2,1,9.03671,,15,,,,
mtc:39724-39725-1591747871237,mtc:1591747823647,mtc:1591747836045,4,1,9.36888,,,,,,
mtc:39730-39728-1591747913504,mtc:1591747904465,mtc:1591747884582,6,1,16.34362,,,,,,
mtc:39730-39729-1591747918622,mtc:1591747904465,mtc:1591747895038,6,1,12.84406,,,,,,
mtc:39729-39720-1591747924554,mtc:1591747895038,mtc:1591747771029,1,1,13.67175,,,,,,
mtc:39729-39721-1591747926562,mtc:1591747895038,mtc:1591747785108,1,1,11.84756,,,,,,
mtc:39729-39726-1591747929252,mtc:1591747895038,mtc:1591747845555,1,1,15.95003,,,,,,
mtc:39724-39729-1591747931531,mtc:1591747823647,mtc:1591747895038,1,1,14.13805,,,,,,
mtc:39728-39717-1591747936819,mtc:1591747884582,mtc:1591747721831,1,1,14.56517,,,,,,
mtc:39716-39728-1591747939231,mtc:1591747710755,mtc:1591747884582,1,1,12.78661,,,,,,
mtc:39712-39728-1591747941888,mtc:1591747477736,mtc:1591747884582,1,1,13.87672,,,,,,
mtc:39713-39728-1591747944544,mtc:1591747656122,mtc:1591747884582,1,1,12.37112,,,,,,
mtc:39732-39715-1591747974399,mtc:1591747965619,mtc:1591747687348,1,1,4.27156,,,,,,
mtc:39732-39714-1591747977241,mtc:1591747965619,mtc:1591747671988,1,1,5.63662,,,,,,
mtc:39731-39718-1591747979286,mtc:1591747950705,mtc:1591747731969,1,1,6.40734,,,,,,
mtc:39731-39719-1591747982325,mtc:1591747950705,mtc:1591747748950,1,1,4.30801,,,,,,
mtc:39734-39727-1591748003417,mtc:1591747995569,mtc:1591747857027,1,1,4.33750,,,,,,
mtc:39725-39734-1591748005967,mtc:1591747836045,mtc:1591747995569,1,1,3.11300,,,,,,
mtc:39733-39722-1591748009842,mtc:1591747986912,mtc:1591747796292,1,1,5.41683,,,,,,
mtc:39723-39733-1591748012034,mtc:1591747804122,mtc:1591747986912,1,1,3.67154,,,,,,
mtc:39705-39736-1591748095624,65878,mtc:1591748072329,1,1,41.25619,,,,,,
mtc:39711-39736-1591748098408,65882,mtc:1591748072329,1,1,40.12618,,,,,,
mtc:39709-39736-1591748100926,65885,mtc:1591748072329,1,1,66.87340,,,,,,
mtc:39710-39736-1591748103638,65886,mtc:1591748072329,1,1,55.49335,,,,,,
mtc:39708-39736-1591748106125,52671,mtc:1591748072329,1,1,50.86487,,,,,,
mtc:39702-39736-1591748109797,65888,mtc:1591748072329,1,1,99.92138,,,,,,
mtc:39736-39703-1591748114186,mtc:1591748072329,65889,1,1,86.37142,,,,,,
mtc:39707-39736-1591748116852,65890,mtc:1591748072329,1,1,76.13467,,,,,,
mtc:39706-39736-1591748119629,65891,mtc:1591748072329,1,1,70.87537,,,,,,
mtc:39701-39736-1591748124153,65880,mtc:1591748072329,1,1,81.89672,,,,,,
mtc:39704-39736-1591748127864,mtc:SC-65876-1591747389493,mtc:1591748072329,1,1,76.69414,,,,,,
mtc:39741-26610-1591748291473,mtc:1591748215618,mtc:1591404574661,1,1,82.53982,,,,,,
mtc:26627-39754-1592683775869,mtc:1591405860205,mtc:1592683752337,1,1,21.74024,,,,,,
mtc:26628-39754-1592683779939,mtc:1591405893464,mtc:1592683752337,1,1,6.10422,,,,,,
mtc:39754-26629-1592683783843,mtc:1592683752337,mtc:1591405910708,1,1,5.50370,,,,,,
mtc:39755-26748-1592683847441,mtc:1592683840981,mtc:1591633066941,1,1,3.88641,,,,,,
mtc:26631-26630-1592684006467,mtc:1591406026221,mtc:1591405971454,1,1,7.23029,,,,,,
mtc:25307-39756-1592685222588,mtc:1590032592706,mtc:1592685212535,1,1,2.60829,,,,,,
mtc:25296-39756-1592685225691,mtc:1590031959728,mtc:1592685212535,1,1,7.00960,,,,,,
mtc:39756-25297-1592685231592,mtc:1592685212535,mtc:1590031994266,1,1,45.18085,,,,,,
mtc:39757-25289-1592685442190,mtc:1592685425093,mtc:1590030156110,1,1,15.47118,,,,,,
mtc:25317-39757-1592685446440,mtc:1590156514217,mtc:1592685425093,1,1,13.20308,,,,,,
mtc:25316-39757-1592685448986,mtc:1590156461001,mtc:1592685425093,1,1,28.11524,,,,,,
mtc:39757-25288-1592685452219,mtc:1592685425093,mtc:1590030012044,1,1,24.84450,,,,,,
mtc:39757-25309-1592685459261,mtc:1592685425093,mtc:1590095262956,1,1,4.06027,,,,,,
mtc:25386-25397-1592686535837,mtc:1590161032333,mtc:1590161356615,5,1,0.62460,,,,,,
mtc:25426-39779-1592687060914,mtc:1590174226226,mtc:1592687045414,1,1,9.51337,,,,,,
mtc:25425-39779-1592687064226,mtc:1590174006737,mtc:1592687045414,1,1,6.47695,,,,,,
mtc:39779-25427-1592687073931,mtc:1592687045414,mtc:1590174242289,1,1,10.26913,,,,,,
mtc:39781-25419-1592687443296,mtc:1592687434205,mtc:1590165188012,1,1,8.38717,,,,,,
mtc:39781-25418-1592687445632,mtc:1592687434205,mtc:1590165161196,1,1,2.60193,,,,,,
mtc:39781-25421-1592687449198,mtc:1592687434205,mtc:richmond_nevin_street_stairs,1,1,7.67611,,,,,,
mtc:39782-25417-1592687526148,mtc:1592687509987,mtc:richmond-nevin-street-ramp,1,1,1.72539,,,,,,
mtc:39787-25444-1592687694613,mtc:1592687687090,mtc:1590174755235,1,1,1.71183,,,,,,
mtc:25442-39787-1592687697190,mtc:1590174727796,mtc:1592687687090,1,1,1.81892,,,,,,
mtc:39787-25443-1592687699953,mtc:1592687687090,mtc:1590174739520,1,1,6.92963,,,,,,
mtc:39790-26780-1592688864442,mtc:1592688856110,mtc:1591644716329,1,1,16.97886,,,,,,
mtc:26785-26772-1592688900081,mtc:1591644840190,mtc:1591644429221,1,1,38.14352,,,,,,
mtc:25333-25324-1592689071380,mtc:1590157395794,mtc:1590156908006,1,1,23.26728,,,,,,
mtc:39802-25480-1592689799938,mtc:1592689791965,mtc:1590526466928,1,1,16.67584,,,,,,
mtc:25478-39802-1592689802666,mtc:1590526443167,mtc:1592689791965,1,1,2.84410,,,,,,
mtc:25477-39805-1592689866872,mtc:1590526429254,mtc:1592689855448,1,1,4.56401,,,,,,
mtc:25479-39805-1592689880111,mtc:1590526453771,mtc:1592689855448,1,1,17.33829,,,,,,
mtc:39807-25491-1592689958211,mtc:1592689947605,mtc:1590527279121,1,1,5.03204,,,,,,
mtc:25486-39807-1592689960756,mtc:1590527192369,mtc:1592689947605,1,1,3.30013,,,,,,
mtc:39807-25492-1592689964524,mtc:1592689947605,mtc:1590527332683,1,1,17.17045,,,,,,
mtc:39807-25487-1592689968411,mtc:1592689947605,mtc:1590527204785,1,1,4.80058,,,,,,
mtc:25553-39810-1592690358961,mtc:1590533144697,mtc:1592690344161,1,1,17.03574,,,,,,
mtc:39812-39811-1592690419662,mtc:1592690418441,mtc:1592690402426,1,1,50.94276,,,,,,
mtc:39811-25527-1592690439785,mtc:1592690402426,mtc:1590531619461,1,1,7.01817,,,,,,
mtc:25551-39812-1592690443686,mtc:1590533054029,mtc:1592690418441,1,1,2.97066,,,,,,
mtc:25527-25528-1592690449650,mtc:1590531619461,mtc:1590531641880,1,1,42.54557,,,,,,
mtc:39813-39812-1592690478547,mtc:1592690475512,mtc:1592690418441,1,1,51.39358,,,,,,
mtc:39813-25529-1592690486854,mtc:1592690475512,mtc:1590531660372,1,1,6.67443,,,,,,
mtc:39816-25648-1592690742441,mtc:1592690731456,mtc:1590608734108,1,1,30.52814,,,,,,
mtc:25518-39816-1592690746943,mtc:1590530341106,mtc:1592690731456,1,1,3.20767,,,,,,
mtc:39816-25559-1592690752788,mtc:1592690731456,mtc:1590533296218,1,1,26.80938,,,,,,
mtc:39821-25580-1592690986966,mtc:1592690978524,mtc:1590597294064,1,1,12.10009,,,,,,
mtc:39817-39821-1592691000018,mtc:1592690873207,mtc:1592690978524,1,1,18.81859,,,,,,
mtc:25831-25819-1592692055014,mtc:1590699859884,mtc:1590699116115,1,1,6.59907,,,,,,
mtc:25819-39823-1592692382701,mtc:1590699116115,mtc:1592692370154,1,1,23.52848,,,,,,
mtc:25841-39823-1592692385503,mtc:1590700143280,mtc:1592692370154,1,1,15.76054,,,,,,
mtc:25820-39823-1592692389847,mtc:1590699125933,mtc:1592692370154,6,1,4.71982,,,,,,
mtc:39824-25867-1592693276324,mtc:1592693272586,mtc:1590701506575,1,1,3.85561,,,,,,
mtc:25865-39824-1592693279446,mtc:1590701487862,mtc:1592693272586,1,1,4.23920,,,,,,
mtc:39825-39824-1592693310625,mtc:1592693297941,mtc:1592693272586,1,1,3.42970,,,,,,
mtc:39826-39825-1592693330844,mtc:1592693317389,mtc:1592693297941,5,1,0.85009,,,,,,
mtc:25863-39826-1592693340074,mtc:1590701324719,mtc:1592693317389,1,1,15.35877,,,,,,
mtc:39829-25890-1592693824963,mtc:1592693821215,RV:1533,1,1,7.23813,,,,,,
mtc:25896-39829-1592693830255,mtc:1590711613104,mtc:1592693821215,1,1,28.00531,,,,,,
mtc:25898-39829-1592693835094,mtc:1590711714044,mtc:1592693821215,1,1,20.47966,,,,,,
mtc:39832-26287-1592695436354,mtc:1592695431464,mtc:1591220987127,1,1,38.20603,,,,,,
mtc:39833-39832-1592695454934,mtc:1592695451862,mtc:1592695431464,1,1,24.28207,,,,,,
mtc:39834-39833-1592695472951,mtc:1592695469296,mtc:1592695451862,1,1,29.39627,,,,,,
mtc:26286-39834-1592695487491,mtc:1591220974651,mtc:1592695469296,1,1,92.06398,,,,,,
mtc:39835-26314-1592695586873,mtc:1592695576612,mtc:1591227410942,1,1,3.73609,,,,,,
mtc:26440-39836-1592695913004,mtc:1591236964578,mtc:1592695880300,1,1,4.67705,,,,,,
mtc:26441-39836-1592695915763,mtc:1591236981179,mtc:1592695880300,1,1,3.90325,,,,,,
mtc:26444-39838-1592695984312,mtc:1591237019784,mtc:1592695966267,1,1,4.14729,,,,,,
mtc:39838-26445-1592695987036,mtc:1592695966267,mtc:1591237033420,1,1,4.50317,,,,,,
mtc:26430-39839-1592696055751,mtc:1591236691193,mtc:1592696037522,1,1,2.37673,,,,,,
mtc:39839-26431-1592696057963,mtc:1592696037522,mtc:1591236702888,1,1,2.99266,,,,,,
mtc:39840-26425-1592696065302,mtc:1592696060332,mtc:1591236599493,1,1,3.44300,,,,,,
mtc:26427-39840-1592696068900,mtc:1591236622657,mtc:1592696060332,1,1,4.26538,,,,,,
mtc:26530-26553-1592696736692,mtc:1591378564541,mtc:1591379207544,1,1,12.60489,,,,,,
mtc:26594-26597-1592697607788,mtc:1591401057360,mtc:1591401230092,1,1,141.13156,,,,,,
mtc:26355-26359-1592698013549,mtc:1591228973659,mtc:1591229068133,1,1,13.94055,,,,,,
mtc:39862-26383-1592698323208,mtc:1592698303612,mtc:1591229831971,1,1,1.15799,,,,,,
mtc:26381-39862-1592698325523,mtc:1591229804121,mtc:1592698303612,1,1,1.18204,,,,,,
mtc:26241-26259-1592698506476,mtc:1591154884784,mtc:1591219950797,1,1,5.04388,,,,,,
mtc:26241-26260-1592698510681,mtc:1591154884784,mtc:1591219974506,1,1,6.39275,,,,,,
mtc:26265-26256-1592698528370,mtc:1591220089056,mtc:1591219760376,1,1,4.08341,,,,,,
mtc:26263-26256-1592698541002,mtc:1591220044231,mtc:1591219760376,1,1,3.70606,,,,,,
mtc:39863-26246-1592698668250,mtc:1592698648979,mtc:1591219227734,1,1,17.78352,,,,,,
mtc:39863-26247-1592698670426,mtc:1592698648979,mtc:1591219257889,1,1,3.36206,,,,,,
mtc:26274-39863-1592698678366,mtc:1591220326471,mtc:1592698648979,1,1,16.94045,,,,,,
mtc:39864-26274-1592698716664,mtc:1592698709371,mtc:1591220326471,1,1,48.08699,,,,,,
mtc:26261-39864-1592698719103,mtc:1591219987602,mtc:1592698709371,1,1,6.05256,,,,,,
mtc:39864-26276-1592698747079,mtc:1592698709371,mtc:1591220416767,1,1,18.78901,,,,,,
mtc:39865-26491-1592698973796,mtc:1592698970501,mtc:1591286518483,1,1,2.47707,,,,,,
mtc:39730-39736-1592699230667,mtc:1591747904465,mtc:1591748072329,1,1,25.40483,,,,,,
mtc:39874-25622-1592700288889,mtc:1592700281252,mtc:1590601745654,1,1,3.32580,,,,,,
mtc:25623-39874-1592700291801,mtc:1590601775443,mtc:1592700281252,1,1,4.48107,,,,,,
mtc:4152308-25268-1631122472368,mtc:1631122419945,55355,1,1,14.69458,,,,,,
mtc:4152308-25269-1631122476714,mtc:1631122419945,53111,1,1,33.05783,,,,,,
mtc:4152308-25271-1631122481368,mtc:1631122419945,55539,1,1,50.34818,,,,,,
mtc:25274-4152307-1631122491699,mtc:fruitvale_bus_bays,mtc:1631122415237,1,1,24.14669,,,,,,
mtc:4152308-4152307-1631223140355,mtc:1631122419945,mtc:1631122415237,1,1,6.58659,,,,,,
mtc:25501-6321402-1639181379499,mtc:1590528669453,mtc:1639181370273,1,1,,,,,,,
mtc:25884-25888-1639426774004,mtc:1590702486899,mtc:1590702513533,1,1,,,,,,,
mtc:25953-25919-1639446090715,mtc:1590713627232,mtc:1590712594691,1,1,,,,,,,
mtc:39620-39621-1639446446565,mtc:1591745079298,mtc:1591745086059,5,1,,,,,,,
mtc:25569-25592-1641863552531,44001,mtc:1590597625661,1,1,4.95228,,,,,,
mtc:25570-25591-1641863588268,44002,mtc:1590597615567,1,1,22.54492,,,,,,
mtc:25568-25591-1641863612726,44005,mtc:1590597615567,1,1,19.98349,,,,,,
mtc:25567-25593-1641863632501,44006,mtc:1590597634962,1,1,5.56405,,,,,,
mtc:25691-25692-1641863713573,mtc:1590610870373,mtc:1590610879551,6,1,11.01217,,,,,,
mtc:39833-26280-1641866401359,mtc:1592695451862,41209,1,1,2.71973,,,,,,
mtc:39832-26279-1641866425063,mtc:1592695431464,7754100,1,1,3.30271,,,,,,
mtc:26281-39834-1641866439324,87100,mtc:1592695469296,1,1,9.41883,,,,,,
mtc:26034-26071-1642794213574,mtc:1591037120782,mtc:1591038344983,1,1,11.95038,,,,,,
