pathway_id,from_stop_id,to_stop_id,pathway_mode,is_bidirectional,length,traversal_time,stair_count,max_slope,min_width,signposted_as,reversed_signposted_as
mtc:25919-25924-1590712811270,mtc:1590712594691,mtc:1590712791039,1,1,74.89523,,,,,,
mtc:25930-25929-1590712911939,mtc:1590712897490,mtc:1590712888041,2,1,16.41155,,15,,,,
mtc:25928-25927-1590712917072,mtc:1590712880986,mtc:1590712863440,4,1,16.08724,,,,,,
mtc:25926-25927-1590712925365,mtc:1590712836840,mtc:1590712863440,1,1,20.24555,,,,,,
mtc:25929-25926-1590712928356,mtc:1590712888041,mtc:1590712836840,1,1,20.51658,,,,,,
mtc:25926-25934-1590713025225,mtc:1590712836840,mtc:1590713004958,1,1,20.32521,,,,,,
mtc:25932-25926-1590713028261,mtc:1590712970887,mtc:1590712836840,1,1,20.19476,,,,,,
mtc:25933-25932-1590713030658,mtc:1590712994119,mtc:1590712970887,4,1,15.72546,,,,,,
mtc:25934-25935-1590713035625,mtc:1590713004958,mtc:1590713015022,2,1,15.73430,,15,,,,
mtc:25939-25924-1590713131565,mtc:1590713123849,mtc:1590712791039,6,1,7.25728,,,,,,
mtc:25937-25939-1590713138107,mtc:1590713095186,mtc:1590713123849,1,1,17.74299,,,,,,
mtc:25938-25937-1590713141440,mtc:1590713110083,mtc:1590713095186,4,1,17.81926,,,,,,
mtc:25918-25926-1590713225957,mtc:1590712574700,mtc:1590712836840,1,1,92.00054,,,,,,
mtc:25942-25926-1590713261284,mtc:1590713251505,mtc:1590712836840,1,1,98.61744,,,,,,
mtc:25943-25942-1590713301896,mtc:1590713279863,mtc:1590713251505,1,1,9.66769,,,,,,
mtc:25944-25945-1590713349189,mtc:1590713308596,mtc:1590713329149,4,1,19.26444,,,,,,
mtc:25944-25942-1590713353820,mtc:1590713308596,mtc:1590713251505,1,1,30.69786,,,,,,
mtc:25951-25950-1590713426266,mtc:1590713416212,mtc:1590713405895,2,1,18.05197,,15,,,,
mtc:25942-25950-1590713435648,mtc:1590713251505,mtc:1590713405895,1,1,32.74373,,,,,,
mtc:25948-25942-1590713437884,mtc:1590713383354,mtc:1590713251505,1,1,31.58011,,,,,,
mtc:25947-25948-1590713440984,mtc:1590713359930,mtc:1590713383354,5,1,0.50018,,,,,,
mtc:25969-25968-1590714014317,mtc:1590714004460,mtc:1590713987315,2,1,4.88767,,15,,,,
mtc:25968-25967-1590714027965,mtc:1590713987315,mtc:1590713965847,2,1,4.89552,,15,,,,
mtc:25970-25966-1590714052200,mtc:1590714037288,mtc:1590713953921,2,1,8.33752,,15,,,,
mtc:25971-25965-1590714077152,mtc:1590714061321,mtc:1590713943023,4,1,19.28794,,,,,,
mtc:25972-25964-1590714097150,mtc:1590714086892,mtc:1590713930841,4,1,12.32500,,,,,,
mtc:25973-25963-1590714118559,mtc:1590714105503,mtc:1590713920514,4,1,20.98340,,,,,,
mtc:25974-25962-1590714142198,mtc:1590714130815,mtc:1590713894136,4,1,21.97215,,,,,,
mtc:25975-25961-1590714163700,mtc:1590714154242,mtc:1590713876253,4,1,12.22731,,,,,,
mtc:25977-25976-1590714197123,mtc:1590714186602,mtc:1590714176627,2,1,6.47122,,15,,,,
mtc:25976-25960-1590714202806,mtc:1590714176627,mtc:1590713861057,2,1,6.56220,,15,,,,
mtc:25980-25979-1590714248926,mtc:1590714238717,mtc:1590714222504,4,1,9.71342,,,,,,
mtc:25959-25978-1590714256026,mtc:1590713850190,mtc:1590714209470,2,1,9.65730,,15,,,,
mtc:25982-25956-1590714299050,mtc:1590714289421,mtc:1590713672601,4,1,11.19169,,,,,,
mtc:25981-25958-1590714314708,mtc:1590714270549,mtc:1590713811071,4,1,25.20842,,,,,,
mtc:25984-25953-1590714356933,mtc:1590714346085,mtc:1590713627232,2,1,11.73056,,15,,,,
mtc:25986-25985-1590714383237,mtc:1590714374336,mtc:1590714363348,2,1,5.68895,,15,,,,
mtc:25985-25952-1590714388379,mtc:1590714363348,mtc:1590713582196,2,1,5.68658,,15,,,,
mtc:25988-25987-1590714425986,mtc:1590714416238,mtc:1590714402153,5,1,1.46914,,,,,,
mtc:25987-25943-1590714430395,mtc:1590714402153,mtc:1590713279863,5,1,1.78096,,,,,,
mtc:25967-25925-1590714441250,mtc:1590713965847,mtc:1590712801371,1,1,5.95850,,,,,,
mtc:25965-25925-1590714447329,mtc:1590713943023,mtc:1590712801371,1,1,9.27559,,,,,,
mtc:25966-25925-1590714452394,mtc:1590713953921,mtc:1590712801371,1,1,8.67989,,,,,,
mtc:25925-25964-1590714457175,mtc:1590712801371,mtc:1590713930841,1,1,29.32368,,,,,,
mtc:25963-25925-1590714462509,mtc:1590713920514,mtc:1590712801371,1,1,29.59456,,,,,,
mtc:25961-25924-1590714478112,mtc:1590713876253,mtc:1590712791039,1,1,7.21483,,,,,,
mtc:25962-25924-1590714482296,mtc:1590713894136,mtc:1590712791039,1,1,7.84050,,,,,,
mtc:25960-25924-1590714488831,mtc:1590713861057,mtc:1590712791039,1,1,11.40150,,,,,,
mtc:25959-25924-1590714491536,mtc:1590713850190,mtc:1590712791039,1,1,13.54318,,,,,,
mtc:25919-25955-1590714499750,mtc:1590712594691,mtc:1590713641229,1,1,6.29271,,,,,,
mtc:25952-25919-1590714502521,mtc:1590713582196,mtc:1590712594691,1,1,12.12294,,,,,,
mtc:25956-25919-1590714505624,mtc:1590713672601,mtc:1590712594691,1,1,24.81613,,,,,,
mtc:25958-25919-1590714509215,mtc:1590713811071,mtc:1590712594691,1,1,24.90430,,,,,,
mtc:25968-25989-1590714659004,mtc:1590713987315,mtc:1590714599096,1,1,18.13039,,,,,,
mtc:25985-25990-1590714716604,mtc:1590714363348,mtc:1590714673719,1,1,47.22225,,,,,,
mtc:25984-25990-1590714722648,mtc:1590714346085,mtc:1590714673719,1,1,31.35454,,,,,,
mtc:25970-25989-1590714756566,mtc:1590714037288,mtc:1590714599096,1,1,6.70542,,,,,,
mtc:25972-25989-1590714762140,mtc:1590714086892,mtc:1590714599096,1,1,20.98910,,,,,,
mtc:25975-25991-1590714781713,mtc:1590714154242,mtc:1590714740850,1,1,2.98052,,,,,,
mtc:25976-25991-1590714789690,mtc:1590714176627,mtc:1590714740850,1,1,21.49221,,,,,,
mtc:25979-25991-1590714792192,mtc:1590714222504,mtc:1590714740850,1,1,30.27635,,,,,,
mtc:25978-25991-1590714794693,mtc:1590714209470,mtc:1590714740850,1,1,39.95217,,,,,,
mtc:25991-25990-1590714893847,mtc:1590714740850,mtc:1590714673719,1,1,50.81601,,,,,,
mtc:25982-25990-1590714922590,mtc:1590714289421,mtc:1590714673719,1,1,7.09382,,,,,,
mtc:25995-25988-1590714968897,mtc:1590714958207,mtc:1590714416238,1,1,49.05338,,,,,,
mtc:25969-25995-1590714971306,mtc:1590714004460,mtc:1590714958207,1,1,28.09981,,,,,,
mtc:25971-25995-1590714973947,mtc:1590714061321,mtc:1590714958207,1,1,5.14641,,,,,,
mtc:25973-25995-1590714976604,mtc:1590714105503,mtc:1590714958207,1,1,24.89507,,,,,,
mtc:25998-25974-1590715033263,mtc:1590715019356,mtc:1590714130815,1,1,37.12283,,,,,,
mtc:25977-25998-1590715035425,mtc:1590714186602,mtc:1590715019356,1,1,2.74155,,,,,,
mtc:25980-25998-1590715037772,mtc:1590714238717,mtc:1590715019356,1,1,12.39650,,,,,,
mtc:25998-25995-1590715046586,mtc:1590715019356,mtc:1590714958207,1,1,67.98956,,,,,,
mtc:25986-25999-1590715090769,mtc:1590714374336,mtc:1590715057265,1,1,27.79305,,,,,,
mtc:25999-25981-1590715093149,mtc:1590715057265,mtc:1590714270549,1,1,33.02977,,,,,,
mtc:25999-25998-1590715099222,mtc:1590715057265,mtc:1590715019356,1,1,48.28888,,,,,,
mtc:26024-26010-1591036542254,mtc:1591036533086,mtc:1591035717511,2,1,19.43324,,15,,,,
mtc:26023-26011-1591036547531,mtc:1591036510134,mtc:1591035743978,5,1,0.36591,,,,,,
mtc:26026-26006-1591036576125,mtc:1591036567974,mtc:A1-Stairs-Street,2,1,18.87950,,15,,,,
mtc:26025-26007-1591036581279,mtc:1591036558485,mtc:1591035630446,4,1,18.73667,,,,,,
mtc:26029-26016-1591036823957,mtc:1591036817971,mtc:1591035943814,2,1,19.84285,,15,,,,
mtc:26014-26027-1591036862089,mtc:1591035921514,mtc:1591036796130,2,1,16.60378,,15,,,,
mtc:26015-26028-1591036867720,mtc:1591035935731,mtc:1591036807649,4,1,16.74825,,,,,,
mtc:26030-26021-1591036892264,mtc:1591036884288,mtc:1591036009103,2,1,19.37222,,15,,,,
mtc:26022-26031-1591036914079,mtc:1591036021677,mtc:1591036901067,4,1,19.36811,,,,,,
mtc:26033-26019-1591036971087,mtc:1591036954944,mtc:1591035991074,4,1,16.61098,,,,,,
mtc:26018-26032-1591036977647,mtc:1591035980200,mtc:1591036930163,2,1,17.32111,,15,,,,
mtc:26017-26032-1591036984750,mtc:1591035970131,mtc:1591036930163,1,1,3.97213,,,,,,
mtc:26017-26033-1591036987528,mtc:1591035970131,mtc:1591036954944,1,1,4.68533,,,,,,
mtc:26024-26034-1591037145338,mtc:1591036533086,mtc:1591037120782,1,1,24.07204,,,,,,
mtc:26023-26034-1591037148317,mtc:1591036510134,mtc:1591037120782,1,1,14.28405,,,,,,
mtc:26035-26034-1591037151323,mtc:1591037135425,mtc:1591037120782,6,1,9.33852,,,,,,
mtc:26037-26036-1591037299468,mtc:1591037288962,mtc:1591037272702,6,1,10.29992,,,,,,
mtc:26016-26036-1591037311445,mtc:1591035943814,mtc:1591037272702,1,1,19.83498,,,,,,
mtc:26018-26038-1591037397937,mtc:1591035980200,mtc:1591037353419,1,1,1.64117,,,,,,
mtc:26019-26038-1591037400789,mtc:1591035991074,mtc:1591037353419,1,1,1.93619,,,,,,
mtc:26040-26045-1591037578489,mtc:1591037440106,mtc:1591037541840,2,1,2.87588,,15,,,,
mtc:26045-26046-1591037588239,mtc:1591037541840,mtc:1591037552188,2,1,2.73506,,15,,,,
mtc:26047-26041-1591037615787,mtc:1591037603693,mtc:1591037462887,2,1,17.62620,,15,,,,
mtc:26048-26043-1591037633711,mtc:1591037623941,mtc:1591037507168,4,1,17.71196,,,,,,
mtc:26049-26044-1591037650414,mtc:1591037640514,mtc:1591037524098,4,1,18.72825,,,,,,
mtc:26051-26050-1591037690453,mtc:1591037681677,mtc:1591037661430,4,1,17.60061,,,,,,
mtc:26053-26052-1591037731120,mtc:1591037720066,mtc:1591037709084,4,1,18.57387,,,,,,
mtc:26055-26054-1591037795728,mtc:1591037785821,mtc:1591037772270,4,1,17.10845,,,,,,
mtc:26057-26056-1591037829495,mtc:1591037816487,mtc:1591037806100,4,1,17.39236,,,,,,
mtc:26060-26059-1591037888998,mtc:1591037880123,mtc:1591037871778,2,1,5.06375,,15,,,,
mtc:26058-26059-1591037894867,mtc:1591037859374,mtc:1591037871778,2,1,4.81939,,15,,,,
mtc:26065-26064-1591037999340,mtc:1591037988996,mtc:1591037971330,4,1,17.06212,,,,,,
mtc:26061-26063-1591038014561,mtc:1591037911945,mtc:1591037959329,2,1,17.04946,,15,,,,
mtc:26067-26066-1591038069679,mtc:1591038034372,mtc:1591038026522,2,1,4.48768,,15,,,,
mtc:26067-26068-1591038076864,mtc:1591038034372,mtc:1591038049310,2,1,4.66889,,15,,,,
mtc:26073-26072-1591038382594,mtc:1591038372960,mtc:1591038361550,5,1,1.63998,,,,,,
mtc:26072-26071-1591038387078,mtc:1591038361550,mtc:1591038344983,5,1,1.55441,,,,,,
mtc:26077-26069-1591038503041,mtc:1591038493011,mtc:1591038239967,2,1,16.50343,,15,,,,
mtc:26074-26076-1591038508008,mtc:1591038425671,mtc:1591038479880,4,1,16.17898,,,,,,
mtc:26070-26079-1591038574788,mtc:1591038326493,mtc:1591038549745,4,1,16.29298,,,,,,
mtc:26078-26080-1591038579055,mtc:1591038537862,mtc:1591038561636,4,1,21.03117,,,,,,
mtc:26082-26081-1591038608550,mtc:1591038598953,mtc:1591038589703,4,1,21.10151,,,,,,
mtc:26066-26035-1591038628778,mtc:1591038026522,mtc:1591037135425,1,1,5.71517,,,,,,
mtc:26078-26035-1591038637291,mtc:1591038537862,mtc:1591037135425,1,1,49.90764,,,,,,
mtc:26037-26061-1591038642992,mtc:1591037288962,mtc:1591037911945,1,1,9.78620,,,,,,
mtc:26058-26037-1591038645781,mtc:1591037859374,mtc:1591037288962,1,1,12.67969,,,,,,
mtc:26054-26037-1591038654269,mtc:1591037772270,mtc:1591037288962,1,1,26.10067,,,,,,
mtc:26039-26040-1591038662604,mtc:1591037367411,mtc:1591037440106,1,1,10.22152,,,,,,
mtc:26044-26039-1591038669733,mtc:1591037524098,mtc:1591037367411,1,1,54.60327,,,,,,
mtc:26050-26083-1591038732261,mtc:1591037661430,mtc:1591038687586,1,1,24.94055,,,,,,
mtc:26083-26052-1591038741300,mtc:1591038687586,mtc:1591037709084,1,1,9.54120,,,,,,
mtc:26083-26049-1591038743668,mtc:1591038687586,mtc:1591037640514,1,1,27.60238,,,,,,
mtc:26045-26083-1591038750499,mtc:1591037541840,mtc:1591038687586,1,1,40.73461,,,,,,
mtc:26056-26085-1591038795317,mtc:1591037806100,mtc:1591038763901,1,1,7.66248,,,,,,
mtc:26055-26085-1591038798152,mtc:1591037785821,mtc:1591038763901,1,1,22.55273,,,,,,
mtc:26059-26085-1591038800570,mtc:1591037871778,mtc:1591038763901,1,1,9.24613,,,,,,
mtc:26085-26083-1591038832284,mtc:1591038763901,mtc:1591038687586,1,1,79.20147,,,,,,
mtc:26087-26074-1591038884485,mtc:1591038850257,mtc:1591038425671,1,1,12.15328,,,,,,
mtc:26087-26081-1591038891809,mtc:1591038850257,mtc:1591038589703,1,1,19.24305,,,,,,
mtc:26087-26080-1591038894901,mtc:1591038850257,mtc:1591038561636,1,1,40.08234,,,,,,
mtc:26087-26067-1591038898176,mtc:1591038850257,mtc:1591038034372,1,1,29.38841,,,,,,
mtc:26087-26072-1591038901459,mtc:1591038850257,mtc:1591038361550,1,1,49.18217,,,,,,
mtc:26089-26073-1591038986205,mtc:1591038933958,mtc:1591038372960,1,1,40.90744,,,,,,
mtc:26089-26076-1591038994307,mtc:1591038933958,mtc:1591038479880,1,1,14.21276,,,,,,
mtc:26089-26068-1591038998054,mtc:1591038933958,mtc:1591038049310,1,1,27.19772,,,,,,
mtc:26089-26082-1591039001039,mtc:1591038933958,mtc:1591038598953,1,1,46.49410,,,,,,
mtc:26091-26065-1591039030368,mtc:1591039007681,mtc:1591037988996,1,1,10.27095,,,,,,
mtc:26091-26060-1591039033054,mtc:1591039007681,mtc:1591037880123,1,1,26.31897,,,,,,
mtc:26091-26057-1591039036784,mtc:1591039007681,mtc:1591037816487,1,1,57.34541,,,,,,
mtc:26091-26089-1591039090091,mtc:1591039007681,mtc:1591038933958,1,1,67.86818,,,,,,
mtc:26093-26046-1591039148367,mtc:1591039123428,mtc:1591037552188,1,1,40.87303,,,,,,
mtc:26093-26051-1591039150984,mtc:1591039123428,mtc:1591037681677,1,1,12.18962,,,,,,
mtc:26093-26053-1591039153536,mtc:1591039123428,mtc:1591037720066,1,1,25.85386,,,,,,
mtc:26093-26091-1591039159754,mtc:1591039123428,mtc:1591039007681,1,1,112.62582,,,,,,
mtc:26109-26115-1591041625683,EMBR_2,mtc:1591041592223,1,1,1.54542,,,,,,
mtc:26109-26116-1591041628358,EMBR_2,mtc:1591041599335,1,1,1.15255,,,,,,
mtc:26110-26117-1591041631091,EMBR_1,mtc:1591041609915,1,1,2.08557,,,,,,
mtc:26118-26110-1591041644865,mtc:1591041618403,EMBR_1,1,1,2.44559,,,,,,
mtc:26123-26111-1591041711423,mtc:1591041705257,EMBR_3,1,1,1.84400,,,,,,
mtc:26122-26111-1591041714187,mtc:1591041697810,EMBR_3,1,1,1.83576,,,,,,
mtc:26125-26106-1591041745405,mtc:1591041736499,mtc:1591041295677,4,1,13.02680,,,,,,
mtc:26124-26105-1591041750465,mtc:1591041726889,mtc:1591041279951,4,1,12.97430,,15,,,,
mtc:26127-26108-1591041776609,mtc:1591041765893,mtc:1591041318091,4,1,13.95978,,,,,,
mtc:26126-26107-1591041781388,mtc:1591041757541,mtc:1591041310075,2,1,13.98046,,15,,,,
mtc:26128-26125-1591041796841,mtc:1591041788959,mtc:1591041736499,1,1,1.98313,,,,,,
mtc:26124-26128-1591041801563,mtc:1591041726889,mtc:1591041788959,1,1,1.62784,,,,,,
mtc:26036-26034-1591041897123,mtc:1591037272702,mtc:1591037120782,1,1,111.55534,,,,,,
mtc:26131-26122-1591041953714,mtc:1591041945648,mtc:1591041697810,2,1,13.81367,,15,,,,
mtc:26130-26123-1591041958265,mtc:1591041937673,mtc:1591041705257,4,1,14.33288,,,,,,
mtc:26137-26120-1591042179252,mtc:1591042172043,mtc:1591041670512,2,1,13.77790,,15,,,,
mtc:26121-26136-1591042184764,mtc:1591041677477,mtc:1591042162763,4,1,13.90052,,,,,,
mtc:26142-26117-1591042565472,mtc:1591042555688,mtc:1591041609915,2,1,14.46599,,15,,,,
mtc:26118-26141-1591042569960,mtc:1591041618403,mtc:1591042545895,4,1,14.06511,,,,,,
mtc:26144-26116-1591042598707,mtc:1591042582802,mtc:1591041599335,4,1,14.18530,,,,,,
mtc:26143-26115-1591042603519,mtc:1591042575973,mtc:1591041592223,2,1,14.18538,,150,,,,
mtc:26119-26140-1591042632303,mtc:1591041653134,mtc:1591042534044,5,1,1.02190,,,,,,
mtc:26140-26135-1591042646214,mtc:1591042534044,mtc:1591042075278,1,1,17.37156,,,,,,
mtc:26147-26145-1591043587692,mtc:1591043566233,mtc:1591043535804,4,1,15.18960,,,,,,
mtc:26148-26146-1591043604776,mtc:1591043594874,mtc:1591043550494,4,1,18.53099,,,,,,
mtc:26149-26150-1591043660646,mtc:1591043617511,mtc:1591043646146,4,1,15.32741,,,,,,
mtc:26152-26151-1591043800922,mtc:1591043788941,mtc:1591043757125,4,1,16.18356,,,,,,
mtc:26154-26153-1591043865875,mtc:1591043856829,mtc:1591043840105,4,1,18.18015,,,,,,
mtc:26156-26155-1591043889598,mtc:1591043879273,mtc:1591043871182,4,1,17.42065,,,,,,
mtc:26138-26153-1591043899987,mtc:1591042479743,mtc:1591043840105,1,1,4.42007,,,,,,
mtc:26157-26134-1591043978703,mtc:1591043948727,mtc:1591042031825,5,1,0.81000,,,,,,
mtc:26157-26158-1591043987215,mtc:1591043948727,mtc:1591043964319,5,1,0.90154,,,,,,
mtc:26151-26159-1591044626579,mtc:1591043757125,mtc:1591044004416,1,1,3.33099,,,,,,
mtc:26150-26159-1591044629201,mtc:1591043646146,mtc:1591044004416,1,1,5.04904,,,,,,
mtc:26157-26159-1591044631531,mtc:1591043948727,mtc:1591044004416,1,1,7.48093,,,,,,
mtc:26158-26164-1591044740118,mtc:1591043964319,mtc:1591044698404,1,1,16.66974,,,,,,
mtc:26148-26164-1591044742675,mtc:1591043594874,mtc:1591044698404,1,1,33.74494,,,,,,
mtc:26147-26164-1591044745073,mtc:1591043566233,mtc:1591044698404,1,1,53.77699,,,,,,
mtc:26223-26205-1591154080890,mtc:1591154065523,mtc:1591153294934,2,1,16.80071,,15,,,,
mtc:26224-26209-1591154109142,mtc:1591154094407,mtc:1591153400306,4,1,17.08530,,,,,,
mtc:26225-26208-1591154128899,mtc:1591154114835,mtc:1591153389189,2,1,16.67989,,15,,,,
mtc:26226-26216-1591154166053,mtc:1591154149368,mtc:1591153704799,2,1,14.28303,,15,,,,
mtc:26227-26213-1591154194933,mtc:1591154177715,mtc:1591153620117,5,1,2.09965,,,,,,
mtc:26228-26211-1591154217702,mtc:1591154206242,mtc:1591153546284,2,1,30.38899,,15,,,,
mtc:26229-26212-1591154253061,mtc:1591154226852,mtc:1591153561044,4,1,25.91511,,,,,,
mtc:26230-26217-1591154290679,mtc:1591154279586,mtc:1591153735689,2,1,16.26680,,15,,,,
mtc:26231-26220-1591154309905,mtc:1591154299008,mtc:1591153787877,2,1,17.04684,,15,,,,
mtc:26232-26221-1591154333894,mtc:1591154317641,mtc:1591153799461,4,1,16.72679,,,,,,
mtc:26234-26233-1591154515887,mtc:1591154490128,mtc:1591154447784,6,1,5.87681,,,,,,
mtc:26233-26223-1591154569824,mtc:1591154447784,mtc:1591154065523,1,1,10.43954,,,,,,
mtc:26236-26235-1591154611451,mtc:1591154584185,mtc:1591154531099,4,1,20.34318,,,,,,
mtc:26239-26237-1591154800867,mtc:1591154786482,mtc:1591154652635,1,1,4.40681,,,,,,
mtc:26238-26237-1591154803888,mtc:1591154736667,mtc:1591154652635,1,1,4.37567,,,,,,
mtc:26241-26240-1591154922567,mtc:1591154884784,mtc:1591154854263,6,1,8.73278,,,,,,
mtc:26230-26240-1591154928927,mtc:1591154279586,mtc:1591154854263,1,1,15.42121,,,,,,
mtc:26242-26227-1591155008687,mtc:1591154976349,mtc:1591154177715,1,1,8.93505,,,,,,
mtc:26228-26242-1591155011380,mtc:1591154206242,mtc:1591154976349,1,1,28.98534,,,,,,
mtc:26229-26242-1591155014083,mtc:1591154226852,mtc:1591154976349,1,1,27.90832,,,,,,
mtc:26245-26244-1591219188409,mtc:1591219177120,mtc:1591219116538,2,1,20.21451,,15,,,,
mtc:26246-26238-1591219247162,mtc:1591219227734,mtc:1591154736667,2,1,11.97932,,30,,,,
mtc:26247-26239-1591219269526,mtc:1591219257889,mtc:1591154786482,4,1,26.60744,,,,,,
mtc:26253-26245-1591219656983,mtc:1591219597330,mtc:1591219177120,1,1,2.88927,,,,,,
mtc:26236-26253-1591219660241,mtc:1591154584185,mtc:1591219597330,1,1,2.80127,,,,,,
mtc:26256-26242-1591219901330,mtc:1591219760376,mtc:1591154976349,6,1,9.20071,,,,,,
mtc:26261-26259-1591220000041,mtc:1591219987602,mtc:1591219950797,4,1,27.47661,,,,,,
mtc:26262-26260-1591220014969,mtc:1591220006398,mtc:1591219974506,2,1,11.19189,,30,,,,
mtc:26264-26263-1591220077534,mtc:1591220064606,mtc:1591220044231,4,1,24.12741,,,,,,
mtc:26266-26265-1591220110337,mtc:1591220099697,mtc:1591220089056,2,1,23.85304,,15,,,,
mtc:26268-26267-1591220175795,mtc:1591220163601,mtc:1591220145148,5,1,5.17893,,,,,,
mtc:26269-26268-1591220191489,mtc:1591220181497,mtc:1591220163601,5,1,1.64280,,,,,,
mtc:26267-26240-1591220198252,mtc:1591220145148,mtc:1591154854263,1,1,30.80831,,,,,,
mtc:26269-26276-1591220430060,mtc:1591220181497,mtc:1591220416767,1,1,54.27887,,,,,,
mtc:26317-26310-1591227670818,mtc:1591227660386,mtc:1591227161216,1,1,84.11554,,,,,,
mtc:26350-26349-1591228905715,mtc:1591228895003,mtc:1591228884232,1,1,0.83423,,,,,,
mtc:26353-26351-1591228960184,mtc:1591228953344,mtc:1591228932768,1,1,2.35658,,,,,,
mtc:26352-26351-1591228962484,mtc:1591228943172,mtc:1591228932768,1,1,2.45648,,,,,,
mtc:26357-26348-1591229029546,mtc:1591229018407,mtc:1591228860428,4,1,18.14460,,,,,,
mtc:26347-26356-1591229034949,mtc:1591228853824,mtc:1591229007392,2,1,17.92721,,15,,,,
mtc:26358-26350-1591229055805,mtc:1591229045320,mtc:1591228895003,5,1,0.95914,,,,,,
mtc:26361-26345-1591229224188,mtc:1591229215327,mtc:1591228825435,4,1,13.81214,,,,,,
mtc:26360-26344-1591229229534,mtc:1591229205386,mtc:1591228816460,2,1,13.74981,,15,,,,
mtc:26362-26353-1591229259865,mtc:1591229248570,mtc:1591228953344,4,1,21.99478,,,,,,
mtc:26363-26352-1591229273755,mtc:1591229264857,mtc:1591228943172,2,1,21.98895,,15,,,,
mtc:26364-26342-1591229307517,mtc:1591229298754,mtc:1591228786314,4,1,12.15477,,,,,,
mtc:26365-26341-1591229320307,mtc:1591229311962,mtc:1591228777394,2,1,12.48610,,15,,,,
mtc:26366-26339-1591229339931,mtc:1591229333030,mtc:1591228747563,2,1,11.81938,,15,,,,
mtc:26367-26336-1591229354958,mtc:1591229346164,mtc:1591228713750,4,1,12.15788,,,,,,
mtc:26368-26335-1591229369840,mtc:1591229361058,mtc:1591228702096,2,1,12.08592,,15,,,,
mtc:26366-26369-1591229684348,mtc:1591229333030,mtc:1591229390179,1,1,5.74789,,,,,,
mtc:26378-26376-1591229765901,mtc:1591229756013,mtc:1591229731742,4,1,17.40374,,,,,,
mtc:26379-26377-1591229780599,mtc:1591229771123,mtc:1591229746740,2,1,17.40224,,15,,,,
mtc:26381-26380-1591229814569,mtc:1591229804121,mtc:1591229793344,4,1,23.72241,,,,,,
mtc:26385-26384-1591229882612,mtc:1591229870542,mtc:1591229855554,5,1,0.77425,,,,,,
mtc:26386-26385-1591229906558,mtc:1591229892773,mtc:1591229870542,5,1,0.84445,,,,,,
mtc:26372-26377-1591234861068,mtc:1591229451219,mtc:1591229746740,1,1,0.91820,,,,,,
mtc:26372-26376-1591234865108,mtc:1591229451219,mtc:1591229731742,1,1,0.88711,,,,,,
mtc:26389-26387-1591234965716,mtc:1591234950437,mtc:1591234884738,4,1,27.92677,,,,,,
mtc:26390-26388-1591235022881,mtc:1591234973488,mtc:1591234925999,2,1,27.95293,,30,,,,
mtc:26393-26392-1591235081836,mtc:1591235071574,mtc:1591235049597,2,1,27.09479,,30,,,,
mtc:26394-26391-1591235095539,mtc:1591235087389,mtc:1591235038609,4,1,26.91543,,,,,,
mtc:26398-26396-1591235188004,mtc:1591235173713,mtc:1591235123971,4,1,12.12317,,,,,,
mtc:26389-26407-1591235442682,mtc:1591234950437,mtc:1591235431447,1,1,1.73609,,,,,,
mtc:26390-26407-1591235445599,mtc:1591234973488,mtc:1591235431447,1,1,1.81446,,,,,,
mtc:26427-26426-1591236631374,mtc:1591236622657,mtc:1591236615310,4,1,15.40651,,,,,,
mtc:26431-26429-1591236712096,mtc:1591236702888,mtc:1591236647634,4,1,11.91558,,,,,,
mtc:26428-26430-1591236722134,mtc:1591236637670,mtc:1591236691193,2,1,12.82279,,15,,,,
mtc:26441-26439-1591236986334,mtc:1591236981179,mtc:1591236959692,2,1,10.47709,,15,,,,
mtc:26440-26438-1591236992480,mtc:1591236964578,mtc:1591236951211,4,1,10.53687,,,,,,
mtc:26445-26443-1591237037884,mtc:1591237033420,mtc:1591237012424,2,1,9.40684,,15,,,,
mtc:26444-26442-1591237044517,mtc:1591237019784,mtc:1591236998379,4,1,9.70714,,,,,,
mtc:26446-26439-1591237096976,mtc:1591237052445,mtc:1591236959692,1,1,9.18407,,,,,,
mtc:26438-26446-1591237099331,mtc:1591236951211,mtc:1591237052445,1,1,9.95805,,,,,,
mtc:26442-26446-1591237110219,mtc:1591236998379,mtc:1591237052445,1,1,8.59870,,,,,,
mtc:26443-26446-1591237113100,mtc:1591237012424,mtc:1591237052445,1,1,9.75275,,,,,,
mtc:26450-26449-1591237172326,mtc:1591237147811,mtc:1591237135427,5,1,0.80863,,,,,,
mtc:26451-26452-1591237176384,mtc:1591237157220,mtc:1591237165670,5,1,0.62036,,,,,,
mtc:26449-26446-1591237181733,mtc:1591237135427,mtc:1591237052445,1,1,7.44078,,,,,,
mtc:26446-26451-1591237184761,mtc:1591237052445,mtc:1591237157220,1,1,6.68486,,,,,,
mtc:26410-26453-1591237228844,SI:GG,mtc:1591237191268,1,1,9.36621,,,,,,
mtc:26539-26538-1591378669163,mtc:1591378657758,mtc:1591378648522,4,1,14.94804,,,,,,
mtc:26532-26533-1591378676176,mtc:1591378588167,mtc:1591378598879,4,1,15.26405,,,,,,
mtc:26527-26538-1591378682125,mtc:1591378497101,mtc:1591378648522,1,1,5.99821,,,,,,
mtc:26527-26532-1591378686567,mtc:1591378497101,mtc:1591378588167,1,1,12.43326,,,,,,
