,id_site,SQFT_ROOF,cat_site,occ_site
99,123539767,3389.89521118,W,225.99301407866668
100,123539771,3103.53358902,W,206.902239268
101,123673824,2017.18634963,W,134.47908997533332
102,123673876,10127.4459882,W,675.16306588
103,123770948,12398.6817812,W,826.5787854133334
104,124127596,2317.24405206,W,154.482936804
105,124280032,13387.4689369,W,892.4979291266667
106,124375996,6714.3219771,W,447.62146514
107,124472670,57288.6916985,W,3819.2461132333333
108,124692882,137650.714792,W,9176.714319466668
109,124693854,6110.25402655,W,407.3502684366667
110,124879701,10695.5902647,W,713.03935098
111,125008380,14032.1513933,W,935.4767595533334
112,125199399,29430.5508243,W,1962.03672162
113,125199403,13027.7085233,W,868.5139015533333
114,125201428,6706.53245139,W,447.10216342599995
115,125848464,25111.6420095,W,1674.1094673
116,126175396,11311.6047219,W,754.1069814599999
117,126727791,13874.9795223,W,924.99863482
118,12687325,41913.2148017,W,2794.2143201133335
119,12700513,26102.7599029,W,1740.1839935266667
120,127740039,11637.8291169,W,775.85527446
121,128005662,15022.7590787,W,1001.5172719133334
122,128110768,10544.993263,W,702.9995508666667
123,12909343,16008.352099,W,1067.2234732666666
124,129255852,9299.649648310002,W,619.9766432206668
125,129255857,13767.5205723,W,917.83470482
126,129284386,9864.75999188,W,657.6506661253334
127,129358080,1256.82184898,W,83.78812326533333
128,129733686,14970.3681888,W,998.0245459199999
129,12992067,8749.19014638,W,583.279343092
130,12998869,7280.7725596,W,485.38483730666667
131,129999041,24976.5454479,W,1665.10302986
132,130352348,13151.7836864,W,876.7855790933334
133,130848644,12014.4391862,W,800.9626124133333
134,130848654,5437.03680006,W,362.469120004
135,130848657,4181.73041432,W,278.7820276213333
136,130848661,1914.5830322,W,127.63886881333333
137,13090899,13388.1044583,W,892.5402972200001
138,131640977,2676.55138559,W,178.43675903933334
139,131895236,12928.3381467,W,861.88920978
140,131995317,25921.3763422,W,1728.0917561466667
141,132527992,10245.51828,W,683.034552
142,133065425,2410.72827353,W,160.71521823533334
143,134470691,10161.5230478,W,677.4348698533333
144,134564641,17265.9477618,W,1151.06318412
145,134564976,10194.2813384,W,679.6187558933333
146,134565910,15999.7357269,W,1066.6490484600001
147,134565911,5605.11577635,W,373.67438509
148,134568412,2100.22107341,W,140.01473822733334
149,134568413,2733.34382676,W,182.222921784
150,134624945,12319.9316443,W,821.3287762866668
151,135307491,12490.8399232,W,832.7226615466666
152,135307495,1527.19040766,W,101.812693844
153,135668191,19771.4163793,W,1318.0944252866668
154,135930166,1369.29666778,W,91.28644451866667
155,135955171,1882.32227021,W,125.48815134733333
156,136883770,3054.69317487,W,203.646211658
157,137941803,24401.0358157,W,1626.7357210466666
158,138191064,20351.4053909,W,1356.7603593933334
159,138191075,29450.183304,W,1963.3455536
160,138215793,18171.0430526,W,1211.4028701733332
161,138216583,11998.2697884,W,799.8846525600001
162,138216823,11596.0872617,W,773.0724841133334
163,138216833,5322.24291334,W,354.8161942226667
164,138216973,21914.6348252,W,1460.9756550133332
165,138533981,9793.20429639,W,652.880286426
166,140046909,9122.4327939,W,608.16218626
167,145086293,2851.2006532,W,190.08004354666667
168,148037386,21130.1975792,W,1408.6798386133335
169,148091049,6856.06136513,W,457.0707576753333
170,1506001,8511.27616203,W,567.418410802
171,151111328,16783.9630611,W,1118.93087074
172,151298877,3329.89294786,W,221.99286319066667
173,151707937,16299.1769266,W,1086.6117951066667
174,151964727,1474.38678787,W,98.29245252466667
175,151965320,10429.7840905,W,695.3189393666667
176,151992254,30905.2925115,W,2060.3528341
177,152295665,5124.89204827,W,341.65946988466663
178,153309100,474347.052158,W,31623.136810533335
179,154072164,17581.7983212,W,1172.11988808
180,1549211,18776.8453095,W,1251.7896873
181,154927658,8422.05760303,W,561.4705068686667
182,154966452,18842.0711045,W,1256.1380736333333
183,154966462,17294.1605949,W,1152.94403966
184,155511931,33403.2022867,W,2226.8801524466667
185,156662445,2849.35507837,W,189.95700522466666
186,157034611,10934.1233956,W,728.9415597066667
187,157809721,40126.4142514,W,2675.0942834266666
188,157811551,5025.18278232,W,335.012185488
189,158248745,6897.10411945,W,459.8069412966667
190,158248772,7108.3456915,W,473.88971276666666
191,158256795,29602.3236714,W,1973.48824476
192,158256909,45509.8756449,W,3033.9917096599997
193,159194372,7337.53596626,W,489.16906441733335
194,159196071,5859.58707365,W,390.6391382433333
195,159202324,9329.1226838,W,621.9415122533334
196,159215494,4568.27377549,W,304.55158503266665
197,159233081,9910.89956736,W,660.726637824
198,159254320,3541.16512039,W,236.07767469266668
199,160239431,7546.85667033,W,503.123778022
200,160395006,3704.08932763,W,246.93928850866666
201,161081982,2250.12888921,W,150.008592614
202,161091621,4086.25945854,W,272.417297236
203,161217811,6283.78911949,W,418.9192746326667
204,161393289,22382.6803953,W,1492.17869302
205,162029807,9065.79957356,W,604.3866382373333
206,162029810,18001.4554605,W,1200.0970307
207,162029812,2503.3036138,W,166.8869075866667
208,162029813,7353.13665167,W,490.20911011133336
209,162113578,6208.66280767,W,413.91085384466663
210,162119772,10017.3791995,W,667.8252799666666
211,162119815,3659.68631536,W,243.9790876906667
212,162119822,935.093320288,W,62.339554685866666
213,162126035,21060.8299916,W,1404.0553327733332
214,162454218,5965.44003723,W,397.696002482
215,162470890,7034.51480987,W,468.96765399133335
216,162507441,12709.6865747,W,847.3124383133332
217,162799178,19679.4334028,W,1311.9622268533335
218,162802482,1956.93770813,W,130.46251387533331
219,162979510,22105.4818183,W,1473.6987878866667
220,163107408,2341.88524103,W,156.12568273533333
221,163120278,25834.953934,W,1722.3302622666668
222,163129914,20700.3974701,W,1380.0264980066668
223,163131831,11906.5944842,W,793.7729656133334
224,163142747,2932.20506159,W,195.4803374393333
225,163147605,8814.77702753,W,587.6518018353333
226,163147611,12332.3734319,W,822.1582287933333
227,163348418,3001.26892272,W,200.084594848
228,163742773,3885.07362835,W,259.0049085566667
229,163742785,3029.66965987,W,201.97797732466668
230,163830698,8460.69808465,W,564.0465389766666
231,163832923,8365.58449033,W,557.7056326886667
232,164124056,8852.93106886,W,590.1954045906666
233,164654283,23219.0196462,W,1547.93464308
234,164766677,4347.29126702,W,289.8194178013334
235,164860747,5494.56498269,W,366.3043321793333
236,164867956,6697.01490813,W,446.467660542
237,164883938,17365.3291934,W,1157.6886128933334
238,164889352,1538.93728718,W,102.59581914533334
239,164890748,4406.50891491,W,293.767260994
240,1651561,14047.6639958,W,936.5109330533334
241,165360810,7279.54509142,W,485.30300609466667
242,165691260,2958.74296681,W,197.24953112066666
243,165758723,8942.4647489,W,596.1643165933333
244,165758759,7847.362374829999,W,523.1574916553333
245,165758846,4879.19651877,W,325.279767918
246,165794252,6996.91452805,W,466.46096853666666
247,165794398,9009.18334887,W,600.612223258
248,165794684,3953.29187549,W,263.55279169933334
249,165794685,2702.08587167,W,180.13905811133333
250,165799468,18404.0013169,W,1226.9334211266666
251,165800217,29171.466603,W,1944.7644402
252,165800224,8004.49650534,W,533.633100356
253,165800226,4690.90638304,W,312.72709220266665
254,166090529,12365.8419893,W,824.3894659533332
255,166141377,2074.42974423,W,138.295316282
256,166628128,5932.98095092,W,395.5320633946667
257,166739225,4798.16959456,W,319.8779729706667
258,167079890,7102.32645978,W,473.488430652
259,167079894,18384.9138601,W,1225.6609240066668
260,167229605,1441.66369294,W,96.11091286266667
261,167548526,5213.87605261,W,347.59173684066667
262,167724364,10038.3616254,W,669.2241083600001
263,170140050,3875.39849918,W,258.3598999453333
264,170983960,26409.9602668,W,1760.6640177866668
265,171076771,11626.8375802,W,775.1225053466666
266,171112278,11261.6038198,W,750.7735879866667
267,171295801,19488.8294397,W,1299.25529598
268,171421811,4514.83386345,W,300.98892422999995
269,171790151,5531.02333099,W,368.7348887326667
270,171967712,2471.84036958,W,164.78935797199998
271,172088441,10782.6353895,W,718.8423593
272,1721566,33881.1806915,W,2258.7453794333333
273,172226765,1748.03185755,W,116.53545717
274,172456510,8960.695693859998,W,597.3797129239998
275,172689464,18462.9376332,W,1230.86250888
276,172865514,42190.3857864,W,2812.69238576
277,172867857,7339.87687024,W,489.3251246826667
278,173104356,2060.53278883,W,137.36885258866667
279,173537097,1132.72434569,W,75.51495637933334
280,173642166,8985.91993739,W,599.0613291593332
281,175112644,7359.729290749999,W,490.64861938333325
282,175391373,4948.44464868,W,329.896309912
283,175391414,16141.5744218,W,1076.1049614533333
284,175391415,38910.0033534,W,2594.00022356
285,176222347,3163.91207962,W,210.92747197466667
286,1772769,22846.9948416,W,1523.13298944
287,177583197,26689.7736118,W,1779.3182407866666
288,177697884,5118.08769034,W,341.20584602266666
289,178540646,5931.9112927,W,395.46075284666665
290,178881896,30452.2148496,W,2030.1476566400002
291,182934454,11070.4085023,W,738.0272334866667
292,183654806,6719.17234519,W,447.94482301266663
293,184097730,25629.9138226,W,1708.6609215066667
294,184198433,12576.3509676,W,838.42339784
295,184854174,19957.3369355,W,1330.4891290333333
296,185034120,5962.48827211,W,397.4992181406667
297,186405616,2537.15585178,W,169.143723452
298,187059221,4831.47569332,W,322.0983795546666
299,187066534,9909.02915864,W,660.6019439093333
300,187122889,5318.36153749,W,354.55743583266667
301,187122970,9524.94323771,W,634.9962158473334
302,187124255,3753.55819341,W,250.237212894
303,187132784,32618.6677855,W,2174.577852366667
304,187147463,22546.4569933,W,1503.0971328866665
305,188361672,21587.8792756,W,1439.1919517066667
306,188704201,37530.7129919,W,2502.047532793333
307,189326807,7466.4594767,W,497.7639651133333
308,189370220,15837.6508931,W,1055.8433928733334
309,189789116,1708.11839514,W,113.874559676
310,190262195,11801.8279516,W,786.7885301066667
311,190752426,1379.62174493,W,91.97478299533333
312,191505220,2321.13079052,W,154.74205270133334
313,191626050,16604.0293575,W,1106.9352905
314,191658671,27929.6028279,W,1861.97352186
315,191776269,1414.76788322,W,94.31785888133332
316,191903149,176679.844963,W,11778.656330866668
317,192123600,10428.5253922,W,695.2350261466667
318,192123696,19846.5662092,W,1323.1044139466665
319,194080950,8611.57875405,W,574.10525027
320,194871781,7495.53831903,W,499.702554602
321,195058725,20191.7911408,W,1346.1194093866666
322,195058750,5958.86452097,W,397.2576347313333
323,195071693,4327.77258351,W,288.518172234
324,195245479,21205.4277971,W,1413.6951864733335
325,195247925,12129.4444189,W,808.6296279266667
326,195248360,9921.31352283,W,661.420901522
327,195254080,8698.12542815,W,579.8750285433333
328,195257367,4117.98034988,W,274.53202332533334
329,195463246,4730.73151225,W,315.3821008166667
330,195463289,5575.41767792,W,371.6945118613333
331,195463312,20147.1795006,W,1343.14530004
332,195870835,3750.67781349,W,250.045187566
333,196009026,48772.9998738,W,3251.53332492
334,196009027,28077.4985362,W,1871.8332357466668
335,196009029,5696.48726753,W,379.76581783533334
336,196020297,18429.8035721,W,1228.6535714733334
337,196547816,9839.49578305,W,655.9663855366667
338,196589775,24639.4158415,W,1642.6277227666665
339,196589784,8240.36519502,W,549.3576796680001
340,197275654,20083.7357571,W,1338.91571714
341,197623485,6000.41860361,W,400.0279069073333
342,197980469,22391.5532278,W,1492.7702151866665
343,197990955,9486.74174464,W,632.4494496426667
344,197994540,7917.97718995,W,527.8651459966667
345,197994541,10037.1987439,W,669.1465829266667
346,198093501,2676.18018351,W,178.412012234
347,198093527,4463.05232873,W,297.53682191533335
348,199148464,2115.56041947,W,141.037361298
349,200103043,9668.76502664,W,644.5843351093333
350,200543144,35527.7864656,W,2368.519097706667
351,201186464,5887.7888447,W,392.5192563133333
352,201186471,1471.02612868,W,98.06840857866668
353,201186580,7529.39209881,W,501.959473254
354,201349363,1662.58696376,W,110.83913091733332
355,201349368,1655.77271375,W,110.38484758333334
356,201349377,1199.32316149,W,79.95487743266668
357,201369805,13820.4003559,W,921.3600237266667
358,201512834,28030.1670346,W,1868.6778023066665
359,201714820,16165.1549086,W,1077.6769939066667
360,201732216,19128.2128964,W,1275.2141930933333
361,202055927,12062.0597002,W,804.1373133466666
362,202063637,1376.24837987,W,91.74989199133333
363,202892128,4854.76730647,W,323.6511537646667
364,203039679,28467.2983395,W,1897.8198893
365,203193334,3994.47792589,W,266.29852839266664
366,203208690,14753.2153363,W,983.5476890866667
367,203208693,10272.1700722,W,684.8113381466667
368,203316809,11849.1727522,W,789.9448501466667
369,203316816,14339.0411088,W,955.93607392
370,203686966,9407.64515977,W,627.1763439846667
371,203784007,7678.15193447,W,511.8767956313333
372,203829297,11111.0092664,W,740.7339510933333
373,203829298,6996.94188447,W,466.462792298
374,203829390,4275.5272599,W,285.03515066
375,203829391,4461.70965017,W,297.44731001133334
376,203830848,2371.50859031,W,158.1005726873333
377,203924813,53910.1955576,W,3594.013037173333
378,203957460,9353.00620705,W,623.5337471366668
379,203964296,27150.4028269,W,1810.0268551266668
380,204083861,9333.87448438,W,622.2582989586666
381,204083862,13111.9453252,W,874.1296883466667
382,204092696,16308.3632944,W,1087.2242196266666
383,204155699,3434.02878307,W,228.93525220466665
384,204197288,8816.33122275,W,587.75541485
385,204197573,5201.86589728,W,346.79105981866667
386,204197574,6083.26643305,W,405.55109553666665
387,204197940,7394.43415867,W,492.96227724466667
388,204197942,10349.1069668,W,689.9404644533333
389,204198144,3074.20576383,W,204.947050922
390,204873190,1544.51868814,W,102.96791254266667
391,205328816,5501.08323695,W,366.73888246333337
392,205384770,8321.24625312,W,554.749750208
393,205501689,7426.247661319999,W,495.08317742133323
394,205709832,23172.6868408,W,1544.8457893866666
395,205868699,8742.631946749998,W,582.8421297833332
396,206081689,10059.5088709,W,670.6339247266666
397,206121435,30997.0330492,W,2066.4688699466665
398,206130778,8555.78983996,W,570.3859893306667
399,206130787,30057.0858483,W,2003.8057232200001
400,206146960,4079.31050248,W,271.95403349866666
401,206237938,15763.4607608,W,1050.8973840533333
402,206263418,8548.45524569,W,569.8970163793333
403,206599464,10851.2881425,W,723.4192095
404,206599465,6442.99555397,W,429.53303693133336
405,206599467,3382.11491025,W,225.47432734999998
406,206599468,3660.97929189,W,244.065286126
407,206753508,5658.7357488,W,377.24904992
408,207144672,6458.1719032,W,430.54479354666665
409,207348874,6843.01758275,W,456.2011721833333
410,208149859,203775.051705,W,13585.003447
411,208161491,9983.85893676,W,665.590595784
412,208161648,14203.0836201,W,946.87224134
413,208973178,10023.6486132,W,668.24324088
414,209069874,33897.7933637,W,2259.8528909133333
415,209734785,6558.23919068,W,437.21594604533334
416,210180855,7184.96953184,W,478.99796878933336
417,212256102,21001.9109546,W,1400.1273969733334
418,214487314,11978.5639648,W,798.5709309866667
419,215433586,32849.5192849,W,2189.967952326667
420,215988637,14902.3905707,W,993.4927047133333
421,216243279,26227.8276047,W,1748.5218403133333
422,216243575,21502.0638504,W,1433.4709233600001
423,216243576,7869.38260325,W,524.6255068833333
424,216246117,8421.041064709998,W,561.4027376473332
425,216246431,10118.1330621,W,674.54220414
426,216534844,16660.478868,W,1110.6985911999998
427,216534845,56307.7042334,W,3753.8469488933333
428,2168885,13269.7768729,W,884.6517915266667
429,2172108,3480.4288043,W,232.02858695333333
430,2172109,4731.60467012,W,315.44031134133337
431,2178431,10363.8720465,W,690.9248031000001
432,2180162,3579.65720719,W,238.64381381266668
433,219428907,5282.89664315,W,352.1931095433334
434,220367341,34315.9612731,W,2287.7307515400003
435,220473703,13072.8889937,W,871.5259329133333
436,220489384,11567.5068127,W,771.1671208466666
437,220774689,2339.93711416,W,155.99580761066667
438,220822676,8085.85939389,W,539.0572929260001
439,220839211,10642.0235615,W,709.4682374333333
440,220839215,7480.713673569999,W,498.7142449046666
441,220840122,10783.2144081,W,718.88096054
442,220840123,11091.1607632,W,739.4107175466667
443,220840125,5130.21623895,W,342.01441593
444,221426714,5142.65615599,W,342.84374373266667
445,221581468,9639.44014377,W,642.629342918
446,222026634,26015.0401722,W,1734.33601148
447,222561756,4531.30926914,W,302.0872846093333
448,222584651,1756.95174295,W,117.13011619666666
449,222663712,10835.970904,W,722.3980602666667
450,222688249,4258.24960902,W,283.883307268
451,222844194,5297.60987349,W,353.173991566
452,223211125,8876.70754597,W,591.7805030646667
453,223289015,3429.99473986,W,228.66631599066667
454,223289016,3912.22870849,W,260.81524723266665
455,223890031,5883.10313249,W,392.2068754993333
456,224154643,9093.78621276,W,606.252414184
457,224664578,40641.1220881,W,2709.4081392066664
458,225050605,14098.4856471,W,939.89904314
459,225056312,15674.4018949,W,1044.9601263266666
460,225140928,3988.28774541,W,265.885849694
461,225369873,12491.1220931,W,832.7414728733334
462,225531967,13344.5619323,W,889.6374621533333
463,225653867,4083.35199578,W,272.2234663853333
464,225653868,9532.45881152,W,635.4972541013334
465,225653870,9186.57198645,W,612.43813243
466,225770763,7054.7968509,W,470.31979006
467,226144970,2698.30965089,W,179.88731005933332
468,226144972,8758.6866776,W,583.9124451733334
469,226363714,4401.81346137,W,293.45423075800005
470,226365561,6059.29537926,W,403.95302528400003
471,226852756,3626.28532579,W,241.75235505266667
472,226852758,7665.77892797,W,511.0519285313333
473,226855353,7629.703405749999,W,508.64689371666657
474,226925855,19947.2967096,W,1329.8197806399999
475,226940689,11517.8340582,W,767.85560388
476,226995987,4611.21181216,W,307.41412081066665
477,226995988,5010.74797423,W,334.04986494866665
478,2278012,28672.0170138,W,1911.46780092
479,228569029,61064.8500936,W,4070.9900062399997
480,228735159,41511.8349567,W,2767.4556637799997
481,228856907,1750.98943581,W,116.732629054
482,229130819,23438.0504363,W,1562.5366957533333
483,229315210,9393.6348142,W,626.2423209466667
484,229620079,14191.0214249,W,946.0680949933334
485,229620370,4236.47621478,W,282.431747652
486,229821308,24283.5927265,W,1618.9061817666666
487,229832392,6814.29429492,W,454.28628632799996
488,230037621,24535.8760162,W,1635.7250677466666
489,230165469,7998.352159629999,W,533.2234773086666
490,230197323,8319.827936089998,W,554.6551957393332
491,230283640,31660.0162078,W,2110.6677471866665
492,230398976,10420.3684317,W,694.6912287800001
493,230525118,20331.1083158,W,1355.4072210533334
494,230527917,5915.13342281,W,394.3422281873334
495,230610668,5092.88589647,W,339.52572643133334
496,230610690,9554.56167111,W,636.9707780739999
497,230612048,13355.449974,W,890.3633315999999
498,230617087,6359.22922254,W,423.948614836
499,230719030,9524.6068212,W,634.97378808
500,230719411,21011.9173501,W,1400.7944900066666
501,230736061,5893.72032342,W,392.914688228
502,231112098,3162.95411882,W,210.86360792133334
503,231228175,38112.5418652,W,2540.8361243466666
504,231273196,13354.4028217,W,890.2935214466667
505,231482249,11314.0664404,W,754.2710960266667
506,231482317,18724.7330271,W,1248.3155351399998
507,231482475,3097.36494033,W,206.49099602200002
508,231482901,3142.90445561,W,209.52696370733332
509,231506859,31807.1860982,W,2120.4790732133333
510,231610694,20346.4532578,W,1356.4302171866666
511,231611948,8934.09650275,W,595.6064335166667
512,231662080,5884.25596862,W,392.2837312413333
513,231749350,4495.99201311,W,299.73280087399996
514,231813695,6023.82993339,W,401.58866222600005
515,231853076,14630.3258355,W,975.3550557
516,232165845,7575.7911659,W,505.05274439333334
517,232201433,7780.45240715,W,518.6968271433333
518,232276152,8225.977895019998,W,548.3985263346665
519,232276819,11528.6866737,W,768.57911158
520,232276847,13813.8129665,W,920.9208644333333
521,232376397,10952.7082273,W,730.1805484866667
522,232376958,7438.75461352,W,495.91697423466667
523,232377990,9837.57650859,W,655.838433906
524,232568727,14210.8781233,W,947.3918748866668
525,232668059,10107.2376292,W,673.8158419466668
526,232931257,6498.41425497,W,433.227616998
527,232941187,3780.29147702,W,252.01943180133333
528,233066648,20720.7326835,W,1381.3821788999999
529,233075216,4021.57661177,W,268.1051074513333
530,233263734,5218.48664401,W,347.8991096006667
531,233291898,9163.460996590002,W,610.8973997726667
532,233297735,14673.2063564,W,978.2137570933334
533,233298187,21077.997676,W,1405.1998450666665
534,233401424,9300.66010772,W,620.0440071813333
535,233433852,40203.3354958,W,2680.2223663866666
536,233433855,16367.1937969,W,1091.1462531266666
537,233473159,16054.5393038,W,1070.3026202533333
538,233473160,41852.5746675,W,2790.1716444999997
539,233663048,9164.28894062,W,610.9525960413333
540,233937591,10364.8219407,W,690.98812938
541,233937592,39056.7914854,W,2603.7860990266663
542,233973761,10467.7107941,W,697.8473862733333
543,234338310,20176.7160852,W,1345.1144056800001
544,234340724,3258.6455018,W,217.24303345333334
545,234350696,7244.049133149999,W,482.9366088766666
546,234707754,24943.3610282,W,1662.8907352133333
547,234707755,37949.7031022,W,2529.9802068133336
548,234707759,3502.68921347,W,233.51261423133334
549,234707765,4122.05522396,W,274.80368159733337
550,234707769,10836.1134473,W,722.4075631533334
551,234707770,6292.51167379,W,419.50077825266663
552,234707785,9209.28657365,W,613.9524382433334
553,234951476,11590.6685885,W,772.7112392333333
554,235015893,2706.0342547,W,180.40228364666666
555,235050797,5849.33634801,W,389.955756534
556,235576362,3280.96220741,W,218.73081382733332
557,235772357,4700.2081585,W,313.34721056666666
558,236493068,13799.3409048,W,919.95606032
559,23746099,48501.6913905,W,3233.4460926999996
560,237848947,7685.82499396,W,512.3883329306667
561,237851241,16305.7886016,W,1087.05257344
562,237851257,9230.35048407,W,615.356698938
563,237994252,6830.93556786,W,455.39570452400005
564,238015231,59808.457682,W,3987.2305121333334
565,23804157,62206.6355492,W,4147.109036613333
566,238128685,11632.7232365,W,775.5148824333334
567,238128686,4017.34166383,W,267.82277758866667
568,238130018,1819.73174637,W,121.31544975800001
569,238130025,3117.94542167,W,207.86302811133334
570,238144296,5960.95997688,W,397.397331792
571,238144376,3699.20896024,W,246.61393068266668
572,238144492,11717.2883061,W,781.1525537399999
573,238795493,11972.4361003,W,798.1624066866666
574,23912326,27985.2597268,W,1865.6839817866667
575,239698690,6749.78871399,W,449.985914266
576,239955083,1926.19771672,W,128.41318111466666
577,239955122,795.553353126,W,53.0368902084
578,240211427,7841.185856649999,W,522.7457237766665
579,240211536,2641.04961854,W,176.06997456933334
580,240212003,16707.701907,W,1113.8467938
581,240421043,8292.41184059,W,552.8274560393334
582,240422770,11507.4366036,W,767.1624402399999
583,240425246,4621.023196,W,308.06821306666666
584,240427366,11848.6090801,W,789.9072720066666
585,240427371,21237.7403927,W,1415.8493595133334
586,240427501,5729.28333172,W,381.95222211466665
587,240427511,16097.5949103,W,1073.17299402
588,240427516,13824.5435098,W,921.6362339866666
589,240583620,10991.5393424,W,732.7692894933333
590,240583645,21319.3430445,W,1421.2895363
591,241600795,104369.684137,W,6957.978942466667
592,242770774,6020.87153003,W,401.3914353353333
593,242892679,11510.180446,W,767.3453630666667
594,242892683,15485.8537273,W,1032.3902484866667
595,242995380,11732.2070819,W,782.1471387933333
596,24303743,27632.6397552,W,1842.1759836800002
597,24331723,26471.5642236,W,1764.7709482399998
598,243591036,9275.56859403,W,618.3712396020001
599,243675864,2382.44830146,W,158.829886764
600,245144945,14155.9346785,W,943.7289785666667
601,245297315,6010.90287522,W,400.726858348
602,245544529,6662.12119635,W,444.14141309
603,245544530,1942.34278829,W,129.48951921933335
604,246505339,12169.4644668,W,811.29763112
605,24720478,13225.5832014,W,881.7055467600001
606,248782086,14139.5712936,W,942.63808624
607,249414359,10561.6464403,W,704.1097626866667
608,250909848,3717.4039347,W,247.82692898
609,2519235,3701.62724632,W,246.77514975466664
610,252242463,5986.40870153,W,399.0939134353333
611,253057908,14139.678015,W,942.6452009999999
612,253279070,44955.1540244,W,2997.0102682933334
