,blockgroup,hub
1067,G06000104235001,45303398
1068,G06000104235001,45303399
1069,G06000104235001,479030247
1070,G06000104235002,226852758
1071,G06000104235002,286961510
1072,G06000104235002,400277094
1073,G06000104235002,433769471
1074,G06000104235002,45303398
1075,G06000104235002,45303399
1076,G06000104235002,479030247
1077,G06000104235003,226852758
1078,G06000104235003,286961510
1079,G06000104235003,400277094
1080,G06000104235003,433769471
1081,G06000104235003,45303398
1082,G06000104235003,45303399
1083,G06000104235003,479030247
1084,G06000104236011,226852758
1085,G06000104236011,286961510
1086,G06000104236011,400277094
1087,G06000104236011,433769471
1088,G06000104236011,45303398
1089,G06000104236011,45303399
1090,G06000104236011,479030247
1091,G06000104236012,226852758
1092,G06000104236012,286961510
1093,G06000104236012,400277094
1094,G06000104236012,433769471
1095,G06000104236012,45303398
1096,G06000104236012,45303399
1097,G06000104236012,479030247
1098,G06000104236021,226852758
1099,G06000104236021,286961510
1100,G06000104236021,400277094
1101,G06000104236021,433769471
1102,G06000104236021,45303398
1103,G06000104236021,45303399
1104,G06000104236021,479030247
1105,G06000104236022,226852758
1106,G06000104236022,286961510
1107,G06000104236022,400277094
1108,G06000104236022,433769471
1109,G06000104236022,45303398
1110,G06000104236022,45303399
1111,G06000104236022,479030247
1112,G06000104236023,226852758
1113,G06000104236023,286961510
1114,G06000104236023,400277094
1115,G06000104236023,433769471
1116,G06000104236023,45303398
1117,G06000104236023,45303399
1118,G06000104236023,479030247
1119,G06000104237001,226852758
1120,G06000104237001,286961510
1121,G06000104237001,400277094
1122,G06000104237001,433769471
1123,G06000104237001,45303398
1124,G06000104237001,45303399
1125,G06000104237001,479030247
1126,G06000104237002,226852758
1127,G06000104237002,286961510
1128,G06000104237002,400277094
1129,G06000104237002,433769471
1130,G06000104237002,45303398
1131,G06000104237002,45303399
1132,G06000104237002,479030247
1133,G06000104237003,226852758
1134,G06000104237003,286961510
1135,G06000104237003,400277094
1136,G06000104237003,433769471
1137,G06000104237003,45303398
1138,G06000104237003,45303399
1139,G06000104237003,479030247
1140,G06000104238001,226852758
1141,G06000104238001,286961510
1142,G06000104238001,400277094
1143,G06000104238001,433769471
1144,G06000104238001,45303398
1145,G06000104238001,45303399
1146,G06000104238001,479030247
1147,G06000104238002,226852758
1148,G06000104238002,286961510
1149,G06000104238002,400277094
1150,G06000104238002,433769471
1151,G06000104238002,45303398
1152,G06000104238002,45303399
1153,G06000104238002,479030247
1154,G06000104238003,226852758
1155,G06000104238003,286961510
1156,G06000104238003,400277094
1157,G06000104238003,433769471
1158,G06000104238003,45303398
1159,G06000104238003,45303399
1160,G06000104238003,479030247
1161,G06000104239011,226852758
1162,G06000104239011,286961510
1163,G06000104239011,400277094
1164,G06000104239011,433769471
1165,G06000104239011,45303398
1166,G06000104239011,45303399
1167,G06000104239011,479030247
1168,G06000104239012,226852758
1169,G06000104239012,286961510
1170,G06000104239012,400277094
1171,G06000104239012,433769471
1172,G06000104239012,45303398
1173,G06000104239012,45303399
1174,G06000104239012,479030247
1175,G06000104239021,226852758
1176,G06000104239021,286961510
1177,G06000104239021,400277094
1178,G06000104239021,433769471
1179,G06000104239021,45303398
1180,G06000104239021,45303399
1181,G06000104239021,479030247
1182,G06000104239022,226852758
1183,G06000104239022,286961510
1184,G06000104239022,400277094
1185,G06000104239022,433769471
1186,G06000104239022,45303398
1187,G06000104239022,45303399
1188,G06000104239022,479030247
1189,G06000104240011,226852758
1190,G06000104240011,286961510
1191,G06000104240011,400277094
1192,G06000104240011,433769471
1193,G06000104240011,45303398
1194,G06000104240011,45303399
1195,G06000104240011,479030247
1196,G06000104240012,226852758
1197,G06000104240012,286961510
1198,G06000104240012,400277094
1199,G06000104240012,433769471
1200,G06000104240012,45303398
1201,G06000104240012,45303399
1202,G06000104240012,479030247
1203,G06000104240013,226852758
1204,G06000104240013,286961510
1205,G06000104240013,400277094
1206,G06000104240013,433769471
1207,G06000104240013,45303398
1208,G06000104240013,45303399
1209,G06000104240013,479030247
1210,G06000104240014,226852758
1211,G06000104240014,286961510
1212,G06000104240014,400277094
1213,G06000104240014,433769471
1214,G06000104240014,45303398
1215,G06000104240014,45303399
1216,G06000104240014,479030247
1217,G06000104240021,226852758
1218,G06000104240021,286961510
1219,G06000104240021,400277094
1220,G06000104240021,433769471
1221,G06000104240021,45303398
1222,G06000104240021,45303399
1223,G06000104240021,479030247
1224,G06000104240022,226852758
1225,G06000104240022,286961510
1226,G06000104240022,400277094
1227,G06000104240022,433769471
1228,G06000104240022,45303398
1229,G06000104240022,45303399
1230,G06000104240022,479030247
1231,G06000104251011,226852758
1232,G06000104251011,286961510
1233,G06000104251011,400277094
1234,G06000104251011,433769471
1235,G06000104251011,45303398
1236,G06000104251011,45303399
1237,G06000104251011,479030247
1238,G06000104251012,286961510
1239,G06000104251021,286961510
1240,G06000104251022,286961510
1241,G06000104251023,286961510
1242,G06000104251031,226852758
1243,G06000104251031,286961510
1244,G06000104251031,400277094
1245,G06000104251031,433769471
1246,G06000104251031,45303398
1247,G06000104251031,45303399
1248,G06000104251031,479030247
1249,G06000104251032,226852758
1250,G06000104251032,286961510
1251,G06000104251032,400277094
1252,G06000104251032,433769471
1253,G06000104251032,45303398
1254,G06000104251032,45303399
1255,G06000104251032,479030247
1256,G06000104251033,226852758
1257,G06000104251033,286961510
1258,G06000104251033,400277094
1259,G06000104251033,433769471
1260,G06000104251033,45303398
1261,G06000104251033,45303399
1262,G06000104251033,479030247
1263,G06000104251041,226852758
1264,G06000104251041,286961510
1265,G06000104251041,400277094
1266,G06000104251041,433769471
1267,G06000104251041,45303398
1268,G06000104251041,45303399
1269,G06000104251041,479030247
1270,G06000104251042,226852758
1271,G06000104251042,286961510
1272,G06000104251042,400277094
1273,G06000104251042,433769471
1274,G06000104251042,45303398
1275,G06000104251042,45303399
1276,G06000104251042,479030247
1277,G06000104261001,400277094
1278,G06000104261001,433769471
1279,G06000104261002,400277094
1280,G06000104261004,400277094
1281,G06000104261004,433769471
1282,G06000104261005,400277094
1283,G06000104261005,433769471
1284,G06000104262001,286961510
1285,G06000104262001,400277094
1286,G06000104262001,433769471
1287,G06000104262002,286961510
1288,G06000104262002,400277094
1289,G06000104262002,433769471
1290,G06000104262003,286961510
1291,G06000104262003,400277094
1292,G06000104262003,433769471
1293,G06000104301013,31771037
1294,G06000104501021,31771037
1295,G06000104502001,31771037
1296,G06000104502002,31771037
1297,G06000109819001,400277094
1298,G06000109819001,433769471
1299,G06000109820001,400277094
1300,G06000109820001,433769471
1301,G06001303451011,31771037
1302,G06001303451012,31771037
1303,G06001303451013,31771037
1304,G06001303451014,31771037
1305,G06001303451021,31771037
1306,G06001303451022,31771037
1307,G06001303451023,31771037
1308,G06001303451031,31771037
1309,G06001303451032,31771037
1310,G06001303451033,31771037
1311,G06001303451051,31771037
1312,G06001303451052,31771037
1313,G06001303451053,31771037
1314,G06001303451054,31771037
1315,G06001303451081,31771037
1316,G06001303451082,31771037
1317,G06001303451083,31771037
1318,G06001303451084,31771037
1319,G06001303451111,31771037
1320,G06001303451112,31771037
1321,G06001303451113,31771037
1322,G06001303451121,31771037
1323,G06001303451122,31771037
1324,G06001303451131,31771037
1325,G06001303451132,31771037
1326,G06001303451141,31771037
1327,G06001303451142,31771037
1328,G06001303451143,31771037
1329,G06001303451144,31771037
1330,G06001303451151,31771037
1331,G06001303451152,31771037
1332,G06001303451161,31771037
1333,G06001303451162,31771037
1334,G06001303452021,31771037
1335,G06001303452022,31771037
1336,G06001303452023,31771037
1337,G06001303452031,31771037
1338,G06001303452032,31771037
1339,G06001303452033,31771037
1340,G06001303462013,31771037
1341,G06001303462031,31771037
1342,G06001303462032,31771037
1343,G06001303462041,31771037
1344,G06001303462042,31771037
1345,G06001303462043,31771037
1346,G06001303540011,226852758
1347,G06001303540011,286961510
1348,G06001303540011,400277094
1349,G06001303540011,433769471
1350,G06001303540011,45303398
1351,G06001303540011,45303399
1352,G06001303540011,479030247
1353,G06001303551123,31771037
1354,G06001303551131,31771037
1355,G06001303551132,31771037
1356,G06001303551133,31771037
1357,G06001303551141,31771037
1358,G06001303551142,31771037
1359,G06001303551143,31771037
1360,G06001303551151,31771037
1361,G06001303551161,31771037
1362,G06001303551171,31771037
1363,G06001303601023,226852758
1364,G06001303601023,45303399
1365,G06001303610002,226852758
1366,G06001303610002,286961510
1367,G06001303610002,45303398
1368,G06001303610002,45303399
1369,G06001303610002,479030247
1370,G06001303610003,226852758
1371,G06001303610003,286961510
1372,G06001303610003,45303398
1373,G06001303610003,45303399
1374,G06001303610003,479030247
1375,G06001303620001,226852758
1376,G06001303620001,45303398
1377,G06001303620001,45303399
1378,G06001303620001,479030247
1379,G06001303620002,226852758
1380,G06001303620002,286961510
1381,G06001303620002,45303398
1382,G06001303620002,45303399
1383,G06001303620002,479030247
1384,G06001303620003,226852758
1385,G06001303620003,286961510
1386,G06001303620003,45303398
1387,G06001303620003,45303399
1388,G06001303620003,479030247
1389,G06001303690011,226852758
1390,G06001303690011,45303398
1391,G06001303690011,45303399
1392,G06001303690011,479030247
1393,G06001303690022,45303399
1394,G06001303690023,226852758
1395,G06001303690023,45303398
1396,G06001303690023,45303399
1397,G06001303690023,479030247
1398,G06001303700001,226852758
1399,G06001303700001,286961510
1400,G06001303700001,45303398
1401,G06001303700001,45303399
1402,G06001303700001,479030247
1403,G06001303700002,226852758
1404,G06001303700002,286961510
1405,G06001303700002,45303398
1406,G06001303700002,45303399
1407,G06001303700002,479030247
1408,G06001303700003,226852758
1409,G06001303700003,286961510
1410,G06001303700003,400277094
1411,G06001303700003,433769471
1412,G06001303700003,45303398
1413,G06001303700003,45303399
1414,G06001303700003,479030247
1415,G06001303710001,226852758
1416,G06001303710001,45303398
1417,G06001303710001,45303399
1418,G06001303710001,479030247
1419,G06001303710002,226852758
1420,G06001303710002,286961510
1421,G06001303710002,45303398
1422,G06001303710002,45303399
1423,G06001303710002,479030247
1424,G06001303710003,226852758
1425,G06001303710003,286961510
1426,G06001303710003,45303398
1427,G06001303710003,45303399
1428,G06001303710003,479030247
1429,G06001303710004,226852758
1430,G06001303710004,286961510
1431,G06001303710004,45303398
1432,G06001303710004,45303399
1433,G06001303710004,479030247
1434,G06001303710005,226852758
1435,G06001303710005,286961510
1436,G06001303710005,45303398
1437,G06001303710005,45303399
1438,G06001303710005,479030247
1439,G06001303710006,226852758
1440,G06001303710006,286961510
1441,G06001303710006,45303398
1442,G06001303710006,45303399
1443,G06001303710006,479030247
1444,G06001303720001,226852758
1445,G06001303720001,45303398
1446,G06001303720001,45303399
1447,G06001303720002,226852758
1448,G06001303720002,45303398
1449,G06001303720002,45303399
1450,G06001303720002,479030247
1451,G06001303720003,226852758
1452,G06001303720003,45303398
1453,G06001303720003,45303399
1454,G06001303720003,479030247
1455,G06001303720004,226852758
1456,G06001303720004,45303398
1457,G06001303720004,45303399
1458,G06001303720004,479030247
1459,G06001303720005,226852758
1460,G06001303720005,45303398
1461,G06001303720005,45303399
1462,G06001303720005,479030247
1463,G06001303720006,226852758
1464,G06001303720006,45303398
1465,G06001303720006,45303399
1466,G06001303730001,45303398
1467,G06001303730001,45303399
1468,G06001303740001,226852758
1469,G06001303740001,45303398
1470,G06001303740001,45303399
1471,G06001303740001,479030247
1472,G06001303740002,226852758
1473,G06001303740002,286961510
1474,G06001303740002,45303398
1475,G06001303740002,45303399
1476,G06001303740002,479030247
1477,G06001303740003,226852758
1478,G06001303740003,286961510
1479,G06001303740003,45303398
1480,G06001303740003,45303399
1481,G06001303740003,479030247
1482,G06001303740004,226852758
1483,G06001303740004,45303398
1484,G06001303740004,45303399
1485,G06001303740004,479030247
1486,G06001303750001,226852758
1487,G06001303750001,45303398
1488,G06001303750001,45303399
1489,G06001303750001,479030247
1490,G06001303750002,226852758
1491,G06001303750002,45303398
1492,G06001303750002,45303399
1493,G06001303750002,479030247
1494,G06001303750003,226852758
1495,G06001303750003,45303398
1496,G06001303750003,45303399
1497,G06001303760003,226852758
1498,G06001303760003,45303398
1499,G06001303760003,45303399
1500,G06001303760003,479030247
1501,G06001303760004,45303398
1502,G06001303760004,45303399
1503,G06001303770001,226852758
1504,G06001303770001,286961510
1505,G06001303770001,45303398
1506,G06001303770001,45303399
1507,G06001303770001,479030247
1508,G06001303770002,226852758
1509,G06001303770002,45303398
1510,G06001303770002,45303399
1511,G06001303770002,479030247
1512,G06001303770003,226852758
1513,G06001303770003,45303398
1514,G06001303770003,45303399
1515,G06001303770003,479030247
1516,G06001303770004,226852758
1517,G06001303770004,45303398
1518,G06001303770004,45303399
1519,G06001303780002,226852758
1520,G06001303780002,286961510
1521,G06001303780002,45303398
1522,G06001303780002,45303399
1523,G06001303780002,479030247
1524,G06001303790001,226852758
1525,G06001303790001,286961510
1526,G06001303790001,400277094
1527,G06001303790001,433769471
1528,G06001303790001,45303398
1529,G06001303790001,45303399
1530,G06001303790001,479030247
1531,G06001303790002,226852758
1532,G06001303790002,286961510
1533,G06001303790002,45303398
1534,G06001303790002,45303399
1535,G06001303790002,479030247
1536,G06001303790003,226852758
1537,G06001303790003,286961510
1538,G06001303790003,45303398
1539,G06001303790003,45303399
1540,G06001303790003,479030247
1541,G06001303790004,226852758
1542,G06001303790004,45303398
1543,G06001303790004,45303399
1544,G06001303790004,479030247
1545,G06001303800001,226852758
1546,G06001303800001,286961510
1547,G06001303800001,400277094
1548,G06001303800001,433769471
1549,G06001303800001,45303398
1550,G06001303800001,45303399
1551,G06001303800001,479030247
1552,G06001303800002,226852758
1553,G06001303800002,286961510
1554,G06001303800002,400277094
1555,G06001303800002,433769471
1556,G06001303800002,45303398
1557,G06001303800002,45303399
1558,G06001303800002,479030247
1559,G06001303800003,226852758
1560,G06001303800003,286961510
1561,G06001303800003,400277094
1562,G06001303800003,433769471
1563,G06001303800003,45303398
1564,G06001303800003,45303399
1565,G06001303800003,479030247
1566,G06001303810001,226852758
1567,G06001303810001,286961510
1568,G06001303810001,400277094
1569,G06001303810001,433769471
1570,G06001303810001,45303398
1571,G06001303810001,45303399
1572,G06001303810001,479030247
1573,G06001303810002,226852758
1574,G06001303810002,286961510
1575,G06001303810002,400277094
1576,G06001303810002,433769471
1577,G06001303810002,45303398
1578,G06001303810002,45303399
1579,G06001303810002,479030247
1580,G06001303810003,226852758
1581,G06001303810003,286961510
1582,G06001303810003,400277094
1583,G06001303810003,433769471
1584,G06001303810003,45303398
1585,G06001303810003,45303399
1586,G06001303810003,479030247
1587,G06001303810004,226852758
1588,G06001303810004,286961510
1589,G06001303810004,45303398
1590,G06001303810004,45303399
1591,G06001303810004,479030247
1592,G06001303810005,226852758
1593,G06001303810005,286961510
1594,G06001303810005,45303398
1595,G06001303810005,45303399
1596,G06001303810005,479030247
1597,G06001303820001,226852758
1598,G06001303820001,286961510
1599,G06001303820001,400277094
1600,G06001303820001,433769471
1601,G06001303820001,45303398
1602,G06001303820001,45303399
1603,G06001303820001,479030247
1604,G06001303820002,226852758
1605,G06001303820002,286961510
1606,G06001303820002,400277094
1607,G06001303820002,433769471
1608,G06001303820002,45303398
1609,G06001303820002,45303399
1610,G06001303820002,479030247
1611,G06001303820003,226852758
1612,G06001303820003,286961510
1613,G06001303820003,400277094
1614,G06001303820003,433769471
1615,G06001303820003,45303398
1616,G06001303820003,45303399
1617,G06001303820003,479030247
1618,G06001303820004,226852758
1619,G06001303820004,286961510
1620,G06001303820004,400277094
1621,G06001303820004,433769471
1622,G06001303820004,45303398
1623,G06001303820004,45303399
1624,G06001303820004,479030247
1625,G06001303830001,226852758
1626,G06001303830001,286961510
1627,G06001303830001,400277094
1628,G06001303830001,433769471
1629,G06001303830001,45303398
1630,G06001303830001,45303399
1631,G06001303830001,479030247
1632,G06001303830002,226852758
1633,G06001303830002,286961510
1634,G06001303830002,400277094
1635,G06001303830002,433769471
1636,G06001303830002,45303398
1637,G06001303830002,45303399
1638,G06001303830002,479030247
1639,G06001303830003,226852758
1640,G06001303830003,286961510
1641,G06001303830003,400277094
1642,G06001303830003,433769471
1643,G06001303830003,45303398
1644,G06001303830003,45303399
1645,G06001303830003,479030247
1646,G06001303840001,226852758
1647,G06001303840001,286961510
1648,G06001303840001,400277094
1649,G06001303840001,433769471
1650,G06001303840001,45303398
1651,G06001303840001,45303399
1652,G06001303840001,479030247
1653,G06001303840002,226852758
1654,G06001303840002,286961510
1655,G06001303840002,400277094
1656,G06001303840002,433769471
1657,G06001303840002,45303398
1658,G06001303840002,45303399
1659,G06001303840002,479030247
1660,G06001303840003,226852758
1661,G06001303840003,286961510
1662,G06001303840003,400277094
1663,G06001303840003,433769471
1664,G06001303840003,45303398
1665,G06001303840003,45303399
1666,G06001303840003,479030247
1667,G06001303840004,226852758
1668,G06001303840004,286961510
1669,G06001303840004,400277094
1670,G06001303840004,433769471
1671,G06001303840004,45303398
1672,G06001303840004,45303399
1673,G06001303840004,479030247
1674,G06001303851001,226852758
1675,G06001303851001,286961510
1676,G06001303851001,400277094
1677,G06001303851001,433769471
1678,G06001303851001,45303398
1679,G06001303851001,45303399
1680,G06001303851001,479030247
1681,G06001303851002,226852758
1682,G06001303851002,286961510
1683,G06001303851002,400277094
1684,G06001303851002,433769471
1685,G06001303851002,45303398
1686,G06001303851002,45303399
1687,G06001303851002,479030247
1688,G06001303852001,226852758
1689,G06001303852001,286961510
1690,G06001303852001,400277094
1691,G06001303852001,433769471
1692,G06001303852001,45303398
1693,G06001303852001,45303399
1694,G06001303852001,479030247
1695,G06001303852002,226852758
1696,G06001303852002,286961510
1697,G06001303852002,400277094
1698,G06001303852002,433769471
1699,G06001303852002,45303398
1700,G06001303852002,45303399
1701,G06001303852002,479030247
1702,G06001303860001,226852758
1703,G06001303860001,286961510
1704,G06001303860001,400277094
1705,G06001303860001,433769471
1706,G06001303860001,45303398
1707,G06001303860001,45303399
1708,G06001303860001,479030247
1709,G06001303860002,226852758
1710,G06001303860002,286961510
1711,G06001303860002,400277094
1712,G06001303860002,433769471
1713,G06001303860002,45303398
1714,G06001303860002,45303399
1715,G06001303860002,479030247
1716,G06001303860003,226852758
1717,G06001303860003,286961510
1718,G06001303860003,400277094
1719,G06001303860003,433769471
1720,G06001303860003,45303398
1721,G06001303860003,45303399
1722,G06001303860003,479030247
1723,G06001303860004,226852758
1724,G06001303860004,286961510
1725,G06001303860004,400277094
1726,G06001303860004,433769471
1727,G06001303860004,45303398
1728,G06001303860004,45303399
1729,G06001303860004,479030247
1730,G06001303870001,226852758
1731,G06001303870001,286961510
1732,G06001303870001,400277094
1733,G06001303870001,433769471
1734,G06001303870001,45303398
1735,G06001303870001,45303399
1736,G06001303870001,479030247
1737,G06001303870002,226852758
1738,G06001303870002,286961510
1739,G06001303870002,400277094
1740,G06001303870002,433769471
1741,G06001303870002,45303398
1742,G06001303870002,45303399
1743,G06001303870002,479030247
1744,G06001303870003,226852758
1745,G06001303870003,286961510
1746,G06001303870003,400277094
1747,G06001303870003,433769471
1748,G06001303870003,45303398
1749,G06001303870003,45303399
1750,G06001303870003,479030247
1751,G06001303880001,226852758
1752,G06001303880001,286961510
1753,G06001303880001,400277094
1754,G06001303880001,433769471
1755,G06001303880001,45303398
1756,G06001303880001,45303399
1757,G06001303880001,479030247
1758,G06001303880002,226852758
1759,G06001303880002,286961510
1760,G06001303880002,400277094
1761,G06001303880002,433769471
1762,G06001303880002,45303398
1763,G06001303880002,45303399
1764,G06001303880002,479030247
1765,G06001303891001,226852758
1766,G06001303891001,286961510
1767,G06001303891001,400277094
1768,G06001303891001,433769471
1769,G06001303891001,45303398
1770,G06001303891001,45303399
1771,G06001303891001,479030247
1772,G06001303891002,226852758
1773,G06001303891002,286961510
1774,G06001303891002,400277094
1775,G06001303891002,433769471
1776,G06001303891002,45303398
1777,G06001303891002,45303399
1778,G06001303891002,479030247
1779,G06001303892001,226852758
1780,G06001303892001,286961510
1781,G06001303892001,400277094
1782,G06001303892001,433769471
1783,G06001303892001,45303398
1784,G06001303892001,45303399
1785,G06001303892001,479030247
1786,G06001303892002,226852758
1787,G06001303892002,286961510
1788,G06001303892002,400277094
1789,G06001303892002,433769471
1790,G06001303892002,45303398
1791,G06001303892002,45303399
1792,G06001303892002,479030247
1793,G06001303901001,226852758
1794,G06001303901001,286961510
1795,G06001303901001,400277094
1796,G06001303901001,433769471
1797,G06001303901001,45303398
1798,G06001303901001,45303399
1799,G06001303901001,479030247
1800,G06001303901002,226852758
1801,G06001303901002,286961510
1802,G06001303901002,400277094
1803,G06001303901002,433769471
1804,G06001303901002,45303398
1805,G06001303901002,45303399
1806,G06001303901002,479030247
1807,G06001303901003,226852758
1808,G06001303901003,286961510
1809,G06001303901003,400277094
1810,G06001303901003,433769471
1811,G06001303901003,45303398
1812,G06001303901003,45303399
1813,G06001303901003,479030247
1814,G06001303902001,226852758
1815,G06001303902001,286961510
1816,G06001303902001,400277094
1817,G06001303902001,433769471
1818,G06001303902001,45303398
1819,G06001303902001,45303399
1820,G06001303902001,479030247
1821,G06001303902002,226852758
1822,G06001303902002,286961510
1823,G06001303902002,400277094
1824,G06001303902002,433769471
1825,G06001303902002,45303398
1826,G06001303902002,45303399
1827,G06001303902002,479030247
1828,G06001303910001,226852758
1829,G06001303910001,286961510
1830,G06001303910001,400277094
1831,G06001303910001,433769471
1832,G06001303910001,45303398
1833,G06001303910001,45303399
1834,G06001303910001,479030247
1835,G06001303910002,226852758
1836,G06001303910002,286961510
1837,G06001303910002,400277094
1838,G06001303910002,433769471
1839,G06001303910002,45303398
1840,G06001303910002,45303399
1841,G06001303910002,479030247
1842,G06001303920001,226852758
1843,G06001303920001,286961510
1844,G06001303920001,400277094
1845,G06001303920001,433769471
1846,G06001303920001,45303398
1847,G06001303920001,45303399
1848,G06001303920001,479030247
1849,G06001303920002,226852758
1850,G06001303920002,286961510
1851,G06001303920002,400277094
1852,G06001303920002,433769471
1853,G06001303920002,45303398
1854,G06001303920002,45303399
1855,G06001303920002,479030247
1856,G06001303920003,226852758
1857,G06001303920003,286961510
1858,G06001303920003,400277094
1859,G06001303920003,433769471
1860,G06001303920003,45303398
1861,G06001303920003,45303399
1862,G06001303920003,479030247
